pmid,date,mesh,journal,affil,athrs,pt,gr
27629646,<DateCompleted>  <Year>2016</Year>  <Month>10</Month>  <Day>05</Day></DateCompleted>,"<MeshHeadingList>  <MeshHeading>    <DescriptorName UI=""D000818"" MajorTopicYN=""N"">Animals</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D016477"" MajorTopicYN=""N"">Artifacts</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D002417"" MajorTopicYN=""N"">Cattle</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D018929"" MajorTopicYN=""N"">Cell Culture Techniques</DescriptorName>    <QualifierName UI=""Q000379"" MajorTopicYN=""Y"">methods</QualifierName>    <QualifierName UI=""Q000592"" MajorTopicYN=""Y"">standards</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D002460"" MajorTopicYN=""N"">Cell Line</DescriptorName>    <QualifierName UI=""Q000166"" MajorTopicYN=""N"">cytology</QualifierName>    <QualifierName UI=""Q000187"" MajorTopicYN=""N"">drug effects</QualifierName>    <QualifierName UI=""Q000378"" MajorTopicYN=""N"">metabolism</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D003470"" MajorTopicYN=""N"">Culture Media</DescriptorName>    <QualifierName UI=""Q000737"" MajorTopicYN=""Y"">chemistry</QualifierName>    <QualifierName UI=""Q000494"" MajorTopicYN=""N"">pharmacology</QualifierName>    <QualifierName UI=""Q000592"" MajorTopicYN=""N"">standards</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D016895"" MajorTopicYN=""N"">Culture Media, Serum-Free</DescriptorName>    <QualifierName UI=""Q000737"" MajorTopicYN=""N"">chemistry</QualifierName>    <QualifierName UI=""Q000494"" MajorTopicYN=""N"">pharmacology</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D005260"" MajorTopicYN=""N"">Female</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D006801"" MajorTopicYN=""N"">Humans</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D051379"" MajorTopicYN=""N"">Mice</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D018485"" MajorTopicYN=""N"">Muscle Fibers, Skeletal</DescriptorName>    <QualifierName UI=""Q000166"" MajorTopicYN=""N"">cytology</QualifierName>    <QualifierName UI=""Q000378"" MajorTopicYN=""N"">metabolism</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D011247"" MajorTopicYN=""N"">Pregnancy</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D011786"" MajorTopicYN=""N"">Quality Control</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D015203"" MajorTopicYN=""N"">Reproducibility of Results</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D012107"" MajorTopicYN=""N"">Research Design</DescriptorName>  </MeshHeading></MeshHeadingList>","<Journal>  <ISSN IssnType=""Electronic"">1476-4687</ISSN>  <JournalIssue CitedMedium=""Internet"">    <Volume>537</Volume>    <Issue>7620</Issue>    <PubDate>      <Year>2016</Year>      <Month>09</Month>      <Day>15</Day>    </PubDate>  </JournalIssue>  <Title>Nature</Title>  <ISOAbbreviation>Nature</ISOAbbreviation></Journal>","<AffiliationInfo>  <Affiliation>Nature in San Francisco, California.</Affiliation></AffiliationInfo>","<AuthorList CompleteYN=""Y"">  <Author ValidYN=""Y"">    <LastName>Baker</LastName>    <ForeName>Monya</ForeName>    <Initials>M</Initials>    <AffiliationInfo>      <Affiliation>Nature in San Francisco, California.</Affiliation>    </AffiliationInfo>  </Author></AuthorList>","<PublicationTypeList>  <PublicationType UI=""D016428"">Journal Article</PublicationType></PublicationTypeList>",NA
27634318,<DateCompleted>  <Year>2016</Year>  <Month>12</Month>  <Day>27</Day></DateCompleted>,"<MeshHeadingList>  <MeshHeading>    <DescriptorName UI=""D001363"" MajorTopicYN=""Y"">Awards and Prizes</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D001671"" MajorTopicYN=""Y"">Biochemistry</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D035843"" MajorTopicYN=""Y"">Biomedical Research</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D004261"" MajorTopicYN=""Y"">DNA Replication</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D006801"" MajorTopicYN=""N"">Humans</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D011506"" MajorTopicYN=""N"">Proteins</DescriptorName>    <QualifierName UI=""Q000737"" MajorTopicYN=""Y"">chemistry</QualifierName>  </MeshHeading></MeshHeadingList>","<Journal>  <ISSN IssnType=""Electronic"">1097-4172</ISSN>  <JournalIssue CitedMedium=""Internet"">    <Volume>167</Volume>    <Issue>1</Issue>    <PubDate>      <Year>2016</Year>      <Month>Sep</Month>      <Day>22</Day>    </PubDate>  </JournalIssue>  <Title>Cell</Title>  <ISOAbbreviation>Cell</ISOAbbreviation></Journal>","<AffiliationInfo>  <Affiliation>Howard Hughes Medical Institute, University of California at San Francisco, San Francisco, CA 94143, USA; Department of Biochemistry and Biophysics, University of California at San Francisco, San Francisco, CA 94143, USA. Electronic address: peter@walterlab.ucsf.edu.</Affiliation></AffiliationInfo>","<AuthorList CompleteYN=""Y"">  <Author ValidYN=""Y"">    <LastName>Walter</LastName>    <ForeName>Peter</ForeName>    <Initials>P</Initials>    <AffiliationInfo>      <Affiliation>Howard Hughes Medical Institute, University of California at San Francisco, San Francisco, CA 94143, USA; Department of Biochemistry and Biophysics, University of California at San Francisco, San Francisco, CA 94143, USA. Electronic address: peter@walterlab.ucsf.edu.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Yamamoto</LastName>    <ForeName>Keith R</ForeName>    <Initials>KR</Initials>    <AffiliationInfo>      <Affiliation>Department of Cellular and Molecular Pharmacology, University of California at San Francisco, San Francisco, CA 94143, USA. Electronic address: yamamoto@ucsf.edu.</Affiliation>    </AffiliationInfo>  </Author></AuthorList>","<PublicationTypeList>  <PublicationType UI=""D016428"">Journal Article</PublicationType></PublicationTypeList>",NA
27634319,<DateCompleted>  <Year>2016</Year>  <Month>12</Month>  <Day>27</Day></DateCompleted>,"<MeshHeadingList>  <MeshHeading>    <DescriptorName UI=""D000222"" MajorTopicYN=""Y"">Adaptation, Physiological</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D000693"" MajorTopicYN=""N"">Anaerobiosis</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D000818"" MajorTopicYN=""N"">Animals</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D001363"" MajorTopicYN=""Y"">Awards and Prizes</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D035843"" MajorTopicYN=""Y"">Biomedical Research</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D015687"" MajorTopicYN=""Y"">Cell Hypoxia</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D051795"" MajorTopicYN=""N"">Hypoxia-Inducible Factor 1, alpha Subunit</DescriptorName>    <QualifierName UI=""Q000378"" MajorTopicYN=""N"">metabolism</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D010100"" MajorTopicYN=""N"">Oxygen</DescriptorName>    <QualifierName UI=""Q000378"" MajorTopicYN=""Y"">metabolism</QualifierName>  </MeshHeading></MeshHeadingList>","<Journal>  <ISSN IssnType=""Electronic"">1097-4172</ISSN>  <JournalIssue CitedMedium=""Internet"">    <Volume>167</Volume>    <Issue>1</Issue>    <PubDate>      <Year>2016</Year>      <Month>Sep</Month>      <Day>22</Day>    </PubDate>  </JournalIssue>  <Title>Cell</Title>  <ISOAbbreviation>Cell</ISOAbbreviation></Journal>","<AffiliationInfo>  <Affiliation>Department of Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center, New York, NY 10065, USA. Electronic address: thompsonc@mskcc.org.</Affiliation></AffiliationInfo>","<AuthorList CompleteYN=""Y"">  <Author ValidYN=""Y"">    <LastName>Thompson</LastName>    <ForeName>Craig B</ForeName>    <Initials>CB</Initials>    <AffiliationInfo>      <Affiliation>Department of Cancer Biology and Genetics, Memorial Sloan Kettering Cancer Center, New York, NY 10065, USA. Electronic address: thompsonc@mskcc.org.</Affiliation>    </AffiliationInfo>  </Author></AuthorList>","<PublicationTypeList>  <PublicationType UI=""D016428"">Journal Article</PublicationType></PublicationTypeList>",NA
27634321,<DateCompleted>  <Year>2016</Year>  <Month>12</Month>  <Day>27</Day></DateCompleted>,"<MeshHeadingList>  <MeshHeading>    <DescriptorName UI=""D000818"" MajorTopicYN=""N"">Animals</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D015687"" MajorTopicYN=""N"">Cell Hypoxia</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D004912"" MajorTopicYN=""N"">Erythrocytes</DescriptorName>    <QualifierName UI=""Q000502"" MajorTopicYN=""Y"">physiology</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D004921"" MajorTopicYN=""N"">Erythropoietin</DescriptorName>    <QualifierName UI=""Q000235"" MajorTopicYN=""Y"">genetics</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D049673"" MajorTopicYN=""N"">History, 20th Century</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D049674"" MajorTopicYN=""N"">History, 21st Century</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D006801"" MajorTopicYN=""N"">Humans</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D010100"" MajorTopicYN=""N"">Oxygen</DescriptorName>    <QualifierName UI=""Q000378"" MajorTopicYN=""Y"">metabolism</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D020218"" MajorTopicYN=""N"">Response Elements</DescriptorName>  </MeshHeading></MeshHeadingList>","<Journal>  <ISSN IssnType=""Electronic"">1097-4172</ISSN>  <JournalIssue CitedMedium=""Internet"">    <Volume>167</Volume>    <Issue>1</Issue>    <PubDate>      <Year>2016</Year>      <Month>Sep</Month>      <Day>22</Day>    </PubDate>  </JournalIssue>  <Title>Cell</Title>  <ISOAbbreviation>Cell</ISOAbbreviation></Journal>",NA,"<AuthorList CompleteYN=""Y"">  <Author ValidYN=""Y"">    <LastName>Semenza</LastName>    <ForeName>Gregg L</ForeName>    <Initials>GL</Initials>  </Author></AuthorList>","<PublicationTypeList>  <PublicationType UI=""D020493"">Autobiography</PublicationType>  <PublicationType UI=""D016456"">Historical Article</PublicationType>  <PublicationType UI=""D016428"">Journal Article</PublicationType>  <PublicationType UI=""D062210"">Personal Narrative</PublicationType></PublicationTypeList>",NA
27634504,<DateCompleted>  <Year>2017</Year>  <Month>02</Month>  <Day>24</Day></DateCompleted>,"<MeshHeadingList>  <MeshHeading>    <DescriptorName UI=""D001187"" MajorTopicYN=""N"">Artificial Organs</DescriptorName>    <QualifierName UI=""Q000941"" MajorTopicYN=""Y"">ethics</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D006801"" MajorTopicYN=""N"">Humans</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D016377"" MajorTopicYN=""N"">Organ Transplantation</DescriptorName>    <QualifierName UI=""Q000941"" MajorTopicYN=""Y"">ethics</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D015871"" MajorTopicYN=""Y"">Scientific Misconduct</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D066231"" MajorTopicYN=""N"">Surgeons</DescriptorName>    <QualifierName UI=""Q000941"" MajorTopicYN=""Y"">ethics</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D013548"" MajorTopicYN=""N"">Sweden</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D014132"" MajorTopicYN=""N"">Trachea</DescriptorName>    <QualifierName UI=""Q000637"" MajorTopicYN=""Y"">transplantation</QualifierName>  </MeshHeading></MeshHeadingList>","<Journal>  <ISSN IssnType=""Electronic"">1095-9203</ISSN>  <JournalIssue CitedMedium=""Internet"">    <Volume>353</Volume>    <Issue>6305</Issue>    <PubDate>      <Year>2016</Year>      <Month>Sep</Month>      <Day>16</Day>    </PubDate>  </JournalIssue>  <Title>Science (New York, N.Y.)</Title>  <ISOAbbreviation>Science</ISOAbbreviation></Journal>",NA,"<AuthorList CompleteYN=""Y"">  <Author ValidYN=""Y"">    <LastName>Vogel</LastName>    <ForeName>Gretchen</ForeName>    <Initials>G</Initials>  </Author></AuthorList>","<PublicationTypeList>  <PublicationType UI=""D016428"">Journal Article</PublicationType></PublicationTypeList>",NA
27634506,<DateCompleted>  <Year>2017</Year>  <Month>02</Month>  <Day>24</Day></DateCompleted>,"<MeshHeadingList>  <MeshHeading>    <DescriptorName UI=""D000818"" MajorTopicYN=""N"">Animals</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D003132"" MajorTopicYN=""N"">Commerce</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D003226"" MajorTopicYN=""N"">Congresses as Topic</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D003247"" MajorTopicYN=""Y"">Conservation of Natural Resources</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D004606"" MajorTopicYN=""Y"">Elephants</DescriptorName>    <QualifierName UI=""Q000254"" MajorTopicYN=""N"">growth &amp; development</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D012098"" MajorTopicYN=""N"">Reproduction</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D013019"" MajorTopicYN=""N"">South Africa</DescriptorName>  </MeshHeading></MeshHeadingList>","<Journal>  <ISSN IssnType=""Electronic"">1095-9203</ISSN>  <JournalIssue CitedMedium=""Internet"">    <Volume>353</Volume>    <Issue>6305</Issue>    <PubDate>      <Year>2016</Year>      <Month>Sep</Month>      <Day>16</Day>    </PubDate>  </JournalIssue>  <Title>Science (New York, N.Y.)</Title>  <ISOAbbreviation>Science</ISOAbbreviation></Journal>",NA,"<AuthorList CompleteYN=""Y"">  <Author ValidYN=""Y"">    <LastName>Morell</LastName>    <ForeName>Virginia</ForeName>    <Initials>V</Initials>  </Author></AuthorList>","<PublicationTypeList>  <PublicationType UI=""D016428"">Journal Article</PublicationType></PublicationTypeList>",NA
27634508,<DateCompleted>  <Year>2017</Year>  <Month>02</Month>  <Day>24</Day></DateCompleted>,"<MeshHeadingList>  <MeshHeading>    <DescriptorName UI=""D000818"" MajorTopicYN=""N"">Animals</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D019587"" MajorTopicYN=""N"">Dietary Supplements</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D006262"" MajorTopicYN=""N"">Health</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D006801"" MajorTopicYN=""N"">Humans</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D006862"" MajorTopicYN=""Y"">Hydrogen Sulfide</DescriptorName>    <QualifierName UI=""Q000494"" MajorTopicYN=""N"">pharmacology</QualifierName>    <QualifierName UI=""Q000627"" MajorTopicYN=""N"">therapeutic use</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D020738"" MajorTopicYN=""Y"">Leptin</DescriptorName>    <QualifierName UI=""Q000494"" MajorTopicYN=""N"">pharmacology</QualifierName>    <QualifierName UI=""Q000627"" MajorTopicYN=""N"">therapeutic use</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D055435"" MajorTopicYN=""Y"">Myostatin</DescriptorName>    <QualifierName UI=""Q000502"" MajorTopicYN=""N"">physiology</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D009569"" MajorTopicYN=""Y"">Nitric Oxide</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D037761"" MajorTopicYN=""Y"">Sirtuins</DescriptorName>    <QualifierName UI=""Q000494"" MajorTopicYN=""N"">pharmacology</QualifierName>    <QualifierName UI=""Q000627"" MajorTopicYN=""N"">therapeutic use</QualifierName>  </MeshHeading></MeshHeadingList>","<Journal>  <ISSN IssnType=""Electronic"">1095-9203</ISSN>  <JournalIssue CitedMedium=""Internet"">    <Volume>353</Volume>    <Issue>6305</Issue>    <PubDate>      <Year>2016</Year>      <Month>Sep</Month>      <Day>16</Day>    </PubDate>  </JournalIssue>  <Title>Science (New York, N.Y.)</Title>  <ISOAbbreviation>Science</ISOAbbreviation></Journal>",NA,"<AuthorList CompleteYN=""Y"">  <Author ValidYN=""Y"">    <LastName>Leslie</LastName>    <ForeName>Mitch</ForeName>    <Initials>M</Initials>  </Author></AuthorList>","<PublicationTypeList>  <PublicationType UI=""D016428"">Journal Article</PublicationType></PublicationTypeList>",NA
27634509,<DateCompleted>  <Year>2017</Year>  <Month>02</Month>  <Day>24</Day></DateCompleted>,"<MeshHeadingList>  <MeshHeading>    <DescriptorName UI=""D004032"" MajorTopicYN=""Y"">Diet</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D004777"" MajorTopicYN=""N"">Environment</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D005247"" MajorTopicYN=""Y"">Feeding Behavior</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D006262"" MajorTopicYN=""N"">Health</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D006801"" MajorTopicYN=""N"">Humans</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D011203"" MajorTopicYN=""N"">Poverty</DescriptorName>  </MeshHeading></MeshHeadingList>","<Journal>  <ISSN IssnType=""Electronic"">1095-9203</ISSN>  <JournalIssue CitedMedium=""Internet"">    <Volume>353</Volume>    <Issue>6305</Issue>    <PubDate>      <Year>2016</Year>      <Month>09</Month>      <Day>16</Day>    </PubDate>  </JournalIssue>  <Title>Science (New York, N.Y.)</Title>  <ISOAbbreviation>Science</ISOAbbreviation></Journal>","<AffiliationInfo>  <Affiliation>Food Climate Research Network, Environmental Change Institute, and Oxford Martin Programme on the Future of Food, University of Oxford, Oxford OX1 3QY, UK. taragarnett@fcrn.org.uk.</Affiliation></AffiliationInfo>","<AuthorList CompleteYN=""Y"">  <Author ValidYN=""Y"">    <LastName>Garnett</LastName>    <ForeName>Tara</ForeName>    <Initials>T</Initials>    <AffiliationInfo>      <Affiliation>Food Climate Research Network, Environmental Change Institute, and Oxford Martin Programme on the Future of Food, University of Oxford, Oxford OX1 3QY, UK. taragarnett@fcrn.org.uk.</Affiliation>    </AffiliationInfo>  </Author></AuthorList>","<PublicationTypeList>  <PublicationType UI=""D016428"">Journal Article</PublicationType></PublicationTypeList>",NA
27634511,<DateCompleted>  <Year>2017</Year>  <Month>02</Month>  <Day>10</Day></DateCompleted>,"<MeshHeadingList>  <MeshHeading>    <DescriptorName UI=""D006801"" MajorTopicYN=""N"">Humans</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D009154"" MajorTopicYN=""Y"">Mutation</DescriptorName>  </MeshHeading></MeshHeadingList>","<Journal>  <ISSN IssnType=""Electronic"">1095-9203</ISSN>  <JournalIssue CitedMedium=""Internet"">    <Volume>353</Volume>    <Issue>6305</Issue>    <PubDate>      <Year>2016</Year>      <Month>09</Month>      <Day>16</Day>    </PubDate>  </JournalIssue>  <Title>Science (New York, N.Y.)</Title>  <ISOAbbreviation>Science</ISOAbbreviation></Journal>","<AffiliationInfo>  <Affiliation>Core Research Laboratory-Istituto Toscano Tumori, Firenze 50134, Italy.</Affiliation></AffiliationInfo>","<AuthorList CompleteYN=""Y"">  <Author ValidYN=""Y"">    <LastName>Conticello</LastName>    <ForeName>Silvestro G</ForeName>    <Initials>SG</Initials>    <AffiliationInfo>      <Affiliation>Core Research Laboratory-Istituto Toscano Tumori, Firenze 50134, Italy.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Rada</LastName>    <ForeName>Cristina</ForeName>    <Initials>C</Initials>    <AffiliationInfo>      <Affiliation>MRC Laboratory of Molecular Biology, Francis Crick Avenue, Cambridge CB2 0QH, UK. car@mrc-lmb.cam.ac.uk.</Affiliation>    </AffiliationInfo>  </Author></AuthorList>","<PublicationTypeList>  <PublicationType UI=""D016428"">Journal Article</PublicationType>  <PublicationType UI=""D016420"">Comment</PublicationType></PublicationTypeList>","<GrantList CompleteYN=""Y"">  <Grant>    <GrantID>MC_U105178805</GrantID>    <Acronym>MRC_</Acronym>    <Agency>Medical Research Council</Agency>    <Country>United Kingdom</Country>  </Grant></GrantList>"
27634512,<DateCompleted>  <Year>2017</Year>  <Month>02</Month>  <Day>24</Day></DateCompleted>,"<MeshHeadingList>  <MeshHeading>    <DescriptorName UI=""D016907"" MajorTopicYN=""N"">Adverse Drug Reaction Reporting Systems</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D002648"" MajorTopicYN=""N"">Child</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D004196"" MajorTopicYN=""N"">Disease Outbreaks</DescriptorName>    <QualifierName UI=""Q000517"" MajorTopicYN=""N"">prevention &amp; control</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D058015"" MajorTopicYN=""Y"">Health Communication</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D019142"" MajorTopicYN=""N"">Hemorrhagic Fever, Ebola</DescriptorName>    <QualifierName UI=""Q000453"" MajorTopicYN=""N"">epidemiology</QualifierName>    <QualifierName UI=""Q000517"" MajorTopicYN=""N"">prevention &amp; control</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D006801"" MajorTopicYN=""N"">Humans</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D030361"" MajorTopicYN=""N"">Papillomavirus Infections</DescriptorName>    <QualifierName UI=""Q000517"" MajorTopicYN=""N"">prevention &amp; control</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D035502"" MajorTopicYN=""N"">Trust</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D014611"" MajorTopicYN=""N"">Vaccination</DescriptorName>    <QualifierName UI=""Q000009"" MajorTopicYN=""N"">adverse effects</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D000072758"" MajorTopicYN=""Y"">Vaccination Refusal</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D014612"" MajorTopicYN=""N"">Vaccines</DescriptorName>    <QualifierName UI=""Q000009"" MajorTopicYN=""Y"">adverse effects</QualifierName>  </MeshHeading></MeshHeadingList>","<Journal>  <ISSN IssnType=""Electronic"">1095-9203</ISSN>  <JournalIssue CitedMedium=""Internet"">    <Volume>353</Volume>    <Issue>6305</Issue>    <PubDate>      <Year>2016</Year>      <Month>Sep</Month>      <Day>16</Day>    </PubDate>  </JournalIssue>  <Title>Science (New York, N.Y.)</Title>  <ISOAbbreviation>Science</ISOAbbreviation></Journal>","<AffiliationInfo>  <Affiliation>Infectious Disease Epidemiology, London School of Hygiene and Tropical Medicine, London, UK. heidi.larson@lshtm.ac.uk.</Affiliation></AffiliationInfo>","<AuthorList CompleteYN=""Y"">  <Author ValidYN=""Y"">    <LastName>Larson</LastName>    <ForeName>Heidi J</ForeName>    <Initials>HJ</Initials>    <AffiliationInfo>      <Affiliation>Infectious Disease Epidemiology, London School of Hygiene and Tropical Medicine, London, UK. heidi.larson@lshtm.ac.uk.</Affiliation>    </AffiliationInfo>  </Author></AuthorList>","<PublicationTypeList>  <PublicationType UI=""D016428"">Journal Article</PublicationType></PublicationTypeList>",NA
