id,which_concept,concept_id,term,level,score
W2140233783,1,C134215735,Flock,2,0.88857555
W2140233783,2,C2781065037,Salmonella,3,0.8114114
W2140233783,3,C10389963,Serotype,2,0.7704442
W2140233783,4,C86803240,Biology,0,0.5656397
W2140233783,5,C2910776193,Salmonella Food Poisoning,4,0.5277313
W2140233783,6,C2776876274,Food poisoning,2,0.4924768
W2140233783,7,C42972112,Veterinary medicine,1,0.47041848000000003
W2140233783,8,C159047783,Virology,1,0.32759774
W2140233783,9,C89423630,Microbiology,1,0.2642165
W2140233783,10,C71924100,Medicine,0,0.25962982
W2140233783,11,C523546767,Bacteria,2,0.103588074
W2140233783,12,C54355233,Genetics,1,0
W2040426415,1,C2780923616,Tetracycline,3,0.96095014
W2040426415,2,C2908999040,Tetracycline Hydrochloride,4,0.878641
W2040426415,3,C2780035454,Drug,2,0.6041465
W2040426415,4,C71924100,Medicine,0,0.45189124
W2040426415,5,C185592680,Chemistry,0,0.4128771
W2040426415,6,C43617362,Chromatography,1,0.32822257
W2040426415,7,C98274493,Pharmacology,1,0.30211014
W2040426415,8,C501593827,Antibiotics,2,0.21993786
W2040426415,9,C55493867,Biochemistry,1,0.056490242
W1995780247,1,C112243037,ATP synthase,3,0.692211
W1995780247,2,C2777132085,Phosphate,2,0.623759
W1995780247,3,C185592680,Chemistry,0,0.54526657
W1995780247,4,C181199279,Enzyme,2,0.5185402
W1995780247,5,C55493867,Biochemistry,1,0.5004785
W1995780247,6,C43617362,Chromatography,1,0.4234443
W1995780247,7,C153911025,Molecular biology,1,0.3217665
W1995780247,8,C86803240,Biology,0,0.26355958
W2027607773,1,C181817918,Phosphorescence,3,0.93003076
W2027607773,2,C185592680,Chemistry,0,0.51865023
W2027607773,3,C43617362,Chromatography,1,0.42219704
W2027607773,4,C12554922,Biophysics,1,0.36183327
W2027607773,5,C121332964,Physics,0,0.17513883
W2027607773,6,C120665830,Optics,1,0.17452621
W2027607773,7,C91881484,Fluorescence,2,0.16782883
W2027607773,8,C86803240,Biology,0,0.1624384
W216941738,1,C554936623,Reading (process),2,0.69108033
W216941738,2,C15744967,Psychology,0,0.5130907
W216941738,3,C41895202,Linguistics,1,0.409563
W216941738,4,C548259974,Audiology,1,0.32137662
W216941738,5,C71924100,Medicine,0,0.22772083
W216941738,6,C138885662,Philosophy,0,0
W2428404736,1,C2777449187,Hyperventilation,2,0.8952439
