id,which_concept,concept_id,term,level,score
W2072402059,1,C125743686,Birefringence,2,0.59448594
W2072402059,2,C42067758,Refractive index,2,0.50034285
W2072402059,3,C69357855,Diffusion,2,0.46219733
W2072402059,4,C2776294167,Rotational diffusion,3,0.43251276
W2072402059,5,C185592680,Chemistry,0,0.42051315
W2072402059,6,C8010536,Crystallography,1,0.39722416
W2072402059,7,C113196181,Analytical Chemistry (journal),2,0.3870829
W2072402059,8,C192562407,Materials science,0,0.36849004
W2072402059,9,C41999313,Molecular physics,1,0.34344238
W2072402059,10,C121332964,Physics,0,0.33362046
W2072402059,11,C120665830,Optics,1,0.31281674
W2072402059,12,C97355855,Thermodynamics,1,0.18662605
W2072402059,13,C43617362,Chromatography,1,0.10440111
W2072402059,14,C85725439,Anisotropy,2,0
W2008021641,1,C143065580,Mutant,3,0.720232
W2008021641,2,C104317684,Gene,2,0.66287065
W2008021641,3,C195286587,Gene product,4,0.65278375
W2008021641,4,C2776441376,Bacteriophage,4,0.65181214
W2008021641,5,C2780897414,Star (game theory),2,0.58273035
W2008021641,6,C128765274,Hexagonal crystal system,2,0.55957913
W2008021641,7,C86803240,Biology,0,0.5393806
W2008021641,8,C194232998,Transition (genetics),3,0.52226907
W2008021641,9,C3018767501,Electron micrographs,3,0.4949128
W2008021641,10,C176944494,Point mutation,4,0.4658369
W2008021641,11,C150846664,Stars,2,0.43108642
W2008021641,12,C54355233,Genetics,1,0.41833138
W2008021641,13,C8010536,Crystallography,1,0.40791142
W2008021641,14,C12554922,Biophysics,1,0.34369102
W2008021641,15,C121332964,Physics,0,0.27516776
W2008021641,16,C185592680,Chemistry,0,0.26678133
W2008021641,17,C150194340,Gene expression,3,0.19452617
W2008021641,18,C44870925,Astrophysics,1,0.18986735
W2008021641,19,C547475151,Escherichia coli,3,0.13999343
W2008021641,20,C93877712,Electron microscope,2,0
W2008021641,21,C120665830,Optics,1,0
W2062739728,1,C154758884,Mastication,2,0.8428894
W2062739728,2,C105702510,Anatomy,1,0.72440124
W2062739728,3,C193206974,Masticatory force,2,0.7171546
W2062739728,4,C202271784,Molar,2,0.62037545
W2062739728,5,C2779525107,Mesocricetus,3,0.5938743
W2062739728,6,C2776268601,Occlusion,2,0.5726341
W2062739728,7,C2779767645,Mandible (arthropod mouthpart),3,0.553769
W2062739728,8,C86803240,Biology,0,0.5074069
W2062739728,9,C2780101333,Temporal muscle,2,0.4520318
W2062739728,10,C2778775528,Closing (real estate),2,0.42860916
W2062739728,11,C2909974199,Pterygoid Muscles,3,0.42201164
W2062739728,12,C29694066,Orthodontics,1,0.25507522
W2062739728,13,C2778575167,Hamster,2,0.25444296
W2062739728,14,C71924100,Medicine,0,0.19796452
W2062739728,15,C126322002,Internal medicine,1,0.096989006
W2062739728,16,C134018914,Endocrinology,1,0.07327396
W2062739728,17,C151730666,Paleontology,1,0
W2062739728,18,C59822182,Botany,1,0
W2062739728,19,C17744445,Political science,0,0
W2062739728,20,C199539241,Law,1,0
W2062739728,21,C157369684,Genus,2,0
W2080178279,1,C2776441376,Bacteriophage,4,0.8079028
W2080178279,2,C202878990,Capsid,3,0.5564768
W2080178279,3,C143065580,Mutant,3,0.5561458
W2080178279,4,C86803240,Biology,0,0.51671857
W2080178279,5,C153911025,Molecular biology,1,0.48750064
W2080178279,6,C10079403,Phagemid,5,0.4485475
W2080178279,7,C185592680,Chemistry,0,0.36242451999999997
W2080178279,8,C12554922,Biophysics,1,0.328268
W2080178279,9,C104317684,Gene,2,0.30012825
W2080178279,10,C547475151,Escherichia coli,3,0.27269077
