id,abstract_len,doi,jrnl,title,pub_date,retracted,cite_count,pub_type,pub_type_crossref,pmid,which_athr,athr_id,athr_pos,athr_name,raw_affl,inst,inst_id,which_affl
W2401326528,127,,PubMed,The use of prophylactic partial exchange tranfusion in pregnancies associated with sickle cell hemoglobinopathies.,1976-11-01,FALSE,14,article,journal-article,980280,1,A5047956479,first,Janna L. Morrison,,,,1
W2401326528,127,,PubMed,The use of prophylactic partial exchange tranfusion in pregnancies associated with sickle cell hemoglobinopathies.,1976-11-01,FALSE,14,article,journal-article,980280,2,A5069107083,last,Wiser Wl,,,,1
W2056380573,0,https://doi.org/10.1007/bf00328380,Neuroradiology,Embolization of cerebral angiomas by catheterization of cortical arteries,1976-01-01,FALSE,13,article,journal-article,980236,1,A5003989992,first,B Vlahovitch,,Hôpital Gui de Chauliac,I4210112060,1
W2056380573,0,https://doi.org/10.1007/bf00328380,Neuroradiology,Embolization of cerebral angiomas by catheterization of cortical arteries,1976-01-01,FALSE,13,article,journal-article,980236,2,A5017482872,last,Jean Marc Fuentes,,Hôpital Gui de Chauliac,I4210112060,1
W2418070411,74,,PubMed,Vulvar histology after neutral red photoinactivation of herpes simplex virus.,1976-11-01,FALSE,7,article,journal-article,980283,1,A5074141108,first,Eduard G. Friedrich,,Medical College of Wisconsin,I204308271,1
W2418070411,74,,PubMed,Vulvar histology after neutral red photoinactivation of herpes simplex virus.,1976-11-01,FALSE,7,article,journal-article,980283,2,A5068865867,middle,Raymond H. Kaufman,,Medical College of Wisconsin,I204308271,1
W2418070411,74,,PubMed,Vulvar histology after neutral red photoinactivation of herpes simplex virus.,1976-11-01,FALSE,7,article,journal-article,980283,3,A5069263295,middle,Peter Lynch,,,,1
W2418070411,74,,PubMed,Vulvar histology after neutral red photoinactivation of herpes simplex virus.,1976-11-01,FALSE,7,article,journal-article,980283,4,A5070956930,last,J. Donald Woodruff,,Medical College of Wisconsin,I204308271,1
W1979593232,0,https://doi.org/10.2466/pms.1976.43.2.654,Perceptual and motor skills,Effect of Yoga Exercises on Failures on the Kraus-Weber Tests,1976-10-01,FALSE,5,article,journal-article,980662,1,A5086001744,first,Manohar Laxman Gharote,,,,1
W2403807613,0,https://doi.org/10.1080/00325481.1976.11714481,Postgraduate medicine,Less obvious aspects of chronic pain,1976-11-01,FALSE,4,article,journal-article,981076,1,A5024199578,first,David W. Swanson,,Mayo Clinic,I1330342723,1
W2413686042,98,,PubMed,[Spa treatment of sciatic pains at Swieradów].,1976-09-01,FALSE,4,article,journal-article,980216,1,A5013982943,first,S Kotwica,,,,1
W2413686042,98,,PubMed,[Spa treatment of sciatic pains at Swieradów].,1976-09-01,FALSE,4,article,journal-article,980216,2,A5049768544,middle,W Split,,,,1
W2413686042,98,,PubMed,[Spa treatment of sciatic pains at Swieradów].,1976-09-01,FALSE,4,article,journal-article,980216,3,A5080199219,middle,M Róg-Malinowski,,,,1
W2413686042,98,,PubMed,[Spa treatment of sciatic pains at Swieradów].,1976-09-01,FALSE,4,article,journal-article,980216,4,A5063550685,middle,B Gredziak,,,,1
W2413686042,98,,PubMed,[Spa treatment of sciatic pains at Swieradów].,1976-09-01,FALSE,4,article,journal-article,980216,5,A5070307739,middle,J Rozek,,,,1
W2413686042,98,,PubMed,[Spa treatment of sciatic pains at Swieradów].,1976-09-01,FALSE,4,article,journal-article,980216,6,A5076879920,last,J Bortko,,,,1
W2243195314,71,,PubMed,[Does chronic psychosis due to amphetamines abuse exist? Study of 25 drug addicts].,1976-11-06,FALSE,2,article,journal-article,980758,1,A5015295283,first,Charles-Nicolas Aj,,,,1
W2395423998,146,,PubMed,[Disorders of hemostasis during partial hepatectomies. Study of 20 cases].,1976-11-13,FALSE,2,article,journal-article,980762,1,A5034901378,first,J Conard,,,,1
