id,abstract_len,doi,jrnl,title,pub_date,retracted,cite_count,pub_type,pub_type_crossref,pmid,which_athr,athr_id,athr_pos,athr_name,raw_affl,inst,inst_id,which_affl
W2351691984,0,,PubMed,Histoplasmosis; a roentgenographic survey of some Alabama counties; report of two cases with pulmonary cavitation.,1954-11-01,FALSE,3,article,journal-article,13212337,1,A5020967390,first,Oliver Rk,,,,1
W2351691984,0,,PubMed,Histoplasmosis; a roentgenographic survey of some Alabama counties; report of two cases with pulmonary cavitation.,1954-11-01,FALSE,3,article,journal-article,13212337,2,A5033173143,middle,Holding Bf,,,,1
W2351691984,0,,PubMed,Histoplasmosis; a roentgenographic survey of some Alabama counties; report of two cases with pulmonary cavitation.,1954-11-01,FALSE,3,article,journal-article,13212337,3,A5088219612,middle,Henry Rc,,,,1
W2351691984,0,,PubMed,Histoplasmosis; a roentgenographic survey of some Alabama counties; report of two cases with pulmonary cavitation.,1954-11-01,FALSE,3,article,journal-article,13212337,4,A5018376805,last,S Penton,,,,1
W2988807937,0,,PubMed,Mallory-Weiss syndrome.,1954-12-01,FALSE,3,article,journal-article,13212295,1,A5072713167,first,Kellogg Ro,,,,1
W2988807937,0,,PubMed,Mallory-Weiss syndrome.,1954-12-01,FALSE,3,article,journal-article,13212295,2,A5084527246,last,Blackburn Np,,,,1
W2398650714,0,,PubMed,The clinical evaluation of a liquid suggested for psoriasiform problems of the scalp.,1954-12-01,FALSE,2,article,journal-article,13212297,1,A5007419520,first,Vickers Ma,,,,1
W2416126595,0,,PubMed,Torsion of the legs in small children.,1954-12-01,FALSE,2,article,journal-article,13212335,1,A5047232089,first,Kite Jh,,,,1
W2415907734,0,,PubMed,Slipped elbow in children.,1954-11-01,FALSE,1,article,journal-article,13212291,1,A5047825033,first,Beegel Pm,,,,1
W2394619515,0,,PubMed,[The public thermal bath in central Europe].,1954-10-20,FALSE,0,article,journal-article,13212319,1,A5058494886,first,Terrier Jc,,,,1
W2398723304,0,,PubMed,[Progress in hydrotherapy since the First International Congress of 1947].,1954-10-20,FALSE,0,article,journal-article,13212305,1,A5023513755,first,P Delore,,,,1
W2401434029,0,,PubMed,Anticoagulant therapy of thrombophlebitis.,1954-12-01,FALSE,0,article,journal-article,13212342,1,A5030245585,first,Frommeyer Wb,,,,1
W2404184286,0,,PubMed,The need for cancer education among those of lower income brackets.,1954-12-01,FALSE,0,article,journal-article,13212330,1,A5045347329,first,Katie M. Shepard,,,,1
W2405760727,0,,PubMed,Influence of compounds clinically effective in treatment of premenstrual tension on electrolyte excretion and urinary output of the male albino rat.,1954-12-01,FALSE,0,article,journal-article,13212334,1,A5049456884,first,Berman Lw,,,,1
W2405760727,0,,PubMed,Influence of compounds clinically effective in treatment of premenstrual tension on electrolyte excretion and urinary output of the male albino rat.,1954-12-01,FALSE,0,article,journal-article,13212334,2,A5002924713,last,Greenblatt Rb,,,,1
W2406192355,0,,PubMed,[The public thermal bath in Italy].,1954-10-20,FALSE,0,article,journal-article,13212318,1,A5080202041,first,M Messini,,,,1
W2406192355,0,,PubMed,[The public thermal bath in Italy].,1954-10-20,FALSE,0,article,journal-article,13212318,2,A5016089013,last,Giorgia Guglielmi,,,,1
W2407445152,0,,PubMed,[Therapeutic balance of social thermalisme in Rhone Alps region].,1954-10-20,FALSE,0,article,journal-article,13212307,1,A5023513755,first,P Delore,,,,1
W2407445152,0,,PubMed,[Therapeutic balance of social thermalisme in Rhone Alps region].,1954-10-20,FALSE,0,article,journal-article,13212307,2,A5079575229,last,M Milhaud,,,,1
W2408908120,0,,PubMed,The management of anemia in general practice.,1954-11-01,FALSE,0,article,journal-article,13212338,1,A5073808735,first,Donald Tc,,,,1
W2410395858,0,,PubMed,Impairments affecting employment.,1954-11-01,FALSE,0,article,journal-article,13212329,1,A5005215140,first,Christopher McLoughlin,,,,1
W2410700080,0,,PubMed,[Painful aortitis: anatomo-clinical considerations].,1954-10-05,FALSE,0,article,journal-article,13212303,1,A5068251503,first,C Roubier,,,,1
W2410794593,0,,PubMed,Trauma about the face.,1954-12-01,FALSE,0,article,journal-article,13212340,1,A5035095965,first,Crosby Jf,,,,1
W2410835258,0,,PubMed,Asphyxia and resuscitation of the newborn; a symposium.,1954-12-01,FALSE,0,article,journal-article,13212298,1,A5039714672,first,Emery Fc,,,,1
W2410835258,0,,PubMed,Asphyxia and resuscitation of the newborn; a symposium.,1954-12-01,FALSE,0,article,journal-article,13212298,2,A5021702930,middle,Macdonald Df,,,,1
W2410835258,0,,PubMed,Asphyxia and resuscitation of the newborn; a symposium.,1954-12-01,FALSE,0,article,journal-article,13212298,3,A5013396506,last,Thomas Pb,,,,1
W2411197680,0,,PubMed,Nongonococcal urethritis: diagnosis and treatment.,1954-11-01,FALSE,0,article,journal-article,13212328,1,A5083216108,first,Burson En,,,,1
W2411197680,0,,PubMed,Nongonococcal urethritis: diagnosis and treatment.,1954-11-01,FALSE,0,article,journal-article,13212328,2,A5018052414,last,Kerrison Juniper,,,,1
W2412167774,0,,PubMed,The control of cardiac edema.,1954-11-01,FALSE,0,article,journal-article,13212324,1,A5038323043,first,S Brocato,,,,1
W2413334843,0,,PubMed,Ligation therapy in thrombo-embolic disease.,1954-12-01,FALSE,0,article,journal-article,13212343,1,A5038459990,first,Edwards Ws,,,,1
W2413679710,0,,PubMed,The value of x-ray in the diagnosis of tuberculosis.,1954-11-01,FALSE,0,article,journal-article,13212293,1,A5062116156,first,JJ Spencer,,,,1
W2414770602,0,,PubMed,[The general practitioner in social thermalism].,1954-10-20,FALSE,0,article,journal-article,13212316,1,A5061449163,first,H Roueche,,,,1
W2414770602,0,,PubMed,[The general practitioner in social thermalism].,1954-10-20,FALSE,0,article,journal-article,13212316,2,A5090315595,last,J Lacroix,,,,1
W2414782160,0,,PubMed,The lower extremity stasis syndrome.,1954-12-01,FALSE,0,article,journal-article,13212344,1,A5026266287,first,Ann Chenoweth,,,,1
W2416198300,0,,PubMed,[Therapeutic balance of social thermalism in Provencale region].,1954-10-20,FALSE,0,article,journal-article,13212308,1,A5008498137,first,J Pieri,,,,1
W2416198300,0,,PubMed,[Therapeutic balance of social thermalism in Provencale region].,1954-10-20,FALSE,0,article,journal-article,13212308,2,A5042248422,last,Annie Brun,,,,1
W2416507922,0,,PubMed,Bladder dysfunction following excision of the rectum.,1954-11-01,FALSE,0,article,journal-article,13212292,1,A5069150874,first,Sager Gf,,,,1
W2416507922,0,,PubMed,Bladder dysfunction following excision of the rectum.,1954-11-01,FALSE,0,article,journal-article,13212292,2,A5012226531,last,Marshall Df,,,,1
W2416779589,0,,PubMed,Diabetes; the importance of early diagnosis.,1954-12-01,FALSE,0,article,journal-article,13212345,1,A5060190460,first,Nigel Pitts,,,,1
W2417336448,0,,PubMed,[Physiological basis of indications in social thermalism].,1954-10-20,FALSE,0,article,journal-article,13212306,1,A5030890248,first,Polonowski,,,,1
W2417336448,0,,PubMed,[Physiological basis of indications in social thermalism].,1954-10-20,FALSE,0,article,journal-article,13212306,2,A5020151694,last,Santenoise,,,,1
W2418936237,0,,PubMed,[Medical balance of social thermalism in otorhinolaryngology].,1954-10-20,FALSE,0,article,journal-article,13212310,1,A5055102024,first,Matthieu Bernier,,,,1
W2418936530,0,,PubMed,Endoscopic aids in diagnosis.,1954-11-01,FALSE,0,article,journal-article,13212289,1,A5034819982,first,Edward B. Benedict,,,,1
W2419582036,0,,PubMed,[Therapeutic balance of social theramalism in Northern France].,1954-10-20,FALSE,0,article,journal-article,13212309,1,A5055096146,first,María Viviana Caruso Fontán,,,,1
W2425177825,0,,PubMed,The capricious behavior of some lymphomata.,1954-12-01,FALSE,0,article,journal-article,13212294,1,A5077944168,first,Wadsworth Rc,,,,1
W2435937878,0,,PubMed,The eyes as a cause of headaches.,1954-12-01,FALSE,0,article,journal-article,13212333,1,A5044361359,first,W O White,,,,1
W2439514450,0,,PubMed,Gangrenous pneumatocele of the greater omentum complicating therapeutic pneumoperitoneum.,1954-12-01,FALSE,0,article,journal-article,13212332,1,A5073301703,first,George T. Nicholson,,,,1
W2469207471,0,,PubMed,Epilepsy; the disease and its recognition.,1954-11-01,FALSE,0,article,journal-article,13212339,1,A5060190460,first,Nigel Pitts,,,,1
W2469388397,0,,PubMed,Benign lesions of the breast.,1954-11-01,FALSE,0,article,journal-article,13212336,1,A5087929562,first,Carmichael Jl,,,,1
W2469467834,0,,PubMed,[The public thermal bath and rehabilitation after injuries: indications and limitations].,1954-10-20,FALSE,0,article,journal-article,13212314,1,A5009344925,first,J Graber-Duvernay,,,,1
W2469467834,0,,PubMed,[The public thermal bath and rehabilitation after injuries: indications and limitations].,1954-10-20,FALSE,0,article,journal-article,13212314,2,A5018367501,last,R Cayet,,,,1
W2469897140,0,,PubMed,Respiratory emergencies in neurology.,1954-12-01,FALSE,0,article,journal-article,13212341,1,A5048130021,first,Tucker Js,,,,1
W2470041687,0,,PubMed,Radio isotope program at the Maine General Hospital.,1954-11-01,FALSE,0,article,journal-article,13212290,1,A5000460814,first,Holt Cl,,,,1
W2472883444,0,,PubMed,Current treatment of otitis media.,1954-11-01,FALSE,0,article,journal-article,13212326,1,A5087430815,first,M Lineback,,,,1
W2989095579,0,,PubMed,Cancer of the mouth.,1954-11-01,FALSE,0,article,journal-article,13212321,1,A5000887372,first,E. M. Scarborough,,,,1
W2997545346,0,,PubMed,[Social theramalism and geriatrics; Indications and limits.].,1954-10-20,FALSE,0,article,journal-article,13212313,1,A5057151791,first,Delore,,,,1
W2997545346,0,,PubMed,[Social theramalism and geriatrics; Indications and limits.].,1954-10-20,FALSE,0,article,journal-article,13212313,2,A5077553021,last,Milhaud,,,,1
W3025698240,0,,PubMed,[Scientific principles of treatment in U.R.SS].,1954-10-20,FALSE,0,article,journal-article,13212320,1,A5086262443,first,Nesterov,,,,1
W3025997248,0,,PubMed,[Social theramalism and pediatrics indications and limits].,1954-10-20,FALSE,0,article,journal-article,13212312,1,A5004494128,first,Merklen,,,,1
W3025997248,0,,PubMed,[Social theramalism and pediatrics indications and limits].,1954-10-20,FALSE,0,article,journal-article,13212312,2,A5064343892,middle,Jacqueson,,,,1
W3025997248,0,,PubMed,[Social theramalism and pediatrics indications and limits].,1954-10-20,FALSE,0,article,journal-article,13212312,3,A5005912382,last,Desanti,,,,1
W3087622326,0,,PubMed,Indications and limits of social hydrotherapy: climatic and social criteria.,1954-10-20,FALSE,0,article,journal-article,13212311,1,A5075933966,first,Cuvelier,,,,1
W3087622326,0,,PubMed,Indications and limits of social hydrotherapy: climatic and social criteria.,1954-10-20,FALSE,0,article,journal-article,13212311,2,A5012612417,middle,Courbaire De Marcillat,,,,1
W3087622326,0,,PubMed,Indications and limits of social hydrotherapy: climatic and social criteria.,1954-10-20,FALSE,0,article,journal-article,13212311,3,A5053125393,last,Charrier,,,,1
