id,which_mesh,term,is_major_topic,qualifier_name
W2120408778,1,"Genetics, Microbial",TRUE,
W2120408778,2,Penicillinase,TRUE,biosynthesis
W2120408778,3,Staphylococcus,TRUE,enzymology
W2120408778,4,Arsenic,FALSE,pharmacology
W2120408778,5,Arsenic,FALSE,
W2120408778,6,Cadmium,FALSE,pharmacology
W2120408778,7,Cadmium,FALSE,
W2120408778,8,"Chromosomes, Bacterial",FALSE,
W2120408778,9,"Drug Resistance, Microbial",FALSE,
W2120408778,10,Extrachromosomal Inheritance,FALSE,
W2120408778,11,Mercury,FALSE,pharmacology
W2120408778,12,Mercury,FALSE,
W2120408778,13,Penicillinase,FALSE,
W2120408778,14,Staphylococcus,FALSE,drug effects
W2120408778,15,Staphylococcus,FALSE,
W2120408778,16,"Transduction, Genetic",FALSE,
W1970084789,1,Kidney,TRUE,blood supply
W1970084789,2,Kidney Diseases,TRUE,
W1970084789,3,Perfusion,TRUE,
W1970084789,4,Vascular Resistance,TRUE,
W1970084789,5,Analysis of Variance,FALSE,
W1970084789,6,Animals,FALSE,
W1970084789,7,Dextrans,FALSE,
W1970084789,8,Edema,FALSE,
W1970084789,9,Filtration,FALSE,
W1970084789,10,In Vitro Techniques,FALSE,
W1970084789,11,Kidney,FALSE,pathology
W1970084789,12,Kidney,FALSE,
W1970084789,13,Methods,FALSE,
W1970084789,14,"Models, Biological",FALSE,
W1970084789,15,Organ Size,FALSE,
W1970084789,16,Osmotic Pressure,FALSE,
W1970084789,17,Povidone,FALSE,
W1970084789,18,Rabbits,FALSE,
W1970084789,19,Transducers,FALSE,
W1950748873,1,Mitosis,TRUE,drug effects
W1950748873,2,Pesticides,TRUE,pharmacology
W1950748873,3,Phenols,TRUE,pharmacology
W1950748873,4,Mitosis,FALSE,
W1950748873,5,Nitrophenols,FALSE,pharmacology
W1950748873,6,Nitrophenols,FALSE,
W1950748873,7,Pesticides,FALSE,
W1950748873,8,Phenols,FALSE,
W1950748873,9,Plants,FALSE,drug effects
W1950748873,10,Plants,FALSE,
W2060563832,1,Dimethyl Sulfoxide,TRUE,pharmacology
W2060563832,2,Freezing,TRUE,
W2060563832,3,Glycols,TRUE,pharmacology
W2060563832,4,Heart,TRUE,physiology
W2060563832,5,Animals,FALSE,
W2060563832,6,Aspartate Aminotransferases,FALSE,metabolism
W2060563832,7,Aspartate Aminotransferases,FALSE,
W2060563832,8,Blood Pressure,FALSE,
W2060563832,9,Cryoprotective Agents,FALSE,pharmacology
W2060563832,10,Cryoprotective Agents,FALSE,
W2060563832,11,Dimethyl Sulfoxide,FALSE,
W2060563832,12,Electrocardiography,FALSE,
W2060563832,13,Glycerol,FALSE,pharmacology
W2060563832,14,Glycerol,FALSE,
W2060563832,15,Glycols,FALSE,
W2060563832,16,Heart,FALSE,drug effects
W2060563832,17,Heart,FALSE,
W2060563832,18,In Vitro Techniques,FALSE,
W2060563832,19,L-Lactate Dehydrogenase,FALSE,metabolism
W2060563832,20,L-Lactate Dehydrogenase,FALSE,
W2060563832,21,Myocardium,FALSE,enzymology
W2060563832,22,Myocardium,FALSE,
W2060563832,23,Perfusion,FALSE,
W2060563832,24,Pulse,FALSE,
W2060563832,25,Rats,FALSE,
W1980890442,1,Cold Climate,TRUE,
W1980890442,2,Ecology,TRUE,
W1980890442,3,Animals,FALSE,
W1980890442,4,Antarctic Regions,FALSE,
W1980890442,5,Bacteria,FALSE,
W1980890442,6,Eukaryota,FALSE,
W1980890442,7,Fungi,FALSE,
W1980890442,8,Invertebrates,FALSE,
W1980890442,9,Invertebrates,FALSE,physiology
W1980890442,10,Oxygen Consumption,FALSE,
W1980890442,11,"Physiology, Comparative",FALSE,
W1980890442,12,Plant Physiological Phenomena,FALSE,
W1980890442,13,Temperature,FALSE,
W1980890442,14,Vertebrates,FALSE,physiology
W1980890442,15,Vertebrates,FALSE,
W2415310187,1,Epinephrine,TRUE,biosynthesis
W2415310187,2,Norepinephrine,TRUE,biosynthesis
W2415310187,3,Phenoxybenzamine,TRUE,pharmacology
W2415310187,4,Adrenal Glands,FALSE,metabolism
W2415310187,5,Adrenal Glands,FALSE,
W2415310187,6,Animals,FALSE,
W2415310187,7,Brain,FALSE,
W2415310187,8,Brain,FALSE,metabolism
W2415310187,9,Carbon Isotopes,FALSE,
W2415310187,10,Dopamine,FALSE,
W2415310187,11,Dopamine,FALSE,metabolism
W2415310187,12,Epinephrine,FALSE,urine
W2415310187,13,Epinephrine,FALSE,metabolism
W2415310187,14,Epinephrine,FALSE,
W2415310187,15,Female,FALSE,
W2415310187,16,Myocardium,FALSE,metabolism
W2415310187,17,Myocardium,FALSE,
W2415310187,18,Norepinephrine,FALSE,
W2415310187,19,Norepinephrine,FALSE,metabolism
W2415310187,20,Norepinephrine,FALSE,urine
W2415310187,21,Normetanephrine,FALSE,
W2415310187,22,Normetanephrine,FALSE,metabolism
W2415310187,23,Phenoxybenzamine,FALSE,
W2415310187,24,Rats,FALSE,
W2415310187,25,Spleen,FALSE,
W2415310187,26,Spleen,FALSE,metabolism
W2415310187,27,Submandibular Gland,FALSE,
W2415310187,28,Submandibular Gland,FALSE,metabolism
W2415310187,29,Tyrosine,FALSE,
W2415310187,30,Tyrosine,FALSE,metabolism
W2129237738,1,Strongyloides,TRUE,classification
W2129237738,2,Animals,FALSE,
W2129237738,3,Metastrongyloidea,FALSE,
W2129237738,4,Strongyloides,FALSE,
W4300833114,1,Biological Evolution,TRUE,
W4300833114,2,Caniformia,TRUE,
W4300833114,3,Animals,FALSE,
W4300833114,4,Complement Fixation Tests,FALSE,
W4300833114,5,Serum Albumin,FALSE,
W1885943187,1,DNA,TRUE,biosynthesis
W1885943187,2,Isoproterenol,TRUE,pharmacology
W1885943187,3,Salivary Glands,TRUE,metabolism
W1885943187,4,Amylases,FALSE,
W1885943187,5,Amylases,FALSE,metabolism
W1885943187,6,Animals,FALSE,
W1885943187,7,Cell Division,FALSE,
W1885943187,8,Cell Division,FALSE,drug effects
W1885943187,9,Chemical Phenomena,FALSE,
W1885943187,10,Chemistry,FALSE,
W1885943187,11,DNA,FALSE,
W1885943187,12,Isoproterenol,FALSE,
W1885943187,13,Liver Glycogen,FALSE,
W1885943187,14,Liver Glycogen,FALSE,metabolism
W1885943187,15,Male,FALSE,
W1885943187,16,Mice,FALSE,
W1885943187,17,Parotid Gland,FALSE,
W1885943187,18,Parotid Gland,FALSE,enzymology
W1885943187,19,Salivary Glands,FALSE,
W1885943187,20,Stereoisomerism,FALSE,
W1885943187,21,Thymidine,FALSE,
W1885943187,22,Thymidine,FALSE,metabolism
W1885943187,23,Time Factors,FALSE,
W1885943187,24,Tritium,FALSE,
W2081167851,1,Heart,TRUE,physiology
W2081167851,2,Membrane Potentials,TRUE,
W2081167851,3,Temperature,TRUE,
W2081167851,4,Action Potentials,FALSE,
W2081167851,5,Animals,FALSE,
W2081167851,6,Cold Temperature,FALSE,
W2081167851,7,Cryoprotective Agents,FALSE,pharmacology
W2081167851,8,Cryoprotective Agents,FALSE,
W2081167851,9,Dextrans,FALSE,pharmacology
W2081167851,10,Dextrans,FALSE,
W2081167851,11,Heart,FALSE,
W2081167851,12,Heart Ventricles,FALSE,
W2081167851,13,Isotonic Solutions,FALSE,
W2081167851,14,Rats,FALSE,
W2041112542,1,DNA,TRUE,biosynthesis
W2041112542,2,Freezing,TRUE,
W2041112542,3,Protein Biosynthesis,TRUE,
W2041112542,4,RNA,TRUE,biosynthesis
W2041112542,5,Spleen,TRUE,metabolism
W2041112542,6,Adenine,FALSE,metabolism
W2041112542,7,Adenine,FALSE,
W2041112542,8,Aldehydes,FALSE,pharmacology
W2041112542,9,Aldehydes,FALSE,
W2041112542,10,Animals,FALSE,
W2041112542,11,Carbon Dioxide,FALSE,metabolism
W2041112542,12,Carbon Dioxide,FALSE,
W2041112542,13,Carbon Isotopes,FALSE,
W2041112542,14,Cryoprotective Agents,FALSE,pharmacology
W2041112542,15,Cryoprotective Agents,FALSE,
W2041112542,16,DNA,FALSE,
W2041112542,17,Dimethyl Sulfoxide,FALSE,pharmacology
W2041112542,18,Dimethyl Sulfoxide,FALSE,
W2041112542,19,Glucose,FALSE,metabolism
W2041112542,20,Glucose,FALSE,
W2041112542,21,In Vitro Techniques,FALSE,
W2041112542,22,Leucine,FALSE,metabolism
W2041112542,23,Leucine,FALSE,
W2041112542,24,Liver Extracts,FALSE,pharmacology
W2041112542,25,Liver Extracts,FALSE,
W2041112542,26,Oxygen Consumption,FALSE,
W2041112542,27,RNA,FALSE,
W2041112542,28,Rats,FALSE,
W2041112542,29,Spleen,FALSE,
W2041112542,30,Uridine,FALSE,metabolism
W2041112542,31,Uridine,FALSE,
W2067697282,1,Freezing,TRUE,
W2067697282,2,Heart,TRUE,physiology
W2067697282,3,Muscle Contraction,TRUE,
W2067697282,4,Animals,FALSE,
W2067697282,5,Cryoprotective Agents,FALSE,
W2067697282,6,Cryoprotective Agents,FALSE,pharmacology
W2067697282,7,Culture Media,FALSE,
W2067697282,8,Female,FALSE,
W2067697282,9,Glycols,FALSE,
W2067697282,10,Glycols,FALSE,pharmacology
W2067697282,11,Heart,FALSE,
W2067697282,12,In Vitro Techniques,FALSE,
W2067697282,13,Nitrogen,FALSE,
W2067697282,14,Rats,FALSE,
W2067697282,15,Sinoatrial Node,FALSE,
W2067697282,16,Sinoatrial Node,FALSE,physiology
W2140589244,1,Child Development,TRUE,
W2140589244,2,Cognition,TRUE,
W2140589244,3,Information Theory,TRUE,
W2140589244,4,Adolescent,FALSE,
W2140589244,5,Age Factors,FALSE,
W2140589244,6,Behavior,FALSE,
W2140589244,7,Child,FALSE,
W2140589244,8,Computers,FALSE,
W2140589244,9,Humans,FALSE,
W2140589244,10,Language,FALSE,
W2140589244,11,Male,FALSE,
W2140589244,12,"Models, Psychological",FALSE,
W2408847094,1,Carcinogens,TRUE,metabolism
W2408847094,2,Fluorenes,TRUE,metabolism
W2408847094,3,Liver,TRUE,metabolism
W2408847094,4,Liver Neoplasms,TRUE,metabolism
W2408847094,5,Proteins,TRUE,metabolism
W2408847094,6,Acetates,FALSE,
W2408847094,7,Amides,FALSE,
W2408847094,8,Animals,FALSE,
W2408847094,9,Carbon Isotopes,FALSE,
W2408847094,10,Carcinogens,FALSE,
W2408847094,11,Electrophoresis,FALSE,
W2408847094,12,"Fatty Acids, Nonesterified",FALSE,pharmacology
W2408847094,13,"Fatty Acids, Nonesterified",FALSE,
W2408847094,14,Fluorenes,FALSE,
W2408847094,15,Liver,FALSE,
W2408847094,16,Liver Neoplasms,FALSE,
W2408847094,17,Male,FALSE,
W2408847094,18,Precancerous Conditions,FALSE,
W2408847094,19,Precancerous Conditions,FALSE,metabolism
W2408847094,20,Protein Binding,FALSE,
W2408847094,21,Proteins,FALSE,
W2408847094,22,Rats,FALSE,
W1541394693,1,Aminopeptidases,TRUE,blood
W1541394693,2,Blood Platelets,TRUE,enzymology
W1541394693,3,Freezing,TRUE,
W1541394693,4,Aminopeptidases,FALSE,
W1541394693,5,Blood Platelets,FALSE,
W1541394693,6,Blood Preservation,FALSE,
W1541394693,7,Buffers,FALSE,
W1541394693,8,Erythrocytes,FALSE,
W1541394693,9,Humans,FALSE,
W1541394693,10,Hypotonic Solutions,FALSE,
W1541394693,11,In Vitro Techniques,FALSE,
W1541394693,12,Leukocytes,FALSE,
W1541394693,13,Naphthalenes,FALSE,
W1541394693,14,Sodium Chloride,FALSE,
W2027554578,1,Freezing,TRUE,
W2027554578,2,Intestinal Mucosa,TRUE,cytology
W2027554578,3,Tissue Preservation,TRUE,
W2027554578,4,Animals,FALSE,
W2027554578,5,Cryoprotective Agents,FALSE,
W2027554578,6,Dogs,FALSE,
W2027554578,7,Epithelial Cells,FALSE,
W2027554578,8,Glycerol,FALSE,
W2027554578,9,Ileum,FALSE,
W2027554578,10,Intestinal Mucosa,FALSE,
W2027554578,11,"Microscopy, Electron",FALSE,
W2027554578,12,Plasma Cells,FALSE,cytology
W2027554578,13,Plasma Cells,FALSE,
W2419532168,1,Diarrhea,TRUE,
W2419532168,2,Adolescent,FALSE,
W2419532168,3,Adult,FALSE,
W2419532168,4,Age Factors,FALSE,
W2419532168,5,Aged,FALSE,
W2419532168,6,Child,FALSE,
W2419532168,7,"Child, Preschool",FALSE,
W2419532168,8,Diarrhea,FALSE,epidemiology
W2419532168,9,Diarrhea,FALSE,prevention & control
W2419532168,10,Diarrhea,FALSE,mortality
W2419532168,11,Disease Reservoirs,FALSE,
W2419532168,12,Female,FALSE,
W2419532168,13,Gastroenteritis,FALSE,epidemiology
W2419532168,14,Gastroenteritis,FALSE,mortality
W2419532168,15,Gastroenteritis,FALSE,
W2419532168,16,Humans,FALSE,
W2419532168,17,Male,FALSE,
W2419532168,18,Mexico,FALSE,
W2419532168,19,Middle Aged,FALSE,
W2419532168,20,Seasons,FALSE,
W2419532168,21,Sex Factors,FALSE,
W2008756179,1,Cold Climate,TRUE,
W2008756179,2,Extraterrestrial Environment,TRUE,
W2008756179,3,Ammonia,FALSE,
W2008756179,4,Fluorides,FALSE,
W2008756179,5,Freezing,FALSE,
W2008756179,6,Microbiology,FALSE,
W2008756179,7,Sulfides,FALSE,
W2090160699,1,Mutagens,TRUE,pharmacology
W2090160699,2,Mutation,TRUE,drug effects
W2090160699,3,Pyridazines,TRUE,pharmacology
W2090160699,4,Mutagens,FALSE,
W2090160699,5,Mutation,FALSE,
W2090160699,6,Pyridazines,FALSE,
W2090160699,7,Zea mays,FALSE,
W2090160699,8,Zea mays,FALSE,drug effects
W2411989920,1,Rubella,TRUE,epidemiology
W2411989920,2,Adolescent,FALSE,
W2411989920,3,Adult,FALSE,
W2411989920,4,Age Factors,FALSE,
W2411989920,5,Child,FALSE,
W2411989920,6,"Child, Preschool",FALSE,
W2411989920,7,Female,FALSE,
W2411989920,8,Hemagglutination Inhibition Tests,FALSE,
W2411989920,9,Humans,FALSE,
W2411989920,10,Infant,FALSE,
W2411989920,11,Male,FALSE,
W2411989920,12,Pregnancy,FALSE,
W2411989920,13,"Pregnancy Complications, Infectious",FALSE,
W2411989920,14,Rubella,FALSE,
W2411989920,15,Rubella,FALSE,prevention & control
W2411989920,16,Rubella,FALSE,immunology
W2411989920,17,Sex Factors,FALSE,
W2411989920,18,Socioeconomic Factors,FALSE,
W2411989920,19,Vaccination,FALSE,
W2415904367,1,Amino Acids,TRUE,
W2415904367,2,Peptides,TRUE,
W2415904367,3,Chemical Phenomena,FALSE,
W2415904367,4,Chemistry,FALSE,
W2415904367,5,Computers,FALSE,
W2415904367,6,"Models, Chemical",FALSE,
