id,which_mesh,term,is_major_topic,qualifier_name
W1977307971,1,Electrochemistry,TRUE,methods
W1977307971,2,Electrodes,TRUE,
W1977307971,3,Hydrogen,TRUE,chemistry
W1977307971,4,"Models, Chemical",TRUE,
W1977307971,5,Nanoparticles,TRUE,chemistry
W1977307971,6,Sulfides,TRUE,chemistry
W1977307971,7,Transition Elements,TRUE,chemistry
W1977307971,8,Catalysis,FALSE,
W1977307971,9,Computer Simulation,FALSE,
W1977307971,10,Electrochemistry,FALSE,
W1977307971,11,Electron Transport,FALSE,
W1977307971,12,Hydrogen,FALSE,
W1977307971,13,Nanoparticles,FALSE,ultrastructure
W1977307971,14,Nanoparticles,FALSE,
W1977307971,15,Oxidation-Reduction,FALSE,
W1977307971,16,Sulfides,FALSE,
W1977307971,17,Surface Properties,FALSE,
W1977307971,18,Transition Elements,FALSE,
W2097096936,1,Electroplating,TRUE,methods
W2097096936,2,Nanoparticles,TRUE,chemistry
W2097096936,3,Platinum,TRUE,chemistry
W2097096936,4,Catalysis,FALSE,
W2097096936,5,Electron Transport,FALSE,
W2097096936,6,Electroplating,FALSE,
W2097096936,7,Nanoparticles,FALSE,
W2097096936,8,Nanoparticles,FALSE,ultrastructure
W2097096936,9,Oxidation-Reduction,FALSE,
W2097096936,10,Platinum,FALSE,
W2046787456,1,Carbon,TRUE,chemistry
W2046787456,2,Electrochemistry,TRUE,methods
W2046787456,3,Electrodes,TRUE,
W2046787456,4,Laccase,TRUE,chemistry
W2046787456,5,"Models, Chemical",TRUE,
W2046787456,6,Oxygen,TRUE,chemistry
W2046787456,7,Carbon,FALSE,
W2046787456,8,Catalysis,FALSE,
W2046787456,9,Computer Simulation,FALSE,
W2046787456,10,Electrochemistry,FALSE,
W2046787456,11,Electron Transport,FALSE,
W2046787456,12,"Enzymes, Immobilized",FALSE,chemistry
W2046787456,13,"Enzymes, Immobilized",FALSE,
W2046787456,14,Laccase,FALSE,
W2046787456,15,Oxidation-Reduction,FALSE,
W2046787456,16,Oxidoreductases,FALSE,
W2046787456,17,Oxygen,FALSE,
W2046787456,18,Surface Properties,FALSE,
W2018558510,1,Anions,TRUE,chemistry
W2018558510,2,Catalysis,TRUE,
W2018558510,3,Electrochemistry,TRUE,trends
W2018558510,4,Electrodes,TRUE,trends
W2018558510,5,Electron Transport,TRUE,
W2018558510,6,"Models, Chemical",TRUE,
W2018558510,7,Anions,FALSE,
W2018558510,8,Electrochemistry,FALSE,
W2018558510,9,Electrodes,FALSE,
W2018558510,10,Oxidation-Reduction,FALSE,
W2018558510,11,Surface Properties,FALSE,
W2158054997,1,Electrochemistry,TRUE,methods
W2158054997,2,Electrodes,TRUE,
W2158054997,3,"Models, Chemical",TRUE,
W2158054997,4,Nanostructures,TRUE,chemistry
W2158054997,5,Oxygen,TRUE,chemistry
W2158054997,6,Platinum,TRUE,chemistry
W2158054997,7,Catalysis,FALSE,
W2158054997,8,Computer Simulation,FALSE,
W2158054997,9,Electrochemistry,FALSE,
W2158054997,10,Electron Transport,FALSE,
W2158054997,11,Nanostructures,FALSE,
W2158054997,12,Oxidation-Reduction,FALSE,
W2158054997,13,Oxygen,FALSE,
W2158054997,14,Platinum,FALSE,
W2158054997,15,Surface Properties,FALSE,
W2055019313,1,Electrochemistry,TRUE,methods
W2055019313,2,Electrodes,TRUE,
W2055019313,3,Hydrogen,TRUE,chemistry
W2055019313,4,"Models, Chemical",TRUE,
W2055019313,5,Oxygen,TRUE,chemistry
W2055019313,6,Platinum,TRUE,chemistry
W2055019313,7,Catalysis,FALSE,
W2055019313,8,Computer Simulation,FALSE,
W2055019313,9,Electrochemistry,FALSE,
W2055019313,10,Electron Transport,FALSE,
W2055019313,11,Hydrogen,FALSE,
W2055019313,12,Oxidation-Reduction,FALSE,
W2055019313,13,Oxygen,FALSE,
W2055019313,14,Platinum,FALSE,
W2055019313,15,Surface Properties,FALSE,
W2123950622,1,Electrochemistry,TRUE,methods
W2123950622,2,Electrodes,TRUE,
W2123950622,3,"Models, Chemical",TRUE,
W2123950622,4,Nanoparticles,TRUE,chemistry
W2123950622,5,Nanoparticles,TRUE,ultrastructure
