id,abstract_len,doi,jrnl,title,pub_date,retracted,cite_count,pub_type,pub_type_crossref,pmid,which_athr,athr_id,athr_pos,athr_name,raw_affl,inst,inst_id,which_affl
W2076187086,73,https://doi.org/10.1016/0003-9969(70)90031-2,Archives of oral biology,Interbacterial aggregation of plaque bacteria,1970-12-01,FALSE,285,article,journal-article,5280139,1,A5058583526,first,R. J. Gibbons,,Novant Health Forsyth Medical Center,I4210158401,1
W2076187086,73,https://doi.org/10.1016/0003-9969(70)90031-2,Archives of oral biology,Interbacterial aggregation of plaque bacteria,1970-12-01,FALSE,285,article,journal-article,5280139,2,A5056610440,last,Mai Nygaard,,Novant Health Forsyth Medical Center,I4210158401,1
W1968878954,482,https://doi.org/10.1016/0003-9969(70)90010-5,Archives of oral biology,Repair of wounds in the periodontium of the rat. Influence of periodontal ligament on osteogenesis,1970-12-01,FALSE,186,article,journal-article,5280124,1,A5007007648,first,A. H. Melcher,,University of Toronto,I185261750,1
W2058584289,109,https://doi.org/10.1016/0003-9969(70)90005-1,Archives of oral biology,Establishment of Streptococcus sanguis in the mouths of infants,1970-12-01,FALSE,150,article,journal-article,5280120,1,A5035567060,first,Jan Carlsson,,Umeå University,I90267481,1
W2058584289,109,https://doi.org/10.1016/0003-9969(70)90005-1,Archives of oral biology,Establishment of Streptococcus sanguis in the mouths of infants,1970-12-01,FALSE,150,article,journal-article,5280120,2,A5051519375,middle,H Grahnén,,Umeå University,I90267481,1
W2058584289,109,https://doi.org/10.1016/0003-9969(70)90005-1,Archives of oral biology,Establishment of Streptococcus sanguis in the mouths of infants,1970-12-01,FALSE,150,article,journal-article,5280120,3,A5021389870,middle,Gunnar Jönsson,,Umeå University,I90267481,1
W2058584289,109,https://doi.org/10.1016/0003-9969(70)90005-1,Archives of oral biology,Establishment of Streptococcus sanguis in the mouths of infants,1970-12-01,FALSE,150,article,journal-article,5280120,4,A5011442423,last,S Wikner,,Umeå University,I90267481,1
W2000246106,370,https://doi.org/10.1016/0003-9969(70)90021-x,Archives of oral biology,Concerning the composition and source of the acquired enamel pellicle of human teeth,1970-12-01,FALSE,143,article,journal-article,5280133,1,A5057569055,first,Clyde W. Mayhall,,University of Alabama at Birmingham,I32389192,1
W1993394387,136,https://doi.org/10.1016/0003-9969(70)90032-4,Archives of oral biology,Alkaline phosphatase in human gingival fluid and its relation to periodontitis,1970-12-01,FALSE,59,article,journal-article,5280140,1,A5069086962,first,Isao Ishikawa,,University of Geneva,I114457229,1
W1993394387,136,https://doi.org/10.1016/0003-9969(70)90032-4,Archives of oral biology,Alkaline phosphatase in human gingival fluid and its relation to periodontitis,1970-12-01,FALSE,59,article,journal-article,5280140,2,A5076474268,last,G. Cimasoni,,University of Geneva,I114457229,1
W2040722717,353,https://doi.org/10.1016/0003-9969(70)90001-4,Archives of oral biology,Fingerprinting human oral streptococci by bacteriocin production and sensitivity,1970-12-01,FALSE,51,article,journal-article,5280118,1,A5002131556,first,J. Kelstrup,,Boston University,I111088046,1
W2040722717,353,https://doi.org/10.1016/0003-9969(70)90001-4,Archives of oral biology,Fingerprinting human oral streptococci by bacteriocin production and sensitivity,1970-12-01,FALSE,51,article,journal-article,5280118,2,A5077345408,middle,Sheldon Richmond,,Boston University,I111088046,1
W2040722717,353,https://doi.org/10.1016/0003-9969(70)90001-4,Archives of oral biology,Fingerprinting human oral streptococci by bacteriocin production and sensitivity,1970-12-01,FALSE,51,article,journal-article,5280118,3,A5014501675,middle,Catherine F. West,,Boston University,I111088046,1
W2040722717,353,https://doi.org/10.1016/0003-9969(70)90001-4,Archives of oral biology,Fingerprinting human oral streptococci by bacteriocin production and sensitivity,1970-12-01,FALSE,51,article,journal-article,5280118,4,A5058583526,last,R. J. Gibbons,,Boston University,I111088046,1
W2015896439,403,https://doi.org/10.1016/0003-9969(70)90013-0,Archives of oral biology,Epidemiology of periodontal disease in Western Nigerians in relation to socio-economic status,1970-12-01,FALSE,41,article,journal-article,5280127,1,A5064684967,first,Cyril O. Enwonwu,,Massachusetts Institute of Technology,I63966007,1
W2015896439,403,https://doi.org/10.1016/0003-9969(70)90013-0,Archives of oral biology,Epidemiology of periodontal disease in Western Nigerians in relation to socio-economic status,1970-12-01,FALSE,41,article,journal-article,5280127,2,A5064746916,last,J. C. Edozien,,Massachusetts Institute of Technology,I63966007,1
W2028087010,462,https://doi.org/10.1016/0003-9969(70)90009-9,Archives of oral biology,In-vivo fluoride uptake by enamel of teeth of human adults from various topical fluoride procedures,1970-12-01,FALSE,39,article,journal-article,5280123,1,A5065795882,first,Stanley B. Heifetz,,United States Public Health Service,I35344726,1
W2028087010,462,https://doi.org/10.1016/0003-9969(70)90009-9,Archives of oral biology,In-vivo fluoride uptake by enamel of teeth of human adults from various topical fluoride procedures,1970-12-01,FALSE,39,article,journal-article,5280123,2,A5002317942,middle,J.R. Mellberg,,Kendall College,I2801473321,1
W2028087010,462,https://doi.org/10.1016/0003-9969(70)90009-9,Archives of oral biology,In-vivo fluoride uptake by enamel of teeth of human adults from various topical fluoride procedures,1970-12-01,FALSE,39,article,journal-article,5280123,3,A5050582905,middle,Sarah Winter,,United States Department of Justice,I1314586196,1
W2028087010,462,https://doi.org/10.1016/0003-9969(70)90009-9,Archives of oral biology,In-vivo fluoride uptake by enamel of teeth of human adults from various topical fluoride procedures,1970-12-01,FALSE,39,article,journal-article,5280123,4,A5023605193,last,Joseph S Doyle,,United States Public Health Service,I35344726,1
W2026900473,400,https://doi.org/10.1016/0003-9969(70)90016-6,Archives of oral biology,Contribution of lactic and other acids to the pH of a human salivary sediment system during glucose catabolism,1970-12-01,FALSE,22,article,journal-article,5280129,1,A5017931578,first,H.J. Sandham,,University of Manitoba,I46247651,1
W2026900473,400,https://doi.org/10.1016/0003-9969(70)90016-6,Archives of oral biology,Contribution of lactic and other acids to the pH of a human salivary sediment system during glucose catabolism,1970-12-01,FALSE,22,article,journal-article,5280129,2,A5027091898,last,I. Kleinberg,,University of Manitoba,I46247651,1
W2017428714,280,https://doi.org/10.1016/0003-9969(70)90020-8,Archives of oral biology,Timing and topography of early human tooth development,1970-12-01,FALSE,21,article,journal-article,5280132,1,A5033666918,first,Edmundo B. Nery,,Elwyn,I4210128440,1
