id,abstract_len,doi,jrnl,title,pub_date,retracted,cite_count,pub_type,pub_type_crossref,pmid,which_athr,athr_id,athr_pos,athr_name,raw_affl,inst,inst_id,which_affl
W2341591060,100,https://doi.org/10.1056/nejm198703193161203,New England journal of medicine/The New England journal of medicine,Decreasing Risk of Leukemia with Prolonged Follow-up after Chemotherapy and Radiotherapy for Hodgkin's Disease,1987-03-19,FALSE,216,article,journal-article,3821809,1,A5032317761,first,Douglas W. Blayney,,,,1
W2341591060,100,https://doi.org/10.1056/nejm198703193161203,New England journal of medicine/The New England journal of medicine,Decreasing Risk of Leukemia with Prolonged Follow-up after Chemotherapy and Radiotherapy for Hodgkin's Disease,1987-03-19,FALSE,216,article,journal-article,3821809,2,A5039707350,middle,Dan L. Longo,,,,1
W2341591060,100,https://doi.org/10.1056/nejm198703193161203,New England journal of medicine/The New England journal of medicine,Decreasing Risk of Leukemia with Prolonged Follow-up after Chemotherapy and Radiotherapy for Hodgkin's Disease,1987-03-19,FALSE,216,article,journal-article,3821809,3,A5086638104,middle,Robert C. Young,,,,1
W2341591060,100,https://doi.org/10.1056/nejm198703193161203,New England journal of medicine/The New England journal of medicine,Decreasing Risk of Leukemia with Prolonged Follow-up after Chemotherapy and Radiotherapy for Hodgkin's Disease,1987-03-19,FALSE,216,article,journal-article,3821809,4,A5089073198,middle,Mark H. Greene,,,,1
W2341591060,100,https://doi.org/10.1056/nejm198703193161203,New England journal of medicine/The New England journal of medicine,Decreasing Risk of Leukemia with Prolonged Follow-up after Chemotherapy and Radiotherapy for Hodgkin's Disease,1987-03-19,FALSE,216,article,journal-article,3821809,5,A5061586043,middle,Susan M. Hubbard,,,,1
W2341591060,100,https://doi.org/10.1056/nejm198703193161203,New England journal of medicine/The New England journal of medicine,Decreasing Risk of Leukemia with Prolonged Follow-up after Chemotherapy and Radiotherapy for Hodgkin's Disease,1987-03-19,FALSE,216,article,journal-article,3821809,6,A5022478757,middle,Marcia G. Postal,,,,1
W2341591060,100,https://doi.org/10.1056/nejm198703193161203,New England journal of medicine/The New England journal of medicine,Decreasing Risk of Leukemia with Prolonged Follow-up after Chemotherapy and Radiotherapy for Hodgkin's Disease,1987-03-19,FALSE,216,article,journal-article,3821809,7,A5069889922,middle,Patricia L. Duffey,,,,1
W2341591060,100,https://doi.org/10.1056/nejm198703193161203,New England journal of medicine/The New England journal of medicine,Decreasing Risk of Leukemia with Prolonged Follow-up after Chemotherapy and Radiotherapy for Hodgkin's Disease,1987-03-19,FALSE,216,article,journal-article,3821809,8,A5013858752,last,Vincent T. DeVita,,,,1
W2075994688,0,https://doi.org/10.1007/bf00569364,Naunyn-Schmiedeberg's archives of pharmacology,Serotonin autoreceptor in rat hippocampus: Pharmacological characterization as a subtype of the 5-HT1 receptor,1986-12-01,FALSE,135,article,journal-article,3821924,1,A5034874559,first,Guido Maura,,University of Genoa,I83816512,1
W2075994688,0,https://doi.org/10.1007/bf00569364,Naunyn-Schmiedeberg's archives of pharmacology,Serotonin autoreceptor in rat hippocampus: Pharmacological characterization as a subtype of the 5-HT1 receptor,1986-12-01,FALSE,135,article,journal-article,3821924,2,A5019573661,middle,Enrico Roccatagliata,,University of Genoa,I83816512,1
