id,which_concept,concept_id,term,level,score
W2022302074,1,C154881586,Ionic liquid,3,0.9574083
W2022302074,2,C146686406,Enantioselective synthesis,3,0.92881024
W2022302074,3,C161790260,Catalysis,2,0.837898
W2022302074,4,C137981799,Reusability,3,0.8289169
W2022302074,5,C185592680,Chemistry,0,0.6343602
W2022302074,6,C2780471494,Solvent,2,0.531093
W2022302074,7,C21951064,Combinatorial chemistry,1,0.47158968
W2022302074,8,C178790620,Organic chemistry,1,0.46659684
W2022302074,9,C2182769,Ionic bonding,3,0.46297616
W2022302074,10,C145148216,Ion,2,0.09623918
W2022302074,11,C41008148,Computer science,0,0.086642206
W2022302074,12,C2777904410,Software,2,0
W2022302074,13,C199360897,Programming language,1,0
W2119211249,1,C189165786,Extracellular matrix,2,0.8513645
W2119211249,2,C86492073,Fibronectin,3,0.75329
W2119211249,3,C95444343,Cell biology,1,0.6451063
W2119211249,4,C2776914184,Inflammation,2,0.6250437
W2119211249,5,C2780559512,Fibrosis,2,0.6197734
W2119211249,6,C2779814568,Laminin,3,0.5944894
W2119211249,7,C13373296,Chemokine,3,0.5885453
W2119211249,8,C71924100,Medicine,0,0.5809277
W2119211249,9,C2780269544,Wound healing,2,0.56003034
W2119211249,10,C164027704,Proinflammatory cytokine,3,0.47569025
W2119211249,11,C28406088,Extracellular,2,0.4522921
W2119211249,12,C176891718,Hepatic stellate cell,2,0.45102873
W2119211249,13,C519581460,Nitric oxide,2,0.44448376
W2119211249,14,C203014093,Immunology,1,0.44190067
W2119211249,15,C16224149,Cell adhesion molecule,2,0.42813045
W2119211249,16,C58207958,Motility,2,0.42369345
W2119211249,17,C142724271,Pathology,1,0.27030337
W2119211249,18,C86803240,Biology,0,0.22330922
W2119211249,19,C134018914,Endocrinology,1,0.16409609
W1971048625,1,C2778543611,Oryza sativa,3,0.9450848
W1971048625,2,C86803240,Biology,0,0.923518
W1971048625,3,C2993199473,Plant biochemistry,3,0.67286426
W1971048625,4,C2993653377,Bacterial blight,3,0.64816296
W1971048625,5,C104317684,Gene,2,0.55601776
W1971048625,6,C182076605,Blight,2,0.5399452
W1971048625,7,C122735190,Gene mapping,4,0.5109517
W1971048625,8,C57473165,Resistance (ecology),2,0.5102184
W1971048625,9,C54355233,Genetics,1,0.49761227
W1971048625,10,C59822182,Botany,1,0.4141374
W1971048625,11,C6557445,Agronomy,1,0.24040627
W1971048625,12,C30481170,Chromosome,3,0.06751391
W2135432943,1,C2778593092,Cholestasis,2,0.9540104
W2135432943,2,C2779243279,Biliary atresia,4,0.6943952
W2135432943,3,C71924100,Medicine,0,0.69011056
W2135432943,4,C2780366471,Primary biliary cirrhosis,2,0.64720464
W2135432943,5,C2778132995,Progressive familial intrahepatic cholestasis,4,0.59556884
W2135432943,6,C2780890998,Neonatal cholestasis,5,0.5397303
