id,which_concept,concept_id,term,level,score
W2336471374,1,C203522944,Autophagy,3,0.9317092
W2336471374,2,C95444343,Cell biology,1,0.6439717
W2336471374,3,C185592680,Chemistry,0,0.4072229
W2336471374,4,C86803240,Biology,0,0.2824692
W2336471374,5,C55493867,Biochemistry,1,0.19797891
W2336471374,6,C190283241,Apoptosis,2,0.15914452
W2425376398,1,C10162356,Pathophysiology,2,0.662608
W2425376398,2,C71924100,Medicine,0,0.2988196
W2425376398,3,C142724271,Pathology,1,0.16943717
W2410561569,1,C71924100,Medicine,0,0.26920855
W2433411142,1,C2779174183,Ambrosia,3,0.98311687
W2433411142,2,C2780931586,Ragweed,3,0.98015887
W2433411142,3,C59822182,Botany,1,0.45088422
W2433411142,4,C2781454508,Ambrosia beetle,3,0.41990113
W2433411142,5,C86803240,Biology,0,0.34425807
W2433411142,6,C2780618852,Pollen,2,0.14350411
W2433411142,7,C203014093,Immunology,1,0.07154447
W2433411142,8,C207480886,Allergy,2,0.030406952
W2433411142,9,C2779030997,Curculionidae,2,0
W2273608744,1,C71924100,Medicine,0,0.45058745
W2273608744,2,C545542383,Medical emergency,1,0.35489035
W2397270533,1,C207480886,Allergy,2,0.71667874
W2397270533,2,C534529494,Respiratory system,2,0.5258361
W2397270533,3,C71924100,Medicine,0,0.42997694
W2397270533,4,C2909124952,Respiratory allergy,4,0.42736313
W2397270533,5,C203014093,Immunology,1,0.17860878
W2397270533,6,C126322002,Internal medicine,1,0.16364375
W2397270533,7,C2780510475,Allergen,3,0.08390632
W2397735649,1,C2780266170,Aspergilloma,3,0.8996501
W2397735649,2,C192209626,Focus (optics),2,0.5873046
W2397735649,3,C71924100,Medicine,0,0.43214062
W2397735649,4,C2776391196,Aspergillosis,2,0.36605537
W2397735649,5,C121332964,Physics,0,0.0560188
W2397735649,6,C120665830,Optics,1,0
W2397735649,7,C203014093,Immunology,1,0
W2403544552,1,C2778917330,Polyarthritis,3,0.8945658
W2403544552,2,C2777575956,Rheumatoid arthritis,2,0.6038768
W2403544552,3,C71924100,Medicine,0,0.53750706
W2403544552,4,C2777552389,Course (navigation),2,0.44437146
W2403544552,5,C16005928,Dermatology,1,0.3327579
W2403544552,6,C126322002,Internal medicine,1,0.26508844
W2403544552,7,C2777077863,Arthritis,2,0.1792767
W2403544552,8,C127413603,Engineering,0,0.14062953
W2403544552,9,C146978453,Aerospace engineering,1,0
W2404650253,1,C16005928,Dermatology,1,0.53196335
W2404650253,2,C71924100,Medicine,0,0.5117128
W2405414100,1,C2779379686,Bronchiectasis,3,0.8934355
W2405414100,2,C11111821,Circulation (fluid dynamics),2,0.68075156
W2405414100,3,C71924100,Medicine,0,0.57646537
W2405414100,4,C164705383,Cardiology,1,0.32733393
W2405414100,5,C126322002,Internal medicine,1,0.28229302
W2405414100,6,C2777714996,Lung,2,0.22508976
W2405414100,7,C121332964,Physics,0,0.08722854
W2405414100,8,C57879066,Mechanics,1,0.055368245
W2405419629,1,C71924100,Medicine,0,0.39010072
W2405419629,2,C144133560,Business,0,0.34886676
W2406940757,1,C71924100,Medicine,0,0.99312425
W2406940757,2,C2778063415,Hemodialysis,2,0.7907901
W2406940757,3,C2778653478,Kidney disease,2,0.65528643
W2406940757,4,C3019396726,Conservative treatment,2,0.60360855
W2406940757,5,C141071460,Surgery,1,0.406166
W2406940757,6,C177713679,Intensive care medicine,1,0.32720333
W2406940757,7,C126322002,Internal medicine,1,0.28220662
W2409317115,1,C71924100,Medicine,0,0.3658409
W2409317115,2,C2522767166,Data science,1,0.33425385
W2409317115,3,C41008148,Computer science,0,0.31953868
W2409457930,1,C534529494,Respiratory system,2,0.53902656
W2409457930,2,C71924100,Medicine,0,0.50355476
W2409457930,3,C2781039887,Factor (programming language),2,0.48099124
W2409457930,4,C16005928,Dermatology,1,0.40670457
W2409457930,5,C177713679,Intensive care medicine,1,0.387941
W2409457930,6,C203014093,Immunology,1,0.32888907
W2409457930,7,C41008148,Computer science,0,0.23212242
W2409457930,8,C126322002,Internal medicine,1,0.18518862
W2409457930,9,C199360897,Programming language,1,0
W2410246724,1,C131872663,Obstetrics,1,0.6295253
W2410246724,2,C71924100,Medicine,0,0.45607853
W2410417164,1,C2779950389,Aminoaciduria,3,0.7515253
W2410417164,2,C2781311116,Group (periodic table),2,0.5774858
W2410417164,3,C15744967,Psychology,0,0.4938186
W2410417164,4,C54355233,Genetics,1,0.23442718
W2410417164,5,C86803240,Biology,0,0.21126822
W2410417164,6,C185592680,Chemistry,0,0.18124142
W2410417164,7,C515207424,Amino acid,2,0.098204374
W2410417164,8,C178790620,Organic chemistry,1,0
W2410516167,1,C71924100,Medicine,0,0.5810048
W2410516167,2,C164705383,Cardiology,1,0.43169743
W2410516167,3,C126322002,Internal medicine,1,0.3660361
W2410559923,1,C2781069245,Tuberculosis,2,0.72030026
W2410559923,2,C2776256026,Lung cancer,2,0.7149447
W2410559923,3,C71924100,Medicine,0,0.5936737
W2410559923,4,C142853389,Association (psychology),2,0.5015073
W2410559923,5,C142724271,Pathology,1,0.30096424
W2410559923,6,C15744967,Psychology,0,0.14905319
W2410559923,7,C542102704,Psychotherapist,1,0
W2410894279,1,C2779420931,Antidiuretic,3,0.7471491
W2410894279,2,C71924100,Medicine,0,0.55089545
W2410894279,3,C2777616141,Bartter syndrome,3,0.46508875
W2410894279,4,C126322002,Internal medicine,1,0.35167456
W2410894279,5,C71315377,Hormone,2,0.25879255
W2410894279,6,C2778242168,Hypokalemia,2,0.14475879
W2411872213,1,C2776400363,Tracheitis,3,0.7589179
W2411872213,2,C71924100,Medicine,0,0.37878332
W2411872213,3,C16005928,Dermatology,1,0.37303525
W2411872213,4,C2779993553,Bronchitis,2,0.06992453
W2411872213,5,C126322002,Internal medicine,1,0.05854401
W2412509085,1,C2776042228,Asthma,2,0.64147913
W2412509085,2,C71924100,Medicine,0,0.4636947
W2412509085,3,C177713679,Intensive care medicine,1,0.3244912
W2412509085,4,C126322002,Internal medicine,1,0.17705548
W2413811144,1,C71924100,Medicine,0,0.38874042
W2413811144,2,C99454951,Environmental health,1,0.32540226
W2413811144,3,C144133560,Business,0,0.3200492
W2414382576,1,C81182388,Complication,2,0.633757
W2414382576,2,C71315377,Hormone,2,0.6213798
W2414382576,3,C71924100,Medicine,0,0.5469655
W2414382576,4,C42407357,Physiology,1,0.32268316
W2414382576,5,C126322002,Internal medicine,1,0.3094682
W2414566067,1,C2779902710,Scintigraphy,2,0.52551556
W2414566067,2,C71924100,Medicine,0,0.44135767
W2414566067,3,C41008148,Computer science,0,0.37210226
W2414566067,4,C19527891,Medical physics,1,0.32019347
