id,which_concept,concept_id,term,level,score
W2042693066,1,C2778824453,Biologist,2,0.88426596
W2042693066,2,C95124753,Environmental ethics,1,0.37819824
W2042693066,3,C188147891,Cognitive science,1,0.37436175
W2042693066,4,C2522767166,Data science,1,0.36105803
W2042693066,5,C15744967,Psychology,0,0.3610382
W2042693066,6,C41008148,Computer science,0,0.28720307
W2042693066,7,C86803240,Biology,0,0.2861054
W2042693066,8,C138885662,Philosophy,0,0.23810166
W2042693066,9,C54355233,Genetics,1,0.11389539
W2409484351,1,C2781065829,Indocyanine green,2,0.9794961
W2409484351,2,C158846371,Blood flow,2,0.6494881
W2409484351,3,C2994203108,Hepatic function,2,0.5866517
W2409484351,4,C185592680,Chemistry,0,0.46317273
W2409484351,5,C110121322,Distribution (mathematics),2,0.45031193
W2409484351,6,C2910053894,Liver circulation,3,0.43394703
W2409484351,7,C126322002,Internal medicine,1,0.3526312
W2409484351,8,C71924100,Medicine,0,0.27011493
W2409484351,9,C141071460,Surgery,1,0.20657721
W2409484351,10,C33923547,Mathematics,0,0.0956929
W2409484351,11,C134306372,Mathematical analysis,1,0
W2144783871,1,C115811362,Flagellum,3,0.91581964
W2144783871,2,C58207958,Motility,2,0.7347149
W2144783871,3,C2781065037,Salmonella,3,0.6990931
W2144783871,4,C25642318,Incubation,2,0.6477475
W2144783871,5,C86803240,Biology,0,0.54368204
W2144783871,6,C523546767,Bacteria,2,0.5219338
W2144783871,7,C89423630,Microbiology,1,0.5124069
W2144783871,8,C2781417787,Sodium azide,2,0.45490795
W2144783871,9,C2779554091,Uracil,3,0.41004023
W2144783871,10,C185592680,Chemistry,0,0.33102113
W2144783871,11,C55493867,Biochemistry,1,0.3042516
W2144783871,12,C95444343,Cell biology,1,0.115235746
W2144783871,13,C54355233,Genetics,1,0.058549374
W2144783871,14,C552990157,DNA,2,0
W2410248742,1,C2780371755,Renal papilla,3,0.9498392
W2410248742,2,C117277713,Tonicity,2,0.67591524
W2410248742,3,C134984996,Major duodenal papilla,2,0.58627605
W2410248742,4,C3017567848,Hypertonic saline,2,0.55575806
W2410248742,5,C185592680,Chemistry,0,0.5483386
W2410248742,6,C77411442,Urinary system,2,0.53823787
W2410248742,7,C2780091579,Kidney,2,0.5360634
W2410248742,8,C2778445172,Mannitol,2,0.5150168
W2410248742,9,C134018914,Endocrinology,1,0.48972964
W2410248742,10,C126322002,Internal medicine,1,0.48412213
W2410248742,11,C2777397205,Saline,2,0.44739664
W2410248742,12,C129900496,Osmotic concentration,2,0.41862196
W2410248742,13,C86803240,Biology,0,0.21978673
W2410248742,14,C71924100,Medicine,0,0.21832266
W2410248742,15,C55493867,Biochemistry,1,0.18673989
W28972413,1,C71924100,Medicine,0,0.36009276
W2011110340,1,C71924100,Medicine,0,0.70174825
W2011110340,2,C126838900,Radiology,1,0.49370393
W2011110340,3,C2775934546,Biopsy,2,0.47328398
W2011110340,4,C126894567,Urology,1,0.33674866
W1524250844,1,C517785266,Potassium,2,0.82220125
W1524250844,2,C159641895,Renal function,2,0.752278
W1524250844,3,C126322002,Internal medicine,1,0.71460176
W1524250844,4,C134018914,Endocrinology,1,0.7029464
W1524250844,5,C71924100,Medicine,0,0.70074606
W1524250844,6,C537181965,Sodium,2,0.6660031
W1524250844,7,C2780306776,Creatinine,2,0.5100847
W1524250844,8,C2780091579,Kidney,2,0.4957932
W1524250844,9,C2780158643,Potassium deficiency,3,0.43865016
W1524250844,10,C2780026642,Urine,2,0.4363992
W1524250844,11,C185592680,Chemistry,0,0.1815303
W1524250844,12,C178790620,Organic chemistry,1,0
W2066141814,1,C528890316,Manganese,2,0.84616876
W2066141814,2,C183688256,Photosynthesis,2,0.8445548
W2066141814,3,C559758991,Algae,2,0.73220044
W2066141814,4,C2780838361,Green algae,3,0.6605422
W2066141814,5,C185592680,Chemistry,0,0.57395756
W2066141814,6,C125287762,Absorption (acoustics),2,0.5356244
W2066141814,7,C59822182,Botany,1,0.46263853
W2066141814,8,C107872376,Environmental chemistry,1,0.4383414
W2066141814,9,C86803240,Biology,0,0.20972785
W2066141814,10,C55493867,Biochemistry,1,0.1698961
W2066141814,11,C120665830,Optics,1,0.07891458
W2066141814,12,C121332964,Physics,0,0.07283476
W2066141814,13,C178790620,Organic chemistry,1,0.06089765
W2052492565,1,C33682779,Slime mold,2,0.8246729
W2052492565,2,C174618031,Spore,2,0.6986729
W2052492565,3,C86803240,Biology,0,0.6211379
W2052492565,4,C115505304,Sporogenesis,3,0.5834416
W2052492565,5,C136403682,Multinucleate,2,0.5630439
W2052492565,6,C2778675580,Plasmodium (life cycle),3,0.53773296
W2052492565,7,C59822182,Botany,1,0.52229214
W2052492565,8,C103790658,Protoplasm,3,0.50126195
W2052492565,9,C55493867,Biochemistry,1,0.15752131
W2052492565,10,C190062978,Cytoplasm,2,0.12594354
W2052492565,11,C71928629,Parasite hosting,2,0.09147376
W2052492565,12,C136764020,World Wide Web,1,0
W2052492565,13,C41008148,Computer science,0,0
W2162170183,1,C2777127095,Phobias,3,0.93368965
W2162170183,2,C94612546,Neuroticism,3,0.6120248
W2162170183,3,C15744967,Psychology,0,0.5595674
W2162170183,4,C2778572836,Space (punctuation),2,0.49235904
W2162170183,5,C74248516,Outer space,3,0.4776108
W2162170183,6,C118552586,Psychiatry,1,0.3228622
W2162170183,7,C77805123,Social psychology,1,0.29888773
W2162170183,8,C558461103,Anxiety,2,0.22765476
W2162170183,9,C187288502,Personality,2,0.18546063
W2162170183,10,C41895202,Linguistics,1,0
W2162170183,11,C138885662,Philosophy,0,0
W4235651365,1,C71924100,Medicine,0,0.8809267
W4235651365,2,C118487528,Ophthalmology,1,0.45590845
W2407104635,1,C2779918671,Diuretic,2,0.7823262
W2407104635,2,C63433958,Clinical pharmacology,2,0.71713066
W2407104635,3,C98274493,Pharmacology,1,0.70036674
W2407104635,4,C71924100,Medicine,0,0.43900385
W2407104635,5,C185592680,Chemistry,0,0.41194692
W2080432289,1,C28406088,Extracellular,2,0.7981763
W2080432289,2,C79879829,Intracellular,2,0.77948827
W2080432289,3,C523546767,Bacteria,2,0.74632823
W2080432289,4,C89423630,Microbiology,1,0.73782486
W2080432289,5,C160448771,Phagocytosis,2,0.69089687
W2080432289,6,C2780767784,Brucella,3,0.68555176
W2080432289,7,C153726182,Intracellular parasite,3,0.6544478
W2080432289,8,C86803240,Biology,0,0.5306854
W2080432289,9,C2778579951,Brucella abortus,3,0.522576
W2080432289,10,C202751555,In vitro,2,0.47867495
W2080432289,11,C2778815084,Guinea pig,2,0.4315697
W2080432289,12,C159047783,Virology,1,0.2820409
W2080432289,13,C55493867,Biochemistry,1,0.14921379
W2080432289,14,C2781429187,Brucellosis,2,0.14411277
W2080432289,15,C54355233,Genetics,1,0.049360424
W2091116156,1,C71924100,Medicine,0,0.5934972
W2091116156,2,C29456083,Gynecology,1,0.4795006
W2461199909,1,C71924100,Medicine,0,0.97507226
W2461199909,2,C2781069245,Tuberculosis,2,0.65493375
W2461199909,3,C2779134260,Disease,2,0.60658264
W2461199909,4,C547646559,Hygiene,2,0.59275687
W2461199909,5,C2908628106,Pulmonary tuberculosis,3,0.5590131
W2461199909,6,C2780646360,Contagious disease,3,0.5474227
W2461199909,7,C177713679,Intensive care medicine,1,0.44700244
W2461199909,8,C2777843972,Smoking cessation,2,0.42796257
W2461199909,9,C2992779976,Pulmonary disease,2,0.41547614
W2461199909,10,C126322002,Internal medicine,1,0.29478347
W2461199909,11,C142724271,Pathology,1,0.10079846
W1938214476,1,C2911164937,Bancroftian filariasis,5,0.9571705
W1938214476,2,C2777629521,Filariasis,3,0.84401405
W1938214476,3,C86803240,Biology,0,0.5119437
W1938214476,4,C2778672586,Wuchereria bancrofti,4,0.5034775
W1938214476,5,C90856448,Zoology,1,0.38605934
W1938214476,6,C159047783,Virology,1,0.37765163
W1938214476,7,C33070731,Toxicology,1,0.36802524
W1938214476,8,C165901193,Helminths,2,0.25484478
W2021901850,1,C71924100,Medicine,0,0.9490061
W2021901850,2,C2781074409,Rectum,2,0.89901644
