id,abstract_len,doi,jrnl,title,pub_date,retracted,cite_count,pub_type,pub_type_crossref,pmid,which_athr,athr_id,athr_pos,athr_name,raw_affl,inst,inst_id,which_affl
W2042962897,46,https://doi.org/10.1097/00006223-197611000-00005,Nurse Educator,Simulation Gaming: A New Teaching Strategy in Nursing Education,1976-11-01,FALSE,17,article,journal-article,1049395,1,A5008880623,first,Carolyn Clark,Jersey; University-Westchester; nursing,College of Westchester,I2801304177,1
W2042962897,46,https://doi.org/10.1097/00006223-197611000-00005,Nurse Educator,Simulation Gaming: A New Teaching Strategy in Nursing Education,1976-11-01,FALSE,17,article,journal-article,1049395,1,A5008880623,first,Carolyn Clark,Jersey; University-Westchester; nursing,University West,I110263422,2
W2042962897,46,https://doi.org/10.1097/00006223-197611000-00005,Nurse Educator,Simulation Gaming: A New Teaching Strategy in Nursing Education,1976-11-01,FALSE,17,article,journal-article,1049395,1,A5008880623,first,Carolyn Clark,Jersey; University-Westchester; nursing,Centre for Nursing Innovation,I4210086048,3
W1980826086,70,https://doi.org/10.1097/00006223-197607000-00001,Nurse Educator,Continuing Education in Nursing,1976-07-01,FALSE,6,article,journal-article,1049390,1,A5085302854,first,Margretta M. Styles,"Margretta M. Styles, R.N., Ed.D., is dean of the Wayne State University College of Nursing, Detroit, Michigan.",Wayne State University,I185443292,1
W82460833,96,,PubMed,The amount of blood withdrawn for diagnostic tests in critically ill patients.,1976-11-01,FALSE,5,article,journal-article,1049217,1,A5064807175,first,Lanuza Dm,,,,1
W82460833,96,,PubMed,The amount of blood withdrawn for diagnostic tests in critically ill patients.,1976-11-01,FALSE,5,article,journal-article,1049217,2,A5080641070,last,Jennrich Ja,,,,1
W1999095353,0,https://doi.org/10.1097/00006247-197610000-00017,Nursing Management,Critical Care Nurse-Intern Program,1976-10-01,FALSE,4,article,journal-article,1049154,1,A5082321943,first,Georgena Bitgood,,,,1
W2411812527,0,,PubMed,Low sodium diet in heart disease: how low is low?,1976-09-01,FALSE,3,article,journal-article,1049169,1,A5051661761,first,Morris Ml,,,,1
W2411812527,0,,PubMed,Low sodium diet in heart disease: how low is low?,1976-09-01,FALSE,3,article,journal-article,1049169,2,A5007262659,middle,Patton Rl,,,,1
W2411812527,0,,PubMed,Low sodium diet in heart disease: how low is low?,1976-09-01,FALSE,3,article,journal-article,1049169,3,A5030850024,last,Teeter Sm,,,,1
W2308873901,0,,PubMed,Hyperinfection with Strongyloides stercoralis in a patient with Hodgkin's disease.,1976-11-01,FALSE,2,article,journal-article,1049235,1,A5020384618,first,Pollock Tw,,,,1
W2308873901,0,,PubMed,Hyperinfection with Strongyloides stercoralis in a patient with Hodgkin's disease.,1976-11-01,FALSE,2,article,journal-article,1049235,2,A5028301328,last,Perencevich En,,,,1
W2418894816,0,,PubMed,Tuberous sclerosis presenting with a cardiac arrhythmia.,1976-11-01,FALSE,2,article,journal-article,1049220,1,A5004029405,first,J Oettlé,,,,1
W2418894816,0,,PubMed,Tuberous sclerosis presenting with a cardiac arrhythmia.,1976-11-01,FALSE,2,article,journal-article,1049220,2,A5047849437,last,L Schamroth,,,,1
W2425794913,0,,PubMed,The celiac axis compression syndrome: review of the literature and report of a case.,1976-11-01,FALSE,2,article,journal-article,1049239,1,A5056474757,first,Lynch Rd,,,,1
W2439116108,0,,PubMed,Cardiopulmonary complications of Guillain-Barré syndrome.,1976-11-01,FALSE,2,article,journal-article,1049221,1,A5073518104,first,Bettina Polk,,,,1
W169997338,0,,PubMed,The Roy adaptation model. Testing the adaptation model in practice.,1976-11-01,FALSE,1,article,journal-article,1049427,1,A5082437542,first,Patricia Wagner,,,,1
W2322959954,22,https://doi.org/10.1097/00000446-197610000-00023,American Journal of Nursing,fingers to see,1976-10-01,FALSE,1,article,journal-article,1049192,1,A5068482905,first,Hazel Mummah,"HAZEL MUMMAH, R.N., M.S., was a director of nurses, Keito Nursing Home and Keiro South Nursing Home. Whitier, Calif, when this article was written. She has just completed her B.A. in nursing administration. Ms. Mummah says, “While nursing homes used to strike me as depressing. I now feel a real excitement of finally being able to meet successfully some of the challenges in the care of the aged.”",,,1
W4300620972,68,,PubMed,Myoglobinuria.,1976-11-01,FALSE,1,article,journal-article,1049218,1,A5085081796,first,S L Shipley,,,,1
W4300620972,68,,PubMed,Myoglobinuria.,1976-11-01,FALSE,1,article,journal-article,1049218,2,A5053818340,last,S Wrye,,,,1
W2395337241,0,,PubMed,"[On the ""Research Notes on Iatrogenic Incidents Related to Nursing"". Safety in daily activities of the patient].",1975-07-01,FALSE,0,article,journal-article,1049344,1,A5002591456,first,Y Korenaga,,,,1
W2399353992,0,,PubMed,"[Lesson from ""Death Encountered in Nursing"". 3].",1975-07-01,FALSE,0,article,journal-article,1049360,1,A5003241584,first,T Usui,,,,1
W2411421576,0,,PubMed,"[On the ""Research Notes on Iatrogenic Incidents Related to Nursing"". Safety in therapeutic actions].",1975-07-01,FALSE,0,article,journal-article,1049345,1,A5050445816,first,Taiya Nakagawa,,,,1
W2415210619,0,,PubMed,[Masculine working technics and feminine technics].,1975-06-01,FALSE,0,article,journal-article,1049328,1,A5086220798,first,Yuri Nakagawa,,,,1
W2417245318,0,,PubMed,[Gap between nursing education and clinical practice].,1975-09-01,FALSE,0,article,journal-article,1049370,1,A5018212619,first,S Naito,,,,1
W2417354340,0,,PubMed,[Perceptibility in nursing actions].,1975-08-01,FALSE,0,article,journal-article,1049364,1,A5001278381,first,K Hirose,,,,1
W2442639408,0,,PubMed,[Nursing care in the ICU].,1975-07-01,FALSE,0,article,journal-article,1049335,1,A5050375760,first,Chiharu Miyata,,,,1
W104874675,91,,PubMed,His bundle recordings: their contribution to the understanding of human electrophysiology.,1976-11-11,FALSE,0,article,journal-article,1049215,1,A5087016717,first,Aranda Jm,,,,1
W104874675,91,,PubMed,His bundle recordings: their contribution to the understanding of human electrophysiology.,1976-11-11,FALSE,0,article,journal-article,1049215,2,A5021432818,middle,Benjamin Befeler,,,,1
W104874675,91,,PubMed,His bundle recordings: their contribution to the understanding of human electrophysiology.,1976-11-11,FALSE,0,article,journal-article,1049215,3,A5045434527,middle,A Castellanos,,,,1
W104874675,91,,PubMed,His bundle recordings: their contribution to the understanding of human electrophysiology.,1976-11-11,FALSE,0,article,journal-article,1049215,4,A5069596143,last,Sherif Ne,,,,1
W1969816013,50,https://doi.org/10.1097/00006205-197611000-00003,The Nurse Practitioner,Parkinson??s Disease,1976-11-01,FALSE,0,article,journal-article,1049397,1,A5066603233,first,Rebecca J. Langan,"For the past year, Rebecca J. Langan has been a member of a research group studying Parkinson's Disease under the direction of George Cotzias, M.D. She is currently a Clinical Nurse III on the Thoracic Service, Memorial—Sloan Kettering Cancer Center.",Memorial Sloan Kettering Cancer Center,I1334819555,1
W2011206051,23,https://doi.org/10.1097/00006205-197611000-00004,The Nurse Practitioner,Over-the-Counter Gastro-Intestinal Drugs,1976-11-01,FALSE,0,article,journal-article,1049398,1,A5088739776,first,Marie Scott Brown,"Marie Scott Brown is a graduate of Marquette University and the University of Colorado, where she is currently employed as an assistant professor in Parent-Child Nursing.",Marquette University,I102461120,1
W2071641671,20,https://doi.org/10.1097/00006205-197611000-00008,The Nurse Practitioner,"POISONING AND ITS TREATMENT, PART 1",1976-11-01,FALSE,0,article,journal-article,1049401,1,A5042506643,first,Theodore G. Tong,"Dr. Tong is Assistant Clinical Professor. Division of Clinical Pharmacology, San Francisco General Hospital and Assistant Clinical Professor of Pharmacy, University of California, School of Pharmacy, San Francisco.",San Francisco General Hospital,I1295908608,1
W2223813243,0,,PubMed,Rheumatoid pericarditis possibly associated with Caplan's syndrome.,1976-11-01,FALSE,0,article,journal-article,1049236,1,A5064823268,first,Syler Ac,,,,1
W2223813243,0,,PubMed,Rheumatoid pericarditis possibly associated with Caplan's syndrome.,1976-11-01,FALSE,0,article,journal-article,1049236,2,A5026759615,last,Clarkson Hn,,,,1
W2274251214,0,,PubMed,Giant hypertrophy of the gastric mucosa (Menetrier's disease): a survey of the literature and report of a case.,1976-11-01,FALSE,0,article,journal-article,1049240,1,A5016821164,first,Brdlik Ob,,,,1
W2301121323,0,,PubMed,Aspiration biopsy of the lung.,1976-11-01,FALSE,0,article,journal-article,1049241,1,A5045015524,first,Reich Ne,,,,1
W2301121323,0,,PubMed,Aspiration biopsy of the lung.,1976-11-01,FALSE,0,article,journal-article,1049241,2,A5048279743,middle,FE Seidelmann,,,,1
W2301121323,0,,PubMed,Aspiration biopsy of the lung.,1976-11-01,FALSE,0,article,journal-article,1049241,3,A5086639958,middle,LM Adler,,,,1
W2301121323,0,,PubMed,Aspiration biopsy of the lung.,1976-11-01,FALSE,0,article,journal-article,1049241,4,A5001361894,last,Tubbs Rr,,,,1
W2301559088,0,,PubMed,Arthroscopy of the knee: an 18-month review.,1976-11-01,FALSE,0,article,journal-article,1049238,1,A5062529193,first,Kovesdi Jm,,,,1
W2325772526,0,https://doi.org/10.2307/3424180,American Journal of Nursing,Survey: SIDS Research and Counseling,1976-10-01,FALSE,0,article,journal-article,1049190,1,A5010409203,first,Audrey Dawson,,,,1
W2331167354,19,https://doi.org/10.1097/00000446-197610000-00024,American Journal of Nursing,"“Come on, Charlie Brown, Letʼs Go Play”",1976-10-01,FALSE,0,article,journal-article,1049193,1,A5001971292,first,Patricia Hatfield,"PATRICIA HATFIELD, R.N., B.S.N., M.P.H., is presently a public health nursing consultant for the Michigan Department of Health, Lansing.",Michigan Department of Health and Human Services,I1310019138,1
W2395162851,0,,PubMed,Colonoscopy-the attack on colonic polyps and cancer.,1976-11-01,FALSE,0,article,journal-article,1049223,1,A5043366931,first,G. W. Zeluff,"Surgical Advanced Technologies Lab, Houston Methodist Hospital, Houston Methodist Research Institute",Houston Methodist,I1295876152,1
W2395162851,0,,PubMed,Colonoscopy-the attack on colonic polyps and cancer.,1976-11-01,FALSE,0,article,journal-article,1049223,2,A5003310723,middle,Mitchell Levine,"Surgical Advanced Technologies Lab, Houston Methodist Hospital, Houston Methodist Research Institute",Houston Methodist,I1295876152,1
W2395162851,0,,PubMed,Colonoscopy-the attack on colonic polyps and cancer.,1976-11-01,FALSE,0,article,journal-article,1049223,3,A5004192212,middle,Ingo Klein,"Surgical Advanced Technologies Lab, Houston Methodist Hospital, Houston Methodist Research Institute",Houston Methodist,I1295876152,1
W2395162851,0,,PubMed,Colonoscopy-the attack on colonic polyps and cancer.,1976-11-01,FALSE,0,article,journal-article,1049223,4,A5047180499,middle,John C. McKechnie,Academic Institute,,,1
W2395162851,0,,PubMed,Colonoscopy-the attack on colonic polyps and cancer.,1976-11-01,FALSE,0,article,journal-article,1049223,5,A5015041285,last,Henry D. McIntosh,,,,1
W2397062239,0,,PubMed,Tracing delayed hemostatic changes in open-heart surgery patients.,1976-11-01,FALSE,0,article,journal-article,1049437,1,A5001674994,first,FR Davey,,,,1
W2397062239,0,,PubMed,Tracing delayed hemostatic changes in open-heart surgery patients.,1976-11-01,FALSE,0,article,journal-article,1049437,2,A5056657485,last,Parker Fb,,,,1
W2397301056,0,,PubMed,Effects of chloramphenicol on Tilazol (CI-744) anesthesia in cats.,1976-06-01,FALSE,0,article,journal-article,1049172,1,A5049369284,first,Bree Mm,,,,1
W2397301056,0,,PubMed,Effects of chloramphenicol on Tilazol (CI-744) anesthesia in cats.,1976-06-01,FALSE,0,article,journal-article,1049172,2,A5055330367,middle,Park Js,,,,1
W2397301056,0,,PubMed,Effects of chloramphenicol on Tilazol (CI-744) anesthesia in cats.,1976-06-01,FALSE,0,article,journal-article,1049172,3,A5052952028,middle,Short Ce,,,,1
W2397301056,0,,PubMed,Effects of chloramphenicol on Tilazol (CI-744) anesthesia in cats.,1976-06-01,FALSE,0,article,journal-article,1049172,4,A5027001940,middle,Christian Beck,,,,1
W2397301056,0,,PubMed,Effects of chloramphenicol on Tilazol (CI-744) anesthesia in cats.,1976-06-01,FALSE,0,article,journal-article,1049172,5,A5023492845,last,Moser Jh,,,,1
W2407101219,0,,PubMed,Increased intracranial pressure: an update.,1976-11-01,FALSE,0,article,journal-article,1049216,1,A5067361584,first,Mauss Nk,UW,,,1
W2407101219,0,,PubMed,Increased intracranial pressure: an update.,1976-11-01,FALSE,0,article,journal-article,1049216,2,A5084798313,last,Mitchell Ph,UW,,,1
W2409185204,0,,PubMed,Critical-care nursing and management.,1976-11-01,FALSE,0,article,journal-article,1049213,1,A5084368618,first,Simpson Lc,,,,1
W2409963007,0,,PubMed,Ultrasound in medical diagnosis. Part 1. Applications in cardiology.,1976-11-01,FALSE,0,article,journal-article,1049214,1,A5009470383,first,Naggar Cz,,,,1
W2413762651,0,,PubMed,Law for the nurse supervisor. Unattended patients.,1976-10-01,FALSE,0,article,journal-article,1049164,1,A5042171656,first,Helen Creighton,,,,1
W2414390086,0,,PubMed,[Therapy for children with cerebral palsy].,1976-09-01,FALSE,0,article,journal-article,1049125,1,A5018941849,first,L Kedzierska-Polakowska,,,,1
W2417516445,66,,PubMed,Ventricular pseudo-bigeminy due to sustained myoclonus.,1976-11-01,FALSE,0,article,journal-article,1049219,1,A5089240888,first,Chung Dk,,,,1
W2417516445,66,,PubMed,Ventricular pseudo-bigeminy due to sustained myoclonus.,1976-11-01,FALSE,0,article,journal-article,1049219,2,A5076295543,middle,Reed,,,,1
W2417516445,66,,PubMed,Ventricular pseudo-bigeminy due to sustained myoclonus.,1976-11-01,FALSE,0,article,journal-article,1049219,3,A5070004985,last,Chung Ek,,,,1
W2423185112,0,,PubMed,A study in A-V junctional rhythm.,1976-11-01,FALSE,0,article,journal-article,1049222,1,A5064618229,first,Stan L. Block,,,,1
W2423185112,0,,PubMed,A study in A-V junctional rhythm.,1976-11-01,FALSE,0,article,journal-article,1049222,2,A5047849437,last,L Schamroth,,,,1
W2428111789,52,,PubMed,Pseudo A-V block. Part I.,1976-09-01,FALSE,0,article,journal-article,1049224,1,A5075980458,first,Spence Mi,,,,1
W2428111789,52,,PubMed,Pseudo A-V block. Part I.,1976-09-01,FALSE,0,article,journal-article,1049224,2,A5091795616,last,L Lemberg,,,,1
W2429480247,0,,PubMed,[Awesome sensation experienced at life and death associated with nursing].,1976-01-01,FALSE,0,article,journal-article,1049203,1,A5005195032,first,K Hirose,,,,1
W2436704022,0,,PubMed,You can do it better with support.,1976-10-01,FALSE,0,article,journal-article,1049146,1,A5000926688,first,J Braker,,,,1
W2469883642,0,,PubMed,A comprehensive look at quality assurance.,1976-01-01,FALSE,0,article,journal-article,1049424,1,A5072621680,first,Moore Rc,,,,1
W2992373144,0,,PubMed,[Rehabilitation nursing of patients with apoplexy. 3].,1976-09-01,FALSE,0,article,journal-article,1049267,1,A5020838884,first,N Sanao,,,,1
W356543548,0,,PubMed,Left atrial myxoma: report of case.,1976-11-01,FALSE,0,article,journal-article,1049237,1,A5013087127,first,AF Schultz,,,,1
W4300837976,0,,PubMed,Alveolar ventilation.,1976-11-01,FALSE,0,article,journal-article,1049400,1,A5081519602,first,C Wood,,,,1
W2401134384,0,,PubMed,"Bone mineral measurement by photon densitometry in racing sled dogs, and its relationship to body weight, sex and bone fractures.",1976-11-01,FALSE,6,article,journal-article,1049476,1,A5010861729,first,Stoliker He,,,,1
W2401134384,0,,PubMed,"Bone mineral measurement by photon densitometry in racing sled dogs, and its relationship to body weight, sex and bone fractures.",1976-11-01,FALSE,6,article,journal-article,1049476,2,A5068546019,middle,Dunlap Hl,,,,1
