id,abstract_len,doi,jrnl,title,pub_date,retracted,cite_count,pub_type,pub_type_crossref,pmid,which_athr,athr_id,athr_pos,athr_name,raw_affl,inst,inst_id,which_affl
W14777422,0,https://doi.org/10.1007/bf01973347,European Archives of Oto-Rhino-Laryngology,Das Glomus laryngicum inferior,1964-12-01,FALSE,51,article,journal-article,14337103,1,A5032098690,first,O Kleinsasser,"Hals-Nasen-Ohren-Klinik der Universität Köln, Deutschland",,,1
W2027553252,70,https://doi.org/10.1515/znb-1964-1213,Zeitschrift für Naturforschung B,Über die quantitative Verteilung der Ascorbinsäure innerhalb der Pflanzenzelle,1964-12-01,FALSE,14,article,journal-article,14336984,1,A5009693865,first,Wolfgang Franke,Aus dem Institut für Landwirtschaftliche Botanik der Universität Bonn,University of Bonn,I135140700,1
W2027553252,70,https://doi.org/10.1515/znb-1964-1213,Zeitschrift für Naturforschung B,Über die quantitative Verteilung der Ascorbinsäure innerhalb der Pflanzenzelle,1964-12-01,FALSE,14,article,journal-article,14336984,2,A5063215255,last,U. Heber,Aus dem Institut für Landwirtschaftliche Botanik der Universität Bonn,University of Bonn,I135140700,1
W2401084970,36,https://doi.org/10.1055/s-0029-1227587,RöFo,Gibt es eine streifige Form der Osteopoikilie?,1964-11-01,FALSE,7,article,journal-article,14337159,1,A5044836621,first,H. G. Claus,,,,1
W2077532134,121,https://doi.org/10.1515/znb-1964-1212,Zeitschrift für Naturforschung B,Die lichtabhängige Ausbildung der Zellkerne in den Vorkeimen von Dryopteris filix-mas bei Hemmung der Proteinsynthese,1964-12-01,FALSE,6,article,journal-article,14336983,1,A5043552221,first,R. Bergfeld,Aus dem Botanischen Institut der Universität Freiburg i. Br.,University of Freiburg,I161046081,1
W2114863117,46,https://doi.org/10.1093/rheumatology/8.3.100,Rheumatology,THE USE OF INDOMETHACIN IN RHEUMATOID ARTHRITIS,1965-01-01,FALSE,5,article,journal-article,14337044,1,A5078745896,first,F E Bruckner,"Lister HospitalHitchin, Herts",Lister Hospital,I2801017582,1
W2114863117,46,https://doi.org/10.1093/rheumatology/8.3.100,Rheumatology,THE USE OF INDOMETHACIN IN RHEUMATOID ARTHRITIS,1965-01-01,FALSE,5,article,journal-article,14337044,2,A5039323228,last,A. P. H. Randle,"Lister HospitalHitchin, Herts",Lister Hospital,I2801017582,1
W2012105699,41,https://doi.org/10.1055/s-0029-1227590,RöFo,Zu einem Fall von Karzinom in einer Thorotrastleber,1964-11-01,FALSE,4,article,journal-article,14337162,1,A5069546024,first,R Verhaak,,,,1
W2092386747,0,https://doi.org/10.1007/bf01973349,European Archives of Oto-Rhino-Laryngology,Histologische und karyometrische Veränderungen kleiner und großer Speicheldrüsen des Menschen nach Einwirkung ionisierender Strahlen (Kobalt-60),1964-12-01,FALSE,4,article,journal-article,14337105,1,A5064408916,first,H Gruenberg,"Hals-, Nasen-, Ohrenklinik der Universität Würzburg, Deutschland",University of Würzburg,I25974101,1
W2442802667,37,https://doi.org/10.1055/s-0029-1227585,RöFo,Die diagnostischen Möglichkeiten der Doppelkontrast-Arthrographie des Kniegelenkes,1964-11-01,FALSE,4,article,journal-article,14337157,1,A5017719887,first,W Bessler,,,,1
W2004391493,0,https://doi.org/10.1007/bf01973345,European Archives of Oto-Rhino-Laryngology,Weitere Untersuchungen zur kritischen Belastungsschwelle des Meerschweinchens für kontinuierliche Töne und Geräusche,1964-12-01,FALSE,3,article,journal-article,14337101,1,A5046981639,first,Hermann Wagner,"Hals-Nasen-Ohrenklinik der Humboldt-Universität (Charité) Berlin, Deutschland",Humboldt-Universität zu Berlin,I39343248,1
W2004391493,0,https://doi.org/10.1007/bf01973345,European Archives of Oto-Rhino-Laryngology,Weitere Untersuchungen zur kritischen Belastungsschwelle des Meerschweinchens für kontinuierliche Töne und Geräusche,1964-12-01,FALSE,3,article,journal-article,14337101,1,A5046981639,first,Hermann Wagner,"Hals-Nasen-Ohrenklinik der Humboldt-Universität (Charité) Berlin, Deutschland",Charité - Universitätsmedizin Berlin,I7877124,2
W2004391493,0,https://doi.org/10.1007/bf01973345,European Archives of Oto-Rhino-Laryngology,Weitere Untersuchungen zur kritischen Belastungsschwelle des Meerschweinchens für kontinuierliche Töne und Geräusche,1964-12-01,FALSE,3,article,journal-article,14337101,2,A5024490171,last,H. J. Gerhardt,"Hals-Nasen-Ohrenklinik der Humboldt-Universität (Charité) Berlin, Deutschland",Humboldt-Universität zu Berlin,I39343248,1
W2004391493,0,https://doi.org/10.1007/bf01973345,European Archives of Oto-Rhino-Laryngology,Weitere Untersuchungen zur kritischen Belastungsschwelle des Meerschweinchens für kontinuierliche Töne und Geräusche,1964-12-01,FALSE,3,article,journal-article,14337101,2,A5024490171,last,H. J. Gerhardt,"Hals-Nasen-Ohrenklinik der Humboldt-Universität (Charité) Berlin, Deutschland",Charité - Universitätsmedizin Berlin,I7877124,2
W2020924590,83,https://doi.org/10.1515/znb-1964-1211,Zeitschrift für Naturforschung B,"Vorkommen und Bedeutung der Alaninracemase bei Proteus mirabilis, dessen L-Phasen und bei Mycoplasma",1964-12-01,FALSE,3,article,journal-article,14336982,1,A5010851139,first,Roland Plapp,Aus dem Institut für Angewandte Botanik der Techn. Hochschule München und dem Bakteriologischen Institut der Südd. Versuchs- und Forschungsanstalt für Milchwirtschaft Weihenstephan,Hochschule München University of Applied Sciences,I174004417,1
W2020924590,83,https://doi.org/10.1515/znb-1964-1211,Zeitschrift für Naturforschung B,"Vorkommen und Bedeutung der Alaninracemase bei Proteus mirabilis, dessen L-Phasen und bei Mycoplasma",1964-12-01,FALSE,3,article,journal-article,14336982,2,A5032115738,last,Otto Kandler,Aus dem Institut für Angewandte Botanik der Techn. Hochschule München und dem Bakteriologischen Institut der Südd. Versuchs- und Forschungsanstalt für Milchwirtschaft Weihenstephan,Hochschule München University of Applied Sciences,I174004417,1
W2039535750,31,https://doi.org/10.1515/znb-1964-1220,Zeitschrift für Naturforschung B,Notizen: Über die physikalische Struktur von Poliovirus-Teilchen nach der Inaktivierung mit salpetriger Säure,1964-12-01,FALSE,3,article,journal-article,14336985,1,A5051499272,first,O. Drees,Forschungsinstitut für experimentelle Virologie und Immunologie an der Universität Hamburg,Leibniz Institute of Virology (LIV),I137251492,1
W2039535750,31,https://doi.org/10.1515/znb-1964-1220,Zeitschrift für Naturforschung B,Notizen: Über die physikalische Struktur von Poliovirus-Teilchen nach der Inaktivierung mit salpetriger Säure,1964-12-01,FALSE,3,article,journal-article,14336985,1,A5051499272,first,O. Drees,Forschungsinstitut für experimentelle Virologie und Immunologie an der Universität Hamburg,Universität Hamburg,I159176309,2
W2411419117,66,https://doi.org/10.1055/s-0029-1227579,RöFo,Röntgenuntersuchungen des Magenfeinreliefs. 3. Mitteilung (Erster Bericht über Verlaufsbeobachtungen),1964-11-01,FALSE,3,article,journal-article,14337151,1,A5071785548,first,W Frik,,,,1
W2411419117,66,https://doi.org/10.1055/s-0029-1227579,RöFo,Röntgenuntersuchungen des Magenfeinreliefs. 3. Mitteilung (Erster Bericht über Verlaufsbeobachtungen),1964-11-01,FALSE,3,article,journal-article,14337151,2,A5069300951,last,Houn-ton Wen,,,,1
W2415877861,0,https://doi.org/10.1055/s-0029-1227583,RöFo,Zur Technik der perkutanen hilär gerichteten Milzpunktion bei der Splenoportographie,1964-11-01,FALSE,3,article,journal-article,14337155,1,A5000039646,first,G. Esser,,,,1
W1987775722,29,https://doi.org/10.1515/znb-1964-1221,Zeitschrift für Naturforschung B,Notizen: Zur Gewinnung infektiöser TMV-RNS aus Pflanzenmaterial mit Hilfe der Gelfiltration,1964-12-01,FALSE,2,article,journal-article,14336986,1,A5043582015,first,Hans-Georg Fritz,,,,1
W1987775722,29,https://doi.org/10.1515/znb-1964-1221,Zeitschrift für Naturforschung B,Notizen: Zur Gewinnung infektiöser TMV-RNS aus Pflanzenmaterial mit Hilfe der Gelfiltration,1964-12-01,FALSE,2,article,journal-article,14336986,2,A5038559984,middle,R. Delhey,,,,1
W1987775722,29,https://doi.org/10.1515/znb-1964-1221,Zeitschrift für Naturforschung B,Notizen: Zur Gewinnung infektiöser TMV-RNS aus Pflanzenmaterial mit Hilfe der Gelfiltration,1964-12-01,FALSE,2,article,journal-article,14336986,3,A5049635630,last,H. Roß,,,,1
W2068244941,49,https://doi.org/10.1055/s-0029-1227589,RöFo,"Zur Pathologie der Thorotrastspeicherung in Leber, Milz und Lymphknoten",1964-11-01,FALSE,2,article,journal-article,14337161,1,A5010626824,first,G. Moebius,,,,1
