id,which_concept,concept_id,term,level,score
W2091354017,1,C139807058,Adaptation (eye),2,0.5955801
W2091354017,2,C86803240,Biology,0,0.5860621
W2091354017,3,C54355233,Genetics,1,0.48433125
W2091354017,4,C523546767,Bacteria,2,0.48039606
W2091354017,5,C501734568,Mutation,3,0.4476249
W2091354017,6,C2778022156,Strain (injury),2,0.44319114
W2091354017,7,C78458016,Evolutionary biology,1,0.42779213
W2091354017,8,C104317684,Gene,2,0.16632426
W2091354017,9,C105702510,Anatomy,1,0
W2091354017,10,C169760540,Neuroscience,1,0
W1994776595,1,C169586020,Purine metabolism,3,0.8917626
W1994776595,2,C2776662696,Lactobacillus casei,3,0.82616174
W1994776595,3,C2776476023,Purine,3,0.7463633
W1994776595,4,C2992130864,Folic acid,2,0.66708475
W1994776595,5,C185592680,Chemistry,0,0.55759805
W1994776595,6,C2779321679,Pyrimidine,2,0.5487023
W1994776595,7,C2909344506,Folic Acid Antagonists,3,0.5336842
W1994776595,8,C55493867,Biochemistry,1,0.34074306
W1994776595,9,C71924100,Medicine,0,0.13490719
W1994776595,10,C181199279,Enzyme,2,0.07759565
W1994776595,11,C126322002,Internal medicine,1,0.06677449
W1994776595,12,C100544194,Fermentation,2,0
W2233922860,1,C2778979269,Catalase,3,0.9251083
W2233922860,2,C533411734,Hydrogen peroxide,2,0.8858975
W2233922860,3,C2777977315,Primary (astronomy),2,0.8075137
W2233922860,4,C185592680,Chemistry,0,0.6618631
W2233922860,5,C2781048764,Peroxide,2,0.41976523
W2233922860,6,C55493867,Biochemistry,1,0.36916405
W2233922860,7,C178790620,Organic chemistry,1,0.3564471
W2233922860,8,C181199279,Enzyme,2,0.21941769
W2233922860,9,C121332964,Physics,0,0
W2233922860,10,C1276947,Astronomy,1,0
W2222957242,1,C2776351012,Trypsin inhibitor,4,0.801695
W2222957242,2,C2775941552,Isolation (microbiology),2,0.6616112
W2222957242,3,C2780340462,Trypsin,3,0.6512526
W2222957242,4,C141814087,Kunitz STI protease inhibitor,4,0.5567025
W2222957242,5,C185592680,Chemistry,0,0.5421475
W2222957242,6,C149629883,Fraction (chemistry),2,0.45891225
W2222957242,7,C55493867,Biochemistry,1,0.42971003
W2222957242,8,C86803240,Biology,0,0.26596665
W2222957242,9,C43617362,Chromatography,1,0.21311685
W2222957242,10,C181199279,Enzyme,2,0.19100416
W2222957242,11,C89423630,Microbiology,1,0.093324006
W1557204059,1,C501593827,Antibiotics,2,0.76317227
W1557204059,2,C71924100,Medicine,0,0.6958683
W1557204059,3,C174802600,Penicillin,3,0.5453446
W1557204059,4,C89423630,Microbiology,1,0.49007618
W1557204059,5,C86803240,Biology,0,0.1678555
W1964152530,1,C25343380,Relation (database),2,0.61154807
W1964152530,2,C2779744641,Tongue,2,0.5716393
W1964152530,3,C29694066,Orthodontics,1,0.38300627
W1964152530,4,C199343813,Dentistry,1,0.37553337
W1964152530,5,C71924100,Medicine,0,0.29148227
W1964152530,6,C41008148,Computer science,0,0.27643296
W1964152530,7,C124101348,Data mining,1,0.04643455
W1964152530,8,C142724271,Pathology,1,0
W1993413523,1,C2775941552,Isolation (microbiology),2,0.7034856
W1993413523,2,C2778022156,Strain (injury),2,0.60654986
W1993413523,3,C2779528086,Scrub typhus,2,0.57822514
W1993413523,4,C2780823208,Orientia tsutsugamushi,3,0.5379091
W1993413523,5,C159047783,Virology,1,0.49608788
W1993413523,6,C89423630,Microbiology,1,0.4754436
W1993413523,7,C2911021612,Patient isolation,3,0.4721943
W1993413523,8,C2780414542,Rickettsia,3,0.4530293
W1993413523,9,C86803240,Biology,0,0.36771697
W1993413523,10,C2522874641,Virus,2,0.034115016
W1993413523,11,C116675565,Outbreak,2,0
W1993413523,12,C105702510,Anatomy,1,0
W2298353992,1,C545542383,Medical emergency,1,0.52303135
W2298353992,2,C3017944768,Poison control,2,0.5093106
W2298353992,3,C526869908,Suicide prevention,3,0.503004
W2298353992,4,C166735990,Human factors and ergonomics,3,0.49921846
W2298353992,5,C190385971,Injury prevention,3,0.49185085
W2298353992,6,C187155963,Occupational safety and health,2,0.4535625
W2298353992,7,C77595967,Forensic engineering,1,0.35515964
W2298353992,8,C71924100,Medicine,0,0.33759713
W2298353992,9,C127413603,Engineering,0,0.29662123
W2298353992,10,C142724271,Pathology,1,0.06484747
W2436213720,1,C156423089,Colorimeter,2,0.9736434
W2436213720,2,C2908647359,Population,2,0.4906782
W2436213720,3,C205649164,Geography,0,0.35044807
W2436213720,4,C86803240,Biology,0,0.3395042
W2436213720,5,C105795698,Statistics,1,0.32265377
W2436213720,6,C33923547,Mathematics,0,0.23015127
