id,which_concept,concept_id,term,level,score
W1607919806,1,C2778312041,Trisaccharide,2,0.9656482
W1607919806,2,C185592680,Chemistry,0,0.6396393
W1607919806,3,C2779553658,Chondroitin sulfate,3,0.513617
W1607919806,4,C31266012,Linkage (software),3,0.5083458
W1607919806,5,C2778343803,Sulfate,2,0.49892735
W1607919806,6,C2776735749,Chondroitin,3,0.45235637
W1607919806,7,C71240020,Stereochemistry,1,0.443535
W1607919806,8,C55493867,Biochemistry,1,0.42863417
W1607919806,9,C178790620,Organic chemistry,1,0.19205186
W1607919806,10,C104317684,Gene,2,0.12917897
W1607919806,11,C153074725,Glycosaminoglycan,2,0.10548845
W2400750109,1,C71924100,Medicine,0,0.82773286
W2400750109,2,C2776664896,Common peroneal nerve,2,0.66603726
W2400750109,3,C141071460,Surgery,1,0.5805631
W2400750109,4,C2779662492,Hematoma,2,0.56397325
W2400750109,5,C2778640784,Ankle,2,0.43313646
W2400750109,6,C105702510,Anatomy,1,0.41664088
W1534990853,1,C62231903,Metabolism,2,0.6804688
W1534990853,2,C185592680,Chemistry,0,0.45742145
W1534990853,3,C4733338,Lipid metabolism,2,0.4227967
W1534990853,4,C55493867,Biochemistry,1,0.39555365
W1534990853,5,C86803240,Biology,0,0.34708682
W2047414383,1,C126322002,Internal medicine,1,0.9262746
W2047414383,2,C134018914,Endocrinology,1,0.92172164
W2047414383,3,C2780352252,Corticosterone,3,0.8015317
W2047414383,4,C2776370428,Vasopressin,2,0.768145
W2047414383,5,C2779067335,Median eminence,3,0.7310837
W2047414383,6,C2776958162,Diabetes insipidus,2,0.60835296
W2047414383,7,C2986274086,Ascorbic acid,2,0.57614845
W2047414383,8,C2779029589,Anterior pituitary,3,0.5329201
W2047414383,9,C2780087391,Adrenalectomy,2,0.5189526
W2047414383,10,C71924100,Medicine,0,0.44983512
W2047414383,11,C2777658017,Pituitary gland,3,0.44235042
W2047414383,12,C185592680,Chemistry,0,0.33869547
W2047414383,13,C2777003273,Hypothalamus,2,0.2617929
