id,abstract_len,doi,jrnl,title,pub_date,retracted,cite_count,pub_type,pub_type_crossref,pmid,which_athr,athr_id,athr_pos,athr_name,raw_affl,inst,inst_id,which_affl
W2148591934,204,https://doi.org/10.1242/jcs.34.1.247,Journal of Cell Science,"Nuclear volume control by nucleoskeletal DNA, selection for cell volume and cell growth rate, and the solution of the DNA C-value paradox",1978-12-01,FALSE,624,article,journal-article,372199,1,A5052009320,first,Thomas Cavalier‐Smith,"University of London King’s College, 26—29 Drury Lane Department of Biophysics , , London WC2B 5RL, England",King's College London,I183935753,1
W2148591934,204,https://doi.org/10.1242/jcs.34.1.247,Journal of Cell Science,"Nuclear volume control by nucleoskeletal DNA, selection for cell volume and cell growth rate, and the solution of the DNA C-value paradox",1978-12-01,FALSE,624,article,journal-article,372199,1,A5052009320,first,Thomas Cavalier‐Smith,"University of London King’s College, 26—29 Drury Lane Department of Biophysics , , London WC2B 5RL, England",Drury University,I95144958,2
W2134252312,148,https://doi.org/10.1172/jci109248,Journal of Clinical Investigation,Experimental glomerulonephritis in the isolated perfused rat kidney.,1978-12-01,FALSE,372,article,journal-article,372233,1,A5005843863,first,William G. Couser,,,,1
W2134252312,148,https://doi.org/10.1172/jci109248,Journal of Clinical Investigation,Experimental glomerulonephritis in the isolated perfused rat kidney.,1978-12-01,FALSE,372,article,journal-article,372233,2,A5065069320,middle,Donald Steinmuller,,,,1
W2134252312,148,https://doi.org/10.1172/jci109248,Journal of Clinical Investigation,Experimental glomerulonephritis in the isolated perfused rat kidney.,1978-12-01,FALSE,372,article,journal-article,372233,3,A5037275175,middle,Magda M. Stilmant,,,,1
W2134252312,148,https://doi.org/10.1172/jci109248,Journal of Clinical Investigation,Experimental glomerulonephritis in the isolated perfused rat kidney.,1978-12-01,FALSE,372,article,journal-article,372233,4,A5062211530,middle,David J. Salant,,,,1
W2134252312,148,https://doi.org/10.1172/jci109248,Journal of Clinical Investigation,Experimental glomerulonephritis in the isolated perfused rat kidney.,1978-12-01,FALSE,372,article,journal-article,372233,5,A5034764394,last,Leah M. Lowenstein,,,,1
W1988359235,134,https://doi.org/10.1172/jci109257,Journal of Clinical Investigation,Role of secretory events in modulating human neutrophil chemotaxis.,1978-12-01,FALSE,187,article,journal-article,372235,1,A5091757859,first,John I. Gallin,,,,1
W1988359235,134,https://doi.org/10.1172/jci109257,Journal of Clinical Investigation,Role of secretory events in modulating human neutrophil chemotaxis.,1978-12-01,FALSE,187,article,journal-article,372235,2,A5027206522,middle,Daniel G. Wright,,,,1
W1988359235,134,https://doi.org/10.1172/jci109257,Journal of Clinical Investigation,Role of secretory events in modulating human neutrophil chemotaxis.,1978-12-01,FALSE,187,article,journal-article,372235,3,A5084068620,last,Elliott Schiffmann,,,,1
W2049917843,95,https://doi.org/10.1172/jci109252,Journal of Clinical Investigation,The modification of biophysical and endotoxic properties of bacterial lipopolysaccharides by serum.,1978-12-01,FALSE,140,article,journal-article,372234,1,A5065320926,first,Richard J. Ulevitch,,,,1
W2049917843,95,https://doi.org/10.1172/jci109252,Journal of Clinical Investigation,The modification of biophysical and endotoxic properties of bacterial lipopolysaccharides by serum.,1978-12-01,FALSE,140,article,journal-article,372234,2,A5059003270,last,A. Johnston,,,,1
W2143803600,95,https://doi.org/10.1172/jci109259,Journal of Clinical Investigation,Adenosine deaminase deficiency: disappearance of adenine deoxynucleotides from a patient's erythrocytes after successful marrow transplantation.,1978-12-01,FALSE,62,article,journal-article,372236,1,A5081316735,first,S H Chen,University of Washington ;,University of Washington,I201448701,1
W2143803600,95,https://doi.org/10.1172/jci109259,Journal of Clinical Investigation,Adenosine deaminase deficiency: disappearance of adenine deoxynucleotides from a patient's erythrocytes after successful marrow transplantation.,1978-12-01,FALSE,62,article,journal-article,372236,2,A5062237763,middle,Hans D. Ochs,University of Washington ;,University of Washington,I201448701,1
W2143803600,95,https://doi.org/10.1172/jci109259,Journal of Clinical Investigation,Adenosine deaminase deficiency: disappearance of adenine deoxynucleotides from a patient's erythrocytes after successful marrow transplantation.,1978-12-01,FALSE,62,article,journal-article,372236,3,A5047033639,middle,C. Ronald Scott,University of Washington ;,University of Washington,I201448701,1
W2143803600,95,https://doi.org/10.1172/jci109259,Journal of Clinical Investigation,Adenosine deaminase deficiency: disappearance of adenine deoxynucleotides from a patient's erythrocytes after successful marrow transplantation.,1978-12-01,FALSE,62,article,journal-article,372236,4,A5041305020,middle,Eloise R. Giblett,,,,1
W2143803600,95,https://doi.org/10.1172/jci109259,Journal of Clinical Investigation,Adenosine deaminase deficiency: disappearance of adenine deoxynucleotides from a patient's erythrocytes after successful marrow transplantation.,1978-12-01,FALSE,62,article,journal-article,372236,5,A5024848629,last,Aubrey J. Tingle,,,,1
W2068998207,99,https://doi.org/10.1210/endo-103-6-2027,Endocrinology,On the Biochemical Nature of Triose- and Hexose- Stimulated Insulin Secretion*,1978-12-01,FALSE,45,article,journal-article,371954,1,A5077735376,first,Walter S. Zawalich,"Departments of Pediatrics and Pharmacology, Washington, University School of Medicine St. Louis, Missouri 63110",Washington University in St. Louis,I204465549,1
W2068998207,99,https://doi.org/10.1210/endo-103-6-2027,Endocrinology,On the Biochemical Nature of Triose- and Hexose- Stimulated Insulin Secretion*,1978-12-01,FALSE,45,article,journal-article,371954,2,A5045692019,middle,Evelyn S. Dye,"Departments of Pediatrics and Pharmacology, Washington, University School of Medicine St. Louis, Missouri 63110",Washington University in St. Louis,I204465549,1
W2068998207,99,https://doi.org/10.1210/endo-103-6-2027,Endocrinology,On the Biochemical Nature of Triose- and Hexose- Stimulated Insulin Secretion*,1978-12-01,FALSE,45,article,journal-article,371954,3,A5000940586,middle,Robert Rognstad,"Departments of Pediatrics and Pharmacology, Washington, University School of Medicine St. Louis, Missouri 63110",Washington University in St. Louis,I204465549,1
W2068998207,99,https://doi.org/10.1210/endo-103-6-2027,Endocrinology,On the Biochemical Nature of Triose- and Hexose- Stimulated Insulin Secretion*,1978-12-01,FALSE,45,article,journal-article,371954,4,A5050182252,last,Franz M. Matschinsky,"Departments of Pediatrics and Pharmacology, Washington, University School of Medicine St. Louis, Missouri 63110",Washington University in St. Louis,I204465549,1
W2028985023,169,https://doi.org/10.1016/s0011-3840(78)80010-0,Current Problems in Surgery,Carotid surgery for cerebrovascular insufficiency,1978-12-01,FALSE,35,article,journal-article,371914,1,A5002536263,first,Jesse E. Thompson,,,,1
W2028985023,169,https://doi.org/10.1016/s0011-3840(78)80010-0,Current Problems in Surgery,Carotid surgery for cerebrovascular insufficiency,1978-12-01,FALSE,35,article,journal-article,371914,2,A5041095047,middle,R. Don Patman,,,,1
W2028985023,169,https://doi.org/10.1016/s0011-3840(78)80010-0,Current Problems in Surgery,Carotid surgery for cerebrovascular insufficiency,1978-12-01,FALSE,35,article,journal-article,371914,3,A5089955667,last,C.M. Talkington,,,,1
W2099744877,97,https://doi.org/10.1136/jcp.31.12.1143,Journal of Clinical Pathology,Immunoglobulin and complement in normal skin.,1978-12-01,FALSE,29,article,journal-article,372244,1,A5077513404,first,W. K. Blenkinsopp,,,,1
W2099744877,97,https://doi.org/10.1136/jcp.31.12.1143,Journal of Clinical Pathology,Immunoglobulin and complement in normal skin.,1978-12-01,FALSE,29,article,journal-article,372244,2,A5067668554,middle,Roger Clayton,,,,1
W2099744877,97,https://doi.org/10.1136/jcp.31.12.1143,Journal of Clinical Pathology,Immunoglobulin and complement in normal skin.,1978-12-01,FALSE,29,article,journal-article,372244,3,A5041297247,last,G P Haffenden,,,,1
W2051680403,87,https://doi.org/10.1136/jcp.31.12.1239,Journal of Clinical Pathology,Platelet aggregation in chronic idiopathic thrombocytopenic purpura.,1978-12-01,FALSE,25,article,journal-article,372245,1,A5080463296,first,A. du P. Heyns,,,,1
W2051680403,87,https://doi.org/10.1136/jcp.31.12.1239,Journal of Clinical Pathology,Platelet aggregation in chronic idiopathic thrombocytopenic purpura.,1978-12-01,FALSE,25,article,journal-article,372245,2,A5069251629,middle,Jan Fraser,,,,1
W2051680403,87,https://doi.org/10.1136/jcp.31.12.1239,Journal of Clinical Pathology,Platelet aggregation in chronic idiopathic thrombocytopenic purpura.,1978-12-01,FALSE,25,article,journal-article,372245,3,A5080319894,last,François Retief,,,,1
W2002946932,95,https://doi.org/10.1002/path.1711260408,The Journal of Pathology,The pathogenesis of Hodgkin's disease,1978-12-01,FALSE,15,article,journal-article,372510,1,A5034268207,first,A. E. Stuart,"Department of Pathology, University of Newcastle upon Tyne NEI 4LP",Newcastle University,I84884186,1
W2417024697,36,https://doi.org/10.5357/koubyou.45.585,Kokubyo Gakkai Zasshi,Comparative Histology of Proboscidean Molar Enamel,1978-01-01,FALSE,14,article,journal-article,372463,1,A5035696360,first,Yukishige Kozawa,,,,1
W1987999432,102,https://doi.org/10.1016/0020-7519(78)90067-x,International Journal for Parasitology,Pyrimidine nucleotide biosynthesis in Clonorchis sinensis and Paragonimus ohirai,1978-12-01,FALSE,13,article,journal-article,372107,1,A5031710130,first,Mariko Kobayashi,"Department of Parasitology, School of Medicine, Chiba University, Chiba 280, Japan",Chiba University,I159385669,1
W1987999432,102,https://doi.org/10.1016/0020-7519(78)90067-x,International Journal for Parasitology,Pyrimidine nucleotide biosynthesis in Clonorchis sinensis and Paragonimus ohirai,1978-12-01,FALSE,13,article,journal-article,372107,2,A5051118496,middle,M. Yokogawa,"Department of Parasitology, School of Medicine, Chiba University, Chiba 280, Japan",Chiba University,I159385669,1
W1987999432,102,https://doi.org/10.1016/0020-7519(78)90067-x,International Journal for Parasitology,Pyrimidine nucleotide biosynthesis in Clonorchis sinensis and Paragonimus ohirai,1978-12-01,FALSE,13,article,journal-article,372107,3,A5000776443,middle,Masataka Mori,"Department of Biochemistry, School of Medicine, Chiba University, Chiba 280 Japan",Chiba University,I159385669,1
W1987999432,102,https://doi.org/10.1016/0020-7519(78)90067-x,International Journal for Parasitology,Pyrimidine nucleotide biosynthesis in Clonorchis sinensis and Paragonimus ohirai,1978-12-01,FALSE,13,article,journal-article,372107,4,A5091641496,last,Masamiti Tatibana,"Department of Biochemistry, School of Medicine, Chiba University, Chiba 280 Japan",Chiba University,I159385669,1
W2020892924,0,https://doi.org/10.1037//0022-006x.47.1.119,Journal of Consulting and Clinical Psychology,"Comparative efficacy of behavioral training, training plus relaxation, and a sleep/trance hypnotic induction in increasing hypnotic susceptibility.",1979-01-01,FALSE,13,article,journal-article,372259,1,A5042142530,first,Norman W. Katz,U New Mexico,University of New Mexico,I169521973,1
W2113218388,101,https://doi.org/10.1136/jcp.31.12.1244,Journal of Clinical Pathology,Marrow graft rejection and inhibition of growth in culture by serum in aplastic anaemia.,1978-12-01,FALSE,12,article,journal-article,372246,1,A5015142352,first,Ann Barrett,,,,1
W2113218388,101,https://doi.org/10.1136/jcp.31.12.1244,Journal of Clinical Pathology,Marrow graft rejection and inhibition of growth in culture by serum in aplastic anaemia.,1978-12-01,FALSE,12,article,journal-article,372246,2,A5033258369,middle,A Faille,,,,1
W2113218388,101,https://doi.org/10.1136/jcp.31.12.1244,Journal of Clinical Pathology,Marrow graft rejection and inhibition of growth in culture by serum in aplastic anaemia.,1978-12-01,FALSE,12,article,journal-article,372246,3,A5018714766,middle,F Saal,,,,1
W2113218388,101,https://doi.org/10.1136/jcp.31.12.1244,Journal of Clinical Pathology,Marrow graft rejection and inhibition of growth in culture by serum in aplastic anaemia.,1978-12-01,FALSE,12,article,journal-article,372246,4,A5018631594,middle,N Balitrand,,,,1
W2113218388,101,https://doi.org/10.1136/jcp.31.12.1244,Journal of Clinical Pathology,Marrow graft rejection and inhibition of growth in culture by serum in aplastic anaemia.,1978-12-01,FALSE,12,article,journal-article,372246,5,A5049735878,last,Éliane Gluckman,,,,1
W2146536592,106,https://doi.org/10.1002/path.1711260407,The Journal of Pathology,Normal human glomerular cells in culture,1978-12-01,FALSE,12,article,journal-article,372509,1,A5051556702,first,Stephen R. Holdsworth,"Department of Nephrology, Prince Henry's Hospital, and Department of Anatomy, Monash University, Melbourne, Australia",Monash University,I56590836,1
W2146536592,106,https://doi.org/10.1002/path.1711260407,The Journal of Pathology,Normal human glomerular cells in culture,1978-12-01,FALSE,12,article,journal-article,372509,2,A5001183315,middle,Eric Glasgow,"Department of Nephrology, Prince Henry's Hospital, and Department of Anatomy, Monash University, Melbourne, Australia",Monash University,I56590836,1
W2146536592,106,https://doi.org/10.1002/path.1711260407,The Journal of Pathology,Normal human glomerular cells in culture,1978-12-01,FALSE,12,article,journal-article,372509,3,A5058463563,middle,Napier M. Thomson,"Department of Nephrology, Prince Henry's Hospital, and Department of Anatomy, Monash University, Melbourne, Australia",Monash University,I56590836,1
W2146536592,106,https://doi.org/10.1002/path.1711260407,The Journal of Pathology,Normal human glomerular cells in culture,1978-12-01,FALSE,12,article,journal-article,372509,4,A5031622675,last,Robert C. Atkins,"Department of Nephrology, Prince Henry's Hospital, and Department of Anatomy, Monash University, Melbourne, Australia",Monash University,I56590836,1
W2468412323,94,https://doi.org/10.1248/yakushi1947.98.12_1642,Journal of the Pharmaceutical Society of Japan,Effect of Kanpo-prescriptions on Rat Serum Constituents after the Administration. I,1978-01-01,FALSE,8,article,journal-article,372516,1,A5040065483,first,Tetsuro Nagasawa,,,,1
W2468412323,94,https://doi.org/10.1248/yakushi1947.98.12_1642,Journal of the Pharmaceutical Society of Japan,Effect of Kanpo-prescriptions on Rat Serum Constituents after the Administration. I,1978-01-01,FALSE,8,article,journal-article,372516,2,A5063749811,middle,Shinya Shibutani,,,,1
W2468412323,94,https://doi.org/10.1248/yakushi1947.98.12_1642,Journal of the Pharmaceutical Society of Japan,Effect of Kanpo-prescriptions on Rat Serum Constituents after the Administration. I,1978-01-01,FALSE,8,article,journal-article,372516,3,A5068381198,last,Hikokíchi Oura,,,,1
W1966528193,96,https://doi.org/10.1111/j.1346-8138.1978.tb01862.x,The Journal of Dermatology,IMMUNOLOGIC FUNCTIONS OF LANGERHANS CELLS,1978-12-01,FALSE,7,article,journal-article,372276,1,A5070013078,first,Rudolf L. Baer,"Department of Dermatology, New York University School of Medicine, 550 First Avenue New York, New York, 10016",New York University,I57206974,1
W1991816667,0,https://doi.org/10.1080/09553007814551291,International Journal Of Radiation Biology,Hypoxic Cytotoxicity of Chlorpromazine and the Modification of Radiation Response in<i>E. Coli</i>B/r,1978-01-01,FALSE,7,article,journal-article,372112,1,A5072277459,first,Mohan Shenoy,"Biology and Agriculture Division, Bhabha Atomic Research Centre, Trombay, Bombay, 400085, India",Bhabha Atomic Research Centre,I1329621470,1
W1991816667,0,https://doi.org/10.1080/09553007814551291,International Journal Of Radiation Biology,Hypoxic Cytotoxicity of Chlorpromazine and the Modification of Radiation Response in<i>E. Coli</i>B/r,1978-01-01,FALSE,7,article,journal-article,372112,2,A5053841959,last,B. B. Singh,"Biology and Agriculture Division, Bhabha Atomic Research Centre, Trombay, Bombay, 400085, India",Bhabha Atomic Research Centre,I1329621470,1
W2010216590,87,https://doi.org/10.1111/j.1346-8138.1978.tb01865.x,The Journal of Dermatology,ULTRASTRUCTURE OF SO‐CALLED MULTICENTRIC PIGMENTED BOWEN'S DISEASE,1978-12-01,FALSE,7,article,journal-article,372278,1,A5091335254,first,Shunji Kimura,"Department of Dermatology (Director: Prof. Hitoshi Hatano), Keio University School of Medicine, Tokyo, 160 Japan",Keio University,I203951103,1
W2000823366,63,https://doi.org/10.1111/j.1346-8138.1978.tb01864.x,The Journal of Dermatology,PROLIFERATING TRICHILEMMAL CYST ON THE BACK,1978-12-01,FALSE,6,article,journal-article,372277,1,A5057993553,first,Kunihiko Yoshikawa,"Department of Dermatology, Nagoya City University School of medicine, Mizuho-cho, Mizuho-ku, Nagoya, Japan",Nagoya City University,I33858575,1
W2000823366,63,https://doi.org/10.1111/j.1346-8138.1978.tb01864.x,The Journal of Dermatology,PROLIFERATING TRICHILEMMAL CYST ON THE BACK,1978-12-01,FALSE,6,article,journal-article,372277,1,A5057993553,first,Kunihiko Yoshikawa,"Department of Dermatology, Nagoya City University School of medicine, Mizuho-cho, Mizuho-ku, Nagoya, Japan",Mizuho (Japan),I4210159520,2
W2000823366,63,https://doi.org/10.1111/j.1346-8138.1978.tb01864.x,The Journal of Dermatology,PROLIFERATING TRICHILEMMAL CYST ON THE BACK,1978-12-01,FALSE,6,article,journal-article,372277,2,A5036860376,last,Ayako Nakanishi,"Department of Dermatology, Nagoya City University School of medicine, Mizuho-cho, Mizuho-ku, Nagoya, Japan",Nagoya City University,I33858575,1
W2000823366,63,https://doi.org/10.1111/j.1346-8138.1978.tb01864.x,The Journal of Dermatology,PROLIFERATING TRICHILEMMAL CYST ON THE BACK,1978-12-01,FALSE,6,article,journal-article,372277,2,A5036860376,last,Ayako Nakanishi,"Department of Dermatology, Nagoya City University School of medicine, Mizuho-cho, Mizuho-ku, Nagoya, Japan",Mizuho (Japan),I4210159520,2
W2074940230,72,https://doi.org/10.1080/09553007814551231,International Journal Of Radiation Biology,The Response of<i>E. Coli</i>B<sub>s−1</sub>to Tritium-β Particles under Aerated and Anoxic Conditions,1978-01-01,FALSE,5,article,journal-article,372110,1,A5005245931,first,John Lunec,"Medical Research Council, Cyclotron Unit, Hammersmith Hospital, Du Cane Road, London, W12 0HS, England",Hammersmith Hospital,I2801748203,1
W2074940230,72,https://doi.org/10.1080/09553007814551231,International Journal Of Radiation Biology,The Response of<i>E. Coli</i>B<sub>s−1</sub>to Tritium-β Particles under Aerated and Anoxic Conditions,1978-01-01,FALSE,5,article,journal-article,372110,1,A5005245931,first,John Lunec,"Medical Research Council, Cyclotron Unit, Hammersmith Hospital, Du Cane Road, London, W12 0HS, England",Medical Research Council,I90344618,2
W2074940230,72,https://doi.org/10.1080/09553007814551231,International Journal Of Radiation Biology,The Response of<i>E. Coli</i>B<sub>s−1</sub>to Tritium-β Particles under Aerated and Anoxic Conditions,1978-01-01,FALSE,5,article,journal-article,372110,2,A5042495217,last,W.A. Cramp,"Medical Research Council, Cyclotron Unit, Hammersmith Hospital, Du Cane Road, London, W12 0HS, England",Hammersmith Hospital,I2801748203,1
W2074940230,72,https://doi.org/10.1080/09553007814551231,International Journal Of Radiation Biology,The Response of<i>E. Coli</i>B<sub>s−1</sub>to Tritium-β Particles under Aerated and Anoxic Conditions,1978-01-01,FALSE,5,article,journal-article,372110,2,A5042495217,last,W.A. Cramp,"Medical Research Council, Cyclotron Unit, Hammersmith Hospital, Du Cane Road, London, W12 0HS, England",Medical Research Council,I90344618,2
W2043539217,0,https://doi.org/10.1016/0020-711x(79)90031-4,International Journal of Biochemistry,Biochemical mechanisms in anaesthesia,1979-01-01,FALSE,3,article,journal-article,372030,1,A5025958711,first,Peter E. Taussig,"Department of Anaesthetics, University of Sheffield S10 2RX, U.K.",University of Sheffield,I91136226,1
W2408296283,0,,PubMed,[Microsurgery applied to bone surgery (author's transl)].,1978-11-29,FALSE,2,article,journal-article,371924,1,A5028106627,first,J Judet,,,,1
W2408296283,0,,PubMed,[Microsurgery applied to bone surgery (author's transl)].,1978-11-29,FALSE,2,article,journal-article,371924,2,A5031804538,middle,Frédéric Gilbert,,,,1
W2408296283,0,,PubMed,[Microsurgery applied to bone surgery (author's transl)].,1978-11-29,FALSE,2,article,journal-article,371924,3,A5090107036,middle,H Judet,,,,1
W2408296283,0,,PubMed,[Microsurgery applied to bone surgery (author's transl)].,1978-11-29,FALSE,2,article,journal-article,371924,4,A5036170740,middle,Servan,,,,1
W2408296283,0,,PubMed,[Microsurgery applied to bone surgery (author's transl)].,1978-11-29,FALSE,2,article,journal-article,371924,5,A5013635401,last,Ménard,,,,1
W2411243801,0,,PubMed,The quality of meditation effective in the regression of cancer.,1978-01-01,FALSE,2,article,journal-article,372162,1,A5085258676,first,Ainslie Meares,,,,1
W2414880083,0,,PubMed,Caprine mastitis associated with Yersinia pseudotuberculosis.,1978-12-15,FALSE,2,article,journal-article,372164,1,A5020516690,first,Cappucci Dt,,,,1
W2414880083,0,,PubMed,Caprine mastitis associated with Yersinia pseudotuberculosis.,1978-12-15,FALSE,2,article,journal-article,372164,2,A5075914949,middle,Daniels Rb,,,,1
W2414880083,0,,PubMed,Caprine mastitis associated with Yersinia pseudotuberculosis.,1978-12-15,FALSE,2,article,journal-article,372164,3,A5043534603,middle,Perelli-Minetti Je,,,,1
