id,abstract_len,doi,jrnl,title,pub_date,retracted,cite_count,pub_type,pub_type_crossref,pmid,which_athr,athr_id,athr_pos,athr_name,raw_affl,inst,inst_id,which_affl
W1630953181,0,,PubMed,[STUDIES ON THE TREATMENT OF MYOCARDIAL INFARCT WITH INSULIN-GLUCOSE INFUSION].,1965-03-01,FALSE,3,article,journal-article,14307167,1,A5070860412,first,E Fritz,,,,1
W2409286198,0,,Praxis der Pneumologie,ISONIAZID TREATMENT IN CASES OF ISONIAZID RESISTANCE,1964-08-01,FALSE,2,article,journal-article,14306998,1,A5030974797,first,István Seri,,,,1
W2401635784,0,,Zeitschrift für Haut- und Geschlechtskrankheiten,[RESULTS OF LONG-TERM TREATMENT OF ONYCHOMYCOSES WITH GRISEOFULVIN. REPORT ON 5-YEAR EXPERIENCES WITH CONSERVATIVE THERAPY].,1965-06-01,FALSE,1,article,journal-article,14307148,1,A5052590301,first,W Meinhof,,,,1
W129384705,0,,,ON THE THERAPY OF POLYCYTHEMIA VERA,1964-08-15,FALSE,0,article,journal-article,14307139,1,A5087493326,first,E Hoelzer,,,,1
W129384705,0,,,ON THE THERAPY OF POLYCYTHEMIA VERA,1964-08-15,FALSE,0,article,journal-article,14307139,2,A5041824343,last,Sean Grimm,,,,1
W2304309467,0,,Acta physiologica Polonica,HEAVY MUSCULAR WORK DURING INTRAVENOUS GLUCOSE INFUSION AT VARIOUS RATES,1964-11-01,FALSE,0,article,journal-article,14307217,1,A5035730541,first,M. Wierzuchowski,,,,1
W2336857767,0,,PubMed,[OUR EXPERIENCE WITH ORAL PENICILLIN IN THE TREATMENT OF SCARLET FEVER].,1964-01-01,FALSE,0,article,journal-article,14307203,1,A5049454827,first,D Sedlár,,,,1
W2336857767,0,,PubMed,[OUR EXPERIENCE WITH ORAL PENICILLIN IN THE TREATMENT OF SCARLET FEVER].,1964-01-01,FALSE,0,article,journal-article,14307203,2,A5018476658,last,F Pikelj,,,,1
W2396501731,0,,Polski tygodnik lekarski (Warsaw Poland),A CHROMAFFIN TUMOR OF THE ADRENAL,1964-11-23,FALSE,0,article,journal-article,14306989,1,A5020507339,first,U Kosmala,,,,1
W2396501731,0,,Polski tygodnik lekarski (Warsaw Poland),A CHROMAFFIN TUMOR OF THE ADRENAL,1964-11-23,FALSE,0,article,journal-article,14306989,2,A5054999312,last,S Kasza,,,,1
W2397305940,0,,PubMed,[THEORETICAL PRINCIPLES FOR PROLONGED ARTIFICIAL VENTILATION].,1964-01-01,FALSE,0,article,journal-article,14307194,1,A5022106432,first,Mohamed Lazar,,,,1
W2398983228,0,,PubMed,[THE 5TH INTERNATIONAL CONGRESS OF TRENT FOR ANIMAL REPRODUCTION AND ARTIFICIAL INSEMINATION AND ITS CONCLUSIONS].,1964-12-01,FALSE,0,article,journal-article,14307043,1,A5057721878,first,T. Bonadonna,,,,1
W2400115792,0,,,CLEFT LIP AND CLEFT PALATE FROM THE POINT OF VIEW OF PROSTHESES,1964-12-01,FALSE,0,article,journal-article,14307017,1,A5023923419,first,S Lapafde,,,,1
W2400115792,0,,,CLEFT LIP AND CLEFT PALATE FROM THE POINT OF VIEW OF PROSTHESES,1964-12-01,FALSE,0,article,journal-article,14307017,2,A5082632149,middle,Spina,,,,1
W2400115792,0,,,CLEFT LIP AND CLEFT PALATE FROM THE POINT OF VIEW OF PROSTHESES,1964-12-01,FALSE,0,article,journal-article,14307017,3,A5022221086,middle,Saes Aa,,,,1
W2400115792,0,,,CLEFT LIP AND CLEFT PALATE FROM THE POINT OF VIEW OF PROSTHESES,1964-12-01,FALSE,0,article,journal-article,14307017,4,A5058819052,last,Tietze Wc,,,,1
W2404071673,0,,Zentralblatt Fur Chirurgie,INDICATION AND TECHNIC OF PAPILLOPLASTY,1964-12-26,FALSE,0,article,journal-article,14307184,1,A5027310583,first,Russell J. DeRosa,,,,1
W2405134417,0,,,RADIOGRAPHIC CEPHALOMETRY AS A METHOD OF INVESTIGATION OF CRANIOFACIAL GROWTH,1964-12-01,FALSE,0,article,journal-article,14307016,1,A5010113415,first,O Lodovici,,,,1
W2405134417,0,,,RADIOGRAPHIC CEPHALOMETRY AS A METHOD OF INVESTIGATION OF CRANIOFACIAL GROWTH,1964-12-01,FALSE,0,article,journal-article,14307016,2,A5007630774,middle,F Chammas,,,,1
