id,which_mesh,term,is_major_topic,qualifier_name
W2086158363,1,Heterocyclic Compounds,TRUE,chemistry
W2086158363,2,Heterocyclic Compounds,FALSE,
W1993893113,1,Chlorella,TRUE,
W1993893113,2,Eukaryota,TRUE,metabolism
W1993893113,3,Nucleic Acids,TRUE,metabolism
W1993893113,4,Nucleosides,TRUE,metabolism
W1993893113,5,Nucleotides,TRUE,metabolism
W1993893113,6,Eukaryota,FALSE,
W1993893113,7,Nucleic Acids,FALSE,
W1993893113,8,Nucleosides,FALSE,
W1993893113,9,Nucleotides,FALSE,
W2026728738,1,Diethylstilbestrol,TRUE,toxicity
W2026728738,2,Ovarian Neoplasms,TRUE,
W2026728738,3,Animals,FALSE,
W2026728738,4,Diethylstilbestrol,FALSE,
W2026728738,5,Dogs,FALSE,
W2026728738,6,Female,FALSE,
W2026728738,7,Humans,FALSE,
W2093842647,1,Calcium,TRUE,blood
W2093842647,2,Hematologic Tests,TRUE,
W2093842647,3,Parathyroid Glands,TRUE,physiology
W2093842647,4,Phosphates,TRUE,blood
W2093842647,5,Seasons,TRUE,
W2093842647,6,Weather,TRUE,
W2093842647,7,Calcium,FALSE,
W2093842647,8,Humans,FALSE,
W2093842647,9,Parathyroid Glands,FALSE,
W2093842647,10,Phosphates,FALSE,
W2039239041,1,Arteriovenous Fistula,TRUE,
W2039239041,2,Exophthalmos,TRUE,etiology
W2039239041,3,Fistula,TRUE,
W2039239041,4,Exophthalmos,FALSE,
W2039239041,5,Humans,FALSE,
W2047225496,1,Chlorpropamide,TRUE,
W2047225496,2,Diabetes Mellitus,TRUE,
W2047225496,3,Hypoglycemic Agents,TRUE,therapy
W2047225496,4,Hypoglycemic Agents,FALSE,
W2410113076,1,Amniotic Fluid,TRUE,
W2410113076,2,Fetus,TRUE,surgery
W2410113076,3,Fetus,FALSE,
W2410113076,4,Humans,FALSE,
W2066339296,1,Cytochromes,TRUE,chemistry
W2066339296,2,Micrococcus,TRUE,chemistry
W2066339296,3,Cytochromes,FALSE,
W2066339296,4,Micrococcus,FALSE,
W2072938433,1,Gastrectomy,TRUE,complications
W2072938433,2,Gastric Stump,TRUE,
W2072938433,3,Ischemia,TRUE,etiology
W2072938433,4,Necrosis,TRUE,etiology
W2072938433,5,Stomach,TRUE,blood supply
W2072938433,6,Stomach Neoplasms,TRUE,
W2072938433,7,Gastrectomy,FALSE,
W2072938433,8,Humans,FALSE,
W2072938433,9,Ischemia,FALSE,
W2072938433,10,Necrosis,FALSE,
W2072938433,11,Stomach,FALSE,
W2437952016,1,B-Lymphocytes,TRUE,
W2437952016,2,Histological Techniques,TRUE,
W2437952016,3,Islets of Langerhans,TRUE,anatomy & histology
W2437952016,4,Staining and Labeling,TRUE,
W2437952016,5,Islands,FALSE,
W2437952016,6,Islets of Langerhans,FALSE,
W2044012344,1,Antimetabolites,TRUE,chemistry
W2044012344,2,Medicago sativa,TRUE,chemistry
W2044012344,3,Saponins,TRUE,chemistry
W2044012344,4,Antimetabolites,FALSE,
W2044012344,5,Medicago sativa,FALSE,
W2044012344,6,Saponins,FALSE,
W2411297459,1,Herpes Simplex,TRUE,
W2411297459,2,Herpesviridae Infections,TRUE,
W2411297459,3,"Infant, Newborn, Diseases",TRUE,
W2411297459,4,Child,FALSE,
W2411297459,5,Humans,FALSE,
W2411297459,6,Infant,FALSE,
W2411297459,7,"Infant, Newborn",FALSE,
W2022596752,1,Carbon,TRUE,
W2022596752,2,Carbon Monoxide,TRUE,toxicity
W2022596752,3,Carbon Monoxide Poisoning,TRUE,
W2022596752,4,Kidney,TRUE,
W2022596752,5,"Kidneys, Artificial",TRUE,
W2022596752,6,Carbon Monoxide,FALSE,
W2410746024,1,Forests,TRUE,
W2410746024,2,Virus Diseases,TRUE,pathology
W2410746024,3,Humans,FALSE,
W2410746024,4,Virus Diseases,FALSE,
W2460447446,1,Gallbladder Diseases,TRUE,
W2460447446,2,Urinary Bladder Diseases,TRUE,
W2460447446,3,Humans,FALSE,
W2281008964,1,Abdomen,TRUE,physiology
W2281008964,2,Abdominal Cavity,TRUE,
W2281008964,3,Blood Pressure,TRUE,physiology
W2281008964,4,Blood Pressure Determination,TRUE,
W2281008964,5,Pressure,TRUE,
W2281008964,6,Abdomen,FALSE,
W2281008964,7,Animals,FALSE,
W2281008964,8,Blood Pressure,FALSE,
W2281008964,9,Dogs,FALSE,
W2413545280,1,Chromosomes,TRUE,
W2413545280,2,Proteins,TRUE,metabolism
W2413545280,3,Proteins,FALSE,
W2070668841,1,Bufonidae,TRUE,
W2070668841,2,Larva,TRUE,
W2070668841,3,Thiourea,TRUE,pharmacology
W2070668841,4,Animals,FALSE,
W2070668841,5,Thiourea,FALSE,
W1536710111,1,Funnel Chest,TRUE,
W1536710111,2,Sternum,TRUE,abnormalities
W1536710111,3,Thoracic Diseases,TRUE,
W1536710111,4,Humans,FALSE,
W1536710111,5,Sternum,FALSE,
W2419717901,1,Convulsive Therapy,TRUE,
W2419717901,2,Cortisone,TRUE,therapy
W2419717901,3,Steroids,TRUE,
W2419717901,4,"Surgical Procedures, Operative",TRUE,complications
W2419717901,5,Cortisone,FALSE,
W2419717901,6,"Surgical Procedures, Operative",FALSE,
W2046863846,1,Abdominal Neoplasms,TRUE,
W2046863846,2,Abdominal Wall,TRUE,
W2046863846,3,Hodgkin Disease,TRUE,surgery
W2046863846,4,Neoplasms,TRUE,
W2046863846,5,Stomach Neoplasms,TRUE,surgery
W2046863846,6,Hodgkin Disease,FALSE,
W2046863846,7,Humans,FALSE,
W2046863846,8,Stomach Neoplasms,FALSE,
W2124863554,1,Mites,TRUE,
W2124863554,2,Animals,FALSE,
W2440860973,1,Agar,TRUE,
W2440860973,2,Antigen-Antibody Reactions,TRUE,
W2440860973,3,Climate,TRUE,
W2440860973,4,Immune System Phenomena,TRUE,
W2440860973,5,Photography,TRUE,
W2440860973,6,Humans,FALSE,
W2412354109,1,"Adjuvants, Immunologic",TRUE,
W2412354109,2,"Adjuvants, Pharmaceutic",TRUE,
W2412354109,3,Indicators and Reagents,TRUE,
W2412354109,4,Ninhydrin,TRUE,
W2412354109,5,Plant Viruses,TRUE,
W2412354109,6,Viruses,TRUE,
W2029700149,1,"Muscle Relaxants, Central",TRUE,pharmacology
W2029700149,2,Radiation Effects,TRUE,
W2029700149,3,Humans,FALSE,
W2029700149,4,"Muscle Relaxants, Central",FALSE,
W2029700149,5,X-Rays,FALSE,
W2463026109,1,Cordotomy,TRUE,
W2463026109,2,"Hospitals, University",TRUE,
W2463026109,3,Neurosurgical Procedures,TRUE,
W2463026109,4,Spinal Cord,TRUE,surgery
W2463026109,5,Humans,FALSE,
W2463026109,6,Spinal Cord,FALSE,
W2410856153,1,Hygiene,TRUE,
W2410856153,2,Occupational Medicine,TRUE,
W2410856153,3,Humans,FALSE,
W2416567579,1,Medicine,TRUE,
W2416567579,2,Rehabilitation,TRUE,
W2416567579,3,Humans,FALSE,
W2467332328,1,"Administration, Oral",TRUE,
W2467332328,2,Diabetes Mellitus,TRUE,
W2467332328,3,Hypoglycemic Agents,TRUE,therapy
W2467332328,4,Hypoglycemic Agents,FALSE,
W3022193615,1,Contraception,TRUE,
W3022193615,2,Humans,FALSE,
W2024827943,1,Liver,TRUE,metabolism
W2024827943,2,Oxaloacetates,TRUE,
W2024827943,3,Oxaloacetic Acid,TRUE,
W2024827943,4,Transaminases,TRUE,metabolism
W2024827943,5,Amination,FALSE,
W2024827943,6,Liver,FALSE,
W2024827943,7,Transaminases,FALSE,
W2064012006,1,Ascorbic Acid,TRUE,antagonists & inhibitors
W2064012006,2,Hip,TRUE,
W2064012006,3,Oxidation-Reduction,TRUE,
W2064012006,4,Rosa,TRUE,chemistry
W2064012006,5,Vitamins,TRUE,
W2064012006,6,Ascorbic Acid,FALSE,
W2064012006,7,Rosa,FALSE,
W2271047664,1,Stomach Neoplasms,TRUE,diagnosis
W2271047664,2,Humans,FALSE,
W2271047664,3,Stomach Neoplasms,FALSE,
W2300160050,1,"Arrhythmias, Cardiac",TRUE,
W2300160050,2,Parathion,TRUE,toxicity
W2300160050,3,Aged,FALSE,
W2300160050,4,Humans,FALSE,
W2300160050,5,Parathion,FALSE,
W2398274515,1,Elective Surgical Procedures,TRUE,
W2398274515,2,"Labor, Induced",TRUE,
W2398274515,3,"Labor, Obstetric",TRUE,
W2398274515,4,Female,FALSE,
W2398274515,5,Humans,FALSE,
W2398274515,6,Pregnancy,FALSE,
W2399118947,1,Antimalarials,TRUE,
W2399118947,2,Malaria,TRUE,prevention & control
W2399118947,3,Humans,FALSE,
W2399118947,4,Malaria,FALSE,
W2399155098,1,Liver Diseases,TRUE,blood
W2399155098,2,Transaminases,TRUE,blood
W2399155098,3,Liver Diseases,FALSE,
W2399155098,4,Transaminases,FALSE,
W2403719248,1,Choristoma,TRUE,
W2403719248,2,"Colon, Sigmoid",TRUE,
W2403719248,3,Douglas' Pouch,TRUE,
W2403719248,4,Endometriosis,TRUE,
W2403719248,5,Medical Records,TRUE,
W2403719248,6,Neoplasms,TRUE,
W2403719248,7,Omentum,TRUE,
W2403719248,8,Sigmoid Neoplasms,TRUE,
W2403719248,9,Female,FALSE,
W2403719248,10,Humans,FALSE,
W2410891776,1,Glutamates,TRUE,pharmacology
W2410891776,2,Glutamic Acid,TRUE,
W2410891776,3,Hypoxia,TRUE,metabolism
W2410891776,4,Motor Activity,TRUE,
W2410891776,5,Physical Exertion,TRUE,metabolism
W2410891776,6,Glutamates,FALSE,
W2410891776,7,Humans,FALSE,
W2410891776,8,Hypoxia,FALSE,
W2410891776,9,Physical Exertion,FALSE,
W2413176755,1,Medical Records,TRUE,
W2413176755,2,Psittacosis,TRUE,
W2413176755,3,Humans,FALSE,
W2413716538,1,Hypoglycemic Agents,TRUE,
W2413716538,2,Humans,FALSE,
W2414748847,1,Cesarean Section,TRUE,
W2414748847,2,"Colon, Sigmoid",TRUE,
W2414748847,3,Kidney,TRUE,abnormalities
W2414748847,4,Kidney Diseases,TRUE,
W2414748847,5,Pelvis,TRUE,abnormalities
W2414748847,6,Female,FALSE,
W2414748847,7,Humans,FALSE,
W2414748847,8,Kidney,FALSE,
W2414748847,9,Pelvis,FALSE,
W2414748847,10,Pregnancy,FALSE,
W2416921938,1,Abdomen,TRUE,
W2416921938,2,Disease,TRUE,
W2416921938,3,"Porphyria, Acute Intermittent",TRUE,
W2416921938,4,Porphyrias,TRUE,complications
