id,abstract_len,doi,jrnl,title,pub_date,retracted,cite_count,pub_type,pub_type_crossref,pmid,which_athr,athr_id,athr_pos,athr_name,raw_affl,inst,inst_id,which_affl
W2009575177,96,https://doi.org/10.1037/h0033692,Journal of Comparative and Physiological Psychology,Conditioned satiety in the rat.,1972-01-01,FALSE,269,article,journal-article,4649186,1,A5059930908,first,D.A. Booth,,,,1
W2038616736,0,https://doi.org/10.1037/h0033703,Journal of Comparative and Physiological Psychology,Demonstration and analysis of an alarm pheromone in mice.,1972-01-01,FALSE,99,article,journal-article,4649187,1,A5011013777,first,S J Rottman,,,,1
W2038616736,0,https://doi.org/10.1037/h0033703,Journal of Comparative and Physiological Psychology,Demonstration and analysis of an alarm pheromone in mice.,1972-01-01,FALSE,99,article,journal-article,4649187,2,A5003716817,last,Charles T. Snowdon,,,,1
W2094415892,0,https://doi.org/10.1037/h0033705,Journal of Comparative and Physiological Psychology,"Conditioning the rabbit's (Oryctolagus cuniculus) jaw-movement response: US magnitude effects on URs, CRs, and pseudo-CRs.",1972-01-01,FALSE,55,article,journal-article,4649185,1,A5045748083,first,Patrick J. Sheafor,,,,1
W2094415892,0,https://doi.org/10.1037/h0033705,Journal of Comparative and Physiological Psychology,"Conditioning the rabbit's (Oryctolagus cuniculus) jaw-movement response: US magnitude effects on URs, CRs, and pseudo-CRs.",1972-01-01,FALSE,55,article,journal-article,4649185,2,A5070836144,last,I. Gormezano,,,,1
W2037646359,0,https://doi.org/10.1037/h0033697,Journal of Comparative and Physiological Psychology,Role of visual imprinting in the emergence of specific filial attachments in ducklings.,1972-01-01,FALSE,42,article,journal-article,4649182,1,A5022571648,first,Howard S. Hoffman,,,,1
W2037646359,0,https://doi.org/10.1037/h0033697,Journal of Comparative and Physiological Psychology,Role of visual imprinting in the emergence of specific filial attachments in ducklings.,1972-01-01,FALSE,42,article,journal-article,4649182,2,A5053396841,middle,Alan M. Ratner,,,,1
W2037646359,0,https://doi.org/10.1037/h0033697,Journal of Comparative and Physiological Psychology,Role of visual imprinting in the emergence of specific filial attachments in ducklings.,1972-01-01,FALSE,42,article,journal-article,4649182,3,A5050322369,last,Leonard A. Eiserer,,,,1
W1966033247,0,https://doi.org/10.1037/h0033696,Journal of Comparative and Physiological Psychology,Locomotory space as a prerequisite for acquiring visually guided reaching in kittens.,1972-01-01,FALSE,41,article,journal-article,4649181,1,A5078393083,first,Alan Hein,,,,1
W1966033247,0,https://doi.org/10.1037/h0033696,Journal of Comparative and Physiological Psychology,Locomotory space as a prerequisite for acquiring visually guided reaching in kittens.,1972-01-01,FALSE,41,article,journal-article,4649181,2,A5006730174,last,Rhea Diamond,,,,1
W1985471415,0,https://doi.org/10.1037/h0033700,Journal of Comparative and Physiological Psychology,Ontogeny of memory in the neonatal mouse.,1972-01-01,FALSE,37,article,journal-article,4649180,1,A5073736656,first,Z. Michael Nagy,Bowling Green State U,Bowling Green State University,I157417397,1
W1985471415,0,https://doi.org/10.1037/h0033700,Journal of Comparative and Physiological Psychology,Ontogeny of memory in the neonatal mouse.,1972-01-01,FALSE,37,article,journal-article,4649180,2,A5028032148,middle,James R. Misanin,,,,1
