id,abstract_len,doi,jrnl,title,pub_date,retracted,cite_count,pub_type,pub_type_crossref,pmid,which_athr,athr_id,athr_pos,athr_name,raw_affl,inst,inst_id,which_affl
W2040850951,59,https://doi.org/10.1016/0002-9610(73)90080-9,The American Journal of Surgery,Peripheral intravenous feeding with isotonic amino acid solutions,1973-04-01,FALSE,175,article,journal-article,4632601,1,A5018749511,first,George L. Blackburn,"Boston, Massachusetts USA",,,1
W2040850951,59,https://doi.org/10.1016/0002-9610(73)90080-9,The American Journal of Surgery,Peripheral intravenous feeding with isotonic amino acid solutions,1973-04-01,FALSE,175,article,journal-article,4632601,2,A5080496209,middle,J. P. Flatt,"Boston, Massachusetts USA",,,1
W2040850951,59,https://doi.org/10.1016/0002-9610(73)90080-9,The American Journal of Surgery,Peripheral intravenous feeding with isotonic amino acid solutions,1973-04-01,FALSE,175,article,journal-article,4632601,3,A5070223262,middle,G. H. A. Clowes,"Boston, Massachusetts USA",,,1
W2040850951,59,https://doi.org/10.1016/0002-9610(73)90080-9,The American Journal of Surgery,Peripheral intravenous feeding with isotonic amino acid solutions,1973-04-01,FALSE,175,article,journal-article,4632601,4,A5001292319,last,T.E. O'Donnell,"Boston, Massachusetts USA",,,1
W1968227834,57,https://doi.org/10.1136/jcp.25.12.1079,Journal of Clinical Pathology,Latex agglutination in the diagnosis of meningococcal meningitis,1972-12-01,FALSE,85,article,journal-article,4632330,1,A5066157824,first,W. P. J. Severin,,,,1
W2015751959,67,https://doi.org/10.2214/ajr.117.3.653,American Journal of Roentgenology,SUPERVOLTAGE RADIATION THERAPY OF THE TESTICULAR TUMORS,1973-03-01,FALSE,70,article,journal-article,4632600,1,A5004926117,first,John D. Earle,,,,1
W2015751959,67,https://doi.org/10.2214/ajr.117.3.653,American Journal of Roentgenology,SUPERVOLTAGE RADIATION THERAPY OF THE TESTICULAR TUMORS,1973-03-01,FALSE,70,article,journal-article,4632600,2,A5032089356,middle,Malcolm A. Bagshaw,,,,1
W2015751959,67,https://doi.org/10.2214/ajr.117.3.653,American Journal of Roentgenology,SUPERVOLTAGE RADIATION THERAPY OF THE TESTICULAR TUMORS,1973-03-01,FALSE,70,article,journal-article,4632600,3,A5052696228,last,Henry S. Kaplan,,,,1
W2119549633,94,https://doi.org/10.1099/00221287-73-3-427,Journal of General Microbiology,Control of Arginine Biosynthesis in Pseudomonas aeruginosa,1972-12-01,FALSE,61,article,journal-article,4632763,1,A5091432795,first,Jillian H. Isaac,"Department of Genetics, Monash University, Clayton, Victoria 3168, Australia",Monash University,I56590836,1
W2119549633,94,https://doi.org/10.1099/00221287-73-3-427,Journal of General Microbiology,Control of Arginine Biosynthesis in Pseudomonas aeruginosa,1972-12-01,FALSE,61,article,journal-article,4632763,2,A5070637884,last,B. W. Holloway,"Department of Genetics, Monash University, Clayton, Victoria 3168, Australia",Monash University,I56590836,1
W2140034166,76,https://doi.org/10.1099/00221287-73-3-587,Journal of General Microbiology,The Occurrence of Lipoteichoic Acids in the Membranes of Gram-positive Bacteria,1972-12-01,FALSE,57,article,journal-article,4632767,1,A5070084238,first,John Coley,"Microbiological Chemistry Research Laboratory, School of Chemistry, University of Newcastle upon Tyne, Newcastle upon Tyne, NE1 7RU",Newcastle University,I84884186,1
W2140034166,76,https://doi.org/10.1099/00221287-73-3-587,Journal of General Microbiology,The Occurrence of Lipoteichoic Acids in the Membranes of Gram-positive Bacteria,1972-12-01,FALSE,57,article,journal-article,4632767,2,A5040568490,middle,M. Duckworth,"Microbiological Chemistry Research Laboratory, School of Chemistry, University of Newcastle upon Tyne, Newcastle upon Tyne, NE1 7RU",Newcastle University,I84884186,1
W2140034166,76,https://doi.org/10.1099/00221287-73-3-587,Journal of General Microbiology,The Occurrence of Lipoteichoic Acids in the Membranes of Gram-positive Bacteria,1972-12-01,FALSE,57,article,journal-article,4632767,3,A5048176569,last,J. Baddiley,"Microbiological Chemistry Research Laboratory, School of Chemistry, University of Newcastle upon Tyne, Newcastle upon Tyne, NE1 7RU",Newcastle University,I84884186,1
W2100919960,113,https://doi.org/10.1099/00221287-73-3-509,Journal of General Microbiology,The Cultivation of the Rumen Ciliates Epidinium ecaudatum caudatum and Polyplastron multivesiculatum in vitro,1972-12-01,FALSE,55,article,journal-article,4632764,1,A5063737002,first,G. Coleman,"Department of Biochemistry, Agricultural Research Council, Institute of Animal Physiology, Babraham, Cambridge",Agricultural Research Council,I4210125105,1
W2100919960,113,https://doi.org/10.1099/00221287-73-3-509,Journal of General Microbiology,The Cultivation of the Rumen Ciliates Epidinium ecaudatum caudatum and Polyplastron multivesiculatum in vitro,1972-12-01,FALSE,55,article,journal-article,4632764,1,A5063737002,first,G. Coleman,"Department of Biochemistry, Agricultural Research Council, Institute of Animal Physiology, Babraham, Cambridge",Institute of Animal Physiology,I4210154208,2
W2100919960,113,https://doi.org/10.1099/00221287-73-3-509,Journal of General Microbiology,The Cultivation of the Rumen Ciliates Epidinium ecaudatum caudatum and Polyplastron multivesiculatum in vitro,1972-12-01,FALSE,55,article,journal-article,4632764,2,A5004587921,middle,Judith I. Davies,"Department of Biochemistry, Agricultural Research Council, Institute of Animal Physiology, Babraham, Cambridge",Agricultural Research Council,I4210125105,1
W2100919960,113,https://doi.org/10.1099/00221287-73-3-509,Journal of General Microbiology,The Cultivation of the Rumen Ciliates Epidinium ecaudatum caudatum and Polyplastron multivesiculatum in vitro,1972-12-01,FALSE,55,article,journal-article,4632764,2,A5004587921,middle,Judith I. Davies,"Department of Biochemistry, Agricultural Research Council, Institute of Animal Physiology, Babraham, Cambridge",Institute of Animal Physiology,I4210154208,2
W2100919960,113,https://doi.org/10.1099/00221287-73-3-509,Journal of General Microbiology,The Cultivation of the Rumen Ciliates Epidinium ecaudatum caudatum and Polyplastron multivesiculatum in vitro,1972-12-01,FALSE,55,article,journal-article,4632764,3,A5022967007,last,Margaret A. Cash,"Department of Biochemistry, Agricultural Research Council, Institute of Animal Physiology, Babraham, Cambridge",Agricultural Research Council,I4210125105,1
W2100919960,113,https://doi.org/10.1099/00221287-73-3-509,Journal of General Microbiology,The Cultivation of the Rumen Ciliates Epidinium ecaudatum caudatum and Polyplastron multivesiculatum in vitro,1972-12-01,FALSE,55,article,journal-article,4632764,3,A5022967007,last,Margaret A. Cash,"Department of Biochemistry, Agricultural Research Council, Institute of Animal Physiology, Babraham, Cambridge",Institute of Animal Physiology,I4210154208,2
W2090268687,102,https://doi.org/10.1001/archpedi.1973.04160030032006,American journal of diseases of children,Protracted Diarrhea of Infancy Treated by Intravenous Alimentation,1973-03-01,FALSE,52,article,journal-article,4632553,1,A5040250790,first,John D. Lloyd‐Still,,,,1
W2058263972,101,https://doi.org/10.1083/jcb.55.3.681,Journal of Cell Biology,M BAND PROTEIN,1972-12-01,FALSE,40,article,journal-article,4632583,1,A5005960434,first,Barbra L. Eaton,"From the Biochemistry Graduate Group and the Department of Anatomy, University of Pennsylvania School of Medicine, Philadelphia, Pennsylvania 19104",University of Pennsylvania,I79576946,1
W2058263972,101,https://doi.org/10.1083/jcb.55.3.681,Journal of Cell Biology,M BAND PROTEIN,1972-12-01,FALSE,40,article,journal-article,4632583,2,A5006180676,last,Frank A. Pepe,"From the Biochemistry Graduate Group and the Department of Anatomy, University of Pennsylvania School of Medicine, Philadelphia, Pennsylvania 19104",University of Pennsylvania,I79576946,1
W1997765180,0,https://doi.org/10.1055/s-0028-1106867,Deutsche Medizinische Wochenschrift,"Bilanz- und Stoffwechselverhalten von Fructose, Xylit und Glucose sowie deren Mischungen bei Gesunden während sechsstündiger parenteraler Ernährung",1973-03-01,FALSE,39,article,journal-article,4632624,1,A5030672785,first,G. Berg,,,,1
W1997765180,0,https://doi.org/10.1055/s-0028-1106867,Deutsche Medizinische Wochenschrift,"Bilanz- und Stoffwechselverhalten von Fructose, Xylit und Glucose sowie deren Mischungen bei Gesunden während sechsstündiger parenteraler Ernährung",1973-03-01,FALSE,39,article,journal-article,4632624,2,A5048113405,middle,Horst Bickel,,,,1
W1997765180,0,https://doi.org/10.1055/s-0028-1106867,Deutsche Medizinische Wochenschrift,"Bilanz- und Stoffwechselverhalten von Fructose, Xylit und Glucose sowie deren Mischungen bei Gesunden während sechsstündiger parenteraler Ernährung",1973-03-01,FALSE,39,article,journal-article,4632624,3,A5026328229,last,F. Matzkies,,,,1
W1978760958,0,https://doi.org/10.1038/240358b0,Nature,PCB Contamination from Boat Bottom Paint and Levels of PCB in Plankton outside a Polluted Area,1972-12-01,FALSE,38,article,journal-article,4632277,1,A5063885136,first,Søren Krogh Jensen,"Swedish Environmental Protection Board, Special Analytical Laboratory, Wallenberglaboratoriet, Stockholm",Swedish National Police Board,I2802355701,1
W1978760958,0,https://doi.org/10.1038/240358b0,Nature,PCB Contamination from Boat Bottom Paint and Levels of PCB in Plankton outside a Polluted Area,1972-12-01,FALSE,38,article,journal-article,4632277,2,A5080842594,middle,Lars Renberg,"Swedish Environmental Protection Board, Special Analytical Laboratory, Wallenberglaboratoriet, Stockholm",Swedish National Police Board,I2802355701,1
W1978760958,0,https://doi.org/10.1038/240358b0,Nature,PCB Contamination from Boat Bottom Paint and Levels of PCB in Plankton outside a Polluted Area,1972-12-01,FALSE,38,article,journal-article,4632277,3,A5036154334,last,Mats Olsson,"Swedish Museum of Natural History , Stockholm",Swedish Museum of Natural History,I2801711128,1
W2058224790,144,https://doi.org/10.3109/00016487209128474,Acta Oto-Laryngologica,Pre-Irradiation Qualities of a Parotid Gland Predicting the Grade of Functional Disturbance by Radiotherapy,1972-01-01,FALSE,35,article,journal-article,4632415,1,A5086183833,first,C.-M. Eneroth,"Department of Oral Roentgenology, School of Dentistry, Karolinska Institute, Stockholm, Sweden; Department of Otolaryngology and Radiumhemmet, Karolinska Sjukhuset, Stockholm, Sweden",Sophiahemmet Hospital,I2802846347,1
W2058224790,144,https://doi.org/10.3109/00016487209128474,Acta Oto-Laryngologica,Pre-Irradiation Qualities of a Parotid Gland Predicting the Grade of Functional Disturbance by Radiotherapy,1972-01-01,FALSE,35,article,journal-article,4632415,1,A5086183833,first,C.-M. Eneroth,"Department of Oral Roentgenology, School of Dentistry, Karolinska Institute, Stockholm, Sweden; Department of Otolaryngology and Radiumhemmet, Karolinska Sjukhuset, Stockholm, Sweden",Karolinska Institutet,I28166907,2
W2058224790,144,https://doi.org/10.3109/00016487209128474,Acta Oto-Laryngologica,Pre-Irradiation Qualities of a Parotid Gland Predicting the Grade of Functional Disturbance by Radiotherapy,1972-01-01,FALSE,35,article,journal-article,4632415,2,A5020620410,middle,Carl O. Henrikson,"Department of Oral Roentgenology, School of Dentistry, Karolinska Institute, Stockholm, Sweden; Department of Otolaryngology and Radiumhemmet, Karolinska Sjukhuset, Stockholm, Sweden",Sophiahemmet Hospital,I2802846347,1
W2058224790,144,https://doi.org/10.3109/00016487209128474,Acta Oto-Laryngologica,Pre-Irradiation Qualities of a Parotid Gland Predicting the Grade of Functional Disturbance by Radiotherapy,1972-01-01,FALSE,35,article,journal-article,4632415,2,A5020620410,middle,Carl O. Henrikson,"Department of Oral Roentgenology, School of Dentistry, Karolinska Institute, Stockholm, Sweden; Department of Otolaryngology and Radiumhemmet, Karolinska Sjukhuset, Stockholm, Sweden",Karolinska Institutet,I28166907,2
W2058224790,144,https://doi.org/10.3109/00016487209128474,Acta Oto-Laryngologica,Pre-Irradiation Qualities of a Parotid Gland Predicting the Grade of Functional Disturbance by Radiotherapy,1972-01-01,FALSE,35,article,journal-article,4632415,3,A5067367193,last,P-J Jakobsson,"Department of Oral Roentgenology, School of Dentistry, Karolinska Institute, Stockholm, Sweden; Department of Otolaryngology and Radiumhemmet, Karolinska Sjukhuset, Stockholm, Sweden",Sophiahemmet Hospital,I2802846347,1
