id,which_mesh,term,is_major_topic,qualifier_name
W1996136594,1,Daphnia,TRUE,enzymology
W1996136594,2,Ecology,TRUE,
W1996136594,3,Genotype,TRUE,
W1996136594,4,Malate Dehydrogenase,TRUE,analysis
W1996136594,5,Alleles,FALSE,
W1996136594,6,Animals,FALSE,
W1996136594,7,Daphnia,FALSE,
W1996136594,8,Daphnia,FALSE,physiology
W1996136594,9,Female,FALSE,
W1996136594,10,Gene Frequency,FALSE,
W1996136594,11,"Genetics, Population",FALSE,
W1996136594,12,Malate Dehydrogenase,FALSE,
W1996136594,13,Male,FALSE,
W1996136594,14,Ovum,FALSE,enzymology
W1996136594,15,Ovum,FALSE,
W1996136594,16,Parthenogenesis,FALSE,
W2057381303,1,"Behavior, Animal",TRUE,
W2057381303,2,Birds,TRUE,
W2057381303,3,Animals,FALSE,
W2057381303,4,Color,FALSE,
W2057381303,5,Feeding Behavior,FALSE,
W2057381303,6,Female,FALSE,
W2057381303,7,Male,FALSE,
W2057381303,8,"Vision, Ocular",FALSE,
W2064343805,1,Chromosome Mapping,TRUE,
W2064343805,2,Genes,TRUE,
W2064343805,3,Terminology as Topic,TRUE,
W2064343805,4,Alleles,FALSE,
W2064343805,5,Animals,FALSE,
W2064343805,6,Genetic Linkage,FALSE,
W2064343805,7,Genetic Variation,FALSE,
W2064343805,8,Humans,FALSE,
W2088839205,1,"Selection, Genetic",TRUE,
W2088839205,2,Snails,TRUE,
W2088839205,3,"Vision, Ocular",TRUE,
W2088839205,4,Animals,FALSE,
W2088839205,5,Climate,FALSE,
W2088839205,6,Ecology,FALSE,
W2088839205,7,Phenotype,FALSE,
W2088839205,8,Pigmentation,FALSE,
W2104071649,1,Chronic Kidney Disease-Mineral and Bone Disorder,TRUE,etiology
W2104071649,2,"Kidney Failure, Chronic",TRUE,complications
W2104071649,3,Periodontal Diseases,TRUE,etiology
W2104071649,4,Renal Dialysis,TRUE,
W2104071649,5,Adult,FALSE,
W2104071649,6,Chronic Kidney Disease-Mineral and Bone Disorder,FALSE,
W2104071649,7,Chronic Kidney Disease-Mineral and Bone Disorder,FALSE,diagnostic imaging
W2104071649,8,Female,FALSE,
W2104071649,9,Humans,FALSE,
W2104071649,10,"Kidney Failure, Chronic",FALSE,
W2104071649,11,"Kidney Failure, Chronic",FALSE,therapy
W2104071649,12,Periodontal Diseases,FALSE,
W2104071649,13,Periodontal Diseases,FALSE,diagnostic imaging
W2104071649,14,Radiography,FALSE,
W2049598581,1,Chromosomes,TRUE,
W2049598581,2,"Crossing Over, Genetic",TRUE,
W2049598581,3,Fertility,TRUE,
W2049598581,4,Meiosis,TRUE,
W2049598581,5,Animals,FALSE,
W2049598581,6,Female,FALSE,
W2049598581,7,Fertilization,FALSE,
W2049598581,8,Insecta,FALSE,physiology
W2049598581,9,Insecta,FALSE,
W2049598581,10,Male,FALSE,
W2049598581,11,Ovum,FALSE,
W2049598581,12,"Recombination, Genetic",FALSE,
W2049598581,13,Spermatozoa,FALSE,physiology
W2049598581,14,Spermatozoa,FALSE,
W2049598581,15,Statistics as Topic,FALSE,
W2414246738,1,"Goiter, Endemic",TRUE,prevention & control
W2414246738,2,Potassium Iodide,TRUE,administration & dosage
W2414246738,3,Child,FALSE,
W2414246738,4,Disease Outbreaks,FALSE,epidemiology
W2414246738,5,Disease Outbreaks,FALSE,
W2414246738,6,Drug Stability,FALSE,
W2414246738,7,Food Additives,FALSE,
W2414246738,8,Food Analysis,FALSE,
W2414246738,9,Food Supply,FALSE,
W2414246738,10,"Goiter, Endemic",FALSE,epidemiology
W2414246738,11,"Goiter, Endemic",FALSE,etiology
