id,which_concept,concept_id,term,level,score
W2066157286,1,C118716,GTP',3,0.82328457
W2066157286,2,C512185932,Nucleotide,3,0.7903387
W2066157286,3,C185592680,Chemistry,0,0.69682854
W2066157286,4,C23265538,ATPase,3,0.66552943
W2066157286,5,C2776638253,Guanosine triphosphate,4,0.6536284
W2066157286,6,C141315368,ATP hydrolysis,4,0.6353088
W2066157286,7,C2777995097,Guanosine,2,0.6222206
W2066157286,8,C2779564974,Adenosine triphosphate,2,0.5978734
W2066157286,9,C94412978,Hydrolysis,2,0.55452394
W2066157286,10,C55493867,Biochemistry,1,0.4901796
W2066157286,11,C181199279,Enzyme,2,0.45838186
W2066157286,12,C2777132085,Phosphate,2,0.4229794
W2066157286,13,C11960822,Phosphorylation,2,0.41202387
W2066157286,14,C104317684,Gene,2,0
W2091960231,1,C185592680,Chemistry,0,0.5607474
W2091960231,2,C518705261,Connective tissue,2,0.47405097
W2091960231,3,C500499127,Ageing,2,0.44117475
W2091960231,4,C2779553658,Chondroitin sulfate,3,0.4253332
W2091960231,5,C153911025,Molecular biology,1,0.367662
W2091960231,6,C15708023,Humanities,1,0.34341615
W2091960231,7,C153074725,Glycosaminoglycan,2,0.3215663
W2091960231,8,C138885662,Philosophy,0,0.19403726
W2091960231,9,C55493867,Biochemistry,1,0.19304067
W2091960231,10,C86803240,Biology,0,0.14926887
W2091960231,11,C126322002,Internal medicine,1,0.14100504
W2091960231,12,C71924100,Medicine,0,0.1359686
W2091960231,13,C142724271,Pathology,1,0.07632947
W2094155332,1,C61174792,Glutamate receptor,3,0.626069
W2094155332,2,C2780723820,Nucleus,2,0.5517365
W2094155332,3,C2780648746,Glutamatergic,4,0.5434679
W2094155332,4,C2780775167,Spinal cord,2,0.5400989
W2094155332,5,C2908647359,Population,2,0.52325165
W2094155332,6,C70192387,Axoplasmic transport,2,0.5155925
W2094155332,7,C2777676563,Horseradish peroxidase,3,0.5143898
W2094155332,8,C185592680,Chemistry,0,0.46741366
W2094155332,9,C30030713,Immunogold labelling,3,0.46027634
W2094155332,10,C169760540,Neuroscience,1,0.41367722
W2094155332,11,C86803240,Biology,0,0.40803164
W2094155332,12,C105702510,Anatomy,1,0.35444117
W2094155332,13,C12554922,Biophysics,1,0.33012715
W2094155332,14,C87555872,Ultrastructure,2,0.32051155
W2094155332,15,C55493867,Biochemistry,1,0.22780603
W2094155332,16,C170493617,Receptor,2,0.09341389
W2094155332,17,C181199279,Enzyme,2,0.07560578
W2094155332,18,C71924100,Medicine,0,0.06546295
W2094155332,19,C99454951,Environmental health,1,0
W2087514947,1,C23265538,ATPase,3,0.7692225
W2087514947,2,C185592680,Chemistry,0,0.6103085
W2087514947,3,C24998067,Stimulation,2,0.6074192
W2087514947,4,C2781041448,Cerebral cortex,2,0.5535133
W2087514947,5,C2777348757,Cortex (anatomy),2,0.49365267
W2087514947,6,C12554922,Biophysics,1,0.45961517
W2087514947,7,C202751555,In vitro,2,0.43659133
W2087514947,8,C517785266,Potassium,2,0.41302463
W2087514947,9,C537181965,Sodium,2,0.41192454
W2087514947,10,C134018914,Endocrinology,1,0.37177768
W2087514947,11,C126322002,Internal medicine,1,0.3687724
W2087514947,12,C169760540,Neuroscience,1,0.33135024
W2087514947,13,C55493867,Biochemistry,1,0.31449097
W2087514947,14,C181199279,Enzyme,2,0.26060936
W2087514947,15,C86803240,Biology,0,0.19028705
W2087514947,16,C71924100,Medicine,0,0.122543484
W2087514947,17,C178790620,Organic chemistry,1,0.056377113
W2017646266,1,C2776715498,Prednisolone,2,0.72558296
W2017646266,2,C2780655333,Weaning,2,0.5447751
W2017646266,3,C185592680,Chemistry,0,0.47978097
W2017646266,4,C2988516024,Life span,2,0.41089526
W2017646266,5,C153911025,Molecular biology,1,0.3528041
W2017646266,6,C134018914,Endocrinology,1,0.33873433
W2017646266,7,C126322002,Internal medicine,1,0.30800688
W2017646266,8,C86803240,Biology,0,0.25951433
W2017646266,9,C71924100,Medicine,0,0.25837147
