id,which_concept,concept_id,term,level,score
W1844853079,1,C190196608,Thin-layer chromatography,2,0.57912546
W1844853079,2,C181199279,Enzyme,2,0.54080355
W1844853079,3,C43617362,Chromatography,1,0.36122304
W1844853079,4,C42407357,Physiology,1,0.35786268
W1844853079,5,C55493867,Biochemistry,1,0.33686557
W1844853079,6,C185592680,Chemistry,0,0.3356162
W1844853079,7,C161191863,Library science,1,0.33366266
W1844853079,8,C71924100,Medicine,0,0.323492
W1844853079,9,C41008148,Computer science,0,0.2793788
W1992704394,1,C170344550,lac operon,4,0.81107354
W1992704394,2,C547475151,Escherichia coli,3,0.8096409
W1992704394,3,C190114821,Permease,4,0.77317154
W1992704394,4,C2778724459,Lactose,2,0.70695996
W1992704394,5,C203075996,Operon,4,0.6727335
W1992704394,6,C113629113,Lac repressor,5,0.67228127
W1992704394,7,C55493867,Biochemistry,1,0.61135995
W1992704394,8,C181199279,Enzyme,2,0.5032787
W1992704394,9,C58598135,Lactose permease,5,0.49629027
W1992704394,10,C43053761,Beta-galactosidase,4,0.49472067
W1992704394,11,C86803240,Biology,0,0.4886606
W1992704394,12,C51785407,Effector,2,0.46648696
W1992704394,13,C2776392439,Galactoside,3,0.46306816
W1992704394,14,C185592680,Chemistry,0,0.4085708
W1992704394,15,C104317684,Gene,2,0.18979725
W1863259436,1,C2910962006,Muramidase,3,0.9284798
W1863259436,2,C2776966407,Lysozyme,2,0.8447027
W1863259436,3,C185592680,Chemistry,0,0.36875838
W1863259436,4,C55493867,Biochemistry,1,0.16712838
W2105474397,1,C2779609412,Thalidomide,3,0.8410022
W2105474397,2,C2778368355,Aplasia,2,0.6225245
W2105474397,3,C2778500370,Inner ear,2,0.5704129
W2105474397,4,C71924100,Medicine,0,0.45389602
W2105474397,5,C126322002,Internal medicine,1,0.2293241
W2105474397,6,C105702510,Anatomy,1,0.15629557
W2105474397,7,C2776364478,Multiple myeloma,2,0
W2020057874,1,C67705224,RNA,3,0.8149877
W2020057874,2,C2522874641,Virus,2,0.6797486
W2020057874,3,C93877712,Electron microscope,2,0.6008367
W2020057874,4,C552990157,DNA,2,0.5460243
W2020057874,5,C86803240,Biology,0,0.475426
W2020057874,6,C159047783,Virology,1,0.45060372
W2020057874,7,C12554922,Biophysics,1,0.38276356
W2020057874,8,C185592680,Chemistry,0,0.35585928
W2020057874,9,C153911025,Molecular biology,1,0.3556158
W2020057874,10,C104317684,Gene,2,0.1931875
W2020057874,11,C55493867,Biochemistry,1,0.1580697
W2020057874,12,C120665830,Optics,1,0.1327016
W2020057874,13,C121332964,Physics,0,0.097373575
W1518812120,1,C185592680,Chemistry,0,0.8302822
W1518812120,2,C2780365088,Urea,2,0.81241894
W1518812120,3,C2778976237,Ribonuclease,4,0.642379
W1518812120,4,C58436429,Hofmeister series,3,0.62006164
W1518812120,5,C8010536,Crystallography,1,0.54688275
W1518812120,6,C175188612,Equilibrium unfolding,3,0.48262772
W1518812120,7,C32909587,Molecule,2,0.4782109
W1518812120,8,C148898269,Kinetics,2,0.4741696
W1518812120,9,C204328495,Protein folding,2,0.44066978
W1518812120,10,C2777132085,Phosphate,2,0.43130955
W1518812120,11,C2777339483,Conformational change,2,0.4297818
W1518812120,12,C71240020,Stereochemistry,1,0.37636435
W1518812120,13,C133571119,Circular dichroism,2,0.34613436
W1518812120,14,C178790620,Organic chemistry,1,0.23596218
W1518812120,15,C184651966,Aqueous solution,2,0.21251917
W1518812120,16,C55493867,Biochemistry,1,0.206052
W1518812120,17,C67705224,RNA,3,0
W1518812120,18,C104317684,Gene,2,0
W1518812120,19,C121332964,Physics,0,0
W1518812120,20,C62520636,Quantum mechanics,1,0
W2019853231,1,C2777616060,Dichloroacetic acid,2,0.99729514
W2019853231,2,C38503535,Optical rotatory dispersion,3,0.91765785
W2019853231,3,C34349673,Random coil,3,0.9100563
W2019853231,4,C2781144210,Chloroform,2,0.7190976
W2019853231,5,C185592680,Chemistry,0,0.67507046
W2019853231,6,C521977710,Polymer,2,0.6716243
W2019853231,7,C26360006,Intrinsic viscosity,3,0.65263367
W2019853231,8,C2780471494,Solvent,2,0.6512342
W2019853231,9,C177562468,Dispersion (optics),2,0.5211987
W2019853231,10,C153642686,Infrared spectroscopy,2,0.49556816
W2019853231,11,C166950319,Intermolecular force,3,0.46316040000000003
W2019853231,12,C188027245,Polymer chemistry,1,0.4139877
W2019853231,13,C113196181,Analytical Chemistry (journal),2,0.39484566
W2019853231,14,C8010536,Crystallography,1,0.34680372
W2019853231,15,C178790620,Organic chemistry,1,0.26571876
W2019853231,16,C133571119,Circular dichroism,2,0.19886002
W2019853231,17,C32909587,Molecule,2,0.13987863
W2019853231,18,C121332964,Physics,0,0.11029145
W2019853231,19,C120665830,Optics,1,0
W2072804179,1,C2778403015,Reticulocyte,4,0.93640786
W2072804179,2,C65666806,Polysome,5,0.92944086
W2072804179,3,C88478588,Ribosome,4,0.823976
W2072804179,4,C2777431362,Phenylalanine,3,0.6576376
W2072804179,5,C2776580952,Leucine,3,0.6153206
W2072804179,6,C3675279,Protein biosynthesis,2,0.5888901
W2072804179,7,C55493867,Biochemistry,1,0.5830471
W2072804179,8,C2993989360,Polypeptide chain,3,0.57600075
W2072804179,9,C149364088,Translation (biology),4,0.536399
W2072804179,10,C515207424,Amino acid,2,0.4856621
W2072804179,11,C185592680,Chemistry,0,0.4165403
W2072804179,12,C86803240,Biology,0,0.4107219
W2072804179,13,C67705224,RNA,3,0.22730497
W2072804179,14,C105580179,Messenger RNA,3,0.21377188
W2072804179,15,C104317684,Gene,2,0
W2124394645,1,C2780861071,Character (mathematics),2,0.7869494
W2124394645,2,C2778152352,Content (measure theory),2,0.55133593
W2124394645,3,C2781459932,Tectorial membrane,2,0.46527714
W2124394645,4,C41008148,Computer science,0,0.416598
W2124394645,5,C127413603,Engineering,0,0.22150013
W2124394645,6,C33923547,Mathematics,0,0.11708233
W2124394645,7,C78519656,Mechanical engineering,1,0.09949589
W2124394645,8,C2524010,Geometry,1,0
W2124394645,9,C134306372,Mathematical analysis,1,0
W1715598334,1,C37413474,Liberal arts education,3,0.78084743
W1715598334,2,C161191863,Library science,1,0.52352715
W1715598334,3,C70789860,The arts,2,0.49912667
W1715598334,4,C185592680,Chemistry,0,0.44440866
W1715598334,5,C41008148,Computer science,0,0.28403926
W1715598334,6,C17744445,Political science,0,0.23273495
W1715598334,7,C120912362,Higher education,2,0.10298237
W1715598334,8,C199539241,Law,1,0.065803856
W2074388798,1,C67705224,RNA,3,0.86867326
W2074388798,2,C552990157,DNA,2,0.67270684
W2074388798,3,C7623868,Centrifugation,2,0.61015064
W2074388798,4,C105580179,Messenger RNA,3,0.55060524
W2074388798,5,C153911025,Molecular biology,1,0.5465368
W2074388798,6,C2780931953,Spleen,2,0.5437611
W2074388798,7,C86803240,Biology,0,0.5071199
W2074388798,8,C24107716,Nucleic acid,2,0.48338193
W2074388798,9,C2780091579,Kidney,2,0.45500728
W2074388798,10,C207001950,In vivo,2,0.45145544
W2074388798,11,C110121322,Distribution (mathematics),2,0.4277842
W2074388798,12,C132946820,Differential centrifugation,2,0.41752452
W2074388798,13,C185592680,Chemistry,0,0.41695175
W2074388798,14,C55493867,Biochemistry,1,0.3909499
W2074388798,15,C104317684,Gene,2,0.11484453
W2074388798,16,C134018914,Endocrinology,1,0.08487934
