id,which_concept,concept_id,term,level,score
W1994095345,1,C86803240,Biology,0,0.7800536
W1994095345,2,C2779158651,Medicinal plants,2,0.65734684
W1994095345,3,C3020442560,Broad spectrum,2,0.6294408
W1994095345,4,C2779756493,Antiviral drug,3,0.5094808
W1994095345,5,C74187038,Drug discovery,2,0.47078246
W1994095345,6,C159047783,Virology,1,0.46866262
W1994095345,7,C3013748606,Human immunodeficiency virus (HIV),2,0.4516803
W1994095345,8,C2522874641,Virus,2,0.42568123
W1994095345,9,C524204448,Infectious disease (medical specialty),3,0.41001326
W1994095345,10,C150903083,Biotechnology,1,0.3494298
W1994095345,11,C556039675,Traditional medicine,1,0.33173954
W1994095345,12,C2779134260,Disease,2,0.24727193
W1994095345,13,C60644358,Bioinformatics,1,0.16786203
W1994095345,14,C71924100,Medicine,0,0.11636606
W1994095345,15,C18903297,Ecology,1,0.07336667
W1994095345,16,C185592680,Chemistry,0,0
W1994095345,17,C142724271,Pathology,1,0
W1994095345,18,C21951064,Combinatorial chemistry,1,0
W2031201429,1,C13274807,Liquid crystal,2,0.90971357
W2031201429,2,C2777630638,Triphenylene,3,0.8589411
W2031201429,3,C81180622,Photochromism,2,0.7586657
W2031201429,4,C2994273327,Liquid crystalline,3,0.62235445
W2031201429,5,C192562407,Materials science,0,0.5974976
W2031201429,6,C88484716,Smart material,2,0.5576197
W2031201429,7,C44280652,Phase (matter),2,0.516816
W2031201429,8,C32909587,Molecule,2,0.48043987
W2031201429,9,C159467904,Chemical physics,1,0.45025316
W2031201429,10,C42360764,Chemical engineering,1,0.41969347
W2031201429,11,C114137331,Columnar phase,4,0.41216525
W2031201429,12,C171250308,Nanotechnology,1,0.32303005
W2031201429,13,C185592680,Chemistry,0,0.27498865
W2031201429,14,C178790620,Organic chemistry,1,0.21418151
W2031201429,15,C49040817,Optoelectronics,1,0.16395867
W2031201429,16,C127413603,Engineering,0,0
W2026015795,1,C201399114,Lipophilicity,2,0.8456072
W2026015795,2,C192552737,Partition coefficient,2,0.80200803
W2026015795,3,C185592680,Chemistry,0,0.7172537
W2026015795,4,C82706917,Plasma,2,0.5351713
W2026015795,5,C41625074,Membrane,2,0.5133735
W2026015795,6,C2778918659,Phospholipid,3,0.4434105
W2026015795,7,C2776575606,Blood plasma,2,0.43279696
W2026015795,8,C42812,Partition (number theory),2,0.416588
W2026015795,9,C43617362,Chromatography,1,0.3616756
W2026015795,10,C71240020,Stereochemistry,1,0.25853306
W2026015795,11,C55493867,Biochemistry,1,0.20211866
W2026015795,12,C33923547,Mathematics,0,0
W2026015795,13,C114614502,Combinatorics,1,0
W2026015795,14,C121332964,Physics,0,0
W2026015795,15,C62520636,Quantum mechanics,1,0
W2098957888,1,C43214815,Reliability (semiconductor),3,0.6915047
W2098957888,2,C2991681754,Barthel index,3,0.6615602
W2098957888,3,C2780645631,Stroke (engine),2,0.59705895
W2098957888,4,C15744967,Psychology,0,0.5892578
W2098957888,5,C2777382242,Index (typography),2,0.46768907
W2098957888,6,C1862650,Physical therapy,1,0.46482307
W2098957888,7,C2778724333,Kappa,2,0.43772608
W2098957888,8,C70364389,Validity,3,0.42058449999999997
W2098957888,9,C79544238,Activities of daily living,2,0.37368566
W2098957888,10,C171606756,Psychometrics,2,0.37104493
W2098957888,11,C74909509,Gerontology,1,0.34880847
W2098957888,12,C71924100,Medicine,0,0.28076136
W2098957888,13,C70410870,Clinical psychology,1,0.2559322
W2098957888,14,C33923547,Mathematics,0,0.096974164
W2098957888,15,C78519656,Mechanical engineering,1,0
W2098957888,16,C163258240,Power (physics),2,0
W2098957888,17,C121332964,Physics,0,0
W2098957888,18,C2524010,Geometry,1,0
W2098957888,19,C62520636,Quantum mechanics,1,0
W2098957888,20,C136764020,World Wide Web,1,0
W2098957888,21,C41008148,Computer science,0,0
W2098957888,22,C127413603,Engineering,0,0
W2045310321,1,C55637122,Dendrimer,2,0.969545
W2045310321,2,C178017875,Mesogen,4,0.8911568
W2045310321,3,C521977710,Polymer,2,0.72067094
W2045310321,4,C93275456,Supramolecular chemistry,3,0.69497347
W2045310321,5,C13274807,Liquid crystal,2,0.69480056
W2045310321,6,C130929614,Supramolecular polymers,4,0.5709134
W2045310321,7,C192562407,Materials science,0,0.5253952
W2045310321,8,C126348684,Polymer science,1,0.48270726
W2045310321,9,C2994273327,Liquid crystalline,3,0.4183258
W2045310321,10,C171250308,Nanotechnology,1,0.38244998
