id,which_concept,concept_id,term,level,score
W2142280007,1,C40758303,Aflatoxin,2,0.9648844
W2142280007,2,C2778431908,Fumonisin,3,0.90228856
W2142280007,3,C84699730,Mycotoxin,2,0.8720706
W2142280007,4,C2778867309,Fusarium,2,0.59017473
W2142280007,5,C33070731,Toxicology,1,0.57914215
W2142280007,6,C2781429003,Fumonisin B1,3,0.5647273
W2142280007,7,C112570922,Contamination,2,0.46851754
W2142280007,8,C2777292910,Aspergillus flavus,2,0.4609649
W2142280007,9,C31903555,Food science,1,0.42502552
W2142280007,10,C34135077,Food contaminant,2,0.4174758
W2142280007,11,C2778333957,Baby food,2,0.4113501
W2142280007,12,C150903083,Biotechnology,1,0.37446585
W2142280007,13,C86803240,Biology,0,0.37209535
W2142280007,14,C144027150,Horticulture,1,0.22281092
W2142280007,15,C18903297,Ecology,1,0.07503331
W1588581862,1,C86803240,Biology,0,0.8330096
W1588581862,2,C143065580,Mutant,3,0.5819791
W1588581862,3,C2780768313,Cytochrome,3,0.5652085
W1588581862,4,C28859421,Mitochondrion,2,0.4254698
W1588581862,5,C95444343,Cell biology,1,0.4161505
W1588581862,6,C207583985,Wild type,4,0.4102767
W1588581862,7,C55493867,Biochemistry,1,0.4036681
W1588581862,8,C104317684,Gene,2,0.3488479
W1588581862,9,C54355233,Genetics,1,0.3428433
W1588581862,10,C181199279,Enzyme,2,0.090322465
W2039295472,1,C2779813781,Cone beam computed tomography,3,0.8183654
W2039295472,2,C2778705571,Maxillary sinus,2,0.7968643
W2039295472,3,C71924100,Medicine,0,0.7830593
W2039295472,4,C202271784,Molar,2,0.6980101
W2039295472,5,C130907195,Posterior teeth,2,0.657774
W2039295472,6,C199343813,Dentistry,1,0.65107954
W2039295472,7,C29694066,Orthodontics,1,0.5426491
W2039295472,8,C2776407911,Sinus (botany),3,0.44987148
W2039295472,9,C544519230,Computed tomography,2,0.4174591
W2039295472,10,C126838900,Radiology,1,0.09462124
W2039295472,11,C59822182,Botany,1,0
W2039295472,12,C86803240,Biology,0,0
W2039295472,13,C157369684,Genus,2,0
W2146825062,1,C2777469322,Ebola virus,3,0.9419832
W2146825062,2,C116675565,Outbreak,2,0.83455944
W2146825062,3,C2779134260,Disease,2,0.5355772
W2146825062,4,C71924100,Medicine,0,0.5322473
W2146825062,5,C2909623084,Ebolavirus,4,0.5320367
W2146825062,6,C159047783,Virology,1,0.5296939
W2146825062,7,C12713177,Perspective (graphical),2,0.45942238
W2146825062,8,C142724271,Pathology,1,0.07471788
W2146825062,9,C154945302,Artificial intelligence,1,0
W2146825062,10,C41008148,Computer science,0,0
W2160371692,1,C74401373,Bromodomain,4,0.9721837
W2160371692,2,C64927066,Histone,3,0.8032683
W2160371692,3,C41091548,Epigenetics,3,0.7893226
W2160371692,4,C119157956,Acetylation,3,0.6924988
W2160371692,5,C2776016237,Lysine,3,0.65544134
W2160371692,6,C2910921701,Histone Acetyltransferases,4,0.5816152
W2160371692,7,C86803240,Biology,0,0.47453988
W2160371692,8,C2779634854,BRD4,5,0.41280547
W2160371692,9,C55493867,Biochemistry,1,0.38473582
W2160371692,10,C60644358,Bioinformatics,1,0.36478686
W2160371692,11,C95444343,Cell biology,1,0.36358666
W2160371692,12,C70721500,Computational biology,1,0.3515804
W2160371692,13,C502942594,Cancer research,1,0.33640474
W2160371692,14,C54355233,Genetics,1,0.33087265
W2160371692,15,C104317684,Gene,2,0.24070978
W2160371692,16,C515207424,Amino acid,2,0.17892927
W1981488752,1,C2777966455,Bleach,2,0.91239667
W1981488752,2,C2779429693,Distilled water,2,0.72376466
W1981488752,3,C74864618,Staining,2,0.6376077
W1981488752,4,C2781294515,Stain,3,0.4845916
W1981488752,5,C185592680,Chemistry,0,0.4726942
W1981488752,6,C192562407,Materials science,0,0.4547325
W1981488752,7,C13965031,Nuclear chemistry,1,0.41885173
W1981488752,8,C159985019,Composite material,1,0.413467
W1981488752,9,C199343813,Dentistry,1,0.39394024
W1981488752,10,C43617362,Chromatography,1,0.189235
W1981488752,11,C71924100,Medicine,0,0.17956135
W1981488752,12,C142724271,Pathology,1,0.078255296
W1981488752,13,C178790620,Organic chemistry,1,0
W1794466969,1,C3018572941,Nurse practitioners,3,0.5161265
W1794466969,2,C21036866,Stress (linguistics),2,0.46692085
W1794466969,3,C71924100,Medicine,0,0.46265274
W1794466969,4,C3020255362,Physical activity,2,0.41321838
W1794466969,5,C74909509,Gerontology,1,0.36293128
W1794466969,6,C1862650,Physical therapy,1,0.22360349
W1794466969,7,C17744445,Political science,0,0.09385085
W1794466969,8,C160735492,Health care,2,0.09115383
W1794466969,9,C138885662,Philosophy,0,0
W1794466969,10,C41895202,Linguistics,1,0
W1794466969,11,C199539241,Law,1,0
W2150893330,1,C2778266423,Pterygium,2,0.90705585
W2150893330,2,C71924100,Medicine,0,0.80512124
W2150893330,3,C2908738153,Face shield,3,0.6700599
W2150893330,4,C3019822377,Benin city,3,0.48751518
W2150893330,5,C142052008,Cross-sectional study,2,0.44298923
W2150893330,6,C99454951,Environmental health,1,0.43939447
W2150893330,7,C149923435,Demography,1,0.41822696
