id,abstract_len,doi,jrnl,title,pub_date,retracted,cite_count,pub_type,pub_type_crossref,pmid,which_athr,athr_id,athr_pos,athr_name,raw_affl,inst,inst_id,which_affl
W1982815394,232,https://doi.org/10.1097/00005053-197308000-00004,The Journal of Nervous and Mental Disease,ELECTROSLEEP THERAPY,1973-08-01,FALSE,46,article,journal-article,4724809,1,A5084239676,first,John P. Feighner,"Department of Psychiatry, University of California, San Diego, Medical School, University Hospital, 225 West Dickinson Street, San Diego, California 92103",University of California San Diego Medical Center,I4210132395,1
W1982815394,232,https://doi.org/10.1097/00005053-197308000-00004,The Journal of Nervous and Mental Disease,ELECTROSLEEP THERAPY,1973-08-01,FALSE,46,article,journal-article,4724809,2,A5074955791,middle,Sue Brown,"Mercy Hospital and Medical Center, San Diego, California",Mercy Hospital and Medical Center,I2802658705,1
W1982815394,232,https://doi.org/10.1097/00005053-197308000-00004,The Journal of Nervous and Mental Disease,ELECTROSLEEP THERAPY,1973-08-01,FALSE,46,article,journal-article,4724809,3,A5021235274,last,Joan Olivier,"Mercy Hospital and Medical Center, San Diego, California",Mercy Hospital and Medical Center,I2802658705,1
W1980415679,0,https://doi.org/10.1097/00004397-197301310-00016,International Ophthalmology Clinics,Artificial Tear Solutions,1973-01-01,FALSE,42,article,journal-article,4724258,1,A5078233365,first,Michael A. Lemp,,,,1
W1999001251,108,https://doi.org/10.1111/j.1365-2923.1973.tb02224.x,Medical Education,Prescribing influences: an overview1,2009-01-29,FALSE,46,article,journal-article,4725046,1,A5031970846,first,Dennis B. Worthen,"School of Library Science, Case Western Reserve University, Cleveland, Ohio, USA",Case Western Reserve University,I58956616,1
W2052969049,92,https://doi.org/10.1002/jps.2600620828,Journal of Pharmaceutical Sciences,Sensory Assessment of Spreadability of Hydrophilic Topical Preparations,1973-08-01,FALSE,25,article,journal-article,4725185,1,A5022276762,first,Brian W. Barry,"School of Pharmacy, Portsmouth Polytechnic, Park Road, Portsmouth, Hants., England",Portsmouth College,I3129963184,1
W2052969049,92,https://doi.org/10.1002/jps.2600620828,Journal of Pharmaceutical Sciences,Sensory Assessment of Spreadability of Hydrophilic Topical Preparations,1973-08-01,FALSE,25,article,journal-article,4725185,2,A5033020678,last,M.C. Meyer,"School of Pharmacy, Portsmouth Polytechnic, Park Road, Portsmouth, Hants., England",Portsmouth College,I3129963184,1
W1943202692,81,https://doi.org/10.1542/peds.52.1.128,Pediatrics,Simple Device for Producing Continuous Negative Pressure in Infants With IRDS,1973-07-01,FALSE,22,article,journal-article,4724428,1,A5084193724,first,Eduardo Bancalari,"Department of Pediatrics, University of Miami School of Medicine, P.O. Box 875, Biscayne Annex, Miami, Florida 33152",University of Miami,I145608581,1
W1943202692,81,https://doi.org/10.1542/peds.52.1.128,Pediatrics,Simple Device for Producing Continuous Negative Pressure in Infants With IRDS,1973-07-01,FALSE,22,article,journal-article,4724428,2,A5078591008,middle,Tilo Gerhardt,"Department of Pediatrics, University of Miami School of Medicine, P.O. Box 875, Biscayne Annex, Miami, Florida 33152",University of Miami,I145608581,1
W1943202692,81,https://doi.org/10.1542/peds.52.1.128,Pediatrics,Simple Device for Producing Continuous Negative Pressure in Infants With IRDS,1973-07-01,FALSE,22,article,journal-article,4724428,3,A5058622273,last,Ellen F. Monkus,"Department of Pediatrics, University of Miami School of Medicine, P.O. Box 875, Biscayne Annex, Miami, Florida 33152",University of Miami,I145608581,1
W2129704725,58,https://doi.org/10.1002/jps.2600620817,Journal of Pharmaceutical Sciences,Acceleration of Peritoneal Dialysis With Minimal N-myristyl-β-aminopropionate,1973-08-01,FALSE,12,article,journal-article,4725176,1,A5044523538,first,Emad A. El-Bassiouni,"Biological Chemistry Laboratories, Medical Division, Oak Ridge Associated Universities, Oak Ridge, TN 37830; School of Pharmacy, University of North Carolina, Chapel Hill, NC 27514",Oak Ridge Associated Universities,I1281378812,1
W2129704725,58,https://doi.org/10.1002/jps.2600620817,Journal of Pharmaceutical Sciences,Acceleration of Peritoneal Dialysis With Minimal N-myristyl-β-aminopropionate,1973-08-01,FALSE,12,article,journal-article,4725176,1,A5044523538,first,Emad A. El-Bassiouni,"Biological Chemistry Laboratories, Medical Division, Oak Ridge Associated Universities, Oak Ridge, TN 37830; School of Pharmacy, University of North Carolina, Chapel Hill, NC 27514",University of North Carolina at Chapel Hill,I114027177,2
W2129704725,58,https://doi.org/10.1002/jps.2600620817,Journal of Pharmaceutical Sciences,Acceleration of Peritoneal Dialysis With Minimal N-myristyl-β-aminopropionate,1973-08-01,FALSE,12,article,journal-article,4725176,2,A5062195607,last,Albert M. Mattocks,"School of Pharmacy, University of North Carolina, Chapel Hill, NC 27514",University of North Carolina at Chapel Hill,I114027177,1
W1995158289,157,https://doi.org/10.1378/chest.64.2.251,Chest,Pulmonary Disease Associated with the Inhalation of Cosmetic Aerosols,1973-08-01,FALSE,11,article,journal-article,4725085,1,A5091389492,first,Dennis R. Ehrhardt,"From the Department of Surgery, Southern California Permanente Medical Group, Fontana, California.",Kaiser Permanente Fontana Medical Center,I4210122104,1
W1995158289,157,https://doi.org/10.1378/chest.64.2.251,Chest,Pulmonary Disease Associated with the Inhalation of Cosmetic Aerosols,1973-08-01,FALSE,11,article,journal-article,4725085,2,A5091409766,middle,Changwoo Ahn,"From the Department of Surgery, Southern California Permanente Medical Group, Fontana, California.",Kaiser Permanente Fontana Medical Center,I4210122104,1
W1995158289,157,https://doi.org/10.1378/chest.64.2.251,Chest,Pulmonary Disease Associated with the Inhalation of Cosmetic Aerosols,1973-08-01,FALSE,11,article,journal-article,4725085,3,A5088007344,last,Thomas M. Sawyers,"From the Department of Surgery, Southern California Permanente Medical Group, Fontana, California.",Kaiser Permanente Fontana Medical Center,I4210122104,1
W2053802354,72,https://doi.org/10.1016/0010-440x(73)90029-1,Comprehensive Psychiatry,What helps most about hospitalization?,1973-07-01,FALSE,11,article,journal-article,4724663,1,A5003828748,first,Calista V. Leonard,"University of California Center for the Health Sciences, Los Angeles, Calif., USA",Oklahoma State University Center for Health Sciences,I74022624,1
W1979452613,45,https://doi.org/10.1038/bjc.1973.64,British Journal of Cancer,Overcoming some Limiting Factors in Tumour Immunotherapy,1973-07-01,FALSE,10,article,journal-article,4724609,1,A5005304672,first,Omar Fakhri,,,,1
W1979452613,45,https://doi.org/10.1038/bjc.1973.64,British Journal of Cancer,Overcoming some Limiting Factors in Tumour Immunotherapy,1973-07-01,FALSE,10,article,journal-article,4724609,2,A5062159484,last,J. R. Hobbs,,,,1
W2181637767,91,https://doi.org/10.1136/jech.27.2.126,Journal of Epidemiology and Community Health,Emergency admission to hospital from a deputizing service. A controlled study of duration of stay and outcome.,1973-05-01,FALSE,7,article,journal-article,4724646,1,A5087626827,first,Brian Williams,,,,1
W2181637767,91,https://doi.org/10.1136/jech.27.2.126,Journal of Epidemiology and Community Health,Emergency admission to hospital from a deputizing service. A controlled study of duration of stay and outcome.,1973-05-01,FALSE,7,article,journal-article,4724646,2,A5071689588,middle,R A Dixon,,,,1
W2181637767,91,https://doi.org/10.1136/jech.27.2.126,Journal of Epidemiology and Community Health,Emergency admission to hospital from a deputizing service. A controlled study of duration of stay and outcome.,1973-05-01,FALSE,7,article,journal-article,4724646,3,A5019196291,last,J. Knowelden,,,,1
W2410182357,0,,PubMed,Further observations on placental transfusion.,1973-09-01,FALSE,6,article,journal-article,4724403,1,A5089160291,first,Philip Ag,,,,1
W2043232206,48,https://doi.org/10.1016/0037-7856(73)90061-9,Social science & medicine,Family planning and indigenous medicine practitioners,1973-07-01,FALSE,5,article,journal-article,4724485,1,A5077056625,first,Alfred K. Neumann,"Associate Professor, Division of Population, Family and International Health School of Public Health, University of California, Los Angeles, California 90024, USA","University of California, Los Angeles",I161318765,1
W2043232206,48,https://doi.org/10.1016/0037-7856(73)90061-9,Social science & medicine,Family planning and indigenous medicine practitioners,1973-07-01,FALSE,5,article,journal-article,4724485,2,A5058802378,last,Jagdish C. Bhatia,"Senior Research Officer, Indian Council of Medical Research, New Delhi, USA",Indian Health Council,I4210091215,1
W2033596573,77,https://doi.org/10.1378/chest.64.2.153,Chest,Thesaurosis: Illness or Illusion?,1973-08-01,FALSE,4,article,journal-article,4725068,1,A5087640618,first,Martin S. Bergmann,,,,1
W2002935567,66,https://doi.org/10.1111/j.1532-5415.1973.tb01703.x,Journal of the American Geriatrics Society,Status of Patients in an Inner City Nursing Home: Implications for Psychiatric Consultation,1973-09-01,FALSE,3,article,journal-article,4725408,1,A5025876308,first,Lee W. Yudin,"Director, Research and Evaluation.; West Philadelphia Community Mental Health Consortium, Philadelphia, Pennsylvania",,,1
W2002935567,66,https://doi.org/10.1111/j.1532-5415.1973.tb01703.x,Journal of the American Geriatrics Society,Status of Patients in an Inner City Nursing Home: Implications for Psychiatric Consultation,1973-09-01,FALSE,3,article,journal-article,4725408,2,A5014971188,middle,Herbert S. Diamond,"West Philadelphia Community Mental Health Consortium, Philadelphia, Pennsylvania",,,1
W2002935567,66,https://doi.org/10.1111/j.1532-5415.1973.tb01703.x,Journal of the American Geriatrics Society,Status of Patients in an Inner City Nursing Home: Implications for Psychiatric Consultation,1973-09-01,FALSE,3,article,journal-article,4725408,3,A5018265268,last,Karen Tucker,"West Philadelphia Community Mental Health Consortium, Philadelphia, Pennsylvania",,,1
W2030995956,87,https://doi.org/10.1016/0022-510x(73)90044-0,Journal of the Neurological Sciences,"The effect of multiple exposure to high pressure oxygen on the accumulation of [3H]lysine into spinal cord grey matter, retina and various types of neurons",1973-08-01,FALSE,3,article,journal-article,4724821,1,A5076003557,first,Donald H. Ford,"Department of Anatomy, Downstate Medical Center, State University of New York, Brooklyn, N.Y. 11203 U.S.A.",SUNY Downstate Medical Center,I181697535,1
W2030995956,87,https://doi.org/10.1016/0022-510x(73)90044-0,Journal of the Neurological Sciences,"The effect of multiple exposure to high pressure oxygen on the accumulation of [3H]lysine into spinal cord grey matter, retina and various types of neurons",1973-08-01,FALSE,3,article,journal-article,4724821,1,A5076003557,first,Donald H. Ford,"Department of Anatomy, Downstate Medical Center, State University of New York, Brooklyn, N.Y. 11203 U.S.A.",State University of New York,I1327163397,2
W2030995956,87,https://doi.org/10.1016/0022-510x(73)90044-0,Journal of the Neurological Sciences,"The effect of multiple exposure to high pressure oxygen on the accumulation of [3H]lysine into spinal cord grey matter, retina and various types of neurons",1973-08-01,FALSE,3,article,journal-article,4724821,2,A5016704001,last,Ralph K. Rhines,"Department of Anatomy, Downstate Medical Center, State University of New York, Brooklyn, N.Y. 11203 U.S.A.",SUNY Downstate Medical Center,I181697535,1
W2030995956,87,https://doi.org/10.1016/0022-510x(73)90044-0,Journal of the Neurological Sciences,"The effect of multiple exposure to high pressure oxygen on the accumulation of [3H]lysine into spinal cord grey matter, retina and various types of neurons",1973-08-01,FALSE,3,article,journal-article,4724821,2,A5016704001,last,Ralph K. Rhines,"Department of Anatomy, Downstate Medical Center, State University of New York, Brooklyn, N.Y. 11203 U.S.A.",State University of New York,I1327163397,2
W2056680332,115,https://doi.org/10.1002/jps.2600620816,Journal of Pharmaceutical Sciences,"Use of Thermal Gravimetric Analysis, GLC, and Mass Spectrometry in Sorption Studies III: Evaluation of Clustering Functions of Ethanol-water-polyurethane System",1973-08-01,FALSE,3,article,journal-article,4725175,1,A5084205283,first,George W.C. Hung,"Materials Science Toxicology Laboratories, College of Pharmacy and College of Dentistry, University of Tennessee Medical Units, Memphis, TN 38103; St. Jude Children' s Research Hospital, Memphis, Tenn",University of Tennessee Health Science Center,I160606119,1
W2056680332,115,https://doi.org/10.1002/jps.2600620816,Journal of Pharmaceutical Sciences,"Use of Thermal Gravimetric Analysis, GLC, and Mass Spectrometry in Sorption Studies III: Evaluation of Clustering Functions of Ethanol-water-polyurethane System",1973-08-01,FALSE,3,article,journal-article,4725175,1,A5084205283,first,George W.C. Hung,"Materials Science Toxicology Laboratories, College of Pharmacy and College of Dentistry, University of Tennessee Medical Units, Memphis, TN 38103; St. Jude Children' s Research Hospital, Memphis, Tenn",St. Jude Children's Research Hospital,I1313298211,2
W2056680332,115,https://doi.org/10.1002/jps.2600620816,Journal of Pharmaceutical Sciences,"Use of Thermal Gravimetric Analysis, GLC, and Mass Spectrometry in Sorption Studies III: Evaluation of Clustering Functions of Ethanol-water-polyurethane System",1973-08-01,FALSE,3,article,journal-article,4725175,2,A5024194712,middle,Loys J. Nunez,"Materials Science Toxicology Laboratories, College of Pharmacy and College of Dentistry, University of Tennessee Medical Units, Memphis, TN 38103",University of Tennessee Health Science Center,I160606119,1
W2056680332,115,https://doi.org/10.1002/jps.2600620816,Journal of Pharmaceutical Sciences,"Use of Thermal Gravimetric Analysis, GLC, and Mass Spectrometry in Sorption Studies III: Evaluation of Clustering Functions of Ethanol-water-polyurethane System",1973-08-01,FALSE,3,article,journal-article,4725175,3,A5080951427,last,John Autian,"Materials Science Toxicology Laboratories, College of Pharmacy and College of Dentistry, University of Tennessee Medical Units, Memphis, TN 38103",University of Tennessee Health Science Center,I160606119,1
W2410276096,75,https://doi.org/10.1093/ptj/53.9.970,Physical Therapy,Transfer Techniques for Children with Muscular Dystrophy,1973-09-01,FALSE,3,article,journal-article,4724457,1,A5052982014,first,Dianne B. Cherry,"Mrs. Cherry was a physical therapist, Pediatric Division, University Hospitals of Cleveland, Cleveland, OH, at the time this article was written. She is currently a graduate student at Boston University. Her address is 25 Lee St., Apt. 5, Cambridge, MA 02139.",University Hospitals of Cleveland,I2799343972,1
W46880759,0,https://doi.org/10.1097/00004397-197301310-00017,International Ophthalmology Clinics,Potential Use of Ocular-Insert Therapy in Dry Eyes,1973-01-01,FALSE,3,article,journal-article,4724259,1,A5074398573,first,Deborah Pavan-Langston,,,,1
W2398222472,58,https://doi.org/10.1093/ptj/53.9.974,Physical Therapy,Supervision of a Teaching Intern in a Physical Therapy Department,1973-09-01,FALSE,1,article,journal-article,4724460,1,A5035495185,first,Norma P. Fisher,"1Miss Fisher is Associate Professor of Physical Therapy, Box 209, University of Florida, Gainesville, FL 32601.",University of Florida,I33213144,1
W2399784154,34,https://doi.org/10.3233/bir-1973-10102,Biorheology,Spontaneous gelatinization of sarcoplasmic proteins of skeletal and smooth muscles and possible relation of this phenomenon to developmental mechanism of plastic tonus,1973-03-01,FALSE,1,article,journal-article,4724182,1,A5081489086,first,И.И. Иванов,"Institute of Experimental Medicine, Academy of Medical Sciences of U.S.S.R. and Institute of Cytology, Academy of Sciences of U.S.S.R., Leningrad, U.S.S.R.",Institute of Cytology,I4210104940,1
W2399784154,34,https://doi.org/10.3233/bir-1973-10102,Biorheology,Spontaneous gelatinization of sarcoplasmic proteins of skeletal and smooth muscles and possible relation of this phenomenon to developmental mechanism of plastic tonus,1973-03-01,FALSE,1,article,journal-article,4724182,1,A5081489086,first,И.И. Иванов,"Institute of Experimental Medicine, Academy of Medical Sciences of U.S.S.R. and Institute of Cytology, Academy of Sciences of U.S.S.R., Leningrad, U.S.S.R.",Institute of Experimental Medicine,I4210126033,2
W2399784154,34,https://doi.org/10.3233/bir-1973-10102,Biorheology,Spontaneous gelatinization of sarcoplasmic proteins of skeletal and smooth muscles and possible relation of this phenomenon to developmental mechanism of plastic tonus,1973-03-01,FALSE,1,article,journal-article,4724182,2,A5064750445,last,A.I. Golikova,"Institute of Experimental Medicine, Academy of Medical Sciences of U.S.S.R. and Institute of Cytology, Academy of Sciences of U.S.S.R., Leningrad, U.S.S.R.",Institute of Cytology,I4210104940,1
W2399784154,34,https://doi.org/10.3233/bir-1973-10102,Biorheology,Spontaneous gelatinization of sarcoplasmic proteins of skeletal and smooth muscles and possible relation of this phenomenon to developmental mechanism of plastic tonus,1973-03-01,FALSE,1,article,journal-article,4724182,2,A5064750445,last,A.I. Golikova,"Institute of Experimental Medicine, Academy of Medical Sciences of U.S.S.R. and Institute of Cytology, Academy of Sciences of U.S.S.R., Leningrad, U.S.S.R.",Institute of Experimental Medicine,I4210126033,2
W2401580489,0,,PubMed,Treatment of lacrimal deficiencies. Mechanical devices.,1973-01-01,FALSE,1,article,journal-article,4724260,1,A5011566690,first,Doane Mg,,,,1
W2020018054,0,https://doi.org/10.1007/bf00561088,Biomedical Engineering,Characteristics of apparatus designed to act on an organism during bioelectrical examinations,1973-01-01,FALSE,0,article,journal-article,4724162,1,A5026300716,first,Rybakov Am,,,,1
W2043650305,198,https://doi.org/10.1016/0010-440x(73)90028-x,Comprehensive Psychiatry,On resistance to discharge,1973-07-01,FALSE,0,article,journal-article,4724662,1,A5061576810,first,Alfred B. Lewis,"New York Hospital-Cornell Medical Center, New York, N.Y., USA",NewYork–Presbyterian Hospital,I1340179700,1
W2043650305,198,https://doi.org/10.1016/0010-440x(73)90028-x,Comprehensive Psychiatry,On resistance to discharge,1973-07-01,FALSE,0,article,journal-article,4724662,1,A5061576810,first,Alfred B. Lewis,"New York Hospital-Cornell Medical Center, New York, N.Y., USA",Cornell University,I205783295,2
W2087083838,0,https://doi.org/10.1038/bjc.1973.106,British Journal of Cancer,Mitotic inhibition in mammalian cell cultures exposed to hypertonic media,1973-07-01,FALSE,0,article,journal-article,4724628,1,A5020832944,first,Denys N. Wheatley,,,,1
W2395117266,0,,PubMed,"[Tissue injuries, concentrations at the injection site and the concentrations in muscles, liver and kidney after intramuscular injection of injectable sulphadimidini 0,2 g-ml in pigs].",1973-04-01,FALSE,0,article,journal-article,4724887,1,A5006279401,first,Folke Rasmussen,,,,1
W2395117266,0,,PubMed,"[Tissue injuries, concentrations at the injection site and the concentrations in muscles, liver and kidney after intramuscular injection of injectable sulphadimidini 0,2 g-ml in pigs].",1973-04-01,FALSE,0,article,journal-article,4724887,2,A5042590250,middle,Per Mose Nielsen,,,,1
W2395117266,0,,PubMed,"[Tissue injuries, concentrations at the injection site and the concentrations in muscles, liver and kidney after intramuscular injection of injectable sulphadimidini 0,2 g-ml in pigs].",1973-04-01,FALSE,0,article,journal-article,4724887,3,A5074747019,last,Ove Svendsen,,,,1
W2395796835,0,,PubMed,[Current therapy of cellulitis].,1973-01-01,FALSE,0,article,journal-article,4724450,1,A5084255627,first,D Reinharez,,,,1
W2399688808,0,,PubMed,Anesthetic management of scoliosis surgery.,1973-06-01,FALSE,0,article,journal-article,4724289,1,A5029476681,first,Aronson Hb,,,,1
W2403492610,0,,PubMed,[Effect of inhalatory anaesthetics and neuroleptoanalgesia on the pressure of the cerebrospinal fluid under conditions of normo- and hyperventilation].,1973-01-01,FALSE,0,article,journal-article,4724907,1,A5046141617,first,A Szpiro-Zurkowska,,,,1
W2405380028,64,https://doi.org/10.1093/ptj/53.9.997,Physical Therapy,What’s the Answer?,1973-09-01,FALSE,0,article,journal-article,4724463,1,A5051847423,first,Davis Cm,#N#        Physical Therapy,American Physical Therapy Association,I227586296,1
W2406574768,0,,PubMed,[Guide for young diabetics. 11th lesson. 11 months out of 12--daily life].,1973-05-15,FALSE,0,article,journal-article,4725260,1,A5062618026,first,H Geussens,,,,1
W2406574768,0,,PubMed,[Guide for young diabetics. 11th lesson. 11 months out of 12--daily life].,1973-05-15,FALSE,0,article,journal-article,4725260,2,A5047830127,middle,Harry Dorchy,,,,1
