pmid,date,mesh,journal,affil,athrs,pt,gr
27669986,<DateCompleted>  <Year>2018</Year>  <Month>01</Month>  <Day>29</Day></DateCompleted>,"<MeshHeadingList>  <MeshHeading>    <DescriptorName UI=""D005815"" MajorTopicYN=""Y"">Genetic Code</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D006801"" MajorTopicYN=""N"">Humans</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D008957"" MajorTopicYN=""Y"">Models, Genetic</DescriptorName>  </MeshHeading></MeshHeadingList>","<Journal>  <ISSN IssnType=""Electronic"">1546-1726</ISSN>  <JournalIssue CitedMedium=""Internet"">    <Volume>19</Volume>    <Issue>10</Issue>    <PubDate>      <Year>2016</Year>      <Month>Sep</Month>      <Day>27</Day>    </PubDate>  </JournalIssue>  <Title>Nature neuroscience</Title>  <ISOAbbreviation>Nat Neurosci</ISOAbbreviation></Journal>","<AffiliationInfo>  <Affiliation>Department of Neuropsychology, Institute of Cognitive Neuroscience, Faculty of Psychology, Ruhr University Bochum, Bochum, Germany.</Affiliation></AffiliationInfo>","<AuthorList CompleteYN=""Y"">  <Author ValidYN=""Y"">    <LastName>Axmacher</LastName>    <ForeName>Nikolai</ForeName>    <Initials>N</Initials>    <AffiliationInfo>      <Affiliation>Department of Neuropsychology, Institute of Cognitive Neuroscience, Faculty of Psychology, Ruhr University Bochum, Bochum, Germany.</Affiliation>    </AffiliationInfo>  </Author></AuthorList>","<PublicationTypeList>  <PublicationType UI=""D016428"">Journal Article</PublicationType>  <PublicationType UI=""D016420"">Comment</PublicationType></PublicationTypeList>",NA
27669987,<DateCompleted>  <Year>2018</Year>  <Month>01</Month>  <Day>29</Day></DateCompleted>,"<MeshHeadingList>  <MeshHeading>    <DescriptorName UI=""D000066494"" MajorTopicYN=""Y"">Cognitive Neuroscience</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D006179"" MajorTopicYN=""Y"">Gyrus Cinguli</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D006801"" MajorTopicYN=""N"">Humans</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D012392"" MajorTopicYN=""N"">Rorschach Test</DescriptorName>  </MeshHeading></MeshHeadingList>","<Journal>  <ISSN IssnType=""Electronic"">1546-1726</ISSN>  <JournalIssue CitedMedium=""Internet"">    <Volume>19</Volume>    <Issue>10</Issue>    <PubDate>      <Year>2016</Year>      <Month>Sep</Month>      <Day>27</Day>    </PubDate>  </JournalIssue>  <Title>Nature neuroscience</Title>  <ISOAbbreviation>Nat Neurosci</ISOAbbreviation></Journal>","<AffiliationInfo>  <Affiliation>Princeton Neuroscience Institute, Princeton University, Princeton, New Jersey, USA.</Affiliation></AffiliationInfo>","<AuthorList CompleteYN=""Y"">  <Author ValidYN=""Y"">    <LastName>Ebitz</LastName>    <ForeName>R Becket</ForeName>    <Initials>RB</Initials>    <AffiliationInfo>      <Affiliation>Princeton Neuroscience Institute, Princeton University, Princeton, New Jersey, USA.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Hayden</LastName>    <ForeName>Benjamin Yost</ForeName>    <Initials>BY</Initials>    <AffiliationInfo>      <Affiliation>Brain and Cognitive Sciences and Center for Visual Science, University of Rochester, Rochester, New York, USA.</Affiliation>    </AffiliationInfo>  </Author></AuthorList>","<PublicationTypeList>  <PublicationType UI=""D016428"">Journal Article</PublicationType>  <PublicationType UI=""D016420"">Comment</PublicationType></PublicationTypeList>","<GrantList CompleteYN=""Y"">  <Grant>    <GrantID>F32 MH102049</GrantID>    <Acronym>MH</Acronym>    <Agency>NIMH NIH HHS</Agency>    <Country>United States</Country>  </Grant></GrantList>"
27669988,<DateCompleted>  <Year>2017</Year>  <Month>06</Month>  <Day>19</Day></DateCompleted>,"<MeshHeadingList>  <MeshHeading>    <DescriptorName UI=""D000818"" MajorTopicYN=""N"">Animals</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D001288"" MajorTopicYN=""N"">Attention</DescriptorName>    <QualifierName UI=""Q000502"" MajorTopicYN=""N"">physiology</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D002755"" MajorTopicYN=""N"">Choice Behavior</DescriptorName>    <QualifierName UI=""Q000502"" MajorTopicYN=""N"">physiology</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D003657"" MajorTopicYN=""N"">Decision Making</DescriptorName>    <QualifierName UI=""Q000502"" MajorTopicYN=""Y"">physiology</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D006179"" MajorTopicYN=""N"">Gyrus Cinguli</DescriptorName>    <QualifierName UI=""Q000502"" MajorTopicYN=""Y"">physiology</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D006801"" MajorTopicYN=""N"">Humans</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D007858"" MajorTopicYN=""N"">Learning</DescriptorName>    <QualifierName UI=""Q000502"" MajorTopicYN=""N"">physiology</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D009474"" MajorTopicYN=""N"">Neurons</DescriptorName>    <QualifierName UI=""Q000502"" MajorTopicYN=""N"">physiology</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D017397"" MajorTopicYN=""N"">Prefrontal Cortex</DescriptorName>    <QualifierName UI=""Q000502"" MajorTopicYN=""N"">physiology</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D012201"" MajorTopicYN=""Y"">Reward</DescriptorName>  </MeshHeading></MeshHeadingList>","<Journal>  <ISSN IssnType=""Electronic"">1546-1726</ISSN>  <JournalIssue CitedMedium=""Internet"">    <Volume>19</Volume>    <Issue>10</Issue>    <PubDate>      <Year>2016</Year>      <Month>Sep</Month>      <Day>27</Day>    </PubDate>  </JournalIssue>  <Title>Nature neuroscience</Title>  <ISOAbbreviation>Nat Neurosci</ISOAbbreviation></Journal>","<AffiliationInfo>  <Affiliation>Department of Experimental Psychology, University of Oxford, Oxford, UK.</Affiliation></AffiliationInfo>","<AuthorList CompleteYN=""Y"">  <Author ValidYN=""Y"">    <LastName>Kolling</LastName>    <ForeName>Nils</ForeName>    <Initials>N</Initials>    <AffiliationInfo>      <Affiliation>Department of Experimental Psychology, University of Oxford, Oxford, UK.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Wittmann</LastName>    <ForeName>Marco K</ForeName>    <Initials>MK</Initials>    <Identifier Source=""ORCID"">0000-0001-5229-7457</Identifier>    <AffiliationInfo>      <Affiliation>Department of Experimental Psychology, University of Oxford, Oxford, UK.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Behrens</LastName>    <ForeName>Tim E J</ForeName>    <Initials>TE</Initials>    <AffiliationInfo>      <Affiliation>Centre for Functional MRI of the Brain (MRI), Nuffield Department of Clinical Neurosciences, John Radcliffe Hospital, University of Oxford, Oxford, UK.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Boorman</LastName>    <ForeName>Erie D</ForeName>    <Initials>ED</Initials>    <AffiliationInfo>      <Affiliation>Centre for Functional MRI of the Brain (MRI), Nuffield Department of Clinical Neurosciences, John Radcliffe Hospital, University of Oxford, Oxford, UK.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Mars</LastName>    <ForeName>Rogier B</ForeName>    <Initials>RB</Initials>    <AffiliationInfo>      <Affiliation>Department of Experimental Psychology, University of Oxford, Oxford, UK.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Centre for Functional MRI of the Brain (MRI), Nuffield Department of Clinical Neurosciences, John Radcliffe Hospital, University of Oxford, Oxford, UK.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Donders Institute for Brain, Cognition and Behaviour, Radboud University Nijmegen, Nijmegen, the Netherlands.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Rushworth</LastName>    <ForeName>Matthew F S</ForeName>    <Initials>MF</Initials>    <AffiliationInfo>      <Affiliation>Department of Experimental Psychology, University of Oxford, Oxford, UK.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Centre for Functional MRI of the Brain (MRI), Nuffield Department of Clinical Neurosciences, John Radcliffe Hospital, University of Oxford, Oxford, UK.</Affiliation>    </AffiliationInfo>  </Author></AuthorList>","<PublicationTypeList>  <PublicationType UI=""D016428"">Journal Article</PublicationType></PublicationTypeList>","<GrantList CompleteYN=""Y"">  <Grant>    <GrantID>G0802146</GrantID>    <Acronym>MRC_</Acronym>    <Agency>Medical Research Council</Agency>    <Country>United Kingdom</Country>  </Grant>  <Grant>    <GrantID>104765</GrantID>    <Agency>Wellcome Trust</Agency>    <Country>United Kingdom</Country>  </Grant>  <Grant>    <GrantID>G0400593</GrantID>    <Acronym>MRC_</Acronym>    <Agency>Medical Research Council</Agency>    <Country>United Kingdom</Country>  </Grant>  <Grant>    <GrantID>101092</GrantID>    <Agency>Wellcome Trust</Agency>    <Country>United Kingdom</Country>  </Grant>  <Grant>    <GrantID>G0902373</GrantID>    <Acronym>MRC_</Acronym>    <Agency>Medical Research Council</Agency>    <Country>United Kingdom</Country>  </Grant>  <Grant>    <GrantID>G0700399</GrantID>    <Acronym>MRC_</Acronym>    <Agency>Medical Research Council</Agency>    <Country>United Kingdom</Country>  </Grant></GrantList>"
27669989,<DateCompleted>  <Year>2017</Year>  <Month>06</Month>  <Day>19</Day></DateCompleted>,"<MeshHeadingList>  <MeshHeading>    <DescriptorName UI=""D000818"" MajorTopicYN=""N"">Animals</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D003071"" MajorTopicYN=""N"">Cognition</DescriptorName>    <QualifierName UI=""Q000502"" MajorTopicYN=""Y"">physiology</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D003657"" MajorTopicYN=""N"">Decision Making</DescriptorName>    <QualifierName UI=""Q000502"" MajorTopicYN=""Y"">physiology</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D006179"" MajorTopicYN=""N"">Gyrus Cinguli</DescriptorName>    <QualifierName UI=""Q000502"" MajorTopicYN=""Y"">physiology</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D006801"" MajorTopicYN=""N"">Humans</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D009042"" MajorTopicYN=""N"">Motivation</DescriptorName>    <QualifierName UI=""Q000502"" MajorTopicYN=""Y"">physiology</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D011582"" MajorTopicYN=""Y"">Psychological Theory</DescriptorName>  </MeshHeading></MeshHeadingList>","<Journal>  <ISSN IssnType=""Electronic"">1546-1726</ISSN>  <JournalIssue CitedMedium=""Internet"">    <Volume>19</Volume>    <Issue>10</Issue>    <PubDate>      <Year>2016</Year>      <Month>Sep</Month>      <Day>27</Day>    </PubDate>  </JournalIssue>  <Title>Nature neuroscience</Title>  <ISOAbbreviation>Nat Neurosci</ISOAbbreviation></Journal>","<AffiliationInfo>  <Affiliation>Princeton Neuroscience Institute, Princeton University, Princeton, New Jersey, USA.</Affiliation></AffiliationInfo>","<AuthorList CompleteYN=""Y"">  <Author ValidYN=""Y"">    <LastName>Shenhav</LastName>    <ForeName>Amitai</ForeName>    <Initials>A</Initials>    <AffiliationInfo>      <Affiliation>Princeton Neuroscience Institute, Princeton University, Princeton, New Jersey, USA.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Department of Cognitive, Linguistic, and Psychological Sciences, Brown University, Providence, Rhode Island, USA.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Brown Institute for Brain Science, Brown University, Providence, Rhode Island, USA.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Cohen</LastName>    <ForeName>Jonathan D</ForeName>    <Initials>JD</Initials>    <AffiliationInfo>      <Affiliation>Princeton Neuroscience Institute, Princeton University, Princeton, New Jersey, USA.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Department of Psychology, Princeton University, Princeton, New Jersey, USA.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Botvinick</LastName>    <ForeName>Matthew M</ForeName>    <Initials>MM</Initials>    <AffiliationInfo>      <Affiliation>Princeton Neuroscience Institute, Princeton University, Princeton, New Jersey, USA.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Department of Psychology, Princeton University, Princeton, New Jersey, USA.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Google DeepMind, London, UK.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Gatsby Computational Neuroscience Unit, University College London, London, UK.</Affiliation>    </AffiliationInfo>  </Author></AuthorList>","<PublicationTypeList>  <PublicationType UI=""D016428"">Journal Article</PublicationType>  <PublicationType UI=""D013485"">Research Support, Non-U.S. Gov't</PublicationType></PublicationTypeList>",NA
27669990,<DateCompleted>  <Year>2017</Year>  <Month>06</Month>  <Day>19</Day></DateCompleted>,"<MeshHeadingList>  <MeshHeading>    <DescriptorName UI=""D000818"" MajorTopicYN=""N"">Animals</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D001921"" MajorTopicYN=""N"">Brain</DescriptorName>    <QualifierName UI=""Q000378"" MajorTopicYN=""Y"">metabolism</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D003071"" MajorTopicYN=""Y"">Cognition</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D006801"" MajorTopicYN=""N"">Humans</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D007858"" MajorTopicYN=""Y"">Learning</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D009474"" MajorTopicYN=""N"">Neurons</DescriptorName>    <QualifierName UI=""Q000378"" MajorTopicYN=""N"">metabolism</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D012313"" MajorTopicYN=""N"">RNA</DescriptorName>    <QualifierName UI=""Q000378"" MajorTopicYN=""Y"">metabolism</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D022661"" MajorTopicYN=""N"">RNA, Untranslated</DescriptorName>    <QualifierName UI=""Q000378"" MajorTopicYN=""Y"">metabolism</QualifierName>  </MeshHeading></MeshHeadingList>","<Journal>  <ISSN IssnType=""Electronic"">1546-1726</ISSN>  <JournalIssue CitedMedium=""Internet"">    <Volume>19</Volume>    <Issue>10</Issue>    <PubDate>      <Year>2016</Year>      <Month>Sep</Month>      <Day>27</Day>    </PubDate>  </JournalIssue>  <Title>Nature neuroscience</Title>  <ISOAbbreviation>Nat Neurosci</ISOAbbreviation></Journal>","<AffiliationInfo>  <Affiliation>Department of Pharmaceutical Sciences, University of California Irvine, Irvine, California, USA.</Affiliation></AffiliationInfo>","<AuthorList CompleteYN=""Y"">  <Author ValidYN=""Y"">    <LastName>Nainar</LastName>    <ForeName>Sarah</ForeName>    <Initials>S</Initials>    <AffiliationInfo>      <Affiliation>Department of Pharmaceutical Sciences, University of California Irvine, Irvine, California, USA.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Marshall</LastName>    <ForeName>Paul R</ForeName>    <Initials>PR</Initials>    <AffiliationInfo>      <Affiliation>Department of Neurobiology and Behavior, University of California Irvine, Irvine, California, USA.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Center for the Neurobiology of Learning and Memory, University of California Irvine, Irvine, California, USA.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Tyler</LastName>    <ForeName>Christina R</ForeName>    <Initials>CR</Initials>    <AffiliationInfo>      <Affiliation>Department of Neurobiology and Behavior, University of California Irvine, Irvine, California, USA.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Center for the Neurobiology of Learning and Memory, University of California Irvine, Irvine, California, USA.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Spitale</LastName>    <ForeName>Robert C</ForeName>    <Initials>RC</Initials>    <AffiliationInfo>      <Affiliation>Department of Pharmaceutical Sciences, University of California Irvine, Irvine, California, USA.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Bredy</LastName>    <ForeName>Timothy W</ForeName>    <Initials>TW</Initials>    <AffiliationInfo>      <Affiliation>Department of Neurobiology and Behavior, University of California Irvine, Irvine, California, USA.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Center for the Neurobiology of Learning and Memory, University of California Irvine, Irvine, California, USA.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Queensland Brain Institute, University of Queensland, Brisbane, Australia.</Affiliation>    </AffiliationInfo>  </Author></AuthorList>","<PublicationTypeList>  <PublicationType UI=""D016428"">Journal Article</PublicationType>  <PublicationType UI=""D052061"">Research Support, N.I.H., Extramural</PublicationType>  <PublicationType UI=""D013485"">Research Support, Non-U.S. Gov't</PublicationType></PublicationTypeList>","<GrantList CompleteYN=""Y"">  <Grant>    <GrantID>DP2 GM119164</GrantID>    <Acronym>GM</Acronym>    <Agency>NIGMS NIH HHS</Agency>    <Country>United States</Country>  </Grant>  <Grant>    <GrantID>R01 MH105398</GrantID>    <Acronym>MH</Acronym>    <Agency>NIMH NIH HHS</Agency>    <Country>United States</Country>  </Grant>  <Grant>    <GrantID>R01 MH109588</GrantID>    <Acronym>MH</Acronym>    <Agency>NIMH NIH HHS</Agency>    <Country>United States</Country>  </Grant></GrantList>"
27669991,<DateCompleted>  <Year>2017</Year>  <Month>06</Month>  <Day>19</Day></DateCompleted>,"<MeshHeadingList>  <MeshHeading>    <DescriptorName UI=""D000818"" MajorTopicYN=""N"">Animals</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D000067877"" MajorTopicYN=""N"">Autism Spectrum Disorder</DescriptorName>    <QualifierName UI=""Q000503"" MajorTopicYN=""Y"">physiopathology</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D001921"" MajorTopicYN=""N"">Brain</DescriptorName>    <QualifierName UI=""Q000254"" MajorTopicYN=""Y"">growth &amp; development</QualifierName>    <QualifierName UI=""Q000502"" MajorTopicYN=""N"">physiology</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D004195"" MajorTopicYN=""N"">Disease Models, Animal</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D006801"" MajorTopicYN=""N"">Humans</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D036881"" MajorTopicYN=""N"">Long-Term Synaptic Depression</DescriptorName>    <QualifierName UI=""Q000502"" MajorTopicYN=""Y"">physiology</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D009473"" MajorTopicYN=""N"">Neuronal Plasticity</DescriptorName>    <QualifierName UI=""Q000502"" MajorTopicYN=""Y"">physiology</QualifierName>  </MeshHeading></MeshHeadingList>","<Journal>  <ISSN IssnType=""Electronic"">1546-1726</ISSN>  <JournalIssue CitedMedium=""Internet"">    <Volume>19</Volume>    <Issue>10</Issue>    <PubDate>      <Year>2016</Year>      <Month>Sep</Month>      <Day>27</Day>    </PubDate>  </JournalIssue>  <Title>Nature neuroscience</Title>  <ISOAbbreviation>Nat Neurosci</ISOAbbreviation></Journal>","<AffiliationInfo>  <Affiliation>Department of Neurobiology, University of Chicago, Chicago, Illinois, USA.</Affiliation></AffiliationInfo>","<AuthorList CompleteYN=""Y"">  <Author ValidYN=""Y"">    <LastName>Piochon</LastName>    <ForeName>Claire</ForeName>    <Initials>C</Initials>    <AffiliationInfo>      <Affiliation>Department of Neurobiology, University of Chicago, Chicago, Illinois, USA.</Affiliation>    </AffiliationInfo>    <AffiliationInfo>      <Affiliation>Department of Physiology, Northwestern University, Chicago, Illinois, USA.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Kano</LastName>    <ForeName>Masanobu</ForeName>    <Initials>M</Initials>    <AffiliationInfo>      <Affiliation>Department of Neurophysiology, Graduate School of Medicine, The University of Tokyo, Tokyo, Japan.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Hansel</LastName>    <ForeName>Christian</ForeName>    <Initials>C</Initials>    <AffiliationInfo>      <Affiliation>Department of Neurobiology, University of Chicago, Chicago, Illinois, USA.</Affiliation>    </AffiliationInfo>  </Author></AuthorList>","<PublicationTypeList>  <PublicationType UI=""D016428"">Journal Article</PublicationType>  <PublicationType UI=""D016454"">Review</PublicationType>  <PublicationType UI=""D052061"">Research Support, N.I.H., Extramural</PublicationType>  <PublicationType UI=""D013485"">Research Support, Non-U.S. Gov't</PublicationType></PublicationTypeList>","<GrantList CompleteYN=""Y"">  <Grant>    <GrantID>R01 NS062771</GrantID>    <Acronym>NS</Acronym>    <Agency>NINDS NIH HHS</Agency>    <Country>United States</Country>  </Grant></GrantList>"
27694990,<DateCompleted>  <Year>2017</Year>  <Month>09</Month>  <Day>05</Day></DateCompleted>,"<MeshHeadingList>  <MeshHeading>    <DescriptorName UI=""D000818"" MajorTopicYN=""N"">Animals</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D001522"" MajorTopicYN=""N"">Behavior, Animal</DescriptorName>    <QualifierName UI=""Q000502"" MajorTopicYN=""Y"">physiology</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D002540"" MajorTopicYN=""N"">Cerebral Cortex</DescriptorName>    <QualifierName UI=""Q000502"" MajorTopicYN=""Y"">physiology</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D008253"" MajorTopicYN=""N"">Macaca mulatta</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D008297"" MajorTopicYN=""N"">Male</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D008570"" MajorTopicYN=""N"">Memory, Short-Term</DescriptorName>    <QualifierName UI=""Q000502"" MajorTopicYN=""Y"">physiology</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D008810"" MajorTopicYN=""N"">Mice, Inbred C57BL</DescriptorName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D009474"" MajorTopicYN=""N"">Neurons</DescriptorName>    <QualifierName UI=""Q000502"" MajorTopicYN=""Y"">physiology</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D010296"" MajorTopicYN=""N"">Parietal Lobe</DescriptorName>    <QualifierName UI=""Q000502"" MajorTopicYN=""N"">physiology</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D011157"" MajorTopicYN=""N"">Population Dynamics</DescriptorName>    <QualifierName UI=""Q000706"" MajorTopicYN=""Y"">statistics &amp; numerical data</QualifierName>  </MeshHeading>  <MeshHeading>    <DescriptorName UI=""D012438"" MajorTopicYN=""N"">Saccades</DescriptorName>  </MeshHeading></MeshHeadingList>","<Journal>  <ISSN IssnType=""Electronic"">1546-1726</ISSN>  <JournalIssue CitedMedium=""Internet"">    <Volume>19</Volume>    <Issue>12</Issue>    <PubDate>      <Year>2016</Year>      <Month>Dec</Month>    </PubDate>  </JournalIssue>  <Title>Nature neuroscience</Title>  <ISOAbbreviation>Nat Neurosci</ISOAbbreviation></Journal>","<AffiliationInfo>  <Affiliation>Department of Neurobiology, Harvard Medical School, Boston, Massachusetts, USA.</Affiliation></AffiliationInfo>","<AuthorList CompleteYN=""Y"">  <Author ValidYN=""Y"">    <LastName>Morcos</LastName>    <ForeName>Ari S</ForeName>    <Initials>AS</Initials>    <Identifier Source=""ORCID"">0000-0001-5370-6515</Identifier>    <AffiliationInfo>      <Affiliation>Department of Neurobiology, Harvard Medical School, Boston, Massachusetts, USA.</Affiliation>    </AffiliationInfo>  </Author>  <Author ValidYN=""Y"">    <LastName>Harvey</LastName>    <ForeName>Christopher D</ForeName>    <Initials>CD</Initials>    <AffiliationInfo>      <Affiliation>Department of Neurobiology, Harvard Medical School, Boston, Massachusetts, USA.</Affiliation>    </AffiliationInfo>  </Author></AuthorList>","<PublicationTypeList>  <PublicationType UI=""D016428"">Journal Article</PublicationType>  <PublicationType UI=""D052061"">Research Support, N.I.H., Extramural</PublicationType>  <PublicationType UI=""D013485"">Research Support, Non-U.S. Gov't</PublicationType></PublicationTypeList>","<GrantList CompleteYN=""Y"">  <Grant>    <Agency>Wellcome Trust</Agency>    <Country>United Kingdom</Country>  </Grant>  <Grant>    <GrantID>R01 MH107620</GrantID>    <Acronym>MH</Acronym>    <Agency>NIMH NIH HHS</Agency>    <Country>United States</Country>  </Grant>  <Grant>    <GrantID>R01 NS089521</GrantID>    <Acronym>NS</Acronym>    <Agency>NINDS NIH HHS</Agency>    <Country>United States</Country>  </Grant>  <Grant>    <GrantID>S10 RR028832</GrantID>    <Acronym>RR</Acronym>    <Agency>NCRR NIH HHS</Agency>    <Country>United States</Country>  </Grant></GrantList>"
