id,which_concept,concept_id,term,level,score
W2076502587,1,C2777425658,Chloroquine,3,0.8722433
W2076502587,2,C71924100,Medicine,0,0.716014
W2076502587,3,C118487528,Ophthalmology,1,0.51366204
W2076502587,4,C2778313320,Retinopathy,3,0.50523955
W2076502587,5,C119767625,Optometry,1,0.37789193
W2076502587,6,C2778048844,Malaria,2,0.15694103
W2076502587,7,C134018914,Endocrinology,1,0.07879132
W2076502587,8,C555293320,Diabetes mellitus,2,0.053061157
W2076502587,9,C142724271,Pathology,1,0.05021575
W1972165192,1,C2776330896,Telangiectasia,2,0.94771117
W1972165192,2,C71924100,Medicine,0,0.90402746
W1972165192,3,C2779063477,Arteriovenous fistula,2,0.4738472
W1972165192,4,C2779134260,Disease,2,0.46020338
W1972165192,5,C2992779976,Pulmonary disease,2,0.41025895
W1972165192,6,C16005928,Dermatology,1,0.40643787
W1972165192,7,C141071460,Surgery,1,0.3029412
W1972165192,8,C142724271,Pathology,1,0.30282378
W1972165192,9,C126322002,Internal medicine,1,0.18800858
W2341219139,1,C71924100,Medicine,0,0.88431346
W2341219139,2,C73787029,Orthostatic vital signs,3,0.7527529
W2341219139,3,C42219234,Anesthesia,1,0.5543274
W2341219139,4,C2775859304,Epinephrine,2,0.4957105
W2341219139,5,C2781177144,Pure autonomic failure,4,0.42855382
W2341219139,6,C2776899810,Fludrocortisone,3,0.4129141
W2341219139,7,C2778709874,Hydrocortisone,2,0.28933877
W2341219139,8,C126322002,Internal medicine,1,0.24717042
W2341219139,9,C84393581,Blood pressure,2,0.23607495
W2337507786,1,C71924100,Medicine,0,0.9272225
W2337507786,2,C3018663864,Polycystic kidney,3,0.6191938
W2337507786,3,C2780145431,Polycystic kidney disease,3,0.5159191
W2337507786,4,C2781182431,Adenocarcinoma,3,0.46336362
W2337507786,5,C2779134260,Disease,2,0.4301843
W2337507786,6,C2780091579,Kidney,2,0.40097427
W2337507786,7,C126322002,Internal medicine,1,0.3442852
W2337507786,8,C141071460,Surgery,1,0.33247864
