id,title,pub_date,cite_count,pub_type,pmid,which_athr,athr_id,athr_name,raw_affl,inst,inst_id,which_affl
W2108603500,New Testing Strategy to Detect Early HIV-1 Infection for Use in Incidence Estimates and for Clinical and Prevention Purposes,1998-07-01,666,journal-article,9660362,1,A5064284912,Robert S. Janssen,"Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention, Centers for Disease Control and Prevention, Atlanta, Ga. 30333, USA.",Centers for Disease Control and Prevention,I1289490764,1
W2108603500,New Testing Strategy to Detect Early HIV-1 Infection for Use in Incidence Estimates and for Clinical and Prevention Purposes,1998-07-01,666,journal-article,9660362,1,A5064284912,Robert S. Janssen,"Division of HIV/AIDS Prevention, National Center for HIV, STD, and TB Prevention, Centers for Disease Control and Prevention, Atlanta, Ga. 30333, USA.",National Center for HIV/AIDS Viral Hepatitis STD and TB Prevention,I4210113904,2
W2108603500,New Testing Strategy to Detect Early HIV-1 Infection for Use in Incidence Estimates and for Clinical and Prevention Purposes,1998-07-01,666,journal-article,9660362,2,A5080945172,Glen A. Satten,,,,1
W2108603500,New Testing Strategy to Detect Early HIV-1 Infection for Use in Incidence Estimates and for Clinical and Prevention Purposes,1998-07-01,666,journal-article,9660362,3,A5081391652,Susan L. Stramer,,,,1
W2108603500,New Testing Strategy to Detect Early HIV-1 Infection for Use in Incidence Estimates and for Clinical and Prevention Purposes,1998-07-01,666,journal-article,9660362,4,A5024477661,B. D. Rawal,,,,1
W2108603500,New Testing Strategy to Detect Early HIV-1 Infection for Use in Incidence Estimates and for Clinical and Prevention Purposes,1998-07-01,666,journal-article,9660362,5,A5041742432,Thomas R. O'Brien,,,,1
W2108603500,New Testing Strategy to Detect Early HIV-1 Infection for Use in Incidence Estimates and for Clinical and Prevention Purposes,1998-07-01,666,journal-article,9660362,6,A5061398220,Barbara J. Weiblen,,,,1
W2108603500,New Testing Strategy to Detect Early HIV-1 Infection for Use in Incidence Estimates and for Clinical and Prevention Purposes,1998-07-01,666,journal-article,9660362,7,A5061011874,Frederick M. Hecht,,,,1
W2108603500,New Testing Strategy to Detect Early HIV-1 Infection for Use in Incidence Estimates and for Clinical and Prevention Purposes,1998-07-01,666,journal-article,9660362,8,A5072765352,Noreen Jack,,,,1
W2108603500,New Testing Strategy to Detect Early HIV-1 Infection for Use in Incidence Estimates and for Clinical and Prevention Purposes,1998-07-01,666,journal-article,9660362,9,A5020569136,Farley Cleghorn,,,,1
