id,abstract_len,title,pub_date,retracted,cite_count,pub_type,pmid,which_athr,athr_id,athr_name,raw_affl,inst,inst_id,which_affl
W2014955344,98,Association between Hepatitis B Virus and Essential Mixed Cryoglobulinemia,1977-06-30,FALSE,385,journal-article,865530,1,A5043368412,Y Levo,"Rheumatic Diseases Study Group, Department of Medicine, Irvington House Institute, New York University Medical Center, 550 First Ave., New York, NY 10016, where reprint requests should be addressed to Dr. Franklin.",New York University,I57206974,1
W2014955344,98,Association between Hepatitis B Virus and Essential Mixed Cryoglobulinemia,1977-06-30,FALSE,385,journal-article,865530,2,A5014057757,Peter D. Gorevic,"Rheumatic Diseases Study Group, Department of Medicine, Irvington House Institute, New York University Medical Center, 550 First Ave., New York, NY 10016, where reprint requests should be addressed to Dr. Franklin.",New York University,I57206974,1
W2014955344,98,Association between Hepatitis B Virus and Essential Mixed Cryoglobulinemia,1977-06-30,FALSE,385,journal-article,865530,3,A5009923164,Hannah Jane Kassab,"Rheumatic Diseases Study Group, Department of Medicine, Irvington House Institute, New York University Medical Center, 550 First Ave., New York, NY 10016, where reprint requests should be addressed to Dr. Franklin.",New York University,I57206974,1
W2014955344,98,Association between Hepatitis B Virus and Essential Mixed Cryoglobulinemia,1977-06-30,FALSE,385,journal-article,865530,4,A5022391886,Dorothea Zucker‐Franklin,"Rheumatic Diseases Study Group, Department of Medicine, Irvington House Institute, New York University Medical Center, 550 First Ave., New York, NY 10016, where reprint requests should be addressed to Dr. Franklin.",New York University,I57206974,1
W2014955344,98,Association between Hepatitis B Virus and Essential Mixed Cryoglobulinemia,1977-06-30,FALSE,385,journal-article,865530,5,A5080131308,Edward C. Franklin,"Rheumatic Diseases Study Group, Department of Medicine, Irvington House Institute, New York University Medical Center, 550 First Ave., New York, NY 10016, where reprint requests should be addressed to Dr. Franklin.",New York University,I57206974,1
W2338099022,89,The Pituitary-Testicular Axis in Men with Chronic Renal Failure,1977-06-02,FALSE,232,journal-article,870823,1,A5051556702,Stephen R. Holdsworth,"departments of Nephrology and Endocrinology and the Medical Research Centre, Prince Henry's Hospital, St. Kilda Rd., Melbourne 3004, Australia, where reprint requests should be addressed to Dr. de Kretser.",Prince of Wales Hospital,I4210108821,1
W2338099022,89,The Pituitary-Testicular Axis in Men with Chronic Renal Failure,1977-06-02,FALSE,232,journal-article,870823,2,A5031622675,Robert C. Atkins,"departments of Nephrology and Endocrinology and the Medical Research Centre, Prince Henry's Hospital, St. Kilda Rd., Melbourne 3004, Australia, where reprint requests should be addressed to Dr. de Kretser.",Prince of Wales Hospital,I4210108821,1
W2338099022,89,The Pituitary-Testicular Axis in Men with Chronic Renal Failure,1977-06-02,FALSE,232,journal-article,870823,3,A5024131640,David Morritz de Kretser,"departments of Nephrology and Endocrinology and the Medical Research Centre, Prince Henry's Hospital, St. Kilda Rd., Melbourne 3004, Australia, where reprint requests should be addressed to Dr. de Kretser.",Prince of Wales Hospital,I4210108821,1
W1989023250,103,Effects of Diabetes Mellitus on Cholesterol Metabolism in Man,1977-06-16,FALSE,222,journal-article,870827,1,A5045416317,Lynn J. Bennion,"Phoenix Clinical Research Section, National Institute of Arthritis, Metabolism and Digestive Diseases, National Institutes of Health, 4212 N. 16th Street, Phoenix, AZ 85016, where reprint requests should be addressed to Dr. Bennion.",National Institute of Arthritis and Musculoskeletal and Skin Diseases,I4210087962,1
W1989023250,103,Effects of Diabetes Mellitus on Cholesterol Metabolism in Man,1977-06-16,FALSE,222,journal-article,870827,1,A5045416317,Lynn J. Bennion,"Phoenix Clinical Research Section, National Institute of Arthritis, Metabolism and Digestive Diseases, National Institutes of Health, 4212 N. 16th Street, Phoenix, AZ 85016, where reprint requests should be addressed to Dr. Bennion.",National Institutes of Health,I1299303238,2
W1989023250,103,Effects of Diabetes Mellitus on Cholesterol Metabolism in Man,1977-06-16,FALSE,222,journal-article,870827,2,A5056794714,Scott M. Grundy,"Phoenix Clinical Research Section, National Institute of Arthritis, Metabolism and Digestive Diseases, National Institutes of Health, 4212 N. 16th Street, Phoenix, AZ 85016, where reprint requests should be addressed to Dr. Bennion.",National Institute of Arthritis and Musculoskeletal and Skin Diseases,I4210087962,1
W1989023250,103,Effects of Diabetes Mellitus on Cholesterol Metabolism in Man,1977-06-16,FALSE,222,journal-article,870827,2,A5056794714,Scott M. Grundy,"Phoenix Clinical Research Section, National Institute of Arthritis, Metabolism and Digestive Diseases, National Institutes of Health, 4212 N. 16th Street, Phoenix, AZ 85016, where reprint requests should be addressed to Dr. Bennion.",National Institutes of Health,I1299303238,2
