id,which_mesh,term,is_major_topic
W2030760725,1,Carnitine,TRUE
W2030760725,2,"Diabetes Mellitus, Type 2",TRUE
W2030760725,3,Glucose Intolerance,TRUE
W2030760725,4,Prediabetic State,TRUE
W2030760725,5,Adult,FALSE
W2030760725,6,Aged,FALSE
W2030760725,7,Blood Glucose,FALSE
W2030760725,8,Body Composition,FALSE
W2030760725,9,Carnitine,FALSE
W2030760725,10,Carnitine,FALSE
W2030760725,11,"Diabetes Mellitus, Type 2",FALSE
W2030760725,12,Female,FALSE
W2030760725,13,Glucose Intolerance,FALSE
W2030760725,14,Glucose Tolerance Test,FALSE
W2030760725,15,Humans,FALSE
W2030760725,16,Male,FALSE
W2030760725,17,Middle Aged,FALSE
W2030760725,18,Prediabetic State,FALSE
W2164796706,1,Aryl Hydrocarbon Hydroxylases,TRUE
W2164796706,2,Colonic Neoplasms,TRUE
W2164796706,3,Cytochrome P-450 CYP1A1,TRUE
W2164796706,4,Urinary Bladder Neoplasms,TRUE
W2164796706,5,Adult,FALSE
W2164796706,6,Aged,FALSE
W2164796706,7,"Aged, 80 and over",FALSE
W2164796706,8,Aryl Hydrocarbon Hydroxylases,FALSE
W2164796706,9,Aryl Hydrocarbon Hydroxylases,FALSE
W2164796706,10,Colonic Neoplasms,FALSE
W2164796706,11,Colonic Neoplasms,FALSE
W2164796706,12,Cytochrome P-450 CYP1A1,FALSE
W2164796706,13,Cytochrome P-450 CYP1A1,FALSE
W2164796706,14,Cytochrome P-450 CYP1B1,FALSE
W2164796706,15,Female,FALSE
W2164796706,16,Gene Expression Profiling,FALSE
W2164796706,17,Humans,FALSE
W2164796706,18,Male,FALSE
W2164796706,19,Middle Aged,FALSE
W2164796706,20,Neoplasm Staging,FALSE
W2164796706,21,Urinary Bladder Neoplasms,FALSE
W2164796706,22,Urinary Bladder Neoplasms,FALSE
W2078752865,1,Cystic Fibrosis,TRUE
W2078752865,2,Microbiota,TRUE
W2078752865,3,Respiratory System,TRUE
W2078752865,4,Sputum,TRUE
W2078752865,5,Adult,FALSE
W2078752865,6,Cystic Fibrosis,FALSE
W2078752865,7,"DNA, Bacterial",FALSE
W2078752865,8,"DNA, Bacterial",FALSE
W2078752865,9,Female,FALSE
W2078752865,10,Humans,FALSE
W2078752865,11,Male,FALSE
W2078752865,12,Metagenome,FALSE
W2078752865,13,Microbiota,FALSE
W2078752865,14,Middle Aged,FALSE
W2078752865,15,"RNA, Ribosomal, 16S",FALSE
W2078752865,16,"RNA, Ribosomal, 16S",FALSE
W2078752865,17,Respiratory System,FALSE
W2078752865,18,Sputum,FALSE
W2078752865,19,Young Adult,FALSE
W2149614705,1,Autoantibodies,TRUE
W2149614705,2,Gangliosides,TRUE
W2149614705,3,Glycolipids,TRUE
W2149614705,4,Guillain-Barre Syndrome,TRUE
W2149614705,5,Immunoglobulin G,TRUE
W2149614705,6,Adolescent,FALSE
W2149614705,7,Adult,FALSE
W2149614705,8,Aged,FALSE
W2149614705,9,"Aged, 80 and over",FALSE
W2149614705,10,Autoantibodies,FALSE
W2149614705,11,Child,FALSE
W2149614705,12,Female,FALSE
W2149614705,13,Gangliosides,FALSE
W2149614705,14,Glycolipids,FALSE
W2149614705,15,Guillain-Barre Syndrome,FALSE
