id,title,pub_date,cite_count,pub_type,pmid,which_athr,athr_id,athr_name,raw_affl,inst,inst_id,which_affl
W2475261460,Should We STOP Angiotensin Converting Enzyme Inhibitors/Angiotensin Receptor Blockers in Advanced Kidney Disease?,2016-01-01,8595,journal-article,2883575,1,A5013144683,Aimun Ahmed,"Renal Department Royal Preston Hospital Lancashire Teaching Hospitals, Preston, UK.",Royal Preston Hospital,I4210154214,1
W2475261460,Should We STOP Angiotensin Converting Enzyme Inhibitors/Angiotensin Receptor Blockers in Advanced Kidney Disease?,2016-01-01,8595,journal-article,2883575,2,A5083360886,Tom Jorna,,,,1
W2475261460,Should We STOP Angiotensin Converting Enzyme Inhibitors/Angiotensin Receptor Blockers in Advanced Kidney Disease?,2016-01-01,8595,journal-article,2883575,3,A5086923762,Sunil Bhandari,,,,1
W2059048157,EPIDERMAL-GROWTH-FACTOR RECEPTOR STATUS AS PREDICTOR OF EARLY RECURRENCE OF AND DEATH FROM BREAST CANCER,1987-06-01,413,journal-article,2884496,1,A5050487195,J Richard,"Department of Surgery, Pathology, and Clinical Oncology, New Medical School, University of Newcastle upon Tyne, Newcastle upon Tyne NE2 4HH, United Kingdom",Newcastle University,I84884186,1
W2059048157,EPIDERMAL-GROWTH-FACTOR RECEPTOR STATUS AS PREDICTOR OF EARLY RECURRENCE OF AND DEATH FROM BREAST CANCER,1987-06-01,413,journal-article,2884496,2,A5049122739,Christopher Sainsbury,"Department of Surgery, Pathology, and Clinical Oncology, New Medical School, University of Newcastle upon Tyne, Newcastle upon Tyne NE2 4HH, United Kingdom",Newcastle University,I84884186,1
W2059048157,EPIDERMAL-GROWTH-FACTOR RECEPTOR STATUS AS PREDICTOR OF EARLY RECURRENCE OF AND DEATH FROM BREAST CANCER,1987-06-01,413,journal-article,2884496,3,A5079544575,G Needham,"Department of Surgery, Pathology, and Clinical Oncology, New Medical School, University of Newcastle upon Tyne, Newcastle upon Tyne NE2 4HH, United Kingdom",Newcastle University,I84884186,1
W2059048157,EPIDERMAL-GROWTH-FACTOR RECEPTOR STATUS AS PREDICTOR OF EARLY RECURRENCE OF AND DEATH FROM BREAST CANCER,1987-06-01,413,journal-article,2884496,4,A5013360536,J. R. Farndon,"Department of Surgery, Pathology, and Clinical Oncology, New Medical School, University of Newcastle upon Tyne, Newcastle upon Tyne NE2 4HH, United Kingdom",Newcastle University,I84884186,1
W2059048157,EPIDERMAL-GROWTH-FACTOR RECEPTOR STATUS AS PREDICTOR OF EARLY RECURRENCE OF AND DEATH FROM BREAST CANCER,1987-06-01,413,journal-article,2884496,5,A5050708202,A. J. Malcolm,"Department of Surgery, Pathology, and Clinical Oncology, New Medical School, University of Newcastle upon Tyne, Newcastle upon Tyne NE2 4HH, United Kingdom",Newcastle University,I84884186,1
W2059048157,EPIDERMAL-GROWTH-FACTOR RECEPTOR STATUS AS PREDICTOR OF EARLY RECURRENCE OF AND DEATH FROM BREAST CANCER,1987-06-01,413,journal-article,2884496,6,A5053035450,A.L. Harris,"Department of Surgery, Pathology, and Clinical Oncology, New Medical School, University of Newcastle upon Tyne, Newcastle upon Tyne NE2 4HH, United Kingdom",Newcastle University,I84884186,1
W2063122125,SAFETY AND EFFICACY OF A RECOMBINANT DNA PLASMODIUM FALCIPARUM SPOROZOITE VACCINE,1987-06-01,402,journal-article,2884410,1,A5013809378,W. Ripley Ballou,,,,1
