id,which_mesh,term,is_major_topic
W1976564639,1,Gene Expression Profiling,TRUE
W1976564639,2,"Lymphoma, B-Cell",TRUE
W1976564639,3,"Lymphoma, B-Cell",TRUE
W1976564639,4,"Lymphoma, Large B-Cell, Diffuse",TRUE
W1976564639,5,"Lymphoma, Large B-Cell, Diffuse",TRUE
W1976564639,6,"Antibiotics, Antineoplastic",FALSE
W1976564639,7,"Antibiotics, Antineoplastic",FALSE
W1976564639,8,Antineoplastic Combined Chemotherapy Protocols,FALSE
W1976564639,9,Antineoplastic Combined Chemotherapy Protocols,FALSE
W1976564639,10,Biopsy,FALSE
W1976564639,11,Female,FALSE
W1976564639,12,Humans,FALSE
W1976564639,13,"Lymphoma, B-Cell",FALSE
W1976564639,14,"Lymphoma, B-Cell",FALSE
W1976564639,15,"Lymphoma, B-Cell",FALSE
W1976564639,16,"Lymphoma, Large B-Cell, Diffuse",FALSE
W1976564639,17,"Lymphoma, Large B-Cell, Diffuse",FALSE
W1976564639,18,"Lymphoma, Large B-Cell, Diffuse",FALSE
W1976564639,19,Male,FALSE
W1976564639,20,Middle Aged,FALSE
W1976564639,21,Oligonucleotide Array Sequence Analysis,FALSE
W1976564639,22,Prognosis,FALSE
W1976564639,23,Proportional Hazards Models,FALSE
W1976564639,24,Retrospective Studies,FALSE
W1976564639,25,Survival Analysis,FALSE
W2116424646,1,Alzheimer Disease,TRUE
W2116424646,2,Antioxidants,TRUE
W2116424646,3,Oxidative Stress,TRUE
W2116424646,4,Aged,FALSE
W2116424646,5,Alzheimer Disease,FALSE
W2116424646,6,Alzheimer Disease,FALSE
W2116424646,7,Alzheimer Disease,FALSE
W2116424646,8,Alzheimer Disease,FALSE
W2116424646,9,Antioxidants,FALSE
W2116424646,10,Antioxidants,FALSE
W2116424646,11,Ascorbic Acid,FALSE
W2116424646,12,Ascorbic Acid,FALSE
W2116424646,13,Ascorbic Acid,FALSE
W2116424646,14,Dementia,FALSE
W2116424646,15,Dementia,FALSE
W2116424646,16,Dementia,FALSE
W2116424646,17,Dementia,FALSE
W2116424646,18,Dementia,FALSE
W2116424646,19,Dietary Supplements,FALSE
W2116424646,20,Female,FALSE
W2116424646,21,Flavonoids,FALSE
W2116424646,22,Flavonoids,FALSE
W2116424646,23,Flavonoids,FALSE
W2116424646,24,Humans,FALSE
W2116424646,25,Male,FALSE
W2116424646,26,Middle Aged,FALSE
W2116424646,27,Nutrition Assessment,FALSE
W2116424646,28,Proportional Hazards Models,FALSE
W2116424646,29,Prospective Studies,FALSE
W2116424646,30,Risk,FALSE
W2116424646,31,Vitamin E,FALSE
W2116424646,32,Vitamin E,FALSE
W2116424646,33,Vitamin E,FALSE
W2116424646,34,beta Carotene,FALSE
W2116424646,35,beta Carotene,FALSE
W2116424646,36,beta Carotene,FALSE
W1971926213,1,Echo-Planar Imaging,TRUE
W1971926213,2,Microvascular Angina,TRUE
W1971926213,3,Adenosine,FALSE
W1971926213,4,Adenosine,FALSE
W1971926213,5,Aged,FALSE
W1971926213,6,Contrast Media,FALSE
W1971926213,7,Echo-Planar Imaging,FALSE
W1971926213,8,Female,FALSE
W1971926213,9,Gadolinium DTPA,FALSE
W1971926213,10,Heart,FALSE
W1971926213,11,Heart,FALSE
W1971926213,12,Heart,FALSE
W1971926213,13,Humans,FALSE
W1971926213,14,Male,FALSE
W1971926213,15,Microvascular Angina,FALSE
W1971926213,16,Microvascular Angina,FALSE
W1971926213,17,Middle Aged,FALSE
W1971926213,18,Myocardial Ischemia,FALSE
W1971926213,19,Myocardial Ischemia,FALSE
W1971926213,20,Pain Measurement,FALSE
W1971926213,21,Vasodilator Agents,FALSE
W1971926213,22,Vasodilator Agents,FALSE
W2158994354,1,Alzheimer Disease,TRUE
W2158994354,2,Antioxidants,TRUE
W2158994354,3,Aged,FALSE
W2158994354,4,Alzheimer Disease,FALSE
W2158994354,5,Alzheimer Disease,FALSE
W2158994354,6,Alzheimer Disease,FALSE
W2158994354,7,Antioxidants,FALSE
W2158994354,8,Antioxidants,FALSE
W2158994354,9,Apolipoprotein E4,FALSE
W2158994354,10,Apolipoproteins E,FALSE
W2158994354,11,Apolipoproteins E,FALSE
W2158994354,12,Ascorbic Acid,FALSE
W2158994354,13,Ascorbic Acid,FALSE
W2158994354,14,Ascorbic Acid,FALSE
W2158994354,15,Blacks,FALSE
W2158994354,16,Blacks,FALSE
W2158994354,17,Cluster Analysis,FALSE
W2158994354,18,Dietary Supplements,FALSE
W2158994354,19,Female,FALSE
W2158994354,20,Humans,FALSE
W2158994354,21,Male,FALSE
W2158994354,22,"Models, Statistical",FALSE
W2158994354,23,Nutrition Assessment,FALSE
W2158994354,24,Oxidative Stress,FALSE
W2158994354,25,Prospective Studies,FALSE
W2158994354,26,Risk,FALSE
W2158994354,27,Vitamin E,FALSE
W2158994354,28,Vitamin E,FALSE
W2158994354,29,Vitamin E,FALSE
W2158994354,30,Whites,FALSE
W2158994354,31,Whites,FALSE
W2158994354,32,beta Carotene,FALSE
W2158994354,33,beta Carotene,FALSE
W2158994354,34,beta Carotene,FALSE
W2171061276,1,"Anti-Inflammatory Agents, Non-Steroidal",TRUE
W2171061276,2,Anti-Ulcer Agents,TRUE
W2171061276,3,Aspirin,TRUE
W2171061276,4,Enzyme Inhibitors,TRUE
W2171061276,5,Omeprazole,TRUE
W2171061276,6,Omeprazole,TRUE
W2171061276,7,Peptic Ulcer,TRUE
W2171061276,8,Platelet Aggregation Inhibitors,TRUE
W2171061276,9,Proton Pump Inhibitors,TRUE
W2171061276,10,2-Pyridinylmethylsulfinylbenzimidazoles,FALSE
W2171061276,11,Aged,FALSE
W2171061276,12,"Anti-Inflammatory Agents, Non-Steroidal",FALSE
W2171061276,13,Anti-Ulcer Agents,FALSE
W2171061276,14,Aspirin,FALSE
W2171061276,15,Enzyme Inhibitors,FALSE
W2171061276,16,Female,FALSE
W2171061276,17,Helicobacter Infections,FALSE
W2171061276,18,Helicobacter Infections,FALSE
W2171061276,19,Helicobacter pylori,FALSE
W2171061276,20,Humans,FALSE
W2171061276,21,Lansoprazole,FALSE
W2171061276,22,Male,FALSE
W2171061276,23,Middle Aged,FALSE
W2171061276,24,Omeprazole,FALSE
W2171061276,25,Peptic Ulcer,FALSE
W2171061276,26,Peptic Ulcer,FALSE
W2171061276,27,Peptic Ulcer,FALSE
W2171061276,28,Peptic Ulcer Hemorrhage,FALSE
W2171061276,29,Peptic Ulcer Hemorrhage,FALSE
W2171061276,30,Peptic Ulcer Hemorrhage,FALSE
W2171061276,31,Peptic Ulcer Hemorrhage,FALSE
W2171061276,32,Platelet Aggregation Inhibitors,FALSE
W2171061276,33,Proportional Hazards Models,FALSE
W2171061276,34,Prospective Studies,FALSE
W2171061276,35,Recurrence,FALSE
W2171061276,36,"Statistics, Nonparametric",FALSE
W2128463605,1,AIDS-Related Opportunistic Infections,TRUE
W2128463605,2,"Antiretroviral Therapy, Highly Active",TRUE
W2128463605,3,HIV-1,TRUE
W2128463605,4,Tuberculosis,TRUE
W2128463605,5,AIDS-Related Opportunistic Infections,FALSE
W2128463605,6,AIDS-Related Opportunistic Infections,FALSE
W2128463605,7,Adult,FALSE
W2128463605,8,CD4 Lymphocyte Count,FALSE
W2128463605,9,Cohort Studies,FALSE
W2128463605,10,Female,FALSE
W2128463605,11,Humans,FALSE
W2128463605,12,Incidence,FALSE
W2128463605,13,Male,FALSE
W2128463605,14,Poisson Distribution,FALSE
W2128463605,15,Poverty,FALSE
W2128463605,16,South Africa,FALSE
W2128463605,17,South Africa,FALSE
W2128463605,18,Tuberculosis,FALSE
W2128463605,19,Tuberculosis,FALSE
W2064729923,1,Deoxyguanosine,TRUE
W2064729923,2,"Hypertension, Renovascular",TRUE
W2064729923,3,Oxidative Stress,TRUE
W2064729923,4,Renal Artery,TRUE
W2064729923,5,Vasodilation,TRUE
W2064729923,6,8-Hydroxy-2'-Deoxyguanosine,FALSE
W2064729923,7,Acetylcholine,FALSE
W2064729923,8,Acetylcholine,FALSE
W2064729923,9,Adult,FALSE
W2064729923,10,Angioplasty,FALSE
W2064729923,11,Angiotensin II,FALSE
W2064729923,12,Angiotensin II,FALSE
W2064729923,13,Antioxidants,FALSE
W2064729923,14,Antioxidants,FALSE
W2064729923,15,Arteriosclerosis,FALSE
W2064729923,16,Arteriosclerosis,FALSE
W2064729923,17,Ascorbic Acid,FALSE
W2064729923,18,Ascorbic Acid,FALSE
W2064729923,19,Biomarkers,FALSE
W2064729923,20,Biomarkers,FALSE
W2064729923,21,Biomarkers,FALSE
W2064729923,22,Blood Pressure,FALSE
W2064729923,23,Deoxyguanosine,FALSE
W2064729923,24,Deoxyguanosine,FALSE
W2064729923,25,"Dose-Response Relationship, Drug",FALSE
W2064729923,26,"Endothelium, Vascular",FALSE
W2064729923,27,Female,FALSE
W2064729923,28,Fibromuscular Dysplasia,FALSE
W2064729923,29,Fibromuscular Dysplasia,FALSE
W2064729923,30,Forearm,FALSE
W2064729923,31,Forearm,FALSE
W2064729923,32,Humans,FALSE
W2064729923,33,"Hypertension, Renovascular",FALSE
W2064729923,34,"Hypertension, Renovascular",FALSE
W2064729923,35,"Hypertension, Renovascular",FALSE
W2064729923,36,Isosorbide Dinitrate,FALSE
W2064729923,37,Isosorbide Dinitrate,FALSE
W2064729923,38,Lipoproteins,FALSE
W2064729923,39,Lipoproteins,FALSE
W2064729923,40,Male,FALSE
W2064729923,41,Matched-Pair Analysis,FALSE
W2064729923,42,Middle Aged,FALSE
W2064729923,43,Regional Blood Flow,FALSE
W2064729923,44,Renal Artery,FALSE
W2064729923,45,Vasodilation,FALSE
W2064729923,46,Vasodilator Agents,FALSE
W2064729923,47,Vasodilator Agents,FALSE
W2076202270,1,Fibroblast Growth Factor 2,TRUE
W2076202270,2,Intermittent Claudication,TRUE
W2076202270,3,"Neovascularization, Physiologic",TRUE
W2076202270,4,Aged,FALSE
W2076202270,5,Analysis of Variance,FALSE
W2076202270,6,Double-Blind Method,FALSE
W2076202270,7,Drug Administration Schedule,FALSE
W2076202270,8,Female,FALSE
W2076202270,9,Fibroblast Growth Factor 2,FALSE
W2076202270,10,Fibroblast Growth Factor 2,FALSE
