id,which_mesh,term,is_major_topic,qualifier_name
W2152292563,1,Brain,TRUE,growth & development
W2152292563,2,Magnetic Resonance Imaging,TRUE,
W2152292563,3,Adolescent,FALSE,
W2152292563,4,Brain,FALSE,
W2152292563,5,Brain,FALSE,anatomy & histology
W2152292563,6,Child,FALSE,
W2152292563,7,Female,FALSE,
W2152292563,8,Humans,FALSE,
W2152292563,9,Longitudinal Studies,FALSE,
W2152292563,10,Male,FALSE,
W2152292563,11,Reference Values,FALSE,
W2140142910,1,Corpus Striatum,TRUE,growth & development
W2140142910,2,Frontal Lobe,TRUE,growth & development
W2140142910,3,Adolescent,FALSE,
W2140142910,4,Adult,FALSE,
W2140142910,5,Child,FALSE,
W2140142910,6,Corpus Striatum,FALSE,
W2140142910,7,Frontal Lobe,FALSE,
W2140142910,8,Humans,FALSE,
W2140142910,9,Reference Values,FALSE,
W1595033594,1,Cognition,TRUE,physiology
W1595033594,2,Form Perception,TRUE,physiology
W1595033594,3,Temporal Lobe,TRUE,physiology
W1595033594,4,Cognition,FALSE,
W1595033594,5,Form Perception,FALSE,
W1595033594,6,Gyrus Cinguli,FALSE,
W1595033594,7,Gyrus Cinguli,FALSE,physiology
W1595033594,8,Humans,FALSE,
W1595033594,9,Motion Perception,FALSE,physiology
W1595033594,10,Motion Perception,FALSE,
W1595033594,11,Reference Values,FALSE,
W1595033594,12,Temporal Lobe,FALSE,
W1979612739,1,Drosophila melanogaster,TRUE,growth & development
W1979612739,2,Drosophila melanogaster,TRUE,enzymology
W1979612739,3,Ribosomal Protein S6 Kinases,TRUE,metabolism
W1979612739,4,"Wings, Animal",TRUE,cytology
W1979612739,5,Animals,FALSE,
W1979612739,6,Base Sequence,FALSE,
W1979612739,7,Body Constitution,FALSE,
W1979612739,8,Cell Count,FALSE,
W1979612739,9,Cell Division,FALSE,
W1979612739,10,Cell Size,FALSE,
W1979612739,11,Drosophila melanogaster,FALSE,
W1979612739,12,Drosophila melanogaster,FALSE,cytology
W1979612739,13,Drosophila melanogaster,FALSE,genetics
W1979612739,14,Epithelial Cells,FALSE,cytology
W1979612739,15,Epithelial Cells,FALSE,
W1979612739,16,Female,FALSE,
W1979612739,17,"Genes, Insect",FALSE,
W1979612739,18,Larva,FALSE,
W1979612739,19,Larva,FALSE,growth & development
W1979612739,20,Larva,FALSE,cytology
W1979612739,21,Male,FALSE,
W1979612739,22,"Metamorphosis, Biological",FALSE,
W1979612739,23,Molecular Sequence Data,FALSE,
W1979612739,24,Mutation,FALSE,
W1979612739,25,Ribosomal Protein S6 Kinases,FALSE,genetics
W1979612739,26,Ribosomal Protein S6 Kinases,FALSE,
W1979612739,27,"Wings, Animal",FALSE,
W1979612739,28,"Wings, Animal",FALSE,growth & development
W1997392514,1,Motor Cortex,TRUE,physiology
W1997392514,2,Movement,TRUE,physiology
W1997392514,3,"Muscle, Skeletal",TRUE,physiology
W1997392514,4,Neurons,TRUE,physiology
W1997392514,5,Wrist,TRUE,physiology
W1997392514,6,Animals,FALSE,
W1997392514,7,Arm,FALSE,
W1997392514,8,Arm,FALSE,physiology
W1997392514,9,Biomechanical Phenomena,FALSE,
W1997392514,10,"Carpus, Animal",FALSE,
W1997392514,11,Electromyography,FALSE,
W1997392514,12,Forearm,FALSE,physiology
W1997392514,13,Forearm,FALSE,
W1997392514,14,Haplorhini,FALSE,
W1997392514,15,Motor Cortex,FALSE,
W1997392514,16,Movement,FALSE,
W1997392514,17,Muscle Contraction,FALSE,
W1997392514,18,"Muscle, Skeletal",FALSE,
W1997392514,19,Neurons,FALSE,
W1997392514,20,Posture,FALSE,
W1997392514,21,Shoulder,FALSE,
W1997392514,22,Shoulder,FALSE,physiology
W1997392514,23,Wrist,FALSE,
W1997392514,24,Wrist Joint,FALSE,physiology
W1997392514,25,Wrist Joint,FALSE,
W1592665312,1,Aging,TRUE,physiology
W1592665312,2,Hippocampus,TRUE,physiology
W1592665312,3,Neurons,TRUE,physiology
W1592665312,4,Adrenal Cortex Hormones,FALSE,physiology
W1592665312,5,Adrenal Cortex Hormones,FALSE,
W1592665312,6,Adrenal Glands,FALSE,physiology
W1592665312,7,Adrenal Glands,FALSE,
W1592665312,8,Adrenalectomy,FALSE,
W1592665312,9,Aging,FALSE,
W1592665312,10,Animals,FALSE,
W1592665312,11,Biomarkers,FALSE,
W1592665312,12,Bromodeoxyuridine,FALSE,
W1592665312,13,Cell Division,FALSE,physiology
W1592665312,14,Cell Division,FALSE,
W1592665312,15,Cell Survival,FALSE,physiology
W1592665312,16,Cell Survival,FALSE,
W1592665312,17,DNA,FALSE,biosynthesis
W1592665312,18,DNA,FALSE,
W1592665312,19,Hippocampus,FALSE,cytology
W1592665312,20,Hippocampus,FALSE,
W1592665312,21,Neurons,FALSE,
W1592665312,22,Rats,FALSE,
W1592665312,23,"Rats, Sprague-Dawley",FALSE,
W2045690036,1,"RNA, Ribosomal",TRUE,chemistry
W2045690036,2,"RNA, Transfer",TRUE,chemistry
W2045690036,3,Ribosomes,TRUE,chemistry
W2045690036,4,Ribosomes,TRUE,physiology
W2045690036,5,Thermus thermophilus,TRUE,chemistry
W2045690036,6,Anticodon,FALSE,metabolism
W2045690036,7,Anticodon,FALSE,
W2045690036,8,Bacterial Proteins,FALSE,
W2045690036,9,Bacterial Proteins,FALSE,metabolism
W2045690036,10,Bacterial Proteins,FALSE,chemistry
W2045690036,11,Base Pairing,FALSE,
W2045690036,12,Binding Sites,FALSE,
W2045690036,13,Crystallization,FALSE,
W2045690036,14,"Crystallography, X-Ray",FALSE,
W2045690036,15,Fourier Analysis,FALSE,
W2045690036,16,"Models, Molecular",FALSE,
W2045690036,17,Nucleic Acid Conformation,FALSE,
W2045690036,18,Peptide Elongation Factors,FALSE,metabolism
W2045690036,19,Peptide Elongation Factors,FALSE,
W2045690036,20,Protein Biosynthesis,FALSE,
W2045690036,21,Protein Conformation,FALSE,
W2045690036,22,"RNA, Bacterial",FALSE,metabolism
W2045690036,23,"RNA, Bacterial",FALSE,chemistry
W2045690036,24,"RNA, Bacterial",FALSE,
W2045690036,25,"RNA, Messenger",FALSE,metabolism
W2045690036,26,"RNA, Messenger",FALSE,chemistry
W2045690036,27,"RNA, Messenger",FALSE,
W2045690036,28,"RNA, Ribosomal",FALSE,metabolism
W2045690036,29,"RNA, Ribosomal",FALSE,
W2045690036,30,"RNA, Ribosomal, 16S",FALSE,
W2045690036,31,"RNA, Ribosomal, 16S",FALSE,chemistry
W2045690036,32,"RNA, Ribosomal, 23S",FALSE,
W2045690036,33,"RNA, Ribosomal, 23S",FALSE,chemistry
W2045690036,34,"RNA, Transfer",FALSE,metabolism
W2045690036,35,"RNA, Transfer",FALSE,
W2045690036,36,Ribosomal Proteins,FALSE,
W2045690036,37,Ribosomal Proteins,FALSE,chemistry
W2045690036,38,Ribosomal Proteins,FALSE,metabolism
W2045690036,39,Ribosomes,FALSE,ultrastructure
W2045690036,40,Ribosomes,FALSE,
W2045690036,41,Thermus thermophilus,FALSE,ultrastructure
W2045690036,42,Thermus thermophilus,FALSE,
W2157023326,1,Apoptosis,TRUE,
W2157023326,2,Autoimmune Diseases,TRUE,immunology
W2157023326,3,Kidney Diseases,TRUE,immunology
W2157023326,4,Phosphoric Monoester Hydrolases,TRUE,physiology
W2157023326,5,Protein Serine-Threonine Kinases,TRUE,
W2157023326,6,Tumor Suppressor Proteins,TRUE,
W2157023326,7,fas Receptor,TRUE,physiology
W2157023326,8,Animals,FALSE,
W2157023326,9,"Antibodies, Antinuclear",FALSE,blood
W2157023326,10,"Antibodies, Antinuclear",FALSE,
W2157023326,11,Autoimmune Diseases,FALSE,
W2157023326,12,Autoimmune Diseases,FALSE,pathology
W2157023326,13,B-Lymphocytes,FALSE,pathology
W2157023326,14,B-Lymphocytes,FALSE,
W2157023326,15,B-Lymphocytes,FALSE,immunology
W2157023326,16,Female,FALSE,
W2157023326,17,Heterozygote,FALSE,
W2157023326,18,Immunoglobulin G,FALSE,blood
W2157023326,19,Immunoglobulin G,FALSE,
W2157023326,20,Kidney Diseases,FALSE,pathology
W2157023326,21,Kidney Diseases,FALSE,
W2157023326,22,Kidney Glomerulus,FALSE,
W2157023326,23,Kidney Glomerulus,FALSE,pathology
W2157023326,24,Kidney Glomerulus,FALSE,immunology
W2157023326,25,Lymphocyte Activation,FALSE,
W2157023326,26,Male,FALSE,
W2157023326,27,Mice,FALSE,
W2157023326,28,"Mice, Inbred C57BL",FALSE,
W2157023326,29,PTEN Phosphohydrolase,FALSE,
W2157023326,30,Phosphatidylinositol 3-Kinases,FALSE,
W2157023326,31,Phosphatidylinositol 3-Kinases,FALSE,metabolism
W2157023326,32,Phosphoinositide-3 Kinase Inhibitors,FALSE,
W2157023326,33,Phosphoric Monoester Hydrolases,FALSE,genetics
W2157023326,34,Phosphoric Monoester Hydrolases,FALSE,
W2157023326,35,Phosphorylation,FALSE,
W2157023326,36,Proto-Oncogene Proteins,FALSE,
W2157023326,37,Proto-Oncogene Proteins,FALSE,metabolism
W2157023326,38,Proto-Oncogene Proteins c-akt,FALSE,
W2157023326,39,T-Lymphocytes,FALSE,
W2157023326,40,T-Lymphocytes,FALSE,pathology
W2157023326,41,T-Lymphocytes,FALSE,immunology
W2157023326,42,fas Receptor,FALSE,
W1597656413,1,"Gene Expression Regulation, Enzymologic",TRUE,physiology
W1597656413,2,Histone Deacetylases,TRUE,genetics
W1597656413,3,Neurons,TRUE,metabolism
W1597656413,4,Repressor Proteins,TRUE,genetics
W1597656413,5,Repressor Proteins,TRUE,physiology
W1597656413,6,Transcription Factors,TRUE,genetics
W1597656413,7,Acetylation,FALSE,
W1597656413,8,Animals,FALSE,
W1597656413,9,Base Sequence,FALSE,
W1597656413,10,"Cells, Cultured",FALSE,
W1597656413,11,Enzyme Inhibitors,FALSE,pharmacology
W1597656413,12,Enzyme Inhibitors,FALSE,
W1597656413,13,"Gene Expression Regulation, Enzymologic",FALSE,
W1597656413,14,Histone Deacetylase Inhibitors,FALSE,
W1597656413,15,Histone Deacetylases,FALSE,
W1597656413,16,Humans,FALSE,
W1597656413,17,Hydroxamic Acids,FALSE,pharmacology
W1597656413,18,Hydroxamic Acids,FALSE,
W1597656413,19,Molecular Sequence Data,FALSE,
W1597656413,20,Neurons,FALSE,
W1597656413,21,Phenotype,FALSE,
W1597656413,22,"Promoter Regions, Genetic",FALSE,
W1597656413,23,Rats,FALSE,
W1597656413,24,"Receptors, AMPA",FALSE,genetics
W1597656413,25,"Receptors, AMPA",FALSE,
W1597656413,26,Repressor Proteins,FALSE,
W1597656413,27,Sin3 Histone Deacetylase and Corepressor Complex,FALSE,
W1597656413,28,Transcription Factors,FALSE,
W1597656413,29,"Tumor Cells, Cultured",FALSE,
W1488022817,1,Attention,TRUE,physiology
W1488022817,2,Gyrus Cinguli,TRUE,physiology
W1488022817,3,Attention,FALSE,
W1488022817,4,Gyrus Cinguli,FALSE,
W1488022817,5,Humans,FALSE,
W1488022817,6,Magnetic Resonance Imaging,FALSE,
W1488022817,7,Neuropsychological Tests,FALSE,
W1488022817,8,Psychomotor Performance,FALSE,physiology
W1488022817,9,Psychomotor Performance,FALSE,
W2129460351,1,Neurons,TRUE,physiology
W2129460351,2,Parietal Lobe,TRUE,physiology
W2129460351,3,Saccades,TRUE,physiology
W2129460351,4,Animals,FALSE,
W2129460351,5,Cues,FALSE,
W2129460351,6,Linear Models,FALSE,
W2129460351,7,Macaca mulatta,FALSE,
W2129460351,8,Male,FALSE,
W2129460351,9,Memory,FALSE,physiology
W2129460351,10,Memory,FALSE,
W2129460351,11,Neurons,FALSE,
W2129460351,12,Parietal Lobe,FALSE,cytology
W2129460351,13,Parietal Lobe,FALSE,
W2129460351,14,Saccades,FALSE,
W1571022725,1,Dendrites,TRUE,drug effects
W1571022725,2,Hippocampus,TRUE,drug effects
W1571022725,3,Neurons,TRUE,drug effects
W1571022725,4,Synaptic Transmission,TRUE,drug effects
W1571022725,5,Animals,FALSE,
W1571022725,6,Calcium Channel Blockers,FALSE,
W1571022725,7,Calcium Channel Blockers,FALSE,pharmacology
W1571022725,8,Dendrites,FALSE,
W1571022725,9,Excitatory Amino Acid Antagonists,FALSE,
W1571022725,10,Excitatory Amino Acid Antagonists,FALSE,pharmacology
W1571022725,11,Hippocampus,FALSE,
W1571022725,12,Hippocampus,FALSE,cytology
W1571022725,13,In Vitro Techniques,FALSE,
W1571022725,14,Male,FALSE,
W1571022725,15,Neurons,FALSE,
W1571022725,16,Neurons,FALSE,ultrastructure
W1571022725,17,Rats,FALSE,
W1571022725,18,"Rats, Long-Evans",FALSE,
W1571022725,19,Sodium Channel Blockers,FALSE,
W1571022725,20,Synaptic Transmission,FALSE,
W1565910037,1,Retinal Ganglion Cells,TRUE,physiology
W1565910037,2,Retinal Pigments,TRUE,physiology
W1565910037,3,Visual Fields,TRUE,physiology
W1565910037,4,Animals,FALSE,
W1565910037,5,Macaca fascicularis,FALSE,
W1565910037,6,Male,FALSE,
W1565910037,7,Retinal Ganglion Cells,FALSE,
W1565910037,8,Retinal Pigments,FALSE,
W1565910037,9,Visual Fields,FALSE,
W2317413854,1,Isoenzymes,TRUE,metabolism
W2317413854,2,Peptides,TRUE,metabolism
W2317413854,3,Protein Kinase C,TRUE,metabolism
W2317413854,4,"Receptors, Granulocyte-Macrophage Colony-Stimulating Factor",TRUE,metabolism
W2317413854,5,"Receptors, Interleukin",TRUE,metabolism
W2317413854,6,"Receptors, Interleukin-3",TRUE,metabolism
W2317413854,7,Animals,FALSE,
W2317413854,8,Base Sequence,FALSE,
W2317413854,9,COS Cells,FALSE,
W2317413854,10,DNA,FALSE,
W2317413854,11,Isoenzymes,FALSE,
W2317413854,12,Peptides,FALSE,
W2317413854,13,Protein Binding,FALSE,
W2317413854,14,Protein Kinase C,FALSE,
W2317413854,15,Protein Kinase C beta,FALSE,
W2317413854,16,Receptors for Activated C Kinase,FALSE,
W2317413854,17,"Receptors, Granulocyte-Macrophage Colony-Stimulating Factor",FALSE,
W2317413854,18,"Receptors, Interleukin",FALSE,
W2317413854,19,"Receptors, Interleukin-3",FALSE,
W2317413854,20,"Receptors, Interleukin-5",FALSE,
W1588456079,1,Color Vision Defects,TRUE,genetics
W1588456079,2,"Discrimination, Psychological",TRUE,physiology
W1588456079,3,Genetic Linkage,TRUE,
W1588456079,4,Retinal Pigments,TRUE,physiology
W1588456079,5,X Chromosome,TRUE,
W1588456079,6,Amino Acid Substitution,FALSE,
W1588456079,7,Color Vision Defects,FALSE,
W1588456079,8,"Discrimination, Psychological",FALSE,
W1588456079,9,Humans,FALSE,
W1588456079,10,Retinal Pigments,FALSE,
W1540117338,1,Nerve Net,TRUE,physiology
W1540117338,2,Neural Inhibition,TRUE,physiology
W1540117338,3,Rhombencephalon,TRUE,physiology
W1540117338,4,gamma-Aminobutyric Acid,TRUE,physiology
W1540117338,5,Animals,FALSE,
W1540117338,6,Chick Embryo,FALSE,
W1540117338,7,Embryonic and Fetal Development,FALSE,physiology
W1540117338,8,Embryonic and Fetal Development,FALSE,
W1540117338,9,Evoked Potentials,FALSE,physiology
W1540117338,10,Evoked Potentials,FALSE,
W1540117338,11,Nerve Net,FALSE,
W1540117338,12,Neural Inhibition,FALSE,
W1540117338,13,Rhombencephalon,FALSE,
W1540117338,14,Rhombencephalon,FALSE,embryology
W1540117338,15,Rhombencephalon,FALSE,growth & development
W1540117338,16,gamma-Aminobutyric Acid,FALSE,
W1514289310,1,Cognition,TRUE,physiology
W1514289310,2,Gyrus Cinguli,TRUE,physiology
W1514289310,3,Neural Pathways,TRUE,physiology
W1514289310,4,Psychomotor Performance,TRUE,physiology
W1514289310,5,Verbal Behavior,TRUE,physiology
W1514289310,6,Cognition,FALSE,
W1514289310,7,Gyrus Cinguli,FALSE,
W1514289310,8,Humans,FALSE,
W1514289310,9,Neural Pathways,FALSE,
W1514289310,10,Psychomotor Performance,FALSE,
W1514289310,11,Verbal Behavior,FALSE,
W1644142234,1,"Adaptation, Physiological",TRUE,
W1644142234,2,Auditory Pathways,TRUE,physiology
W1644142234,3,Acoustic Stimulation,FALSE,
W1644142234,4,Auditory Pathways,FALSE,
W1644142234,5,Humans,FALSE,
W2415083598,1,Facial Expression,TRUE,
W2415083598,2,Form Perception,TRUE,physiology
W2415083598,3,Nerve Net,TRUE,physiology
W2415083598,4,Reaction Time,TRUE,physiology
W2415083598,5,Temporal Lobe,TRUE,physiology
W2415083598,6,Form Perception,FALSE,
W2415083598,7,Humans,FALSE,
W2415083598,8,Nerve Net,FALSE,
W2415083598,9,Photic Stimulation,FALSE,
W2415083598,10,Reaction Time,FALSE,
W2415083598,11,Temporal Lobe,FALSE,
W1527115023,1,Retina,TRUE,physiology
W1527115023,2,Retinal Ganglion Cells,TRUE,physiology
W1527115023,3,Synapses,TRUE,physiology
W1527115023,4,Visual Pathways,TRUE,physiology
W1527115023,5,Animals,FALSE,
W1527115023,6,Electric Stimulation,FALSE,
W1527115023,7,Humans,FALSE,
W1527115023,8,Linear Models,FALSE,
W1527115023,9,Retina,FALSE,cytology
W1527115023,10,Retina,FALSE,
W1527115023,11,Retinal Ganglion Cells,FALSE,
W1527115023,12,Synapses,FALSE,
W1527115023,13,Visual Pathways,FALSE,
W1566944755,1,"Behavior, Animal",TRUE,drug effects
W1566944755,2,Cocaine,TRUE,pharmacology
W1566944755,3,Gene Expression Regulation,TRUE,drug effects
W1566944755,4,Genetic Engineering,TRUE,
W1566944755,5,Proto-Oncogene Proteins c-fos,TRUE,genetics
W1566944755,6,Animals,FALSE,
W1566944755,7,"Behavior, Animal",FALSE,
W1566944755,8,Cocaine,FALSE,
W1566944755,9,Gene Expression Regulation,FALSE,
W1566944755,10,Mice,FALSE,
W1566944755,11,"Mice, Knockout",FALSE,
W1566944755,12,"Mice, Transgenic",FALSE,
W1566944755,13,Proto-Oncogene Proteins c-fos,FALSE,
W2031556612,1,DNA-Binding Proteins,TRUE,metabolism
W2031556612,2,Pancreatic Neoplasms,TRUE,metabolism
W2031556612,3,Signal Transduction,TRUE,
W2031556612,4,Trans-Activators,TRUE,metabolism
W2031556612,5,Transforming Growth Factor beta,TRUE,antagonists & inhibitors
W2031556612,6,Transforming Growth Factor beta,TRUE,metabolism
W2031556612,7,Adolescent,FALSE,
W2031556612,8,Adult,FALSE,
W2031556612,9,Aged,FALSE,
W2031556612,10,"Aged, 80 and over",FALSE,
W2031556612,11,Animals,FALSE,
W2031556612,12,Cell Division,FALSE,
W2031556612,13,DNA-Binding Proteins,FALSE,genetics
W2031556612,14,DNA-Binding Proteins,FALSE,biosynthesis
W2031556612,15,DNA-Binding Proteins,FALSE,
W2031556612,16,Female,FALSE,
W2031556612,17,"Gene Expression Regulation, Neoplastic",FALSE,
W2031556612,18,Humans,FALSE,
W2031556612,19,Male,FALSE,
W2031556612,20,Mice,FALSE,
W2031556612,21,"Mice, Nude",FALSE,
W2031556612,22,Middle Aged,FALSE,
W2031556612,23,Neoplasm Transplantation,FALSE,
W2031556612,24,Pancreas,FALSE,
W2031556612,25,Pancreas,FALSE,metabolism
W2031556612,26,Pancreatic Neoplasms,FALSE,pathology
W2031556612,27,Pancreatic Neoplasms,FALSE,
W2031556612,28,Plasminogen Activator Inhibitor 1,FALSE,
W2031556612,29,"RNA, Messenger",FALSE,metabolism
W2031556612,30,"RNA, Messenger",FALSE,
W2031556612,31,Smad7 Protein,FALSE,
W2031556612,32,Trans-Activators,FALSE,genetics
W2031556612,33,Trans-Activators,FALSE,biosynthesis
W2031556612,34,Trans-Activators,FALSE,
W2031556612,35,Transforming Growth Factor beta,FALSE,
W2031556612,36,"Tumor Cells, Cultured",FALSE,
W2107766793,1,Guanine Nucleotide Dissociation Inhibitors,TRUE,physiology
W2107766793,2,Renal Insufficiency,TRUE,etiology
W2107766793,3,Age Factors,FALSE,
W2107766793,4,Animals,FALSE,
W2107766793,5,Epithelial Cells,FALSE,pathology
W2107766793,6,Epithelial Cells,FALSE,
W2107766793,7,Female,FALSE,
