id,which_concept,concept_id,term,level,score
W1979426312,1,C71924100,Medicine,0,0.56532687
W1979426312,2,C2775934546,Biopsy,2,0.53099227
W1979426312,3,C126838900,Radiology,1,0.50847733
W1979426312,4,C105702510,Anatomy,1,0.4111116
W1979426312,5,C142724271,Pathology,1,0.3947044
W1996771652,1,C2777736543,Subarachnoid hemorrhage,2,0.7980849
W1996771652,2,C71924100,Medicine,0,0.53242725
W1996771652,3,C141071460,Surgery,1,0.21102345
W2020061894,1,C2776202631,Aminophylline,2,0.93006474
W2020061894,2,C2780765947,Administration (probate law),2,0.74516666
W2020061894,3,C71924100,Medicine,0,0.5564671
W2020061894,4,C42219234,Anesthesia,1,0.4387718
W2020061894,5,C17744445,Political science,0,0.1164296
W2020061894,6,C199539241,Law,1,0
W2021370090,1,C2781429187,Brucellosis,2,0.9479444
W2021370090,2,C71924100,Medicine,0,0.9058819
W2021370090,3,C2779056493,Sulfanilamide,2,0.81240540000000006
W2021370090,4,C2775843808,Streptomycin,3,0.75270414
W2021370090,5,C2778269047,Sulfadiazine,3,0.65061444
W2021370090,6,C501593827,Antibiotics,2,0.5925119
W2021370090,7,C177713679,Intensive care medicine,1,0.43292314
W2021370090,8,C524204448,Infectious disease (medical specialty),3,0.4157937
W2021370090,9,C2779134260,Disease,2,0.38313854
W2021370090,10,C203014093,Immunology,1,0.26594192
W2021370090,11,C126322002,Internal medicine,1,0.190723
W2021370090,12,C89423630,Microbiology,1,0.14410487
W2021370090,13,C55493867,Biochemistry,1,0
W2021370090,14,C185592680,Chemistry,0,0
W2021370090,15,C86803240,Biology,0,0
W2083582717,1,C43214815,Reliability (semiconductor),3,0.56379735
W2083582717,2,C71924100,Medicine,0,0.42147997
W2083582717,3,C200601418,Reliability engineering,1,0.36766285
W2083582717,4,C127413603,Engineering,0,0.120949
W2083582717,5,C121332964,Physics,0,0.06500128
W2083582717,6,C163258240,Power (physics),2,0
W2083582717,7,C62520636,Quantum mechanics,1,0
W2004516694,1,C2778220009,Cervical cancer,3,0.8150836
W2004516694,2,C71924100,Medicine,0,0.7731187
W2004516694,3,C121608353,Cancer,2,0.62170106
W2004516694,4,C2779134260,Disease,2,0.608343
W2004516694,5,C2779974597,Clinical Practice,2,0.5162418
W2004516694,6,C2777740455,Cervix,3,0.49796104
W2004516694,7,C142724271,Pathology,1,0.4459362
W2004516694,8,C18823058,Cytology,2,0.42459676
W2004516694,9,C126322002,Internal medicine,1,0.15782079
W2004516694,10,C512399662,Family medicine,1,0
W2613055778,1,C71924100,Medicine,0,0.95279294
W2613055778,2,C2777489490,Rheumatism,2,0.9232217
W2613055778,3,C2776244770,Ninth,2,0.61747456
W2613055778,4,C2777077863,Arthritis,2,0.498456
W2613055778,5,C1862650,Physical therapy,1,0.43356174
W2613055778,6,C204787440,Alternative medicine,2,0.42101055
W2613055778,7,C16005928,Dermatology,1,0.38040823
W2613055778,8,C556039675,Traditional medicine,1,0.32362765
W2613055778,9,C126322002,Internal medicine,1,0.26648515
W2613055778,10,C142724271,Pathology,1,0.18325552
W2613055778,11,C121332964,Physics,0,0
W2613055778,12,C24890656,Acoustics,1,0
W2032527754,1,C121608353,Cancer,2,0.6522795
W2032527754,2,C18555067,Joint (building),2,0.619966
W2032527754,3,C71924100,Medicine,0,0.48525855
W2032527754,4,C126322002,Internal medicine,1,0.24508575
W2032527754,5,C127413603,Engineering,0,0.15477091
W2032527754,6,C66938386,Structural engineering,1,0.06997812
W1987067493,1,C2777736543,Subarachnoid hemorrhage,2,0.8554512
W1987067493,2,C71924100,Medicine,0,0.61327225
W1987067493,3,C164705383,Cardiology,1,0.3549847
W1987067493,4,C42219234,Anesthesia,1,0.3307253
W2068230161,1,C15744967,Psychology,0,0.42009908
W2068230161,2,C41008148,Computer science,0,0.32262748
W2094015781,1,C174802600,Penicillin,3,0.7548751
W2094015781,2,C2781236483,Rheumatic fever,2,0.7493513
W2094015781,3,C71924100,Medicine,0,0.7088975
W2094015781,4,C177713679,Intensive care medicine,1,0.4035554
W2094015781,5,C501593827,Antibiotics,2,0.27844894
W2094015781,6,C203014093,Immunology,1,0.276938
W2094015781,7,C89423630,Microbiology,1,0.1494042
W2094015781,8,C86803240,Biology,0,0.059100598
W1838838240,1,C2781343717,Arteritis,2,0.58624756
W1838838240,2,C41008148,Computer science,0,0.5439472
W1838838240,3,C71924100,Medicine,0,0.42396498
W1838838240,4,C2522767166,Data science,1,0.3716583
W1838838240,5,C136764020,World Wide Web,1,0.3401283
W1838838240,6,C142724271,Pathology,1,0.27164173
W2005673346,1,C2781069245,Tuberculosis,2,0.7255955
W2005673346,2,C71924100,Medicine,0,0.49903035
W2005673346,3,C2911189735,Cutaneous tuberculosis,3,0.49584565
W2005673346,4,C124490489,Vitamin D and neurology,2,0.45780942
W2005673346,5,C136764020,World Wide Web,1,0.3881498
