id,abstract_len,title,pub_date,retracted,cite_count,pub_type,pmid,which_athr,athr_id,athr_name,raw_affl,inst,inst_id,which_affl
W1545899030,124,Purification and characterization of the flavoenzyme glutathione reductase from rat liver.,1975-07-01,FALSE,1658,journal-article,237922,1,A5090367756,Inger Carlberg,,,,1
W1545899030,124,Purification and characterization of the flavoenzyme glutathione reductase from rat liver.,1975-07-01,FALSE,1658,journal-article,237922,2,A5080145082,Bengt Mannervik,,,,1
W2023140456,0,β structures of alternating polypeptides and their possible prebiotic significance,1975-07-01,FALSE,240,journal-article,238134,1,A5041490444,André Brack,"The Salk Institute for Biological Studies, San Diego",Salk Institute for Biological Studies,I1307098950,1
W2023140456,0,β structures of alternating polypeptides and their possible prebiotic significance,1975-07-01,FALSE,240,journal-article,238134,2,A5048549805,Leslie E. Orgel,"The Salk Institute for Biological Studies, San Diego",Salk Institute for Biological Studies,I1307098950,1
W1528765423,172,Identification of adenylate cyclase-coupled beta-adrenergic receptors in frog erythrocytes with (minus)-[3-H] alprenolol.,1975-07-01,FALSE,226,journal-article,238972,1,A5065109041,Chhabirani Mukherjee,,,,1
W1528765423,172,Identification of adenylate cyclase-coupled beta-adrenergic receptors in frog erythrocytes with (minus)-[3-H] alprenolol.,1975-07-01,FALSE,226,journal-article,238972,2,A5007698609,Marc G. Caron,,,,1
W1528765423,172,Identification of adenylate cyclase-coupled beta-adrenergic receptors in frog erythrocytes with (minus)-[3-H] alprenolol.,1975-07-01,FALSE,226,journal-article,238972,3,A5077040703,Michael Coverstone,,,,1
W1528765423,172,Identification of adenylate cyclase-coupled beta-adrenergic receptors in frog erythrocytes with (minus)-[3-H] alprenolol.,1975-07-01,FALSE,226,journal-article,238972,4,A5080672788,Robert J. Lefkowitz,,,,1
W1508261186,136,"Studies on indoleamine 2,3-dioxygenase. I. Superoxide anion as substrate.",1975-08-01,FALSE,153,journal-article,238993,1,A5077865370,Fusao Hirata,Kyoto University,Kyoto University,I22299242,1
W1508261186,136,"Studies on indoleamine 2,3-dioxygenase. I. Superoxide anion as substrate.",1975-08-01,FALSE,153,journal-article,238993,2,A5064701201,Osamu Hayaishi,Kyoto University,Kyoto University,I22299242,1
W1498131095,110,Isolation and characterization of a manganese-containing superoxide dismutase from yeast.,1975-08-01,FALSE,149,journal-article,238997,1,A5076929903,S.D. Ravindranath,,,,1
W1498131095,110,Isolation and characterization of a manganese-containing superoxide dismutase from yeast.,1975-08-01,FALSE,149,journal-article,238997,2,A5040227179,Irwin Fridovich,,,,1
W1601451310,122,Specific recognition of choline residues in the cell wall teichoic acid by the N-acetylmuramyl-L-alanine amidase of Pneumococcus.,1975-08-01,FALSE,123,journal-article,238995,1,A5013950641,J V Höltje,,,,1
W1601451310,122,Specific recognition of choline residues in the cell wall teichoic acid by the N-acetylmuramyl-L-alanine amidase of Pneumococcus.,1975-08-01,FALSE,123,journal-article,238995,2,A5058425208,Alexander Tomasz,,,,1
W1976030782,49,Anthopleurine: A Sea Anemone Alarm Pheromone,1975-08-01,FALSE,123,journal-article,238286,1,A5059958658,Nathan R. Howe,,,,1
W1976030782,49,Anthopleurine: A Sea Anemone Alarm Pheromone,1975-08-01,FALSE,123,journal-article,238286,2,A5069915418,Younus M. Sheikh,,,,1
W1515976188,215,"Bovine kidney alkaline phosphatase. Catalytic properties, subunit interactions in the catalytic process, and mechanism of Mg2+ stimulation.",1975-08-01,FALSE,104,journal-article,238994,1,A5021994696,Guy Cathala,,,,1
W1515976188,215,"Bovine kidney alkaline phosphatase. Catalytic properties, subunit interactions in the catalytic process, and mechanism of Mg2+ stimulation.",1975-08-01,FALSE,104,journal-article,238994,2,A5026443447,Claude Brunel,,,,1
W1509728658,114,On the mechanism of activation of fat cell adenylate cyclase by guanine nucleotides. An explanation for the biphasic inhibitory and stimulatory effects of the nucleotides and the role of hormones.,1975-08-01,FALSE,91,journal-article,238988,1,A5025375601,Martin Rodbell,,,,1
W2086948430,0,Nerve terminal ATPase as possible trigger for neurotransmitter release,1975-05-01,FALSE,91,journal-article,238132,1,A5030812003,John Gilbert,"Department of Pharmacology, University Medical Buildings, University of Aberdeen, Aberdeen, UK",University of Aberdeen,I195460627,1
W2086948430,0,Nerve terminal ATPase as possible trigger for neurotransmitter release,1975-05-01,FALSE,91,journal-article,238132,2,A5069396064,Michael G. Wyllie,"Department of Pharmacology, University Medical Buildings, University of Aberdeen, Aberdeen, UK",University of Aberdeen,I195460627,1
