id,which_mesh,term,is_major_topic
W2072386798,1,Carrier Proteins,TRUE
W2072386798,2,Plasmodium falciparum,TRUE
W2072386798,3,Protozoan Proteins,TRUE
W2072386798,4,Amino Acid Sequence,FALSE
W2072386798,5,Carrier Proteins,FALSE
W2072386798,6,Carrier Proteins,FALSE
W2072386798,7,Cell Membrane,FALSE
W2072386798,8,Cell Membrane,FALSE
W2072386798,9,Erythrocytes,FALSE
W2072386798,10,Erythrocytes,FALSE
W2072386798,11,Erythrocytes,FALSE
W2072386798,12,Humans,FALSE
W2072386798,13,Molecular Sequence Data,FALSE
W2072386798,14,Plasmodium falciparum,FALSE
W2072386798,15,Plasmodium falciparum,FALSE
W2072386798,16,Plasmodium falciparum,FALSE
W2072386798,17,Protein Binding,FALSE
W2072386798,18,"Protein Structure, Tertiary",FALSE
W2072386798,19,Protein Transport,FALSE
W2072386798,20,Protozoan Proteins,FALSE
W2072386798,21,Protozoan Proteins,FALSE
W1967546284,1,"Hypoxia-Inducible Factor 1, alpha Subunit",TRUE
W1967546284,2,PTEN Phosphohydrolase,TRUE
W1967546284,3,Phosphatidylinositol 3-Kinases,TRUE
W1967546284,4,Proteasome Endopeptidase Complex,TRUE
W1967546284,5,Proteolysis,TRUE
W1967546284,6,Proto-Oncogene Proteins c-akt,TRUE
W1967546284,7,Proto-Oncogene Proteins c-mdm2,TRUE
W1967546284,8,Signal Transduction,TRUE
W1967546284,9,Animals,FALSE
W1967546284,10,Cell Hypoxia,FALSE
W1967546284,11,Cell Hypoxia,FALSE
W1967546284,12,Cell Line,FALSE
W1967546284,13,Enzyme Inhibitors,FALSE
W1967546284,14,Glucose Transporter Type 1,FALSE
W1967546284,15,Glucose Transporter Type 1,FALSE
W1967546284,16,Glucose Transporter Type 1,FALSE
W1967546284,17,Hexokinase,FALSE
W1967546284,18,Hexokinase,FALSE
W1967546284,19,Hexokinase,FALSE
W1967546284,20,"Hypoxia-Inducible Factor 1, alpha Subunit",FALSE
W1967546284,21,"Hypoxia-Inducible Factor 1, alpha Subunit",FALSE
W1967546284,22,Mice,FALSE
W1967546284,23,"Mice, Knockout",FALSE
W1967546284,24,PTEN Phosphohydrolase,FALSE
W1967546284,25,PTEN Phosphohydrolase,FALSE
W1967546284,26,Phosphatidylinositol 3-Kinases,FALSE
W1967546284,27,Phosphatidylinositol 3-Kinases,FALSE
W1967546284,28,Proteasome Endopeptidase Complex,FALSE
W1967546284,29,Proteasome Endopeptidase Complex,FALSE
W1967546284,30,Protein Stability,FALSE
W1967546284,31,Proto-Oncogene Proteins c-akt,FALSE
W1967546284,32,Proto-Oncogene Proteins c-akt,FALSE
W1967546284,33,Proto-Oncogene Proteins c-mdm2,FALSE
W1967546284,34,Proto-Oncogene Proteins c-mdm2,FALSE
W1980190924,1,Community-Acquired Infections,TRUE
W1980190924,2,Cross Infection,TRUE
W1980190924,3,Escherichia coli,TRUE
W1980190924,4,Escherichia coli Infections,TRUE
W1980190924,5,Escherichia coli Proteins,TRUE
W1980190924,6,Genotype,TRUE
W1980190924,7,China,FALSE
W1980190924,8,China,FALSE
W1980190924,9,Community-Acquired Infections,FALSE
W1980190924,10,Community-Acquired Infections,FALSE
W1980190924,11,Community-Acquired Infections,FALSE
W1980190924,12,Cross Infection,FALSE
W1980190924,13,Cross Infection,FALSE
W1980190924,14,Cross Infection,FALSE
W1980190924,15,Escherichia coli,FALSE
W1980190924,16,Escherichia coli,FALSE
W1980190924,17,Escherichia coli,FALSE
W1980190924,18,Escherichia coli Infections,FALSE
W1980190924,19,Escherichia coli Infections,FALSE
W1980190924,20,Escherichia coli Infections,FALSE
W1980190924,21,Escherichia coli Proteins,FALSE
W1980190924,22,Female,FALSE
W1980190924,23,Humans,FALSE
W1980190924,24,Male,FALSE
W1980190924,25,beta-Lactamases,FALSE
W1980190924,26,beta-Lactamases,FALSE
W2168654351,1,Chordoma,TRUE
W2168654351,2,"Chromosomal Proteins, Non-Histone",TRUE
