id,abstract_len,title,pub_date,retracted,cite_count,pub_type,pmid,which_athr,athr_id,athr_name,raw_affl,inst,inst_id,which_affl
W2142347023,183,"Effects of eicosapentaenoic acid on major coronary events in hypercholesterolaemic patients (JELIS): a randomised open-label, blinded endpoint analysis",2007-03-01,FALSE,2115,journal-article,17398308,1,A5035596282,Mitsuhiro Yokoyama,,,,1
W2142347023,183,"Effects of eicosapentaenoic acid on major coronary events in hypercholesterolaemic patients (JELIS): a randomised open-label, blinded endpoint analysis",2007-03-01,FALSE,2115,journal-article,17398308,2,A5009147715,Hideki Origasa,,,,1
W2142347023,183,"Effects of eicosapentaenoic acid on major coronary events in hypercholesterolaemic patients (JELIS): a randomised open-label, blinded endpoint analysis",2007-03-01,FALSE,2115,journal-article,17398308,3,A5017011235,Masunori Matsuzaki,,,,1
W2142347023,183,"Effects of eicosapentaenoic acid on major coronary events in hypercholesterolaemic patients (JELIS): a randomised open-label, blinded endpoint analysis",2007-03-01,FALSE,2115,journal-article,17398308,4,A5086129270,Yuji Matsuzawa,,,,1
W2142347023,183,"Effects of eicosapentaenoic acid on major coronary events in hypercholesterolaemic patients (JELIS): a randomised open-label, blinded endpoint analysis",2007-03-01,FALSE,2115,journal-article,17398308,5,A5003742850,Yasushi Saito,,,,1
W2142347023,183,"Effects of eicosapentaenoic acid on major coronary events in hypercholesterolaemic patients (JELIS): a randomised open-label, blinded endpoint analysis",2007-03-01,FALSE,2115,journal-article,17398308,6,A5009524520,Yuichi Ishikawa,,,,1
W2142347023,183,"Effects of eicosapentaenoic acid on major coronary events in hypercholesterolaemic patients (JELIS): a randomised open-label, blinded endpoint analysis",2007-03-01,FALSE,2115,journal-article,17398308,7,A5002373909,Shinichi Oikawa,,,,1
W2142347023,183,"Effects of eicosapentaenoic acid on major coronary events in hypercholesterolaemic patients (JELIS): a randomised open-label, blinded endpoint analysis",2007-03-01,FALSE,2115,journal-article,17398308,8,A5090061226,Jun Sasaki,,,,1
W2142347023,183,"Effects of eicosapentaenoic acid on major coronary events in hypercholesterolaemic patients (JELIS): a randomised open-label, blinded endpoint analysis",2007-03-01,FALSE,2115,journal-article,17398308,9,A5022973444,Hitoshi Hishida,,,,1
W2142347023,183,"Effects of eicosapentaenoic acid on major coronary events in hypercholesterolaemic patients (JELIS): a randomised open-label, blinded endpoint analysis",2007-03-01,FALSE,2115,journal-article,17398308,10,A5054555090,Hiroshige Itakura,,,,1
