id,abstract_len,title,pub_date,retracted,cite_count,pub_type,pmid,which_athr,athr_id,athr_name,raw_affl,inst,inst_id,which_affl
W1988834945,35,Use of Laboratory Tests and Pharmaceuticals,1973-08-20,FALSE,176,journal-article,4740560,1,A5016092403,Steven A. Schroeder,,,,1
W2090470894,73,Sickle Cell Hemoglobin (Hb AS) in Black Football Players,1973-08-20,FALSE,46,journal-article,4740562,1,A5036639335,John R. Murphy,,,,1
W2005956502,106,Excessive lacrimation from fluorouracil treatment.,1973-08-13,FALSE,40,journal-article,4740487,1,A5016100101,Jane Hamersley,,,,1
W2007573210,83,Nontraumatic Plexitis and Heroin Addiction,1973-08-20,FALSE,38,journal-article,4740559,1,A5042477228,Yasoma Challenor,,,,1
W2087595700,44,Raynaud Phenomenon,1973-08-13,FALSE,38,journal-article,4740483,1,A5042581777,Alan M. Jacobson,,,,1
W2013167795,94,Diagnostic Value of Endoscopic Cholangiopancreatography,1973-08-20,FALSE,24,journal-article,4740558,1,A5083218523,Paul Dickinson,,,,1
W2013167795,94,Diagnostic Value of Endoscopic Cholangiopancreatography,1973-08-20,FALSE,24,journal-article,4740558,2,A5007537166,Alphonso A. Belsito,,,,1
W2013167795,94,Diagnostic Value of Endoscopic Cholangiopancreatography,1973-08-20,FALSE,24,journal-article,4740558,3,A5079876201,Glen G. Cramer,,,,1
W4233867283,0,Raynaud phenomenon. Treatment with hypnotic and operant technique,1973-08-13,FALSE,23,journal-article,4740483,1,A5009774429,A. M. Jacobson,,,,1
W1968064386,88,Prognostic Value of Enzymes in Myocardial Infarction,1973-08-06,FALSE,18,journal-article,4740524,1,A5000491459,Eugene L. Coodley,,,,1
W2058360947,64,Left Bundle-Branch Block,1973-08-06,FALSE,15,journal-article,4740527,1,A5005492975,Lawrence Gould,,,,1
W1996666446,72,Normal serum cholesterol values. Percentile ranking in a middle-class pediatric population,1973-08-06,FALSE,14,journal-article,4740526,1,A5062153038,Glenn M. Friedman,,,,1
W2057222708,60,Severe cystitis induced by cyclophosphamide. Role of surgical management.,1973-08-06,FALSE,12,journal-article,4740525,1,A5062942640,Bruce M. Berkson,,,,1
W2057222708,60,Severe cystitis induced by cyclophosphamide. Role of surgical management.,1973-08-06,FALSE,12,journal-article,4740525,2,A5091509674,Leon G. Lome,,,,1
W2057222708,60,Severe cystitis induced by cyclophosphamide. Role of surgical management.,1973-08-06,FALSE,12,journal-article,4740525,3,A5035527481,I.S. Shapiro,,,,1
W2094529172,102,Management of Myocardial Infarction,1973-08-13,FALSE,11,journal-article,4740491,1,A5029958182,Stephen R. Yarnall,,,,1
W2091771062,103,Agenesis of the Serratus Anterior Muscle: A Cause of Winged Scapula,1973-08-13,FALSE,9,journal-article,4740488,1,A5089449316,Stuart E. Levin,,,,1
W2083296443,112,Retained Fecalith as Late Complication of Appendectomy,1973-08-06,FALSE,8,journal-article,4740540,1,A5046733831,Martien Mulder,,,,1
