id,which_mesh,term,is_major_topic,qualifier_name
W1977357923,1,Cardiovascular Diseases,TRUE,blood
W1977357923,2,Homocysteine,TRUE,blood
W1977357923,3,Adult,FALSE,
W1977357923,4,Age Factors,FALSE,
W1977357923,5,Aged,FALSE,
W1977357923,6,Blood Pressure,FALSE,
W1977357923,7,Cardiovascular Diseases,FALSE,
W1977357923,8,Cardiovascular Diseases,FALSE,prevention & control
W1977357923,9,Diet,FALSE,
W1977357923,10,Female,FALSE,
W1977357923,11,Health Surveys,FALSE,
W1977357923,12,Homocysteine,FALSE,
W1977357923,13,Humans,FALSE,
W1977357923,14,Male,FALSE,
W1977357923,15,Mass Screening,FALSE,
W1977357923,16,Middle Aged,FALSE,
W1977357923,17,Norway,FALSE,
W1977357923,18,Physical Fitness,FALSE,
W1977357923,19,Prospective Studies,FALSE,
W1977357923,20,Reference Values,FALSE,
W1977357923,21,Risk Factors,FALSE,
W1977357923,22,Sex Factors,FALSE,
W1977357923,23,Smoking,FALSE,
W1977357923,24,Statistics as Topic,FALSE,
W2083472170,1,Random Allocation,TRUE,
W2083472170,2,Randomized Controlled Trials as Topic,TRUE,standards
W2083472170,3,Randomized Controlled Trials as Topic,FALSE,
W2083472170,4,Selection Bias,FALSE,
W2335954545,1,Cimetidine,TRUE,pharmacology
W2335954545,2,Guanidines,TRUE,pharmacology
W2335954545,3,Liver Circulation,TRUE,drug effects
W2335954545,4,Propranolol,TRUE,metabolism
W2335954545,5,"Administration, Oral",FALSE,
W2335954545,6,Adult,FALSE,
W2335954545,7,Cimetidine,FALSE,administration & dosage
W2335954545,8,Cimetidine,FALSE,
W2335954545,9,Guanidines,FALSE,
W2335954545,10,Humans,FALSE,
W2335954545,11,Indocyanine Green,FALSE,
W2335954545,12,"Injections, Intravenous",FALSE,
W2335954545,13,Liver Circulation,FALSE,
W2335954545,14,Male,FALSE,
W2335954545,15,Propranolol,FALSE,administration & dosage
W2335954545,16,Propranolol,FALSE,
W2336404962,1,Intracranial Aneurysm,TRUE,physiopathology
W2336404962,2,Adolescent,FALSE,
W2336404962,3,Adult,FALSE,
W2336404962,4,Aged,FALSE,
W2336404962,5,Analysis of Variance,FALSE,
W2336404962,6,Blood Pressure,FALSE,
W2336404962,7,Cerebral Hemorrhage,FALSE,
W2336404962,8,Cerebral Hemorrhage,FALSE,mortality
W2336404962,9,Cerebral Hemorrhage,FALSE,etiology
W2336404962,10,Female,FALSE,
W2336404962,11,Follow-Up Studies,FALSE,
W2336404962,12,Humans,FALSE,
W2336404962,13,Intracranial Aneurysm,FALSE,
W2336404962,14,Intracranial Aneurysm,FALSE,pathology
W2336404962,15,Intracranial Aneurysm,FALSE,mortality
W2336404962,16,Male,FALSE,
W2336404962,17,Middle Aged,FALSE,
W2336404962,18,"Rupture, Spontaneous",FALSE,
W1975870473,1,Angina Pectoris,TRUE,etiology
W1975870473,2,"Angina Pectoris, Variant",TRUE,etiology
W1975870473,3,Vascular Diseases,TRUE,
W1975870473,4,Adult,FALSE,
W1975870473,5,Age Factors,FALSE,
W1975870473,6,Aged,FALSE,
W1975870473,7,Angina Pectoris,FALSE,
W1975870473,8,"Angina Pectoris, Variant",FALSE,
W1975870473,9,"Angina Pectoris, Variant",FALSE,epidemiology
W1975870473,10,"Angina Pectoris, Variant",FALSE,complications
W1975870473,11,Female,FALSE,
W1975870473,12,Humans,FALSE,
W1975870473,13,Male,FALSE,
W1975870473,14,Middle Aged,FALSE,
W1975870473,15,Migraine Disorders,FALSE,etiology
W1975870473,16,Migraine Disorders,FALSE,
W1975870473,17,Migraine Disorders,FALSE,epidemiology
W1975870473,18,Migraine Disorders,FALSE,complications
W1975870473,19,Raynaud Disease,FALSE,complications
W1975870473,20,Raynaud Disease,FALSE,etiology
W1975870473,21,Raynaud Disease,FALSE,epidemiology
W1975870473,22,Raynaud Disease,FALSE,
W1975870473,23,Sex Factors,FALSE,
W2056300190,1,Blacks,TRUE,
W2056300190,2,Prostatic Neoplasms,TRUE,mortality
W2056300190,3,Adult,FALSE,
W2056300190,4,Age Factors,FALSE,
W2056300190,5,Aged,FALSE,
W2056300190,6,Health Services Accessibility,FALSE,
W2056300190,7,"Hospitals, Military",FALSE,
W2056300190,8,Humans,FALSE,
W2056300190,9,Male,FALSE,
W2056300190,10,Middle Aged,FALSE,
W2056300190,11,Multivariate Analysis,FALSE,
W2056300190,12,Neoplasm Staging,FALSE,
W2056300190,13,Prostatic Neoplasms,FALSE,
W2056300190,14,Prostatic Neoplasms,FALSE,pathology
W2056300190,15,Prostatic Neoplasms,FALSE,ethnology
W2056300190,16,Prostatic Neoplasms,FALSE,prevention & control
W2056300190,17,Registries,FALSE,
W2056300190,18,Retrospective Studies,FALSE,
W2056300190,19,Risk Factors,FALSE,
W2056300190,20,Survival Analysis,FALSE,
W2056300190,21,Time Factors,FALSE,
W2056300190,22,United States,FALSE,
W2056300190,23,United States,FALSE,epidemiology
W2056300190,24,Whites,FALSE,
W2058944678,1,Prostatic Neoplasms,TRUE,diagnosis
W2058944678,2,Prostatic Neoplasms,TRUE,epidemiology
W2058944678,3,Adenocarcinoma,FALSE,
W2058944678,4,Adenocarcinoma,FALSE,diagnosis
W2058944678,5,Adenocarcinoma,FALSE,epidemiology
W2058944678,6,Adenocarcinoma,FALSE,blood
W2058944678,7,Age Distribution,FALSE,
W2058944678,8,Aged,FALSE,
W2058944678,9,"Aged, 80 and over",FALSE,
W2058944678,10,Biopsy,FALSE,
W2058944678,11,Humans,FALSE,
W2058944678,12,Incidence,FALSE,
W2058944678,13,Male,FALSE,
W2058944678,14,Mass Screening,FALSE,
W2058944678,15,Mass Screening,FALSE,statistics & numerical data
W2058944678,16,Middle Aged,FALSE,
W2058944678,17,Minnesota,FALSE,
W2058944678,18,Minnesota,FALSE,epidemiology
W2058944678,19,Poisson Distribution,FALSE,
W2058944678,20,Prostate-Specific Antigen,FALSE,blood
W2058944678,21,Prostate-Specific Antigen,FALSE,
W2058944678,22,Prostatic Neoplasms,FALSE,
W2058944678,23,Prostatic Neoplasms,FALSE,blood
W1972079221,1,Legionnaires' Disease,TRUE,epidemiology
W1972079221,2,Adolescent,FALSE,
W1972079221,3,Adult,FALSE,
W1972079221,4,Age Factors,FALSE,
W1972079221,5,Aged,FALSE,
W1972079221,6,Child,FALSE,
W1972079221,7,"Child, Preschool",FALSE,
W1972079221,8,Female,FALSE,
W1972079221,9,Humans,FALSE,
W1972079221,10,Infant,FALSE,
W1972079221,11,Legionnaires' Disease,FALSE,mortality
W1972079221,12,Legionnaires' Disease,FALSE,diagnosis
W1972079221,13,Legionnaires' Disease,FALSE,
W1972079221,14,Male,FALSE,
W1972079221,15,Middle Aged,FALSE,
