id,abstract_len,title,pub_date,retracted,cite_count,pub_type,pmid,which_athr,athr_id,athr_name,raw_affl,inst,inst_id,which_affl
W2079567648,76,Synchrony and Causal Relations Between Permian-Triassic Boundary Crises and Siberian Flood Volcanism,1995-09-08,FALSE,545,journal-article,17731151,1,A5087232581,Paul R. Renne,"Berkeley Geochronology Center, 2455 Ridge Road, Berkeley, CA 94709, USA.",Berkeley Geochronology Center,I1325733142,1
W2079567648,76,Synchrony and Causal Relations Between Permian-Triassic Boundary Crises and Siberian Flood Volcanism,1995-09-08,FALSE,545,journal-article,17731151,2,A5066467459,Michael T. Black,"Berkeley Geochronology Center, 2455 Ridge Road, Berkeley, CA 94709, USA.",Berkeley Geochronology Center,I1325733142,1
W2079567648,76,Synchrony and Causal Relations Between Permian-Triassic Boundary Crises and Siberian Flood Volcanism,1995-09-08,FALSE,545,journal-article,17731151,3,A5066625676,Zichao Zhang,"Yichang Institute of Geology and Mineral Resources, Post Office Box 502, Yichang 443003, People's Republic of China",,,1
W2079567648,76,Synchrony and Causal Relations Between Permian-Triassic Boundary Crises and Siberian Flood Volcanism,1995-09-08,FALSE,545,journal-article,17731151,4,A5037601119,Mark A. Richards,"Department of Geology and Geophysics, University of California, Berkeley, CA 94720, USA.","University of California, Berkeley",I95457486,1
W2079567648,76,Synchrony and Causal Relations Between Permian-Triassic Boundary Crises and Siberian Flood Volcanism,1995-09-08,FALSE,545,journal-article,17731151,5,A5030306759,Asish R. Basu,"Department of Earth and Environmental Sciences, University of Rochester, Rochester, NY 14627, USA.",University of Rochester,I5388228,1
W1999931363,63,Branched Threadlike Micelles in an Aqueous Solution of a Trimeric Surfactant,1995-09-08,FALSE,251,journal-article,17731153,1,A5087124940,Dganit Danino,"Department of Chemical Engineering, Technion-Israel Institute of Technology, Haifa 32000, Israel",Technion – Israel Institute of Technology,I174306211,1
W1999931363,63,Branched Threadlike Micelles in an Aqueous Solution of a Trimeric Surfactant,1995-09-08,FALSE,251,journal-article,17731153,2,A5078778236,Yeshayahu Talmon,"Department of Chemical Engineering, Technion-Israel Institute of Technology, Haifa 32000, Israel",Technion – Israel Institute of Technology,I174306211,1
W1999931363,63,Branched Threadlike Micelles in an Aqueous Solution of a Trimeric Surfactant,1995-09-08,FALSE,251,journal-article,17731153,3,A5028360632,H. Levy,"Institut C. Sadron, 6 Rue Boussingault, 67000 Strasbourg, France",Institut Charles Sadron,I183225218,1
W1999931363,63,Branched Threadlike Micelles in an Aqueous Solution of a Trimeric Surfactant,1995-09-08,FALSE,251,journal-article,17731153,4,A5019669911,Gérard Beinert,"Institut C. Sadron, 6 Rue Boussingault, 67000 Strasbourg, France",Institut Charles Sadron,I183225218,1
W1999931363,63,Branched Threadlike Micelles in an Aqueous Solution of a Trimeric Surfactant,1995-09-08,FALSE,251,journal-article,17731153,5,A5091037649,R. Zana,"Institut C. Sadron, 6 Rue Boussingault, 67000 Strasbourg, France",Institut Charles Sadron,I183225218,1
W2023559472,71,Oxygen Isotope Ratios in Trees Reflect Mean Annual Temperature and Humidity,1981-03-27,FALSE,226,journal-article,17731182,1,A5021235346,R. L. Burk,"Department of Geological Sciences, Quaternary Research Center, University of Washington, Seattle 98195",University of Washington,I201448701,1
W2023559472,71,Oxygen Isotope Ratios in Trees Reflect Mean Annual Temperature and Humidity,1981-03-27,FALSE,226,journal-article,17731182,2,A5043857296,Minze Stuiver,"Department of Geological Sciences, Quaternary Research Center, University of Washington, Seattle 98195",University of Washington,I201448701,1
W2066103180,90,Short-and Intermediate-Range Structural Ordering in Glassy Boron Oxide,1995-09-08,FALSE,128,journal-article,17731152,1,A5077773206,Randall E. Youngman,"Department of Chemistry, Indiana University, Bloomington, IN 47405, USA.",Indiana University Bloomington,I4210119109,1
W2066103180,90,Short-and Intermediate-Range Structural Ordering in Glassy Boron Oxide,1995-09-08,FALSE,128,journal-article,17731152,2,A5076307425,Scott T. Haubrich,"Department of Chemistry, Indiana University, Bloomington, IN 47405, USA.",Indiana University Bloomington,I4210119109,1
W2066103180,90,Short-and Intermediate-Range Structural Ordering in Glassy Boron Oxide,1995-09-08,FALSE,128,journal-article,17731152,3,A5030632996,Josef W. Zwanziger,"Department of Chemistry, Indiana University, Bloomington, IN 47405, USA.",Indiana University Bloomington,I4210119109,1
W2066103180,90,Short-and Intermediate-Range Structural Ordering in Glassy Boron Oxide,1995-09-08,FALSE,128,journal-article,17731152,4,A5060341904,Michael T. Janicke,"Department of Chemical Engineering, University of California, Santa Barbara, CA 93106, USA.","University of California, Santa Barbara",I154570441,1
W2066103180,90,Short-and Intermediate-Range Structural Ordering in Glassy Boron Oxide,1995-09-08,FALSE,128,journal-article,17731152,5,A5040209235,Bradley F. Chmelka,"Department of Chemical Engineering, University of California, Santa Barbara, CA 93106, USA.","University of California, Santa Barbara",I154570441,1
W2059916079,0,An Alternative Funding Mechanism,1981-03-27,FALSE,75,journal-article,17731164,1,A5007942830,Rustum Roy,"Director, Materials Research Laboratory, Pennsylvania State University, University Park 16802",Pennsylvania State University,I130769515,1
W2095001211,50,Stable Lead Isotopes as a Tracer in Coastal Waters,1981-03-27,FALSE,67,journal-article,17731185,1,A5079351503,V. J. Stukas,"Ocean Chemistry Division, Institute of Ocean Sciences,Sidney, British Columbia, Canada V8L 4B2",Fisheries and Oceans Canada,I1319689352,1
W2095001211,50,Stable Lead Isotopes as a Tracer in Coastal Waters,1981-03-27,FALSE,67,journal-article,17731185,2,A5017815624,C. S. Wong,"Ocean Chemistry Division, Institute of Ocean Sciences,Sidney, British Columbia, Canada V8L 4B2",Fisheries and Oceans Canada,I1319689352,1
W2014194088,33,Volcanic Origin of the Eruptive Plumes on Io,1981-03-27,FALSE,24,journal-article,17731183,1,A5039618034,A. F. Cook,"Harvard-Smithsonian Center for Astrophysics Cambridge, Mass., United States",Center for Astrophysics Harvard & Smithsonian,I4210124175,1
W2014194088,33,Volcanic Origin of the Eruptive Plumes on Io,1981-03-27,FALSE,24,journal-article,17731183,2,A5065703847,E. M. Shoemaker,"U. S. Geological Survey Flagstaff, Ariz., United States",Astrogeology Science Center,I4210111045,1
W2014194088,33,Volcanic Origin of the Eruptive Plumes on Io,1981-03-27,FALSE,24,journal-article,17731183,2,A5065703847,E. M. Shoemaker,"U. S. Geological Survey Flagstaff, Ariz., United States",United States Geological Survey,I1286329397,2
W2014194088,33,Volcanic Origin of the Eruptive Plumes on Io,1981-03-27,FALSE,24,journal-article,17731183,3,A5075494236,B. A. Smith,"Arizona, University Tucson, Ariz., United States",University of Arizona,I138006243,1
W2014194088,33,Volcanic Origin of the Eruptive Plumes on Io,1981-03-27,FALSE,24,journal-article,17731183,4,A5058132840,G. E. Danielson," California Institute of Technology, Pasadena, Calif., United States",California Institute of Technology,I122411786,1
W2014194088,33,Volcanic Origin of the Eruptive Plumes on Io,1981-03-27,FALSE,24,journal-article,17731183,5,A5045070120,T. V. Johnson,"Harvard Smithsonian Center for Astrophysics, Cambridge, MA, United States",Center for Astrophysics Harvard & Smithsonian,I4210124175,1
W2014194088,33,Volcanic Origin of the Eruptive Plumes on Io,1981-03-27,FALSE,24,journal-article,17731183,6,A5015413826,S. P. Synnott," California Institute of Technology, Jet Propulsion Laboratory, Pasadena, Calif., United States",Jet Propulsion Lab,I1334627681,1
W1986903573,60,Reworked Neritic Fossils in Upper Mesozoic and Cenozoic Central Pacific Deep-Sea Sediments Monitor Sea-Level Changes,1981-03-27,FALSE,22,journal-article,17731184,1,A5016043629,Jörn Thiede,"Department of Geology, University of Oslo, Post Office Box 1047, Blindern, Oslo 3, Norway",University of Oslo,I184942183,1
W2040155456,81,Energy Supply Interruptions and National Security,1981-03-27,FALSE,17,journal-article,17731165,1,A5026422687,Alvin Alm,"Director of the Harvard Energy Program and lecturer at the Kennedy School of Government, Harvard University, Cambridge, Massachusetts 02138",Dana-Farber/Harvard Cancer Center,I4210134579,1
W2040155456,81,Energy Supply Interruptions and National Security,1981-03-27,FALSE,17,journal-article,17731165,1,A5026422687,Alvin Alm,"Director of the Harvard Energy Program and lecturer at the Kennedy School of Government, Harvard University, Cambridge, Massachusetts 02138",Harvard University,I136199984,2
W2074283839,0,Dark Days for Social Research,1981-03-27,FALSE,10,journal-article,17731166,1,A5061607254,Constance Holden,,,,1
W2084569230,0,Caffeine's Stimulatory Effects Explained,1981-03-27,FALSE,8,journal-article,17731176,1,A5027931043,Jean L. Marx,,,,1
W2033998337,0,OESTRUS FOLLOWING THE REMOVAL OF ONE OVARY,1930-04-11,FALSE,5,journal-article,17731192,1,A5046998581,F. E. Emery,University of Buffalo.,"University at Buffalo, State University of New York",I63190737,1
W4243803507,0,Nobel Follies,1981-03-27,FALSE,5,journal-article,17731173,1,A5076006274,N. Wade,,,,1
W2024021163,0,New University Law Decreed in Chile,1981-03-27,FALSE,4,journal-article,17731170,1,A5017307949,John Walsh,,,,1
W2041759465,0,Reagan Budget Would Reshape Science Policies,1981-03-27,FALSE,3,journal-article,17731168,1,A5003356726,Colin Norman,,,,1
W2161010917,0,COMPONENTS OF AIR IN RELATION TO ANIMAL LIFE,1930-04-11,FALSE,3,journal-article,17731200,1,A5073516258,Hershey Jw,,,,1
W2048499265,0,Electron Microscope Center Opens at Berkeley,1981-03-27,FALSE,2,journal-article,17731175,1,A5051011562,Arthur L. Robinson,,,,1
W2072259753,0,Reagan Selects New OSHA Director,1981-03-27,FALSE,2,journal-article,17731171,1,A5074463785,William J. Broad,,,,1
W2089262784,0,EMERGENT EVOLUTION AND HYBRIDISM,1930-04-11,FALSE,2,journal-article,17731188,1,A5006041794,Robert K. Nabours,"Kansas Agricultural Experiment Station and Carnegie Institution, Department Genetics",Arkansas Agricultural Experiment Station,I2799886051,1
W1992978541,0,STATEMENT IN REGARD TO PROFESSOR EINSTEIN'S PUBLICATIONS,1930-04-11,FALSE,1,journal-article,17731196,1,A5078056788,W. F. G. Swann,"Bartol Researcih Foundation of the Franklin Institute, Swarthimore, Pennsylvania",Franklin Institute,I2800567957,1
W2007583253,0,BIBLIOCHRESIS: THE PILOT OF RESEARCH,1930-04-11,FALSE,1,journal-article,17731189,1,A5053604917,William A. Hamor,,,,1
W2007583253,0,BIBLIOCHRESIS: THE PILOT OF RESEARCH,1930-04-11,FALSE,1,journal-article,17731189,2,A5006061892,Lawrence W. Bass,,,,1
W2046759174,0,A NEW RECORD OF CASTOROIDES OHIOENSIS FROM ILLINOIS,1930-04-11,FALSE,1,journal-article,17731195,1,A5075222507,Frank Collins Baker,University of Illinois,University of Illinois System,I2801919071,1
W3013309842,0,"Paleoclimates: Climates Throughout Geologic Time . L. A. Frakes. Elsevier, New York, 1979. xii, 310 pp., illus. Cloth, $58.50; paper, $29.95.",1981-03-27,FALSE,1,journal-article,17731180,1,A5029396422,Jack A. Wolfe,,,,1
W1968568829,0,Response : Equity and Economics,1981-03-27,FALSE,0,journal-article,17731158,1,A5046276690,William Perry,,,,1
W1968767007,0,The MX Question,1981-03-27,FALSE,0,journal-article,17731157,1,A5022172922,Eliot Marshall,"3645 N. Monroe Street, Arlington, Virginia 22207",,,1
W1970253075,0,A SACRIFICE TO PELE,1930-04-11,FALSE,0,journal-article,17731191,1,A5057246859,G. R. Wieland,Yale University,Yale University,I32971472,1
W1973666916,0,Equity and Economics,1981-03-27,FALSE,0,journal-article,17731160,1,A5056106176,Jeremy J. Stone,,,,1
W1978763058,0,BRANCHING HABITS OF THE HEVEA RUBBER TREE,1930-04-11,FALSE,0,journal-article,17731190,1,A5017496744,O. F. Cook,,,,1
W1982347992,0,Reagan to Keep OSTP and CEQ,1981-03-27,FALSE,0,journal-article,17731167,1,A5003356726,Colin Norman,,,,1
W1984540859,0,WHAT IS CONTROL?,1930-04-11,FALSE,0,journal-article,17731193,1,A5015318840,C. W. Woodworth,,,,1
W1987982059,0,PROFESSIONAL ETHICS AND THE ARTIST,1930-04-11,FALSE,0,journal-article,17731194,1,A5018559046,Justus F. Mueller,,,,1
W1992305180,0,Science Funding in West Germany,1981-03-27,FALSE,0,journal-article,17731162,1,A5064846279,Werner Menden,,,,1
W1995519485,0,Cell Defect in Mental Retardation,1981-03-27,FALSE,0,journal-article,17731177,1,A5027931043,Jean L. Marx,,,,1
W2002423555,0,ELIMINATING OPAQUING BY ALTERNATING BLACK AND WHITE BACKGROUNDS WHILE MAKING A PHOTOGRAPH,1930-04-11,FALSE,0,journal-article,17731199,1,A5021610288,Frank McWhorter,,,,1
W2014415391,0,CONFERENCE AT CHICHEN ITZA,1930-04-11,FALSE,0,journal-article,17731197,1,A5017964807,A. V. Kidder,"Chairman, Division of Historical Research, Carnegie Institution of Washington",Carnegie Institution for Science,I196817621,1
W2022770262,0,"Prehistory in the Tropics: Adaptive Radiations in Prehistoric Panama . Olga F. Linares And Anthony J. Ranere, Eds. Peabody Museum of Archaeology and Ethnology, Harvard University, Cambridge, Mass., 1980. xx, 530 pp., illus. Paper, $20. Peabody Museum Monographs, No. 5.",1981-03-27,FALSE,0,journal-article,17731178,1,A5043887855,Frederick W. Lange,,,,1
W2029886309,70,LABORATORY AND TEACHING DEVICES MADE FROM PLASTER OF PARIS,1930-04-11,FALSE,0,journal-article,17731198,1,A5059341476,Alvah R. McLaughlin,University Of Wyoming,Wyoming Department of Education,I4210116506,1
W2035240137,0,U.S.-Soviet Relations,1981-03-27,FALSE,0,journal-article,17731163,1,A5016787071,Hugh H. Iltis,,,,1
W2035240137,0,U.S.-Soviet Relations,1981-03-27,FALSE,0,journal-article,17731163,2,A5083187881,Janice C. Coffey,,,,1
