id,which_mesh,term,is_major_topic,qualifier_name
W2145632027,1,Cardiovascular Diseases,TRUE,etiology
W2145632027,2,Hospitalization,TRUE,statistics & numerical data
W2145632027,3,Kidney Diseases,TRUE,complications
W2145632027,4,Aged,FALSE,
W2145632027,5,Analysis of Variance,FALSE,
W2145632027,6,Cardiovascular Diseases,FALSE,mortality
W2145632027,7,Cardiovascular Diseases,FALSE,epidemiology
W2145632027,8,Cardiovascular Diseases,FALSE,
W2145632027,9,Chronic Disease,FALSE,
W2145632027,10,Creatinine,FALSE,
W2145632027,11,Creatinine,FALSE,blood
W2145632027,12,Female,FALSE,
W2145632027,13,Follow-Up Studies,FALSE,
W2145632027,14,Glomerular Filtration Rate,FALSE,
W2145632027,15,Hospitalization,FALSE,
W2145632027,16,Humans,FALSE,
W2145632027,17,Kidney Diseases,FALSE,
W2145632027,18,Kidney Diseases,FALSE,diagnosis
W2145632027,19,Kidney Diseases,FALSE,mortality
W2145632027,20,Male,FALSE,
W2145632027,21,Middle Aged,FALSE,
W2145632027,22,Risk Factors,FALSE,
W2145632027,23,Severity of Illness Index,FALSE,
W2145632027,24,Survival Analysis,FALSE,
W1971334793,1,Cognition,TRUE,
W1971334793,2,Exercise,TRUE,
W1971334793,3,Health Behavior,TRUE,
W1971334793,4,Walking,TRUE,
W1971334793,5,Aged,FALSE,
W1971334793,6,"Aged, 80 and over",FALSE,
W1971334793,7,Cognition Disorders,FALSE,
W1971334793,8,Cognition Disorders,FALSE,epidemiology
W1971334793,9,Female,FALSE,
W1971334793,10,Health Surveys,FALSE,
W1971334793,11,Humans,FALSE,
W1971334793,12,Life Style,FALSE,
W1971334793,13,Regression Analysis,FALSE,
W1971334793,14,Risk,FALSE,
W2072838342,1,Dementia,TRUE,epidemiology
W2072838342,2,Health Behavior,TRUE,
W2072838342,3,Walking,TRUE,
W2072838342,4,Aged,FALSE,
W2072838342,5,"Aged, 80 and over",FALSE,
W2072838342,6,Dementia,FALSE,
W2072838342,7,Humans,FALSE,
W2072838342,8,Life Style,FALSE,
W2072838342,9,Male,FALSE,
W2072838342,10,Proportional Hazards Models,FALSE,
W2072838342,11,Prospective Studies,FALSE,
W2072838342,12,Risk,FALSE,
W2093942651,1,Duty to Warn,TRUE,legislation & jurisprudence
W2093942651,2,Duty to Warn,TRUE,ethics
W2093942651,3,"Genetic Diseases, Inborn",TRUE,
W2093942651,4,Genetic Predisposition to Disease,TRUE,
W2093942651,5,Genetic Testing,TRUE,
W2093942651,6,Physician's Role,TRUE,
W2093942651,7,Duty to Warn,FALSE,
W2093942651,8,Family,FALSE,
W2093942651,9,"Genetic Diseases, Inborn",FALSE,prevention & control
W2093942651,10,"Genetic Diseases, Inborn",FALSE,epidemiology
W2093942651,11,Genetic Predisposition to Disease,FALSE,epidemiology
