id,which_concept,concept_id,term,level,score
W2096994375,1,C26271046,Economic geography,1,0.7067813
W2096994375,2,C158739034,Metropolitan area,2,0.6553905
W2096994375,3,C39853841,Urbanization,2,0.6132207
W2096994375,4,C2908647359,Population,2,0.52417916
W2096994375,5,C127598652,Per capita,3,0.4814148
W2096994375,6,C131850264,Economies of agglomeration,2,0.4645474
W2096994375,7,C205649164,Geography,0,0.45617104
W2096994375,8,C162324750,Economics,0,0.3455255
W2096994375,9,C50522688,Economic growth,1,0.26844054
W2096994375,10,C144024400,Sociology,0,0.15749907
W2096994375,11,C149923435,Demography,1,0.09114656
W2096994375,12,C166957645,Archaeology,1,0
W2062937490,1,C11960822,Phosphorylation,2,0.6855374
W2062937490,2,C2779491563,Arabidopsis,4,0.6051026
W2062937490,3,C123243835,Bimolecular fluorescence complementation,3,0.59439445
W2062937490,4,C86803240,Biology,0,0.58984417
W2062937490,5,C86339819,Transcription factor,3,0.5888972
W2062937490,6,C184235292,Kinase,2,0.5762628
W2062937490,7,C95444343,Cell biology,1,0.5004716
W2062937490,8,C97029542,Protein kinase A,3,0.47982836
W2062937490,9,C178666793,Phosphatase,3,0.46654105
W2062937490,10,C55493867,Biochemistry,1,0.40076563
W2062937490,11,C143065580,Mutant,3,0.27573043
W2062937490,12,C104317684,Gene,2,0.1631645
W2144876777,1,C123728058,Traumatic memories,2,0.58152544
W2144876777,2,C15744967,Psychology,0,0.51532286
W2144876777,3,C2776378700,Distraction,2,0.4856066
W2144876777,4,C2778159538,Traumatic stress,2,0.46453837
W2144876777,5,C169900460,Cognition,2,0.44936526
W2144876777,6,C180747234,Cognitive psychology,1,0.4460665
W2144876777,7,C2780451532,Task (project management),2,0.41510493
W2144876777,8,C70410870,Clinical psychology,1,0.2120288
W2144876777,9,C118552586,Psychiatry,1,0.18701127
W2144876777,10,C187736073,Management,1,0
W2144876777,11,C162324750,Economics,0,0
W2034649150,1,C86803240,Biology,0,0.76689947
W2034649150,2,C2776178377,Interferon,2,0.6478898
W2034649150,3,C2777003663,STAT1,3,0.64043427
W2034649150,4,C2776239193,STAT2,5,0.6354301
W2034649150,5,C2777546802,Influenza A virus,3,0.5708356
W2034649150,6,C140704245,Viral replication,3,0.55272055
W2034649150,7,C62478195,Signal transduction,2,0.5394524
W2034649150,8,C159047783,Virology,1,0.52081215
W2034649150,9,C2777553839,Tyrosine phosphorylation,3,0.4908243
W2034649150,10,C2777668594,Interferon-stimulated gene,4,0.47429493
