id,which_mesh,term,is_major_topic
W2036878770,1,Disulfides,TRUE
W2036878770,2,Gels,TRUE
W2036878770,3,Proteins,TRUE
W2036878770,4,Sulfhydryl Compounds,TRUE
W2036878770,5,Urea,TRUE
W1988409048,1,Plant Leaves,TRUE
W1988409048,2,Plants,TRUE
W1981924303,1,"Animals, Newborn",TRUE
W1981924303,2,Body Fluids,TRUE
W1981924303,3,Breast,TRUE
W1981924303,4,Colostrum,TRUE
W1981924303,5,Globulins,TRUE
W1981924303,6,Animals,FALSE
W1981924303,7,Female,FALSE
W1981924303,8,Pregnancy,FALSE
W2047584181,1,Fabaceae,TRUE
W2047584181,2,Nucleoproteins,TRUE
W2047584181,3,Plant Roots,TRUE
W1991672612,1,Amylopectin,TRUE
W1991672612,2,Enzymes,TRUE
W2091525903,1,Elastin,TRUE
W2091525903,2,Proteins,TRUE
W2091525903,3,Humans,FALSE
W1981599705,1,Coloring Agents,TRUE
W1981599705,2,Flavones,TRUE
W1981599705,3,Oxidation-Reduction,TRUE
W1981599705,4,Oxidoreductases,TRUE
W1981599705,5,Peroxidase,TRUE
W1981599705,6,Peroxidases,TRUE
W1981599705,7,Tea,TRUE
W2008240322,1,Bacteriophages,TRUE
W2008240322,2,Salmonella typhi,TRUE
W1975079880,1,Microwaves,TRUE
W1975079880,2,Proteins,TRUE
W1975079880,3,Regression Analysis,TRUE
W2047760811,1,Steam,TRUE
W2047760811,2,Water,TRUE
W2047760811,3,Adsorption,FALSE
W2072040594,1,Animals,FALSE
W2072040594,2,Cattle,FALSE
W2075278882,1,Carotid Body,TRUE
W2075278882,2,Humans,FALSE
W2003928570,1,Action Potentials,TRUE
W2003928570,2,Cell Respiration,TRUE
W2003928570,3,Medulla Oblongata,TRUE
W2003928570,4,Respiration,TRUE
W2004055570,1,Appetite,TRUE
W2004055570,2,Eating,TRUE
W2004055570,3,Humans,FALSE
W2043091337,1,Acetylcholine,TRUE
W2043091337,2,Carbon,TRUE
W2043091337,3,Organic Chemicals,TRUE
W2045223570,1,Biological Evolution,TRUE
