id,which_concept,concept_id,term,level,score
W2022661087,1,C2779280984,Crohn's disease,3,0.80590284
W2022661087,2,C2780586882,Simple (philosophy),2,0.6774834
W2022661087,3,C2777382242,Index (typography),2,0.57315165
W2022661087,4,C71924100,Medicine,0,0.44744286
W2022661087,5,C2779134260,Disease,2,0.4157124
W2022661087,6,C41008148,Computer science,0,0.22716197
W2022661087,7,C126322002,Internal medicine,1,0.21607986
W2022661087,8,C136764020,World Wide Web,1,0.07503006
W2022661087,9,C138885662,Philosophy,0,0.06053096
W2022661087,10,C111472728,Epistemology,1,0
W4246963951,1,C2776820786,Endoscope,2,0.69697905
W4246963951,2,C71924100,Medicine,0,0.4692388
W4246963951,3,C81288441,Ultrasonic sensor,2,0.4632536
W4246963951,4,C126838900,Radiology,1,0.21709397
W2060656087,1,C2778163477,Cholesterol,2,0.70462877
W2060656087,2,C71924100,Medicine,0,0.588461
W2060656087,3,C111815664,Framingham Heart Study,4,0.56201196
W2060656087,4,C126322002,Internal medicine,1,0.55709267
W2060656087,5,C3018906752,Coronary heart disease,2,0.5502746
W2060656087,6,C149923435,Demography,1,0.39498287
W2060656087,7,C164705383,Cardiology,1,0.38462454
W2060656087,8,C134018914,Endocrinology,1,0.3690701
W2060656087,9,C11783203,Framingham Risk Score,3,0.36000353
W2060656087,10,C2779134260,Disease,2,0.33727455
W2060656087,11,C144024400,Sociology,0,0
W2148484531,1,C159654299,Antibody,2,0.7783079
W2148484531,2,C165220095,Islet,3,0.6764959
W2148484531,3,C2776828364,Beta cell,4,0.5446474
W2148484531,4,C112313634,Complement (music),5,0.53372383
W2148484531,5,C203014093,Immunology,1,0.52178407
W2148484531,6,C1491633281,Cell,2,0.5171175
W2148484531,7,C71924100,Medicine,0,0.44353074
W2148484531,8,C86803240,Biology,0,0.35414162
W2148484531,9,C555293320,Diabetes mellitus,2,0.3418174
W2148484531,10,C134018914,Endocrinology,1,0.21273756
W2148484531,11,C104317684,Gene,2,0.12366381
W2148484531,12,C54355233,Genetics,1,0.09209028
W2148484531,13,C127716648,Phenotype,3,0.06295854
W2148484531,14,C188082640,Complementation,4,0
W2035076992,1,C2780564577,Psoriasis,2,0.7926297
W2035076992,2,C71924100,Medicine,0,0.7754428
W2035076992,3,C16005928,Dermatology,1,0.65196097
W2035076992,4,C2777789703,Skin cancer,3,0.6162913
W2035076992,5,C44249647,Confidence interval,2,0.50131965
W2035076992,6,C2987742019,Ultraviolet radiation,2,0.4988749
W2035076992,7,C192643346,tar (computing),2,0.49731782
W2035076992,8,C82789193,Relative risk,3,0.47954723
W2035076992,9,C2994491419,Squamous carcinoma,3,0.4102114
W2035076992,10,C2777546739,Carcinoma,2,0.40333068
W2035076992,11,C121608353,Cancer,2,0.3410092
W2035076992,12,C126322002,Internal medicine,1,0.2773556
W2035076992,13,C185592680,Chemistry,0,0.07157293
W2035076992,14,C177322064,Radiochemistry,1,0.052930325
W2035076992,15,C41008148,Computer science,0,0
W2035076992,16,C199360897,Programming language,1,0
W3023362448,1,C2778143017,Erythrocyte sedimentation rate,2,0.8728006
W3023362448,2,C71924100,Medicine,0,0.8498498
W3023362448,3,C2777575956,Rheumatoid arthritis,2,0.74934703
W3023362448,4,C2780035454,Drug,2,0.5947678
W3023362448,5,C126322002,Internal medicine,1,0.5926862
W3023362448,6,C2777077863,Arthritis,2,0.5172918
W3023362448,7,C501593827,Antibiotics,2,0.5003195
W3023362448,8,C2777063308,Neutropenia,3,0.49552047
W3023362448,9,C197934379,Adverse effect,2,0.48055914
W3023362448,10,C2779383735,Sulfasalazine,4,0.44393635
W3023362448,11,C90924648,Gastroenterology,1,0.42546955
W3023362448,12,C203014093,Immunology,1,0.3851522
W3023362448,13,C2779134260,Disease,2,0.2983911
W3023362448,14,C98274493,Pharmacology,1,0.19492534
W3023362448,15,C29730261,Toxicity,2,0.114108324
W3023362448,16,C2780479503,Ulcerative colitis,3,0
W3023362448,17,C89423630,Microbiology,1,0
W3023362448,18,C86803240,Biology,0,0
