id,which_mesh,term,is_major_topic
W1995628336,1,Interferon Type I,TRUE
W1995628336,2,"Leukemia, Hairy Cell",TRUE
W1995628336,3,Adult,FALSE
W1995628336,4,Blood Cell Count,FALSE
W1995628336,5,Bone Marrow,FALSE
W1995628336,6,Bone Marrow,FALSE
W1995628336,7,Female,FALSE
W1995628336,8,Humans,FALSE
W1995628336,9,Infections,FALSE
W1995628336,10,Infections,FALSE
W1995628336,11,"Injections, Intramuscular",FALSE
W1995628336,12,Interferon Type I,FALSE
W1995628336,13,Interferon Type I,FALSE
W1995628336,14,"Leukemia, Hairy Cell",FALSE
W1995628336,15,"Leukemia, Hairy Cell",FALSE
W1995628336,16,"Leukemia, Hairy Cell",FALSE
W1995628336,17,Male,FALSE
W1995628336,18,Middle Aged,FALSE
W2323304773,1,Proteinuria,TRUE
W2323304773,2,Specimen Handling,TRUE
W2323304773,3,Urine,TRUE
W2323304773,4,Adult,FALSE
W2323304773,5,Circadian Rhythm,FALSE
W2323304773,6,Creatinine,FALSE
W2323304773,7,Creatinine,FALSE
W2323304773,8,Female,FALSE
W2323304773,9,Humans,FALSE
W2323304773,10,Male,FALSE
W2323304773,11,Proteinuria,FALSE
W2323304773,12,Proteinuria,FALSE
W2323304773,13,Specimen Handling,FALSE
W2341833941,1,Blood Coagulation Disorders,TRUE
W2341833941,2,Glycoproteins,TRUE
W2341833941,3,Thromboembolism,TRUE
W2341833941,4,Thrombophlebitis,TRUE
W2341833941,5,Adolescent,FALSE
W2341833941,6,Adult,FALSE
W2341833941,7,Aged,FALSE
W2341833941,8,Blood Coagulation Tests,FALSE
W2341833941,9,Female,FALSE
W2341833941,10,Glycoproteins,FALSE
W2341833941,11,Humans,FALSE
W2341833941,12,Male,FALSE
W2341833941,13,Middle Aged,FALSE
W2341833941,14,Netherlands,FALSE
W2341833941,15,Pedigree,FALSE
W2341833941,16,Protein C,FALSE
W2341833941,17,Risk,FALSE
W2341833941,18,Thromboembolism,FALSE
W2341833941,19,Thromboembolism,FALSE
W2341833941,20,Thromboembolism,FALSE
W2341833941,21,Thrombophlebitis,FALSE
W2341833941,22,Thrombophlebitis,FALSE
W2341833941,23,Thrombophlebitis,FALSE
W2036845216,1,Heart,TRUE
W2036845216,2,Hypertension,TRUE
W2036845216,3,Myocardium,TRUE
W2036845216,4,Obesity,TRUE
W2036845216,5,Adult,FALSE
W2036845216,6,Cardiac Output,FALSE
W2036845216,7,Echocardiography,FALSE
W2036845216,8,Echocardiography,FALSE
W2036845216,9,Female,FALSE
W2036845216,10,Heart,FALSE
W2036845216,11,Hemodynamics,FALSE
W2036845216,12,Humans,FALSE
W2036845216,13,Hypertension,FALSE
W2036845216,14,Hypertension,FALSE
W2036845216,15,Hypertension,FALSE
W2036845216,16,Male,FALSE
W2036845216,17,Middle Aged,FALSE
W2036845216,18,Myocardium,FALSE
W2036845216,19,Obesity,FALSE
W2036845216,20,Obesity,FALSE
W2036845216,21,Obesity,FALSE
W2036845216,22,Stroke Volume,FALSE
W2016782194,1,Danazol,TRUE
W2016782194,2,Pregnadienes,TRUE
W2016782194,3,"Purpura, Thrombocytopenic",TRUE
W2016782194,4,Adult,FALSE
W2016782194,5,Aged,FALSE
W2016782194,6,Autoantibodies,FALSE
W2016782194,7,Autoantibodies,FALSE
W2016782194,8,Blood Platelets,FALSE
W2016782194,9,Blood Platelets,FALSE
W2016782194,10,Danazol,FALSE
W2016782194,11,Drug Evaluation,FALSE
W2016782194,12,Female,FALSE
W2016782194,13,Humans,FALSE
W2016782194,14,Male,FALSE
W2016782194,15,Middle Aged,FALSE
W2016782194,16,Platelet Count,FALSE
W2016782194,17,Pregnadienes,FALSE
W2016782194,18,"Purpura, Thrombocytopenic",FALSE
W2016782194,19,"Purpura, Thrombocytopenic",FALSE
W2016782194,20,Splenectomy,FALSE
W2132819882,1,"Education, Medical, Continuing",TRUE
W2132819882,2,Quality of Health Care,TRUE
W2132819882,3,Certification,FALSE
W2132819882,4,"Education, Medical, Continuing",FALSE
W2132819882,5,Evaluation Studies as Topic,FALSE
W2132819882,6,"Licensure, Medical",FALSE
W2132819882,7,Professional Competence,FALSE
W2132819882,8,Professional Competence,FALSE
W2132819882,9,Specialty Boards,FALSE
W2132819882,10,United States,FALSE
W2010025364,1,Data Collection,TRUE
W2010025364,2,Data Collection,FALSE
W2010025364,3,Humans,FALSE
W2010025364,4,Patients,FALSE
W2010025364,5,Research Personnel,FALSE
W1975290953,1,Agranulocytosis,TRUE
W1975290953,2,Methimazole,TRUE
W1975290953,3,Propylthiouracil,TRUE
W1975290953,4,Adolescent,FALSE
W1975290953,5,Adult,FALSE
W1975290953,6,Age Factors,FALSE
W1975290953,7,Aged,FALSE
W1975290953,8,Agranulocytosis,FALSE
W1975290953,9,Female,FALSE
W1975290953,10,Graves Disease,FALSE
W1975290953,11,Graves Disease,FALSE
W1975290953,12,Humans,FALSE
W1975290953,13,Male,FALSE
W1975290953,14,Methimazole,FALSE
W1975290953,15,Methimazole,FALSE
W1975290953,16,Middle Aged,FALSE
W1975290953,17,Propylthiouracil,FALSE
W1975290953,18,Propylthiouracil,FALSE
W1975290953,19,Sex Factors,FALSE
W2007455730,1,Cardiomyopathies,TRUE
W2007455730,2,Doxorubicin,TRUE
W2007455730,3,Adult,FALSE
W2007455730,4,Aged,FALSE
W2007455730,5,Biopsy,FALSE
W2007455730,6,Cardiac Catheterization,FALSE
W2007455730,7,Cardiomyopathies,FALSE
W2007455730,8,Cardiomyopathies,FALSE
W2007455730,9,"Dose-Response Relationship, Drug",FALSE
W2007455730,10,Doxorubicin,FALSE
W2007455730,11,Doxorubicin,FALSE
W2007455730,12,Drug Administration Schedule,FALSE
W2007455730,13,Female,FALSE
W2007455730,14,Humans,FALSE
W2007455730,15,Male,FALSE
W2007455730,16,Middle Aged,FALSE
W2007455730,17,Risk,FALSE
W2007455730,18,Statistics as Topic,FALSE
W2323518765,1,Body Height,TRUE
W2323518765,2,Growth Hormone,TRUE
W2323518765,3,Adolescent,FALSE
W2323518765,4,Age Determination by Skeleton,FALSE
W2323518765,5,Body Height,FALSE
W2323518765,6,Child,FALSE
W2323518765,7,"Child, Preschool",FALSE
W2323518765,8,Female,FALSE
W2323518765,9,Growth,FALSE
W2323518765,10,Growth,FALSE
W2323518765,11,Growth Hormone,FALSE
W2323518765,12,Growth Hormone,FALSE
W2323518765,13,Growth Hormone,FALSE
W2323518765,14,Humans,FALSE
W2323518765,15,Hypopituitarism,FALSE
W2323518765,16,Hypopituitarism,FALSE
W2323518765,17,Hypopituitarism,FALSE
W2323518765,18,Insulin-Like Growth Factor I,FALSE
W2323518765,19,Male,FALSE
W2323518765,20,Somatomedins,FALSE
W2323518765,21,Somatomedins,FALSE
W2013220681,1,Calcium,TRUE
W2013220681,2,Myocardial Contraction,TRUE
W2013220681,3,Renal Dialysis,TRUE
W2013220681,4,Adult,FALSE
W2013220681,5,Bicarbonates,FALSE
W2013220681,6,Bicarbonates,FALSE
W2013220681,7,Blood Pressure,FALSE
W2013220681,8,Blood Urea Nitrogen,FALSE
W2013220681,9,Body Weight,FALSE
W2013220681,10,Calcium,FALSE
W2013220681,11,Cardiac Volume,FALSE
W2013220681,12,Creatinine,FALSE
W2013220681,13,Creatinine,FALSE
W2013220681,14,Echocardiography,FALSE
W2013220681,15,Electrolytes,FALSE
W2013220681,16,Electrolytes,FALSE
W2013220681,17,Heart Rate,FALSE
W2013220681,18,Humans,FALSE
W2013220681,19,"Kidney Failure, Chronic",FALSE
W2013220681,20,"Kidney Failure, Chronic",FALSE
W2013220681,21,Middle Aged,FALSE
W2013220681,22,Norepinephrine,FALSE
W2013220681,23,Norepinephrine,FALSE
W2013220681,24,Renal Dialysis,FALSE
W2013220681,25,Ventricular Function,FALSE
W2001761779,1,Ethinyl Estradiol,TRUE
W2001761779,2,Growth,TRUE
W2001761779,3,Turner Syndrome,TRUE
W2001761779,4,Adolescent,FALSE
W2001761779,5,Child,FALSE
W2001761779,6,"Child, Preschool",FALSE
W2001761779,7,Ethinyl Estradiol,FALSE
W2001761779,8,Female,FALSE
W2001761779,9,Growth,FALSE
W2001761779,10,Humans,FALSE
W2001761779,11,Insulin-Like Growth Factor I,FALSE
W2001761779,12,Mucous Membrane,FALSE
W2001761779,13,Mucous Membrane,FALSE
W2001761779,14,Sex Hormone-Binding Globulin,FALSE
W2001761779,15,Sex Hormone-Binding Globulin,FALSE
W2001761779,16,Somatomedins,FALSE
W2001761779,17,Somatomedins,FALSE
W2001761779,18,Turner Syndrome,FALSE
W2001761779,19,Ulna,FALSE
W2001761779,20,Ulna,FALSE
W2001761779,21,Vagina,FALSE
W2001761779,22,Vagina,FALSE
W2028369954,1,Epididymis,TRUE
W2028369954,2,Lung Diseases,TRUE
W2028369954,3,Oligospermia,TRUE
W2028369954,4,Respiratory Tract Infections,TRUE
W2028369954,5,Sinusitis,TRUE
W2028369954,6,Adult,FALSE
W2028369954,7,Chronic Disease,FALSE
W2028369954,8,Ciliary Motility Disorders,FALSE
W2028369954,9,Ciliary Motility Disorders,FALSE
W2028369954,10,Cystic Fibrosis,FALSE
W2028369954,11,Cystic Fibrosis,FALSE
W2028369954,12,"Diagnosis, Differential",FALSE
W2028369954,13,Epididymis,FALSE
W2028369954,14,Female,FALSE
W2028369954,15,Humans,FALSE
W2028369954,16,"Infertility, Male",FALSE
W2028369954,17,"Infertility, Male",FALSE
W2028369954,18,"Infertility, Male",FALSE
W2028369954,19,Lung Diseases,FALSE
W2028369954,20,Lung Diseases,FALSE
W2028369954,21,Male,FALSE
W2028369954,22,Microsurgery,FALSE
W2028369954,23,Oligospermia,FALSE
W2028369954,24,Oligospermia,FALSE
W2028369954,25,Pregnancy,FALSE
W2028369954,26,Respiratory Function Tests,FALSE
W2028369954,27,Respiratory Tract Infections,FALSE
W2028369954,28,Respiratory Tract Infections,FALSE
W2028369954,29,Sinusitis,FALSE
W2028369954,30,Sinusitis,FALSE
W2028369954,31,Spermatogenesis,FALSE
W2028369954,32,Spermatozoa,FALSE
W2028369954,33,Spermatozoa,FALSE
W2028369954,34,Syndrome,FALSE
W2320012330,1,Imidazoles,TRUE
W2320012330,2,Methylhistamines,TRUE
W2320012330,3,Urticaria Pigmentosa,TRUE
W2320012330,4,Adult,FALSE
W2320012330,5,Aged,FALSE
W2320012330,6,Female,FALSE
W2320012330,7,Histamine,FALSE
W2320012330,8,Histamine,FALSE
W2320012330,9,Humans,FALSE
W2320012330,10,Imidazoles,FALSE
W2320012330,11,Male,FALSE
W2320012330,12,Methylhistamines,FALSE
W2320012330,13,Middle Aged,FALSE
W2320012330,14,Urticaria Pigmentosa,FALSE
W2320012330,15,Urticaria Pigmentosa,FALSE
W1986641746,1,Lymphoma,TRUE
W1986641746,2,Thyroid Neoplasms,TRUE
W1986641746,3,Adult,FALSE
W1986641746,4,Aged,FALSE
W1986641746,5,"Biopsy, Needle",FALSE
W1986641746,6,"Diagnosis, Differential",FALSE
W1986641746,7,Female,FALSE
W1986641746,8,Humans,FALSE
W1986641746,9,Lymphoma,FALSE
W1986641746,10,Lymphoma,FALSE
W1986641746,11,Lymphoma,FALSE
W1986641746,12,Male,FALSE
W1986641746,13,Middle Aged,FALSE
W1986641746,14,Radionuclide Imaging,FALSE
W1986641746,15,Thyroid Neoplasms,FALSE
W1986641746,16,Thyroid Neoplasms,FALSE
W1986641746,17,Thyroid Neoplasms,FALSE
W1986641746,18,"Thyroiditis, Autoimmune",FALSE
W1986641746,19,"Thyroiditis, Autoimmune",FALSE
W2093747275,1,Hypertension,TRUE
W2093747275,2,Proteins,TRUE
W2093747275,3,Animals,FALSE
W2093747275,4,Aorta,FALSE
W2093747275,5,Aorta,FALSE
W2093747275,6,Blood Pressure,FALSE
W2093747275,7,Calcium,FALSE
W2093747275,8,Calcium,FALSE
W2093747275,9,Calcium Channel Blockers,FALSE
W2093747275,10,Calcium Channel Blockers,FALSE
W2093747275,11,Diuretics,FALSE
W2093747275,12,Diuretics,FALSE
W2093747275,13,Humans,FALSE
W2093747275,14,Hypertension,FALSE
W2093747275,15,Hypertension,FALSE
W2093747275,16,Hypertension,FALSE
W2093747275,17,"Muscle, Smooth, Vascular",FALSE
W2093747275,18,"Muscle, Smooth, Vascular",FALSE
W2093747275,19,Natriuretic Agents,FALSE
W2093747275,20,Norepinephrine,FALSE
W2093747275,21,Norepinephrine,FALSE
W2093747275,22,Proteins,FALSE
W2093747275,23,Rats,FALSE
W2093747275,24,Sodium,FALSE
W2093747275,25,Sodium,FALSE
W2093747275,26,Synaptic Vesicles,FALSE
W2093747275,27,Synaptic Vesicles,FALSE
W2093747275,28,Vascular Resistance,FALSE
W2058559502,1,Graves Disease,TRUE
W2058559502,2,Intraocular Pressure,TRUE
W2058559502,3,Adult,FALSE
W2058559502,4,Female,FALSE
W2058559502,5,Graves Disease,FALSE
W2058559502,6,Graves Disease,FALSE
W2058559502,7,Graves Disease,FALSE
W2058559502,8,Graves Disease,FALSE
W2058559502,9,Humans,FALSE
W2058559502,10,Male,FALSE
W2058559502,11,Middle Aged,FALSE
W2058559502,12,Posture,FALSE
W2058559502,13,Prospective Studies,FALSE
W2058559502,14,"Tomography, X-Ray Computed",FALSE
W2058559502,15,"Tonometry, Ocular",FALSE
W2058559502,16,Vision Tests,FALSE
W2014696366,1,"Antibodies, Monoclonal",TRUE
W2014696366,2,Blood Platelets,TRUE
W2014696366,3,Immunoglobulin G,TRUE
W2014696366,4,"Purpura, Thrombocytopenic",TRUE
W2014696366,5,Adult,FALSE
W2014696366,6,"Antibodies, Monoclonal",FALSE
W2014696366,7,Autoantibodies,FALSE
W2014696366,8,Autoantibodies,FALSE
W2014696366,9,Blood Platelets,FALSE
W2014696366,10,Humans,FALSE
W2014696366,11,Immunoglobulin Fc Fragments,FALSE
W2014696366,12,Immunoglobulin Fc Fragments,FALSE
W2014696366,13,Immunoglobulin G,FALSE
W2014696366,14,Platelet Count,FALSE
W2014696366,15,"Purpura, Thrombocytopenic",FALSE
W1963674766,1,Blood Vessels,TRUE
W1963674766,2,Ethanol,TRUE
W1963674766,3,Plasminogen Activators,TRUE
W1963674766,4,Animals,FALSE
W1963674766,5,Aorta,FALSE
W1963674766,6,Aorta,FALSE
W1963674766,7,Blood Vessels,FALSE
W1963674766,8,Cattle,FALSE
W1963674766,9,"Cells, Cultured",FALSE
W1963674766,10,Coronary Disease,FALSE
W1963674766,11,Coronary Disease,FALSE
W1963674766,12,Coronary Disease,FALSE
W1963674766,13,Cycloheximide,FALSE
W1963674766,14,Cycloheximide,FALSE
W1963674766,15,Endothelium,FALSE
W1963674766,16,Endothelium,FALSE
W1963674766,17,Endothelium,FALSE
W1963674766,18,Ethanol,FALSE
W1963674766,19,Ethanol,FALSE
