id,title,pub_date,cite_count,pub_type,pmid,which_athr,athr_id,athr_name,raw_affl,inst,inst_id,which_affl
W1990840796,Fuel Homeostasis in Exercise,1975-11-20,349,journal-article,1178025,1,A5009728207,Howard L. Bleich,,,,1
W1990840796,Fuel Homeostasis in Exercise,1975-11-20,349,journal-article,1178025,2,A5016104480,Emily S. Boro,,,,1
W1990840796,Fuel Homeostasis in Exercise,1975-11-20,349,journal-article,1178025,3,A5082105151,Philip Felig,,,,1
W1990840796,Fuel Homeostasis in Exercise,1975-11-20,349,journal-article,1178025,4,A5048470026,John Wahren,,,,1
W2342076482,Residual Disability in Survivors of Stroke — The Framingham Study,1975-11-06,229,journal-article,1178004,1,A5029997347,Glen E. Gresham,,,,1
W2342076482,Residual Disability in Survivors of Stroke — The Framingham Study,1975-11-06,229,journal-article,1178004,2,A5005835161,Therese E. Fitzpatrick,,,,1
W2342076482,Residual Disability in Survivors of Stroke — The Framingham Study,1975-11-06,229,journal-article,1178004,3,A5036370752,Philip A. Wolf,,,,1
W2342076482,Residual Disability in Survivors of Stroke — The Framingham Study,1975-11-06,229,journal-article,1178004,4,A5052987521,Patricia McNamara,,,,1
W2342076482,Residual Disability in Survivors of Stroke — The Framingham Study,1975-11-06,229,journal-article,1178004,5,A5066185880,William B. Kannel,,,,1
W2342076482,Residual Disability in Survivors of Stroke — The Framingham Study,1975-11-06,229,journal-article,1178004,6,A5080586025,Thomas R. Dawber,,,,1
W2315168565,Gastric Acid Secretion and Lower-Esophageal-Sphincter Pressure in Response to Coffee and Caffeine,1975-10-30,154,journal-article,1177987,1,A5061618094,Sidney Cohen,,,,1
W2315168565,Gastric Acid Secretion and Lower-Esophageal-Sphincter Pressure in Response to Coffee and Caffeine,1975-10-30,154,journal-article,1177987,2,A5078316049,Glenn H. Booth,,,,1
W2021263948,Beta-Adrenergic Mechanisms in Action Tremor,1975-11-06,115,journal-article,1178003,1,A5091600678,Robert R. Young,,,,1
W2021263948,Beta-Adrenergic Mechanisms in Action Tremor,1975-11-06,115,journal-article,1178003,2,A5063074309,John H. Growdon,,,,1
W2021263948,Beta-Adrenergic Mechanisms in Action Tremor,1975-11-06,115,journal-article,1178003,3,A5013174230,Bhagwan T. Shahani,,,,1
W2028537624,Reduced Systemic Vascular Resistance as Therapy for Severe Mitral Regurgitation of Valvular Origin,1975-09-01,110,journal-article,1180426,1,A5012866372,Charles W. Harshaw,,,,1
W2330893354,Cardiac Features of an Unusual X-Linked Humeroperoneal Neuromuscular Disease,1975-11-13,97,journal-article,1178008,1,A5008067993,David D. Waters,,,,1
W2330893354,Cardiac Features of an Unusual X-Linked Humeroperoneal Neuromuscular Disease,1975-11-13,97,journal-article,1178008,2,A5045464851,Donald O. Nutter,,,,1
W2330893354,Cardiac Features of an Unusual X-Linked Humeroperoneal Neuromuscular Disease,1975-11-13,97,journal-article,1178008,3,A5009824055,Linton C. Hopkins,,,,1
W2330893354,Cardiac Features of an Unusual X-Linked Humeroperoneal Neuromuscular Disease,1975-11-13,97,journal-article,1178008,4,A5022111296,Edward R. Dorney,,,,1
W2010990199,Controlling Rubella: Problems and Perspectives,1975-09-01,74,journal-article,1180441,1,A5091246667,Dorothy M. Horstmann,,,,1
W2011319176,Alcohol-Stimulated Secretion of Immunoreactive Secretin,1975-11-13,61,journal-article,1178009,1,A5054716011,Eugene Straus,,,,1
W2011319176,Alcohol-Stimulated Secretion of Immunoreactive Secretin,1975-11-13,61,journal-article,1178009,2,A5015989644,H Urbach,,,,1
W2011319176,Alcohol-Stimulated Secretion of Immunoreactive Secretin,1975-11-13,61,journal-article,1178009,3,A5053147774,Rosalyn S. Yalow,,,,1
W2030785342,Pretreatment Serum Lactate Dehydrogenase Predicting Metastatic Spread in Ewing's Sarcoma,1975-09-01,47,journal-article,1180431,1,A5044897318,Harmar D. Brereton,,,,1
W2014971364,A Highly Automated Hospital Medication System,1975-09-01,42,journal-article,1180430,1,A5028551449,Donald W. Simborg,,,,1
W2014971364,A Highly Automated Hospital Medication System,1975-09-01,42,journal-article,1180430,2,A5047413537,Henry J. Derewicz,,,,1
W2021054824,Familial Atrial Myxoma,1975-09-01,38,journal-article,1180432,1,A5002303518,Michel G. Farah,,,,1
W1976342019,Thrombolytic Therapy,1975-11-20,37,journal-article,1178024,1,A5021463288,Joseph C. Fratantoni,National Heart and Lung Institute > >,Lung Institute,I4210101049,1
W1976342019,Thrombolytic Therapy,1975-11-20,37,journal-article,1178024,2,A5050381989,Paul M. Ness,National Heart and Lung Institute > >,Lung Institute,I4210101049,1
W1976342019,Thrombolytic Therapy,1975-11-20,37,journal-article,1178024,3,A5063150633,Toby L. Simon,National Heart and Lung Institute > >,Lung Institute,I4210101049,1
W2064313919,Human Infection with Aeromonas Species: Varied Clinical Manifestations,1975-09-01,33,journal-article,1180435,1,A5064818358,Stephen R. Spellman,,,,1
W2031941868,Evolving Patterns of Drug Abuse,1975-09-01,31,journal-article,1180440,1,A5089073198,Mark H. Greene,,,,1
W2031941868,Evolving Patterns of Drug Abuse,1975-09-01,31,journal-article,1180440,2,A5046463912,Stuart L. Nightingale,,,,1
W2031941868,Evolving Patterns of Drug Abuse,1975-09-01,31,journal-article,1180440,3,A5016002593,Robert L. DuPont,,,,1
