id,which_mesh,term,is_major_topic
W2900975908,1,"Diabetes Mellitus, Type 2",TRUE
W2900975908,2,Diet,TRUE
W2900975908,3,Life Style,TRUE
W2900975908,4,Nurses,TRUE
W2900975908,5,Overweight,TRUE
W2900975908,6,Sedentary Behavior,TRUE
W2900975908,7,Shift Work Schedule,TRUE
W2900975908,8,Smoking,TRUE
W2900975908,9,Body Mass Index,FALSE
W2900975908,10,Cohort Studies,FALSE
W2900975908,11,"Diabetes Mellitus, Type 2",FALSE
W2900975908,12,Diet,FALSE
W2900975908,13,Female,FALSE
W2900975908,14,Humans,FALSE
W2900975908,15,Middle Aged,FALSE
W2900975908,16,Multivariate Analysis,FALSE
W2900975908,17,Nurses,FALSE
W2900975908,18,Overweight,FALSE
W2900975908,19,Proportional Hazards Models,FALSE
W2900975908,20,Prospective Studies,FALSE
W2900975908,21,Shift Work Schedule,FALSE
W2900975908,22,Smoking,FALSE
W2900975908,23,Time Factors,FALSE
W2900975908,24,United States,FALSE
W2900975908,25,United States,FALSE
W2901175196,1,Communication,TRUE
W2901175196,2,Deception,TRUE
W2901175196,3,Mass Media,TRUE
W2901175196,4,Science,TRUE
W2901175196,5,Social Media,TRUE
W2901175196,6,Trust,FALSE
W2900673576,1,Exercise,TRUE
W2900673576,2,Leisure Activities,TRUE
W2900673576,3,Sedentary Behavior,TRUE
W2900673576,4,Sitting Position,TRUE
W2900673576,5,Adult,FALSE
W2900673576,6,Aged,FALSE
W2900673576,7,Female,FALSE
W2900673576,8,Humans,FALSE
W2900673576,9,Male,FALSE
W2900673576,10,Middle Aged,FALSE
W2900673576,11,Nutrition Surveys,FALSE
W2900673576,12,Prevalence,FALSE
W2900673576,13,Statistics as Topic,FALSE
W2900673576,14,United States,FALSE
W2900673576,15,Young Adult,FALSE
W2900862414,1,Atherosclerosis,TRUE
W2900862414,2,Deductibles and Coinsurance,TRUE
W2900862414,3,Diabetic Angiopathies,TRUE
W2900862414,4,"Insurance, Health",TRUE
W2900862414,5,Time-to-Treatment,TRUE
W2900862414,6,Adult,FALSE
W2900862414,7,Atherosclerosis,FALSE
W2900862414,8,Diabetic Angiopathies,FALSE
W2900862414,9,Female,FALSE
W2900862414,10,Humans,FALSE
W2900862414,11,"Insurance, Health",FALSE
W2900862414,12,Longitudinal Studies,FALSE
W2900862414,13,Male,FALSE
W2900862414,14,Patient Acceptance of Health Care,FALSE
W2900862414,15,Time-to-Treatment,FALSE
W2901369279,1,Evidence-Based Medicine,TRUE
W2901369279,2,Physician-Patient Relations,TRUE
W2901369279,3,Precision Medicine,TRUE
W2901369279,4,Humans,FALSE
W2901369279,5,Patient Compliance,FALSE
W2901116780,1,Acute Kidney Injury,TRUE
W2901116780,2,Creatinine,TRUE
W2901116780,3,Sepsis,TRUE
W2901116780,4,Acute Kidney Injury,FALSE
W2901116780,5,Acute Kidney Injury,FALSE
W2901116780,6,Acute Kidney Injury,FALSE
W2901116780,7,Aged,FALSE
W2901116780,8,Biomarkers,FALSE
W2901116780,9,Biomarkers,FALSE
W2901116780,10,Creatinine,FALSE
W2901116780,11,Critical Illness,FALSE
W2901116780,12,Glomerular Filtration Rate,FALSE
W2901116780,13,Humans,FALSE
W2901116780,14,Male,FALSE
W2901116780,15,Sepsis,FALSE
W2901116780,16,Sepsis,FALSE
W2900958875,1,Aircraft,TRUE
W2900958875,2,Computer Simulation,TRUE
W2900958875,3,"Models, Biological",TRUE
W2900958875,4,"Monitoring, Physiologic",TRUE
W2900958875,5,Algorithms,FALSE
W2900958875,6,Humans,FALSE
W2900958875,7,"Monitoring, Physiologic",FALSE
W2900958875,8,"Monitoring, Physiologic",FALSE
W2900958875,9,"Signal Processing, Computer-Assisted",FALSE
W2900464478,1,Commerce,TRUE
W2900464478,2,Moral Obligations,TRUE
W2900464478,3,Physician's Role,TRUE
W2900464478,4,Relief Work,TRUE
W2900464478,5,Starvation,TRUE
W2900464478,6,Warfare,TRUE
W2900464478,7,Weapons,TRUE
W2900464478,8,Cholera,FALSE
W2900464478,9,Cholera,FALSE
W2900464478,10,Disease Outbreaks,FALSE
W2900464478,11,Health Facilities,FALSE
W2900464478,12,Humans,FALSE
W2900464478,13,Saudi Arabia,FALSE
W2900464478,14,United States,FALSE
W2900464478,15,Yemen,FALSE
W2900464478,16,Yemen,FALSE
W2901463149,1,Blood Glucose,TRUE
W2901463149,2,"Diabetes Mellitus, Type 2",TRUE
W2901463149,3,Glycated Hemoglobin A,TRUE
W2901463149,4,Aged,FALSE
W2901463149,5,Blood Glucose,FALSE
W2901463149,6,Blood Glucose Self-Monitoring,FALSE
W2901463149,7,Blood Glucose Self-Monitoring,FALSE
W2901463149,8,"Diabetes Mellitus, Type 2",FALSE
W2901463149,9,Glycated Hemoglobin A,FALSE
W2901463149,10,Humans,FALSE
W2901463149,11,Male,FALSE
