id,which_concept,concept_id,term,level,score
W1488195106,1,C91965660,Methyltransferase,4,0.574159
W1488195106,2,C185592680,Chemistry,0,0.42006564
W1488195106,3,C86803240,Biology,0,0.3538474
W1488195106,4,C70721500,Computational biology,1,0.34517515
W1488195106,5,C55493867,Biochemistry,1,0.3267005
W1488195106,6,C552990157,DNA,2,0.12174782
W1488195106,7,C33288867,Methylation,3,0.10861319
W1488694825,1,C2777949327,Glycogenolysis,3,0.9489788
W1488694825,2,C140985366,Lipolysis,3,0.9104099
W1488694825,3,C2778563252,Glucagon,3,0.85900676
W1488694825,4,C20904676,Gluconeogenesis,3,0.8042494
W1488694825,5,C2775859304,Epinephrine,2,0.792421
W1488694825,6,C134018914,Endocrinology,1,0.72218007
W1488694825,7,C126322002,Internal medicine,1,0.7171111
W1488694825,8,C171089720,Adipose tissue,2,0.64395726
W1488694825,9,C185592680,Chemistry,0,0.42226568
W1488694825,10,C2777499176,Glycogen,2,0.4113023
W1488694825,11,C2780087391,Adrenalectomy,2,0.4109682
W1488694825,12,C86803240,Biology,0,0.2972478
W1488694825,13,C2779306644,Insulin,2,0.2839805
W1488694825,14,C62231903,Metabolism,2,0.23049375
W1488694825,15,C71924100,Medicine,0,0.22915918
W1636387388,1,C4710235,Ribonucleotide reductase,4,0.9114612
W1636387388,2,C187961010,Electron paramagnetic resonance,2,0.6583506
W1636387388,3,C185592680,Chemistry,0,0.52483374
W1636387388,4,C139210041,Resonance (particle physics),2,0.485224
W1636387388,5,C42704618,Spin (aerodynamics),2,0.42387182
W1636387388,6,C46141821,Nuclear magnetic resonance,1,0.3569644
W1636387388,7,C55493867,Biochemistry,1,0.3403229
W1636387388,8,C8010536,Crystallography,1,0.32154885
W1636387388,9,C121332964,Physics,0,0.1779463
W1636387388,10,C184779094,Atomic physics,1,0.15693271
W1636387388,11,C104317684,Gene,2,0.1037845
W1636387388,12,C104292427,Protein subunit,3,0
W1636387388,13,C97355855,Thermodynamics,1,0
W1518069046,1,C2779012151,Cytochalasin B,3,0.62098753
W1518069046,2,C185592680,Chemistry,0,0.51247126
W1518069046,3,C55493867,Biochemistry,1,0.46536708
W1518069046,4,C1491633281,Cell,2,0.111439735
W1974730578,1,C80933277,Aequorin,3,0.7967316
W1974730578,2,C200170125,Neurotransmission,3,0.6583643
W1974730578,3,C62525196,Microinjection,2,0.62113905
W1974730578,4,C127445978,Synapse,2,0.6153071
W1974730578,5,C519063684,Calcium,2,0.58460027
W1974730578,6,C12554922,Biophysics,1,0.51794547
W1974730578,7,C5176359,Bioluminescence,2,0.4173487
W1974730578,8,C86803240,Biology,0,0.3996842
W1974730578,9,C169760540,Neuroscience,1,0.37439126
W1974730578,10,C185592680,Chemistry,0,0.36731395
W1974730578,11,C95444343,Cell biology,1,0.30772948
W1974730578,12,C79879829,Intracellular,2,0.2606917
