id,which_mesh,term,is_major_topic
W2048712968,1,Analgesia,TRUE
W2048712968,2,Diencephalon,TRUE
W2048712968,3,Electric Stimulation,TRUE
W2048712968,4,Mesencephalon,TRUE
W2048712968,5,Aggression,FALSE
W2048712968,6,Animals,FALSE
W2048712968,7,"Behavior, Animal",FALSE
W2048712968,8,Brain Mapping,FALSE
W2048712968,9,Brain Stem,FALSE
W2048712968,10,Brain Stem,FALSE
W2048712968,11,Diencephalon,FALSE
W2048712968,12,"Electrodes, Implanted",FALSE
W2048712968,13,Escape Reaction,FALSE
W2048712968,14,Feeding Behavior,FALSE
W2048712968,15,Humans,FALSE
W2048712968,16,Male,FALSE
W2048712968,17,Mesencephalon,FALSE
W2048712968,18,Rats,FALSE
W2048712968,19,Self Stimulation,FALSE
W2048712968,20,Tegmentum Mesencephali,FALSE
W2048712968,21,Thalamus,FALSE
W2048712968,22,Time Factors,FALSE
W2060095161,1,"Behavior, Animal",TRUE
W2060095161,2,Hypothalamus,TRUE
W2060095161,3,Sensation,TRUE
W2060095161,4,Aggression,FALSE
W2060095161,5,Animals,FALSE
W2060095161,6,Feeding Behavior,FALSE
W2060095161,7,Female,FALSE
W2060095161,8,Functional Laterality,FALSE
W2060095161,9,Grooming,FALSE
W2060095161,10,Humans,FALSE
W2060095161,11,Hypothalamus,FALSE
W2060095161,12,Hypothalamus,FALSE
W2060095161,13,Male,FALSE
W2060095161,14,Motor Activity,FALSE
W2060095161,15,Orientation,FALSE
W2060095161,16,Rats,FALSE
W2060095161,17,Smell,FALSE
W2060095161,18,Touch,FALSE
W2060095161,19,Visual Perception,FALSE
W1963819146,1,"Genetics, Population",TRUE
W1963819146,2,Intelligence,TRUE
W1963819146,3,Racial Groups,TRUE
W1963819146,4,Social Class,TRUE
W1963819146,5,Achievement,FALSE
W1963819146,6,Adolescent,FALSE
W1963819146,7,Analysis of Variance,FALSE
W1963819146,8,Aptitude Tests,FALSE
W1963819146,9,Blacks,FALSE
W1963819146,10,Child,FALSE
W1963819146,11,Educational Measurement,FALSE
W1963819146,12,Environment,FALSE
W1963819146,13,Female,FALSE
W1963819146,14,Genetic Variation,FALSE
W1963819146,15,Genotype,FALSE
W1963819146,16,Humans,FALSE
W1963819146,17,Intelligence Tests,FALSE
W1963819146,18,Male,FALSE
W1963819146,19,"Models, Theoretical",FALSE
W1963819146,20,Phenotype,FALSE
W1963819146,21,Pregnancy,FALSE
W1963819146,22,Sex Factors,FALSE
W1963819146,23,Socioeconomic Factors,FALSE
W1963819146,24,Statistics as Topic,FALSE
W1963819146,25,Twins,FALSE
