id,which_mesh,term,is_major_topic
W2094702217,1,Adrenal Glands,TRUE
W2094702217,2,Blood,TRUE
W2094702217,3,Blood Coagulation,TRUE
W2094702217,4,Epinephrine,TRUE
W2094702217,5,Exercise,TRUE
W2094702217,6,Fibrin,TRUE
W2094702217,7,Fibrinolysis,TRUE
W2094702217,8,Tissue Extracts,TRUE
W2094702217,9,Humans,FALSE
W2094702217,10,Tissue Extracts,FALSE
W1524780005,1,Copper,TRUE
W1524780005,2,Iron,TRUE
W1524780005,3,Manganese,TRUE
W1524780005,4,Manganese Poisoning,TRUE
W1524780005,5,Metals,TRUE
W1524780005,6,"Metals, Heavy",TRUE
W1524780005,7,Poisoning,TRUE
W1524780005,8,Poisons,TRUE
W1524780005,9,Heavy Metal Poisoning,FALSE
W1524780005,10,Humans,FALSE
W1524780005,11,Manganese,FALSE
W1524780005,12,Metals,FALSE
W2083631735,1,Diphtheria,TRUE
W2083631735,2,Disease Outbreaks,TRUE
W2083631735,3,Immunity,TRUE
W2083631735,4,Immunization,TRUE
W2083631735,5,Vaccination,TRUE
W2083631735,6,Humans,FALSE
W2003427480,1,Anaphylaxis,TRUE
W2003427480,2,Hypersensitivity,TRUE
W2003427480,3,Influenza Vaccines,TRUE
W2003427480,4,"Influenza, Human",TRUE
W2003427480,5,Vaccines,TRUE
W2003427480,6,Humans,FALSE
W4246208492,1,Pathology,TRUE
W4246208492,2,Humans,FALSE
W2158461007,1,Blood,TRUE
W2158461007,2,Glucose,TRUE
W2158461007,3,Penicillins,TRUE
W2158461007,4,Phenolsulfonphthalein,TRUE
W2158461007,5,Regression Analysis,TRUE
W2158461007,6,Water,TRUE
W2158461007,7,Humans,FALSE
W172717514,1,Ankylosis,TRUE
W172717514,2,Spine,TRUE
W172717514,3,"Spondylitis, Ankylosing",TRUE
W172717514,4,Humans,FALSE
W2037471394,1,Arthritis,TRUE
W2037471394,2,Communicable Diseases,TRUE
W2037471394,3,Military Personnel,TRUE
W2037471394,4,Humans,FALSE
W2010327797,1,"Immunization, Secondary",TRUE
W2010327797,2,Smallpox,TRUE
W2010327797,3,Vaccination,TRUE
W2010327797,4,Adult,FALSE
W2010327797,5,Humans,FALSE
W2319175327,1,Diphtheria,TRUE
W2319175327,2,Penicillins,TRUE
W2319175327,3,Diphtheria,FALSE
W2021790552,1,Asthma,TRUE
W2021790552,2,Radium,TRUE
W2021790552,3,Child,FALSE
W2021790552,4,Humans,FALSE
W2021790552,5,Infant,FALSE
W2021790552,6,Radium,FALSE
W2088184980,1,Disease,TRUE
W2088184980,2,Peptic Ulcer,TRUE
W2088184980,3,Aged,FALSE
W2088184980,4,"Aged, 80 and over",FALSE
W2088184980,5,Humans,FALSE
W2071473369,1,American Medical Association,TRUE
W2071473369,2,"Education, Medical",TRUE
W2071473369,3,Hospitals,TRUE
W2071473369,4,United States,FALSE
W2210254472,1,Chronic Disease,TRUE
W2210254472,2,Hospitals,TRUE
W2210254472,3,"Hospitals, Psychiatric",TRUE
W2210254472,4,Humans,FALSE
W2089457666,1,Chronic Disease,TRUE
W2089457666,2,Humans,FALSE
W2418681077,1,Disasters,TRUE
W2418681077,2,Fires,TRUE
W2418681077,3,Risk,TRUE
W2418681077,4,Humans,FALSE
W2988170731,1,Cardiovascular System,TRUE
W2988170731,2,Kidney,TRUE
W2988170731,3,Kidney,FALSE
W1971035770,1,Bone Transplantation,TRUE
W1971035770,2,Recurrence,TRUE
W1971035770,3,Shoulder,TRUE
W1971035770,4,Shoulder Dislocation,TRUE
W1971035770,5,Humans,FALSE
W2019872273,1,Syphilis,TRUE
W2019872273,2,Humans,FALSE
W2019872273,3,Incidence,FALSE
W2019872273,4,Syphilis,FALSE
W2064630736,1,Citrates,TRUE
W2064630736,2,Penicillins,TRUE
W2064630736,3,Reference Standards,TRUE
W2064630736,4,Sodium Citrate,FALSE
W2259742686,1,Diphtheria,TRUE
W2259742686,2,Penicillins,TRUE
W2259742686,3,Diphtheria,FALSE
W2009536925,1,"Education, Medical",TRUE
W2009536925,2,Humans,FALSE
W2066030009,1,Anuria,TRUE
W2066030009,2,Hematologic Diseases,TRUE
W2066030009,3,Hemolysis,TRUE
W2066030009,4,Kidney Diseases,TRUE
W2066030009,5,Urine,TRUE
W2066030009,6,Humans,FALSE
W2073027401,1,"Economics, Medical",TRUE
W2073027401,2,Family Practice,TRUE
W2073027401,3,General Practice,TRUE
W2089701051,1,Anatomy,TRUE
W2089701051,2,Curriculum,TRUE
W2089701051,3,Universities,TRUE
W2089701051,4,Anatomy,FALSE
W2089701051,5,Humans,FALSE
W2417063413,1,Aortic Valve,TRUE
W2417063413,2,Endocarditis,TRUE
W2417063413,3,"Endocarditis, Subacute Bacterial",TRUE
W2417063413,4,Endocarditis,FALSE
W2417063413,5,Humans,FALSE
W189524945,1,Morals,TRUE
W189524945,2,Sex,TRUE
W189524945,3,Sexual Behavior,TRUE
W189524945,4,Humans,FALSE
W1965763300,1,Diphtheria,TRUE
W1965763300,2,Military Personnel,TRUE
W1965763300,3,Belgium,FALSE
W1965763300,4,Humans,FALSE
W1965990048,1,"Hospitals, Voluntary",TRUE
W1965990048,2,Humans,FALSE
W1980992171,1,"Malaria, Cerebral",TRUE
W1980992171,2,Humans,FALSE
