id,title,pub_date,cite_count,pub_type,pmid,which_athr,athr_id,athr_name,raw_affl,inst,inst_id,which_affl
W2084310601,A novel ubiquitin ligase is deficient in Fanconi anemia,2003-09-14,524,journal-article,12973351,1,A5005999934,Amom Ruhikanta Meetei,"Laboratory of Genetics, National Institute on Aging, National Institutes of Health, Baltimore, USA",National Institute on Aging,I4210136897,1
W2084310601,A novel ubiquitin ligase is deficient in Fanconi anemia,2003-09-14,524,journal-article,12973351,1,A5005999934,Amom Ruhikanta Meetei,"Laboratory of Genetics, National Institute on Aging, National Institutes of Health, Baltimore, USA",National Institutes of Health,I1299303238,2
W2084310601,A novel ubiquitin ligase is deficient in Fanconi anemia,2003-09-14,524,journal-article,12973351,2,A5030281855,Johan P. de Winter,"Department of Clinical Genetics and Human Genetics, Free University Medical Center, Amsterdam, The Netherlands",,,1
W2084310601,A novel ubiquitin ligase is deficient in Fanconi anemia,2003-09-14,524,journal-article,12973351,3,A5073550064,Annette L. Medhurst,"Department of Clinical Genetics and Human Genetics, Free University Medical Center, Amsterdam, The Netherlands",,,1
W2084310601,A novel ubiquitin ligase is deficient in Fanconi anemia,2003-09-14,524,journal-article,12973351,4,A5060358952,Michael Wallisch,"Division of Molecular Medicine, Oregon Health & Science University, Portland, USA",Oregon Health & Science University,I165690674,1
W2084310601,A novel ubiquitin ligase is deficient in Fanconi anemia,2003-09-14,524,journal-article,12973351,5,A5033445559,Quinten Waisfisz,"Department of Clinical Genetics and Human Genetics, Free University Medical Center, Amsterdam, The Netherlands",,,1
W2084310601,A novel ubiquitin ligase is deficient in Fanconi anemia,2003-09-14,524,journal-article,12973351,6,A5060096896,Henri J. van de Vrugt,"Department of Clinical Genetics and Human Genetics, Free University Medical Center, Amsterdam, The Netherlands",,,1
W2084310601,A novel ubiquitin ligase is deficient in Fanconi anemia,2003-09-14,524,journal-article,12973351,7,A5045785486,Anneke B. Oostra,"Department of Clinical Genetics and Human Genetics, Free University Medical Center, Amsterdam, The Netherlands",,,1
W2084310601,A novel ubiquitin ligase is deficient in Fanconi anemia,2003-09-14,524,journal-article,12973351,8,A5007086280,Zhijiang Yan,"Laboratory of Genetics, National Institute on Aging, National Institutes of Health, Baltimore, USA",National Institute on Aging,I4210136897,1
W2084310601,A novel ubiquitin ligase is deficient in Fanconi anemia,2003-09-14,524,journal-article,12973351,8,A5007086280,Zhijiang Yan,"Laboratory of Genetics, National Institute on Aging, National Institutes of Health, Baltimore, USA",National Institutes of Health,I1299303238,2
W2084310601,A novel ubiquitin ligase is deficient in Fanconi anemia,2003-09-14,524,journal-article,12973351,9,A5057762207,Ling Chen,"Laboratory of Genetics, National Institute on Aging, National Institutes of Health, Baltimore, USA",National Institute on Aging,I4210136897,1
