id,abstract_len,title,pub_date,retracted,cite_count,pub_type,pmid,which_athr,athr_id,athr_name,raw_affl,inst,inst_id,which_affl
W1988006132,79,Predatorial Borings in Late Precambrian Mineralized Exoskeletons,1992-07-17,FALSE,246,journal-article,17832833,1,A5081925839,Stefan Bengtson,"Department of Geosciences (Palaeontology), Uppsala University, Box 558, S-751 22 Uppsala, Sweden",Uppsala University,I123387679,1
W1988006132,79,Predatorial Borings in Late Precambrian Mineralized Exoskeletons,1992-07-17,FALSE,246,journal-article,17832833,2,A5056618863,Yue Zhao,"Institute of Geology, Chinese Academy of Geological Sciences, Baiwanzhuang Road, Beijing, People's Republic of China",Chinese Academy of Geological Sciences,I2802497816,1
W2036983976,83,Dynamics of Cluster-Surface Collisions,1992-07-17,FALSE,233,journal-article,17832830,1,A5019123042,C. L. Cleveland,"School of Physics, Georgia Institute of Technology, Atlanta, GA 30332",Georgia Institute of Technology,I130701444,1
W2036983976,83,Dynamics of Cluster-Surface Collisions,1992-07-17,FALSE,233,journal-article,17832830,2,A5088854969,Uzi Landman,"School of Physics, Georgia Institute of Technology, Atlanta, GA 30332",Georgia Institute of Technology,I130701444,1
W4252272805,73,Machining Oxide Thin Films with an Atomic Force Microscope: Pattern and Object Formation on the Nanometer Scale,1992-07-17,FALSE,131,journal-article,17832835,1,A5091738898,Y. Kim,"Department of Chemistry and Division of Applied Sciences, Harvard University, Cambridge, MA 02138",Harvard University,I136199984,1
W4252272805,73,Machining Oxide Thin Films with an Atomic Force Microscope: Pattern and Object Formation on the Nanometer Scale,1992-07-17,FALSE,131,journal-article,17832835,2,A5084836278,Charles M. Lieber,"Department of Chemistry and Division of Applied Sciences, Harvard University, Cambridge, MA 02138",Harvard University,I136199984,1
W2051296018,75,Ocean Warming and Sea Level Rise Along the Southwest U.S. Coast,1992-07-17,FALSE,96,journal-article,17832834,1,A5013503316,Dean Roemmich,"Marine Life Research Group, Scripps Institution of Oceanography, La Jolla, CA 92093",Scripps Institution of Oceanography,I150209017,1
W2083554546,95,Direct Electrochemical Measurements Inside a 2000 Angstrom Thick Polymer Film by Scanning Electrochemical Microscopy,1992-07-17,FALSE,87,journal-article,17832832,1,A5041014026,Michael V. Mirkin,"Department of Chemistry and Biochemistry, University of Texas at Austin, Austin, TX 78712.",The University of Texas at Austin,I86519309,1
W2083554546,95,Direct Electrochemical Measurements Inside a 2000 Angstrom Thick Polymer Film by Scanning Electrochemical Microscopy,1992-07-17,FALSE,87,journal-article,17832832,2,A5086543834,Fu-Ren F. Fan,"Department of Chemistry and Biochemistry, University of Texas at Austin, Austin, TX 78712.",The University of Texas at Austin,I86519309,1
W2083554546,95,Direct Electrochemical Measurements Inside a 2000 Angstrom Thick Polymer Film by Scanning Electrochemical Microscopy,1992-07-17,FALSE,87,journal-article,17832832,3,A5005657217,Allen J. Bard,"Department of Chemistry and Biochemistry, University of Texas at Austin, Austin, TX 78712.",The University of Texas at Austin,I86519309,1
W3199059593,0,<i>Response</i> : Unraveling the Structure of IL-2,1992-07-17,FALSE,80,journal-article,17832837,1,A5081248562,David McKay,"Department of Cell Biology, Stanford University Medical Center, Stanford, CA 94305-5400",Stanford University,I97018004,1
W3199059593,0,<i>Response</i> : Unraveling the Structure of IL-2,1992-07-17,FALSE,80,journal-article,17832837,1,A5081248562,David McKay,"Department of Cell Biology, Stanford University Medical Center, Stanford, CA 94305-5400",Stanford Medicine,I4210137306,2
W2002746241,0,Reunion of Stumps of Small Nerves by Tubulation Instead of Suture,1941-01-17,FALSE,24,journal-article,17832859,1,A5031197871,Paul Weiss,The University of Chicago,University of Chicago,I40347166,1
W1971044157,0,"A Chinese Insecticidal Plant, Tripterygium wilfordii , Introduced into the United States",1941-01-17,FALSE,23,journal-article,17832851,1,A5083263124,Walter T. Swingle, Bureau of Plant Industry,Bureau of Plant Industry,I1329210759,1
W1971044157,0,"A Chinese Insecticidal Plant, Tripterygium wilfordii , Introduced into the United States",1941-01-17,FALSE,23,journal-article,17832851,2,A5083941795,H. L. Haller, Bureau of Entomology and Plant Quarantine,,,1
W1971044157,0,"A Chinese Insecticidal Plant, Tripterygium wilfordii , Introduced into the United States",1941-01-17,FALSE,23,journal-article,17832851,3,A5072302660,E. H. Siegler, Bureau of Entomology and Plant Quarantine,,,1
W1971044157,0,"A Chinese Insecticidal Plant, Tripterygium wilfordii , Introduced into the United States",1941-01-17,FALSE,23,journal-article,17832851,4,A5018049314,M. C. Swingle, Bureau of Entomology and Plant Quarantine,,,1
W2052299940,0,Localization of Lithium in Tumor Tissue as a Basis for Slow Neutron Therapy,1941-01-17,FALSE,20,journal-article,17832857,1,A5012445408,Paul A. Zahl,,,,1
W2052299940,0,Localization of Lithium in Tumor Tissue as a Basis for Slow Neutron Therapy,1941-01-17,FALSE,20,journal-article,17832857,2,A5052241589,Franklin S. Cooper,,,,1
W1993690923,103,Surface and Bulk Charge Density Wave Structure in 1 T-TaS <sub>2</sub>,1992-07-17,FALSE,19,journal-article,17832831,1,A5042028310,B. Burk,"Department of Physics, University of California, Berkeley, and Materials Sciences Division, Lawrence Berkeley Laboratory, Berkeley, CA 94720",Lawrence Berkeley National Laboratory,I148283060,1
W1993690923,103,Surface and Bulk Charge Density Wave Structure in 1 T-TaS <sub>2</sub>,1992-07-17,FALSE,19,journal-article,17832831,1,A5042028310,B. Burk,"Department of Physics, University of California, Berkeley, and Materials Sciences Division, Lawrence Berkeley Laboratory, Berkeley, CA 94720","University of California, Berkeley",I95457486,2
W1993690923,103,Surface and Bulk Charge Density Wave Structure in 1 T-TaS <sub>2</sub>,1992-07-17,FALSE,19,journal-article,17832831,2,A5064289112,R. E. Thomson,"Department of Physics, University of California, Berkeley, and Materials Sciences Division, Lawrence Berkeley Laboratory, Berkeley, CA 94720",Lawrence Berkeley National Laboratory,I148283060,1
W1993690923,103,Surface and Bulk Charge Density Wave Structure in 1 T-TaS <sub>2</sub>,1992-07-17,FALSE,19,journal-article,17832831,2,A5064289112,R. E. Thomson,"Department of Physics, University of California, Berkeley, and Materials Sciences Division, Lawrence Berkeley Laboratory, Berkeley, CA 94720","University of California, Berkeley",I95457486,2
W1993690923,103,Surface and Bulk Charge Density Wave Structure in 1 T-TaS <sub>2</sub>,1992-07-17,FALSE,19,journal-article,17832831,3,A5010797318,John Clarke,"Department of Physics, University of California, Berkeley, and Materials Sciences Division, Lawrence Berkeley Laboratory, Berkeley, CA 94720",Lawrence Berkeley National Laboratory,I148283060,1
W1993690923,103,Surface and Bulk Charge Density Wave Structure in 1 T-TaS <sub>2</sub>,1992-07-17,FALSE,19,journal-article,17832831,3,A5010797318,John Clarke,"Department of Physics, University of California, Berkeley, and Materials Sciences Division, Lawrence Berkeley Laboratory, Berkeley, CA 94720","University of California, Berkeley",I95457486,2
W1993690923,103,Surface and Bulk Charge Density Wave Structure in 1 T-TaS <sub>2</sub>,1992-07-17,FALSE,19,journal-article,17832831,4,A5005771486,Alex Zettl,"Department of Physics, University of California, Berkeley, and Materials Sciences Division, Lawrence Berkeley Laboratory, Berkeley, CA 94720",Lawrence Berkeley National Laboratory,I148283060,1
W1993690923,103,Surface and Bulk Charge Density Wave Structure in 1 T-TaS <sub>2</sub>,1992-07-17,FALSE,19,journal-article,17832831,4,A5005771486,Alex Zettl,"Department of Physics, University of California, Berkeley, and Materials Sciences Division, Lawrence Berkeley Laboratory, Berkeley, CA 94720","University of California, Berkeley",I95457486,2
W2056911395,0,"Carbonic Anhydrase Inactivation as the Source of Sulfanilamide ""Acidosis""",1941-01-17,FALSE,15,journal-article,17832858,1,A5069102029,Arthur Locke,"The Western Pennsylvania Hospital, Pittsburgh.",Western Pennsylvania Hospital,I2799629232,1
W2056911395,0,"Carbonic Anhydrase Inactivation as the Source of Sulfanilamide ""Acidosis""",1941-01-17,FALSE,15,journal-article,17832858,2,A5061128191,Edna R. Main,"The Western Pennsylvania Hospital, Pittsburgh.",Western Pennsylvania Hospital,I2799629232,1
W2056911395,0,"Carbonic Anhydrase Inactivation as the Source of Sulfanilamide ""Acidosis""",1941-01-17,FALSE,15,journal-article,17832858,3,A5026691904,Ralph R. Mellon,"The Western Pennsylvania Hospital, Pittsburgh.",Western Pennsylvania Hospital,I2799629232,1
W2039328365,0,The Trajectory of Techniques: Lessons From the Past,1992-07-17,FALSE,7,journal-article,17832829,1,A5067520430,Robert P Crease,,,,1
W2047778029,0,SOME BIOLOGICAL APPLICATIONS OF ORGANOMETALLIC COMPOUNDS.,1941-01-17,FALSE,7,journal-article,17832843,1,A5055810644,Henry Gilman,Iowa State College,Iowa State University,I173911158,1
W1968773157,0,PROPOSED NAMES FOR THE FOLLICLE-STIMULATING AND INTERSTITIAL CELL-STIMULATING HORMONES OF THE ANTERIOR LOBE OF THE PITUITARY BODY,1941-01-17,FALSE,6,journal-article,17832854,1,A5014833523,Harrison C. Coffin,,,,1
W1968773157,0,PROPOSED NAMES FOR THE FOLLICLE-STIMULATING AND INTERSTITIAL CELL-STIMULATING HORMONES OF THE ANTERIOR LOBE OF THE PITUITARY BODY,1941-01-17,FALSE,6,journal-article,17832854,2,A5069215095,H. B. Van Dyke,,,,1
W2000886950,0,The Distillation of Lithium Metal,1951-10-26,FALSE,6,journal-article,17832864,1,A5086929848,Leo F. Epstein,,,,1
W2000886950,0,The Distillation of Lithium Metal,1951-10-26,FALSE,6,journal-article,17832864,2,A5049570712,William H. Howland,,,,1
W2034144606,0,A METHOD FOR DETERMINING AND SPECIFYING LOCALITY BY COLLECTORS,1941-01-17,FALSE,4,journal-article,17832860,1,A5054850023,Clyde F. Reed,"Maryland Academy of Sciences, Baltimore",,,1
W2090714294,0,Overlapping Dissertation Topics,1994-08-19,FALSE,4,journal-article,17832879,1,A5013265813,Caroline Whitbeck,,,,1
W3200070874,0,Response,1992-07-17,FALSE,4,journal-article,17832836,1,A5019527890,Masao Matsuoka,"Division of Immunology, Department of Molecular and Cell Biology, University of California, Berkeley, CA 94720;","University of California, Berkeley",I95457486,1
W3200070874,0,Response,1992-07-17,FALSE,4,journal-article,17832836,2,A5007759369,Fumikiyo Nagawa,"Division of Immunology, Department of Molecular and Cell Biology, University of California, Berkeley, CA 94720;","University of California, Berkeley",I95457486,1
W3200070874,0,Response,1992-07-17,FALSE,4,journal-article,17832836,3,A5045175420,Linda Kingsbury,"Division of Immunology, Department of Molecular and Cell Biology, University of California, Berkeley, CA 94720;","University of California, Berkeley",I95457486,1
W3200070874,0,Response,1992-07-17,FALSE,4,journal-article,17832836,4,A5034716802,Hitoshi Sakano,"Division of Immunology, Department of Molecular and Cell Biology, University of California, Berkeley, CA 94720;","University of California, Berkeley",I95457486,1
W2170722684,0,The Encyclopedia of Chemical Reactions,1941-01-17,FALSE,3,journal-article,17832852,1,A5063833347,H. Barraclough Fell,"West Virginia University, Morgantown",West Virginia University,I12097938,1
W1970928756,0,Henry Hurd Rusby,1941-01-17,FALSE,2,journal-article,17832845,1,A5032332618,Christopher Ballard,"College of Pharmacy, Columbia University",Columbia University,I78577930,1
W2011427233,0,Europeans Push Ahead With Disputed Observatory,1994-08-19,FALSE,2,journal-article,17832880,1,A5080532380,Daniel Clery,,,,1
W2026161945,0,A Possible Connection between Certain Metamorphic Phenomena and Anomalies in the Earth's Magnetic Field,1951-10-26,FALSE,2,journal-article,17832863,1,A5046448244,John D. Weaver,"Department of Geology, Columbia University, New York.",Columbia University,I78577930,1
W2057437072,0,Wiping the Slate Clean at Biosphere 2,1994-08-19,FALSE,2,journal-article,17832881,1,A5047102043,Jocelyn Kaiser,,,,1
W2121041526,0,An Encyclopedia of Chemical Reactions,1934-06-15,FALSE,1,journal-article,17832853,1,A5036703355,C. A. Jacobson,West Virgina University,,,1
W2155129511,0,The Decarboxylation Reaction,1951-10-26,FALSE,1,journal-article,17832865,1,A5031100878,Richard H. Wiley,Department of Chemistry University of Louisville,,,1
W4240742463,0,Primary Publication,1951-10-26,FALSE,1,journal-article,17832861,1,A5080842862,E. W. SCOTT,,,,1
W187279778,0,Response : Gap Junctions and Intercellular Communications,1994-08-19,FALSE,0,journal-article,17832877,1,A5021339749,Robinson,"Vision, Touch, and Hearing Research Centre, University of Queensland, St. Lucia, QLD 4072 Australia",University of Queensland,I165143802,1
W187279778,0,Response : Gap Junctions and Intercellular Communications,1994-08-19,FALSE,0,journal-article,17832877,2,A5049266491,Ecgm Hampson,"Vision, Touch, and Hearing Research Centre, University of Queensland, St. Lucia, QLD 4072 Australia",University of Queensland,I165143802,1
W2006941206,0,THE WESTERN SOCIETY OF NATURALISTS,1940-01-05,FALSE,0,journal-article,17832855,1,A5013665946,David L. Fox,,,,1
W2020509308,0,Darwin Socially Situated,1992-07-17,FALSE,0,journal-article,17832838,1,A5016734590,Frank M. Turner,,,,1
W2077292294,0,The Motions of the Stars,1941-01-17,FALSE,0,journal-article,17832844,1,A5044940043,Everett I. Yowell,"Professor Emeritus of Astronomy, University of Cincinnati",University of Cincinnati,I63135867,1
