id,which_mesh,term,is_major_topic
W2023140456,1,Peptides,TRUE
W2023140456,2,Chemical Phenomena,FALSE
W2023140456,3,"Chemistry, Physical",FALSE
W2023140456,4,Genetic Code,FALSE
W2023140456,5,Hydrogen-Ion Concentration,FALSE
W2023140456,6,Lysine,FALSE
W2023140456,7,Molecular Weight,FALSE
W2023140456,8,Peptides,FALSE
W2023140456,9,Protein Conformation,FALSE
W2023140456,10,Solubility,FALSE
W2023140456,11,Structure-Activity Relationship,FALSE
W2023140456,12,Time Factors,FALSE
W2023140456,13,Valine,FALSE
W2023140456,14,Viscosity,FALSE
W1976030782,1,Cnidaria,TRUE
W1976030782,2,Pheromones,TRUE
W1976030782,3,Sea Anemones,TRUE
W1976030782,4,Animals,FALSE
W1976030782,5,"Chromatography, Ion Exchange",FALSE
W1976030782,6,Cnidaria,FALSE
W1976030782,7,Crystallization,FALSE
W1976030782,8,Escape Reaction,FALSE
W1976030782,9,Escape Reaction,FALSE
W1976030782,10,Magnetic Resonance Spectroscopy,FALSE
W1976030782,11,Pheromones,FALSE
W1976030782,12,Pheromones,FALSE
W1976030782,13,Pheromones,FALSE
W1976030782,14,Sea Anemones,FALSE
W1976030782,15,Sea Anemones,FALSE
W2086948430,1,Adenosine Triphosphatases,TRUE
W2086948430,2,Nerve Endings,TRUE
W2086948430,3,Neurotransmitter Agents,TRUE
W2086948430,4,Synaptic Transmission,TRUE
W2086948430,5,Acetylcholine,FALSE
W2086948430,6,Acetylcholine,FALSE
W2086948430,7,Adenosine Triphosphatases,FALSE
W2086948430,8,Animals,FALSE
W2086948430,9,Cerebral Cortex,FALSE
W2086948430,10,Cerebral Cortex,FALSE
W2086948430,11,Cerebral Cortex,FALSE
W2086948430,12,Nerve Endings,FALSE
W2086948430,13,Neurotransmitter Agents,FALSE
W2086948430,14,Norepinephrine,FALSE
W2086948430,15,Norepinephrine,FALSE
W2086948430,16,Phentolamine,FALSE
W2086948430,17,Phentolamine,FALSE
W2086948430,18,Potassium,FALSE
W2086948430,19,Rats,FALSE
W2086948430,20,Sodium,FALSE
W2086948430,21,Synaptic Transmission,FALSE
W2086948430,22,Synaptosomes,FALSE
W2086948430,23,Synaptosomes,FALSE
W2086948430,24,Synaptosomes,FALSE
W2062272980,1,Medulla Oblongata,TRUE
W2062272980,2,Animals,FALSE
W2062272980,3,Brain Mapping,FALSE
W2062272980,4,Carbon Dioxide,FALSE
W2062272980,5,Carbon Dioxide,FALSE
W2062272980,6,Cerebrospinal Fluid,FALSE
W2062272980,7,Cerebrospinal Fluid,FALSE
W2062272980,8,Evoked Potentials,FALSE
W2062272980,9,Hydrogen-Ion Concentration,FALSE
W2062272980,10,In Vitro Techniques,FALSE
W2062272980,11,Medulla Oblongata,FALSE
W2062272980,12,Medulla Oblongata,FALSE
W2062272980,13,Membrane Potentials,FALSE
W2062272980,14,Rats,FALSE
W2062272980,15,Respiration,FALSE
W2062272980,16,"Stimulation, Chemical",FALSE
W2078068121,1,Cnidaria,TRUE
W2078068121,2,Phenotype,TRUE
W2078068121,3,Reproduction,TRUE
W2078068121,4,Animals,FALSE
W2078068121,5,Australia,FALSE
W2078068121,6,Catalase,FALSE
W2078068121,7,Catalase,FALSE
W2078068121,8,Cnidaria,FALSE
W2078068121,9,Cnidaria,FALSE
W2078068121,10,Cnidaria,FALSE
W2078068121,11,"Electrophoresis, Polyacrylamide Gel",FALSE
W2078068121,12,"Electrophoresis, Starch Gel",FALSE
W2078068121,13,Parthenogenesis,FALSE
W1972829606,1,Adenylyl Cyclases,TRUE
W1972829606,2,Adrenergic alpha-Agonists,TRUE
W1972829606,3,Adrenergic beta-Agonists,TRUE
W1972829606,4,Guanylate Cyclase,TRUE
W1972829606,5,Myocardium,TRUE
W1972829606,6,"Receptors, Adrenergic",TRUE
W1972829606,7,Adenylyl Cyclases,FALSE
W1972829606,8,Adrenergic alpha-Agonists,FALSE
W1972829606,9,Adrenergic alpha-Antagonists,FALSE
W1972829606,10,Adrenergic alpha-Antagonists,FALSE
W1972829606,11,Adrenergic beta-Agonists,FALSE
W1972829606,12,Adrenergic beta-Antagonists,FALSE
W1972829606,13,Adrenergic beta-Antagonists,FALSE
W1972829606,14,Animals,FALSE
W1972829606,15,Epinephrine,FALSE
W1972829606,16,Epinephrine,FALSE
W1972829606,17,Guanylate Cyclase,FALSE
W1972829606,18,Heart Atria,FALSE
W1972829606,19,Heart Atria,FALSE
W1972829606,20,In Vitro Techniques,FALSE
W1972829606,21,Isoproterenol,FALSE
W1972829606,22,Isoproterenol,FALSE
W1972829606,23,Myocardium,FALSE
W1972829606,24,Norepinephrine,FALSE
W1972829606,25,Norepinephrine,FALSE
W1972829606,26,Phentolamine,FALSE
W1972829606,27,Phentolamine,FALSE
W1972829606,28,Propranolol,FALSE
W1972829606,29,Propranolol,FALSE
W1972829606,30,Rats,FALSE
W1972829606,31,Temperature,FALSE
W2072699739,1,Papillomaviridae,TRUE
W2072699739,2,Virus Cultivation,TRUE
W2072699739,3,"Antigens, Viral",FALSE
W2072699739,4,Cell Line,FALSE
W2072699739,5,"Centrifugation, Isopycnic",FALSE
W2072699739,6,"DNA, Viral",FALSE
W2072699739,7,"DNA, Viral",FALSE
W2072699739,8,Epithelium,FALSE
W2072699739,9,Humans,FALSE
W2072699739,10,Hydrogen-Ion Concentration,FALSE
W2072699739,11,Immunodiffusion,FALSE
W2072699739,12,"Microscopy, Electron",FALSE
W2072699739,13,Papillomaviridae,FALSE
W2072699739,14,Papillomaviridae,FALSE
W2072699739,15,Papillomaviridae,FALSE
W2072699739,16,Virus Cultivation,FALSE
W2072699739,17,Warts,FALSE
W2072699739,18,Warts,FALSE
W1993292840,1,Boronic Acids,TRUE
W1993292840,2,Chymotrypsin,TRUE
W1993292840,3,Binding Sites,FALSE
W1993292840,4,Boronic Acids,FALSE
W1993292840,5,Chymotrypsin,FALSE
W1993292840,6,Hydrogen-Ion Concentration,FALSE
W1993292840,7,Lasers,FALSE
W1993292840,8,Spectrum Analysis,FALSE
W1994286310,1,Urinary Calculi,TRUE
W1994286310,2,Adolescent,FALSE
W1994286310,3,Child,FALSE
W1994286310,4,"Child, Preschool",FALSE
W1994286310,5,England,FALSE
W1994286310,6,Female,FALSE
W1994286310,7,Hematuria,FALSE
W1994286310,8,Hematuria,FALSE
W1994286310,9,Humans,FALSE
W1994286310,10,Hydrogen-Ion Concentration,FALSE
W1994286310,11,Infant,FALSE
W1994286310,12,"Infant, Newborn",FALSE
W1994286310,13,Male,FALSE
W1994286310,14,Recurrence,FALSE
W1994286310,15,"Tomography, X-Ray",FALSE
W1994286310,16,Ureteral Calculi,FALSE
W1994286310,17,Ureteral Calculi,FALSE
W1994286310,18,Urinary Calculi,FALSE
W1994286310,19,Urinary Calculi,FALSE
W1994286310,20,Urinary Calculi,FALSE
W1994286310,21,Urinary Calculi,FALSE
W1994286310,22,Water Supply,FALSE
W2047986558,1,Aequorin,TRUE
W2047986558,2,Calcium,TRUE
W2047986558,3,Proteins,TRUE
W2047986558,4,Aequorin,FALSE
W2047986558,5,Animals,FALSE
W2047986558,6,Calcium,FALSE
W2047986558,7,Cnidaria,FALSE
