id,which_mesh,term,is_major_topic,qualifier_name
W2142347023,1,Coronary Disease,TRUE,prevention & control
W2142347023,2,Eicosapentaenoic Acid,TRUE,therapeutic use
W2142347023,3,Adult,FALSE,
W2142347023,4,Aged,FALSE,
W2142347023,5,Coronary Disease,FALSE,
W2142347023,6,Coronary Disease,FALSE,mortality
W2142347023,7,Coronary Disease,FALSE,etiology
W2142347023,8,Diet,FALSE,
W2142347023,9,Eicosapentaenoic Acid,FALSE,
W2142347023,10,Female,FALSE,
W2142347023,11,Humans,FALSE,
W2142347023,12,Hypercholesterolemia,FALSE,
W2142347023,13,Hypercholesterolemia,FALSE,complications
W2142347023,14,Japan,FALSE,
W2142347023,15,Male,FALSE,
W2142347023,16,Middle Aged,FALSE,
W2107665433,1,Mutation,TRUE,
W2107665433,2,Pulmonary Fibrosis,TRUE,genetics
W2107665433,3,RNA,TRUE,genetics
W2107665433,4,Telomerase,TRUE,genetics
W2107665433,5,Telomere,TRUE,pathology
W2107665433,6,Female,FALSE,
W2107665433,7,"Genes, Dominant",FALSE,
W2107665433,8,Heterozygote,FALSE,
W2107665433,9,Humans,FALSE,
W2107665433,10,Male,FALSE,
W2107665433,11,"Mutation, Missense",FALSE,
W2107665433,12,Pedigree,FALSE,
W2107665433,13,Pulmonary Fibrosis,FALSE,
W2107665433,14,Pulmonary Fibrosis,FALSE,diagnostic imaging
W2107665433,15,RNA,FALSE,
W2107665433,16,Radiography,FALSE,
W2107665433,17,Reverse Transcriptase Polymerase Chain Reaction,FALSE,
W2107665433,18,Telomerase,FALSE,
W2107665433,19,Telomerase,FALSE,metabolism
W2107665433,20,Telomere,FALSE,
W2107665433,21,Telomere,FALSE,enzymology
W2107665433,22,Telomere,FALSE,genetics
W2127788219,1,Breast Feeding,TRUE,
W2127788219,2,HIV Infections,TRUE,transmission
W2127788219,3,HIV-1,TRUE,
W2127788219,4,Infant Food,TRUE,adverse effects
W2127788219,5,"Infectious Disease Transmission, Vertical",TRUE,statistics & numerical data
W2127788219,6,Adolescent,FALSE,
W2127788219,7,Adult,FALSE,
