id,which_concept,concept_id,term,level,score
W1967087917,1,C77637269,Neural coding,2,0.8224572
W1967087917,2,C2908647359,Population,2,0.6522771
W1967087917,3,C179518139,Coding (social sciences),2,0.5692305
W1967087917,4,C2779345533,Visual cortex,2,0.52350026
W1967087917,5,C2779304628,Face (sociological concept),2,0.49296784
W1967087917,6,C169760540,Neuroscience,1,0.46917656
W1967087917,7,C2777348757,Cortex (anatomy),2,0.45759612
W1967087917,8,C15744967,Psychology,0,0.43992805
W1967087917,9,C2993858690,Temporal cortex,2,0.41167527
W1967087917,10,C180747234,Cognitive psychology,1,0.3310433
W1967087917,11,C41008148,Computer science,0,0.32781684
W1967087917,12,C33923547,Mathematics,0,0.11399019
W1967087917,13,C71924100,Medicine,0,0.07070252
W1967087917,14,C36289849,Social science,1,0
W1967087917,15,C105795698,Statistics,1,0
W1967087917,16,C99454951,Environmental health,1,0
W1967087917,17,C144024400,Sociology,0,0
W1924175076,1,C108625454,Glycoprotein,2,0.7418713
W1924175076,2,C2779394231,Von Willebrand factor,3,0.71062905
W1924175076,3,C26828662,Platelet membrane glycoprotein,3,0.66117895
W1924175076,4,C195687474,Integrin,3,0.64571005
W1924175076,5,C2776174256,BETA (programming language),2,0.63458645
W1924175076,6,C2779036427,Fibrinogen,2,0.6214435
W1924175076,7,C89560881,Platelet,2,0.5569395
W1924175076,8,C2778442980,Glycoprotein Ib,4,0.5543286
W1924175076,9,C64943373,Alpha (finance),4,0.5047735
W1924175076,10,C185592680,Chemistry,0,0.48699933
W1924175076,11,C170493617,Receptor,2,0.46411473
W1924175076,12,C95444343,Cell biology,1,0.4610348
W1924175076,13,C55493867,Biochemistry,1,0.25667804
W1924175076,14,C86803240,Biology,0,0.2458525
W1924175076,15,C203014093,Immunology,1,0.20241824
W1924175076,16,C71924100,Medicine,0,0.16905633
W1924175076,17,C49453240,Construct validity,3,0
W1924175076,18,C159110408,Nursing,1,0
W1924175076,19,C2775944032,Patient satisfaction,2,0
W1924175076,20,C41008148,Computer science,0,0
W1924175076,21,C199360897,Programming language,1,0
W1577032310,1,C2776634448,Peptidoglycan,3,0.84174806
W1577032310,2,C2779489039,Staphylococcus aureus,3,0.8269588
W1577032310,3,C2776653525,Penicillin binding proteins,4,0.7592807
W1577032310,4,C89423630,Microbiology,1,0.67887795
W1577032310,5,C2778022156,Strain (injury),2,0.61933416
W1577032310,6,C174802600,Penicillin,3,0.5818821
W1577032310,7,C185592680,Chemistry,0,0.5346505
W1577032310,8,C3019450489,Penicillin resistance,4,0.43910462
W1577032310,9,C2779288629,Staphylococcus,4,0.42529333
