id,title,pub_date,cite_count,pub_type,pmid,which_athr,athr_id,athr_name,raw_affl,inst,inst_id,which_affl
W2003470884,"Metal chelate affinity chromatography, a new approach to protein fractionation",1975-12-01,1901,journal-article,1678,1,A5015255011,Jerker Porath,"Institute of Biochemistry, University of Uppsala, Sweden and Clinical Research Institute of Montreal, Hormone Laboratory, Montreal, Canada",Montreal Clinical Research Institute,I4210158752,1
W2003470884,"Metal chelate affinity chromatography, a new approach to protein fractionation",1975-12-01,1901,journal-article,1678,2,A5035567060,Jan Carlsson,"Institute of Biochemistry, University of Uppsala, Sweden and Clinical Research Institute of Montreal, Hormone Laboratory, Montreal, Canada",Montreal Clinical Research Institute,I4210158752,1
W2003470884,"Metal chelate affinity chromatography, a new approach to protein fractionation",1975-12-01,1901,journal-article,1678,3,A5062483136,Ingmar Olsson,"Institute of Biochemistry, University of Uppsala, Sweden and Clinical Research Institute of Montreal, Hormone Laboratory, Montreal, Canada",Montreal Clinical Research Institute,I4210158752,1
W2003470884,"Metal chelate affinity chromatography, a new approach to protein fractionation",1975-12-01,1901,journal-article,1678,4,A5041164448,Greta Belfrage,"Institute of Biochemistry, University of Uppsala, Sweden and Clinical Research Institute of Montreal, Hormone Laboratory, Montreal, Canada",Montreal Clinical Research Institute,I4210158752,1
W1485462441,Structural studies of two ovalbumin glycopeptides in relation to the endo-beta-N-acetylglucosaminidase specificity.,1975-11-01,409,journal-article,389,1,A5011494374,Tadashi Tai,,,,1
W1485462441,Structural studies of two ovalbumin glycopeptides in relation to the endo-beta-N-acetylglucosaminidase specificity.,1975-11-01,409,journal-article,389,2,A5056431628,Katsuko Yamashita,,,,1
W1485462441,Structural studies of two ovalbumin glycopeptides in relation to the endo-beta-N-acetylglucosaminidase specificity.,1975-11-01,409,journal-article,389,3,A5027660835,Midori Ogata-Arakawa,,,,1
W1485462441,Structural studies of two ovalbumin glycopeptides in relation to the endo-beta-N-acetylglucosaminidase specificity.,1975-11-01,409,journal-article,389,4,A5075168214,Naoki Koide,,,,1
W1485462441,Structural studies of two ovalbumin glycopeptides in relation to the endo-beta-N-acetylglucosaminidase specificity.,1975-11-01,409,journal-article,389,5,A5053081524,Takashi Muramatsu,,,,1
W1485462441,Structural studies of two ovalbumin glycopeptides in relation to the endo-beta-N-acetylglucosaminidase specificity.,1975-11-01,409,journal-article,389,6,A5086576887,Soh Iwashita,,,,1
W1485462441,Structural studies of two ovalbumin glycopeptides in relation to the endo-beta-N-acetylglucosaminidase specificity.,1975-11-01,409,journal-article,389,7,A5030736937,Yasuo Inoue,,,,1
W1485462441,Structural studies of two ovalbumin glycopeptides in relation to the endo-beta-N-acetylglucosaminidase specificity.,1975-11-01,409,journal-article,389,8,A5077983469,Akira Kobata,,,,1
W1969684876,Direct identification and characterisation of β-adrenergic receptors in rat brain,1975-12-01,239,journal-article,620,1,A5041151041,R. Wayne Alexander,"Neurology Section, Durham Veterans Administration Hospital, Durham; Division of Cardiology, Department of Medicine and Department of Biochemistry, Duke University Medical Center, Durham",Duke Medical Center,I4210126298,1
W1969684876,Direct identification and characterisation of β-adrenergic receptors in rat brain,1975-12-01,239,journal-article,620,2,A5013948143,James N. Davis,"Neurology Section, Durham Veterans Administration Hospital, Durham; Division of Cardiology, Department of Medicine and Department of Biochemistry, Duke University Medical Center, Durham",Duke Medical Center,I4210126298,1
W1969684876,Direct identification and characterisation of β-adrenergic receptors in rat brain,1975-12-01,239,journal-article,620,3,A5080672788,Robert J. Lefkowitz,"Neurology Section, Durham Veterans Administration Hospital, Durham; Division of Cardiology, Department of Medicine and Department of Biochemistry, Duke University Medical Center, Durham",Duke Medical Center,I4210126298,1
W1491329611,Rickettsial permeability. An ADP-ATP transport system.,1976-01-01,199,journal-article,1389,1,A5002360938,Herbert H. Winkler,,,,1
W2061010116,Models for metal ion function in carbonic anhydrase,1975-12-01,199,journal-article,1680,1,A5002735020,Paul Woolley,"Max-Planck Institute for Biophysical Chemistry, Göttingen–Nikolausberg",Max Planck Institute for Biophysical Chemistry,I4210131661,1
W1985548829,Effect of minor tranquillisers on hippocampal θ rhythm mimicked by depletion of forebrain noradrenaline,1975-12-01,176,journal-article,619,1,A5038369135,Jeffrey A. Gray,"Department of Experimental Psychology, University of Oxford, Oxford,",University of Oxford,I40120149,1
W1985548829,Effect of minor tranquillisers on hippocampal θ rhythm mimicked by depletion of forebrain noradrenaline,1975-12-01,176,journal-article,619,2,A5010069066,Neil McNaughton,"Department of Experimental Psychology, University of Oxford, Oxford,",University of Oxford,I40120149,1
W1985548829,Effect of minor tranquillisers on hippocampal θ rhythm mimicked by depletion of forebrain noradrenaline,1975-12-01,176,journal-article,619,3,A5050421646,D. Tutor James,"Department of Psychology, New University of Ulster, Northern Ireland",OGT Amenity (Ireland),I4210156198,1
W1985548829,Effect of minor tranquillisers on hippocampal θ rhythm mimicked by depletion of forebrain noradrenaline,1975-12-01,176,journal-article,619,4,A5008634258,Peter H. Kelly,"Department of Psychology, University of Cambridge, Cambridge, UK;",University of Cambridge,I241749,1
W1908273278,Patterns of fatty acid release from endogenous substrates by human platelet homogenates and membranes.,1975-12-01,170,journal-article,394,1,A5025337824,Arie Derksen,,,,1
W1908273278,Patterns of fatty acid release from endogenous substrates by human platelet homogenates and membranes.,1975-12-01,170,journal-article,394,2,A5022282579,Phin Cohen,,,,1
W2025168571,Specific Effects of Neurotransmitter Antagonists on Ganglion Cells in Rabbit Retina,1976-01-16,155,journal-article,1857,1,A5069359703,Harry J. Wyatt,"Department of Physiology and Biophysics, Washington University Medical School, St. Louis, Missouri 63110",Washington University in St. Louis,I204465549,1
W2025168571,Specific Effects of Neurotransmitter Antagonists on Ganglion Cells in Rabbit Retina,1976-01-16,155,journal-article,1857,2,A5085740245,Nigel W. Day,"Department of Physiology and Biophysics, Washington University Medical School, St. Louis, Missouri 63110",Washington University in St. Louis,I204465549,1
W1550519918,Purification to homogeneity and properties of two D-alanine carboxypeptidases I From Escherichia coli.,1976-01-01,133,journal-article,1391,1,A5084382401,Toshihide Tamura,,,,1
W1550519918,Purification to homogeneity and properties of two D-alanine carboxypeptidases I From Escherichia coli.,1976-01-01,133,journal-article,1391,2,A5031408829,Yasuo Imae,,,,1
W1550519918,Purification to homogeneity and properties of two D-alanine carboxypeptidases I From Escherichia coli.,1976-01-01,133,journal-article,1391,3,A5040129865,Jack L. Strominger,,,,1
W1560923640,Reconstitution of ion transport and respiratory control in vesicles formed from reduced coenzyme Q-cytochrome c reductase and phospholipids.,1975-11-01,133,journal-article,385,1,A5084718875,Karina Leung,,,,1
W1560923640,Reconstitution of ion transport and respiratory control in vesicles formed from reduced coenzyme Q-cytochrome c reductase and phospholipids.,1975-11-01,133,journal-article,385,2,A5033309944,Peter C. Hinkle,,,,1
W1526566805,The NSILA-s receptor in liver plasma membranes. Characterization and comparison with the insulin receptor,1975-12-01,107,journal-article,391,1,A5031575707,Megyesi K,,,,1
W1526566805,The NSILA-s receptor in liver plasma membranes. Characterization and comparison with the insulin receptor,1975-12-01,107,journal-article,391,2,A5051737440,C. Ronald Kahn,,,,1
W1526566805,The NSILA-s receptor in liver plasma membranes. Characterization and comparison with the insulin receptor,1975-12-01,107,journal-article,391,3,A5030380280,Jesse Roth,,,,1
W1526566805,The NSILA-s receptor in liver plasma membranes. Characterization and comparison with the insulin receptor,1975-12-01,107,journal-article,391,4,A5020278909,David M. Neville,,,,1
W1526566805,The NSILA-s receptor in liver plasma membranes. Characterization and comparison with the insulin receptor,1975-12-01,107,journal-article,391,5,A5080292274,S. Peter Nissley,,,,1
W1526566805,The NSILA-s receptor in liver plasma membranes. Characterization and comparison with the insulin receptor,1975-12-01,107,journal-article,391,6,A5051147870,R Humbel,,,,1
W1526566805,The NSILA-s receptor in liver plasma membranes. Characterization and comparison with the insulin receptor,1975-12-01,107,journal-article,391,7,A5004569340,E. R. Froesch,,,,1
W1976225324,Vascular and Brain Dopamine β-Hydroxylase Activity in Young Spontaneously Hypertensive Rats,1976-01-23,104,journal-article,1858,1,A5004939550,Toshiharu Nagatsu,"Departments of Biochemistry and Anatomy, School of Dentistry, Aichi-Gakuin University, Chikusa-ku, Nagoya, Japan",Aichi Gakuin University,I195444995,1
W1976225324,Vascular and Brain Dopamine β-Hydroxylase Activity in Young Spontaneously Hypertensive Rats,1976-01-23,104,journal-article,1858,2,A5011425514,Kazunari Ikuta,"Departments of Biochemistry and Anatomy, School of Dentistry, Aichi-Gakuin University, Chikusa-ku, Nagoya, Japan",Aichi Gakuin University,I195444995,1
W1976225324,Vascular and Brain Dopamine β-Hydroxylase Activity in Young Spontaneously Hypertensive Rats,1976-01-23,104,journal-article,1858,3,A5068967002,Yukiko Numata,"Departments of Biochemistry and Anatomy, School of Dentistry, Aichi-Gakuin University, Chikusa-ku, Nagoya, Japan",Aichi Gakuin University,I195444995,1
W1976225324,Vascular and Brain Dopamine β-Hydroxylase Activity in Young Spontaneously Hypertensive Rats,1976-01-23,104,journal-article,1858,4,A5015711180,Takeshi Kato,"Departments of Biochemistry and Anatomy, School of Dentistry, Aichi-Gakuin University, Chikusa-ku, Nagoya, Japan",Aichi Gakuin University,I195444995,1
W1976225324,Vascular and Brain Dopamine β-Hydroxylase Activity in Young Spontaneously Hypertensive Rats,1976-01-23,104,journal-article,1858,5,A5019497496,Megumi Sano,"Departments of Biochemistry and Anatomy, School of Dentistry, Aichi-Gakuin University, Chikusa-ku, Nagoya, Japan",Aichi Gakuin University,I195444995,1
W1556420131,Purine nucleotide cycle. Evidence for the occurrence of the cycle in brain.,1976-01-01,101,journal-article,1396,1,A5049394994,Vera Schultz,,,,1
W1556420131,Purine nucleotide cycle. Evidence for the occurrence of the cycle in brain.,1976-01-01,101,journal-article,1396,2,A5029658678,John M. Lowenstein,,,,1
W1604112638,Nucleotide-metabolizing enzymes in Chlamydomonas flagella.,1976-01-01,94,journal-article,397,1,A5051328287,Tadashi Watanabe,,,,1
W1604112638,Nucleotide-metabolizing enzymes in Chlamydomonas flagella.,1976-01-01,94,journal-article,397,2,A5002719798,Martin Flavin,,,,1
W1521271267,Effects of colipase and taurodeoxycholate on the catalytic and physical properties of pancreatic lipase B at an oil water interface.,1976-01-01,78,journal-article,1388,1,A5037612417,William E. Momsen,,,,1
W1521271267,Effects of colipase and taurodeoxycholate on the catalytic and physical properties of pancreatic lipase B at an oil water interface.,1976-01-01,78,journal-article,1388,2,A5012667458,Howard L. Brockman,,,,1
W96743316,Ion transport and respiratory control in vesicles formed from reduced nicotinamide adenine dinucleotide coenzyme Q reductase and phospholipids.,1975-11-01,70,journal-article,386,1,A5004022040,C I Ragan,,,,1
W96743316,Ion transport and respiratory control in vesicles formed from reduced nicotinamide adenine dinucleotide coenzyme Q reductase and phospholipids.,1975-11-01,70,journal-article,386,2,A5033309944,Peter C. Hinkle,,,,1
W1570985935,Decarboxylation of oxalacetate to pyruvate by purified avian liver phosphoenolpyruvate carboxykinase,1975-12-01,69,journal-article,392,1,A5065446855,Peter Noce,,,,1
W1570985935,Decarboxylation of oxalacetate to pyruvate by purified avian liver phosphoenolpyruvate carboxykinase,1975-12-01,69,journal-article,392,2,A5022720806,Merton F. Utter,,,,1
W1611729581,Biochemical studies of tast sensation. Binding of L-[3H]alanine to a sedimentable fraction from catfish barbel epithelium.,1976-01-01,68,journal-article,403,1,A5037968675,James M. Krueger,,,,1
W1611729581,Biochemical studies of tast sensation. Binding of L-[3H]alanine to a sedimentable fraction from catfish barbel epithelium.,1976-01-01,68,journal-article,403,2,A5036502892,Robert H. Cagan,,,,1
W1601438336,Use of 5-deazaFAD to study hydrogen transfer in the D-amino acid oxidase reaction.,1975-11-01,64,journal-article,390,1,A5000098648,Louis B. Hersh,,,,1
W1601438336,Use of 5-deazaFAD to study hydrogen transfer in the D-amino acid oxidase reaction.,1975-11-01,64,journal-article,390,2,A5045794882,Marilyn Schuman Jorns,,,,1
W1552718881,In vitro biosynthesis of sialosylgalactosylceramide (G7) by mouse brain microsomes.,1976-01-01,58,journal-article,398,1,A5046924659,Robert K. Yu,Yale University,Yale University,I32971472,1
