id,which_mesh,term,is_major_topic
W2906819009,1,Depression,TRUE
W2906819009,2,Meditation,TRUE
W2906819009,3,Patient Care,TRUE
W2906819009,4,"Stress, Psychological",TRUE
W2906819009,5,Adult,FALSE
W2906819009,6,Cell Phone,FALSE
W2906819009,7,Depression,FALSE
W2906819009,8,Depression,FALSE
W2906819009,9,Depression,FALSE
W2906819009,10,Depression,FALSE
W2906819009,11,Female,FALSE
W2906819009,12,Humans,FALSE
W2906819009,13,Male,FALSE
W2906819009,14,Meditation,FALSE
W2906819009,15,Meditation,FALSE
W2906819009,16,Mental Health,FALSE
W2906819009,17,Middle Aged,FALSE
W2906819009,18,Mindfulness,FALSE
W2906819009,19,Mobile Applications,FALSE
W2906819009,20,Patient Care,FALSE
W2906819009,21,Patient Care,FALSE
W2906819009,22,Personal Satisfaction,FALSE
W2906819009,23,Psychiatric Status Rating Scales,FALSE
W2906819009,24,"Stress, Psychological",FALSE
W2906819009,25,"Stress, Psychological",FALSE
W2906819009,26,"Stress, Psychological",FALSE
W2906819009,27,Surveys and Questionnaires,FALSE
W2908464782,1,Environmental Pollutants,TRUE
W2908464782,2,Fluorocarbons,TRUE
W2908464782,3,Adult,FALSE
W2908464782,4,Age Factors,FALSE
W2908464782,5,Animals,FALSE
W2908464782,6,Cotinine,FALSE
W2908464782,7,Cotinine,FALSE
W2908464782,8,Diet,FALSE
W2908464782,9,Environmental Pollutants,FALSE
W2908464782,10,Female,FALSE
W2908464782,11,Fishes,FALSE
W2908464782,12,Fluorocarbons,FALSE
W2908464782,13,Humans,FALSE
W2908464782,14,Jet Lag Syndrome,FALSE
W2908464782,15,Longitudinal Studies,FALSE
W2908464782,16,Parity,FALSE
W2908464782,17,Pregnancy,FALSE
W2908464782,18,Seafood,FALSE
W2908464782,19,Smoking,FALSE
W2908464782,20,Smoking,FALSE
W2908464782,21,Sweden,FALSE
W2908464782,22,Sweden,FALSE
W2906725237,1,Photosynthesis,TRUE
W2906725237,2,Plant Development,TRUE
W2906725237,3,Symbiosis,TRUE
W2906725237,4,Biomass,FALSE
W2906725237,5,Phosphorus,FALSE
W2906725237,6,Phosphorus,FALSE
W2906725237,7,Photosynthesis,FALSE
W2906725237,8,Plant Development,FALSE
W2906725237,9,Species Specificity,FALSE
W2906725237,10,Symbiosis,FALSE
W2906725237,11,Viridiplantae,FALSE
W2906725237,12,Viridiplantae,FALSE
W2906725237,13,Viridiplantae,FALSE
W2906837414,1,Bleomycin,TRUE
W2906837414,2,Pulmonary Fibrosis,TRUE
W2906837414,3,Pulmonary Fibrosis,TRUE
W2906837414,4,"Receptor, Platelet-Derived Growth Factor alpha",TRUE
W2906837414,5,"Receptor, Platelet-Derived Growth Factor beta",TRUE
W2906837414,6,Animals,FALSE
W2906837414,7,"Antibodies, Monoclonal",FALSE
W2906837414,8,"Antibodies, Monoclonal",FALSE
W2906837414,9,Bleomycin,FALSE
W2906837414,10,Bronchoalveolar Lavage,FALSE
W2906837414,11,Bronchoalveolar Lavage Fluid,FALSE
W2906837414,12,Cell Proliferation,FALSE
W2906837414,13,Cell Proliferation,FALSE
