id,which_concept,concept_id,term,level,score
W2066168019,1,C2779715522,Forebrain,3,0.7507393
W2066168019,2,C541997718,Ischemia,2,0.6958717
W2066168019,3,C200170125,Neurotransmission,3,0.61129814
W2066168019,4,C2778468042,Blockade,3,0.5881487
W2066168019,5,C112592302,Excitatory postsynaptic potential,3,0.5534028
W2066168019,6,C2776885963,Antagonist,3,0.53386146
W2066168019,7,C2781161787,Hippocampus,2,0.5033495
W2066168019,8,C170493617,Receptor,2,0.49271777
W2066168019,9,C42219234,Anesthesia,1,0.45819622
W2066168019,10,C71924100,Medicine,0,0.44821188
W2066168019,11,C169760540,Neuroscience,1,0.40921736
W2066168019,12,C185592680,Chemistry,0,0.39491835
W2066168019,13,C98274493,Pharmacology,1,0.39306578
W2066168019,14,C164705383,Cardiology,1,0.35792536
W2066168019,15,C126322002,Internal medicine,1,0.3360397
W2066168019,16,C529278444,Central nervous system,2,0.22377771
W2066168019,17,C86803240,Biology,0,0.21947649
W2089298737,1,C138626823,Chromosomal translocation,3,0.8590679
W2089298737,2,C86803240,Biology,0,0.6569886
W2089298737,3,C153911025,Molecular biology,1,0.57992786
W2089298737,4,C54815482,Chromosome 22,4,0.5315796
W2089298737,5,C84597430,Locus (genetics),3,0.5235712
W2089298737,6,C24144980,Chromosome 18,4,0.5182369
W2089298737,7,C96007430,Immunoglobulin heavy chain,3,0.480572
W2089298737,8,C30481170,Chromosome,3,0.45658535
W2089298737,9,C206936463,Breakpoint,4,0.4245541
W2089298737,10,C137555145,Chromosome 21,4,0.4147604
W2089298737,11,C54355233,Genetics,1,0.38863164
W2089298737,12,C104317684,Gene,2,0.3482275
W2016254453,1,C147897179,Topoisomerase,3,0.82165897
W2016254453,2,C552990157,DNA,2,0.7756494
W2016254453,3,C38441620,Phosphodiester bond,4,0.76942456
W2016254453,4,C24107716,Nucleic acid,2,0.75875056
W2016254453,5,C143425029,DNA damage,3,0.6612379
W2016254453,6,C2781303535,Doxorubicin,3,0.62338537
W2016254453,7,C202751555,In vitro,2,0.5905648
W2016254453,8,C185592680,Chemistry,0,0.554784
W2016254453,9,C55493867,Biochemistry,1,0.47886392
