id,which_mesh,term,is_major_topic
W1981350480,1,Intellectual Disability,TRUE
W1981350480,2,Phenylketonurias,TRUE
W1981350480,3,Serotonin,TRUE
W1981350480,4,Humans,FALSE
W1981350480,5,Intellectual Disability,FALSE
W1981350480,6,Serotonin,FALSE
W1994547034,1,Iodine,TRUE
W1994547034,2,Thyroid Gland,TRUE
W1994547034,3,Thyroiditis,TRUE
W1994547034,4,Iodine,FALSE
W1994547034,5,Thyroid Gland,FALSE
W1966781707,1,Glutarates,TRUE
W1966781707,2,Hepatic Encephalopathy,TRUE
W1966781707,3,Ketoglutaric Acids,TRUE
W1966781707,4,Liver Diseases,TRUE
W1966781707,5,Pyruvates,TRUE
W1966781707,6,Pyruvic Acid,TRUE
W1966781707,7,Vascular Diseases,TRUE
W1966781707,8,Glutarates,FALSE
W1966781707,9,Liver Diseases,FALSE
W1966781707,10,Pyruvates,FALSE
W2134239112,1,Data Collection,TRUE
W2134239112,2,Tuberculin,TRUE
W2134239112,3,Tuberculin Test,TRUE
W2134239112,4,Adult,FALSE
W2134239112,5,Aged,FALSE
W2134239112,6,Humans,FALSE
W1991355280,1,Potassium,TRUE
W1991355280,2,Humans,FALSE
W1991355280,3,Potassium,FALSE
W144192432,1,Adrenal Glands,TRUE
W144192432,2,Adrenalectomy,TRUE
W144192432,3,Breast,TRUE
W144192432,4,Breast Neoplasms,TRUE
W144192432,5,Hypophysectomy,TRUE
W144192432,6,Pituitary Gland,TRUE
W144192432,7,Adrenal Glands,FALSE
W144192432,8,Breast Neoplasms,FALSE
W144192432,9,Humans,FALSE
W144192432,10,Pituitary Gland,FALSE
W1763934388,1,Atrophy,TRUE
W1763934388,2,Disease,TRUE
W1763934388,3,Gastrectomy,TRUE
W1763934388,4,Jejunal Diseases,TRUE
W1763934388,5,Jejunum,TRUE
W1763934388,6,Steatorrhea,TRUE
W1763934388,7,Gastrectomy,FALSE
W1763934388,8,Humans,FALSE
W1763934388,9,Steatorrhea,FALSE
W323033726,1,Alcoholic Beverages,TRUE
W323033726,2,Alcoholics,TRUE
W323033726,3,Alcoholism,TRUE
W323033726,4,Ethanol,TRUE
W323033726,5,Liver Diseases,TRUE
W323033726,6,Alcoholism,FALSE
W323033726,7,Humans,FALSE
W323033726,8,Liver Diseases,FALSE
W2091486522,1,17-Ketosteroids,TRUE
W2091486522,2,Breast,TRUE
W2091486522,3,Breast Neoplasms,TRUE
W2091486522,4,Carcinoma,TRUE
W2091486522,5,Steroids,TRUE
W2091486522,6,Breast Neoplasms,FALSE
W2091486522,7,Humans,FALSE
W2091486522,8,Steroids,FALSE
W2048385140,1,Disease Outbreaks,TRUE
W2048385140,2,Echovirus 9,TRUE
W2048385140,3,Meningitis,TRUE
W2048385140,4,"Meningitis, Aseptic",TRUE
W2048385140,5,Virus Diseases,TRUE
W2048385140,6,Viruses,TRUE
W2048385140,7,Humans,FALSE
W2048385140,8,Meningitis,FALSE
W2048385140,9,Virus Diseases,FALSE
W2010500690,1,Cardiac Surgical Procedures,TRUE
W2010500690,2,Hypothermia,TRUE
W2010500690,3,Thoracic Surgery,TRUE
W2005605220,1,Breast,TRUE
W2005605220,2,Breast Neoplasms,TRUE
W2005605220,3,Gold Radioisotopes,TRUE
W2005605220,4,Pituitary Gland,TRUE
W2005605220,5,Prostatic Neoplasms,TRUE
W2005605220,6,Yttrium,TRUE
W2005605220,7,Breast Neoplasms,FALSE
W2005605220,8,Humans,FALSE
W2005605220,9,Male,FALSE
W2005605220,10,Pituitary Gland,FALSE
W2049435413,1,Meningitis,TRUE
W2049435413,2,Virus Diseases,TRUE
W2049435413,3,Viruses,TRUE
W2069036048,1,Cachexia,TRUE
W2069036048,2,Colitis,TRUE
W2069036048,3,"Colitis, Ulcerative",TRUE
W2069036048,4,Cachexia,FALSE
W2069036048,5,Humans,FALSE
W2013957381,1,Breast,TRUE
W2013957381,2,Breast Neoplasms,TRUE
W2013957381,3,Cytodiagnosis,TRUE
W2013957381,4,Estrogens,TRUE
W2013957381,5,Vagina,TRUE
W2013957381,6,Breast Neoplasms,FALSE
W2013957381,7,Estrogens,FALSE
W2013957381,8,Female,FALSE
W2013957381,9,Humans,FALSE
W2068797761,1,Neuritis,TRUE
W2068797761,2,Neuromuscular Diseases,TRUE
W2068797761,3,Humans,FALSE
W2068797761,4,Neuritis,FALSE
W2068797761,5,Neuromuscular Diseases,FALSE
W138991948,1,Anemia,TRUE
W138991948,2,Erythrocytes,TRUE
W138991948,3,Erythropoiesis,TRUE
W138991948,4,Gastric Juice,TRUE
W138991948,5,Aged,FALSE
W138991948,6,Humans,FALSE
W1563513318,1,Medicine,TRUE
W1563513318,2,Aged,FALSE
W1563513318,3,Humans,FALSE
W2144721987,1,Diabetes Mellitus,TRUE
W2144721987,2,Mothers,TRUE
W2144721987,3,Nephritis,TRUE
W2144721987,4,Female,FALSE
W2144721987,5,Humans,FALSE
W2144721987,6,Pregnancy,FALSE
W1530528799,1,Bone and Bones,TRUE
