id,abstract_len,title,pub_date,retracted,cite_count,pub_type,pmid,which_athr,athr_id,athr_name,raw_affl,inst,inst_id,which_affl
W2084273225,87,Multiple Stable Isotopes Used to Trace the Flow of Organic Matter in Estuarine Food Webs,1985-03-15,FALSE,561,journal-article,17793771,1,A5059880223,Bruce J. Peterson,">Ecosystems Center, Marine Biological Laboratory, Woods Hole, Massachusetts 02543",Marine Biological Laboratory,I1338920048,1
W2084273225,87,Multiple Stable Isotopes Used to Trace the Flow of Organic Matter in Estuarine Food Webs,1985-03-15,FALSE,561,journal-article,17793771,2,A5025013215,Robert W. Howarth,">Ecosystems Center, Marine Biological Laboratory, Woods Hole, Massachusetts 02543",Marine Biological Laboratory,I1338920048,1
W2084273225,87,Multiple Stable Isotopes Used to Trace the Flow of Organic Matter in Estuarine Food Webs,1985-03-15,FALSE,561,journal-article,17793771,3,A5075367593,Robert Garritt,">Ecosystems Center, Marine Biological Laboratory, Woods Hole, Massachusetts 02543",Marine Biological Laboratory,I1338920048,1
W2075828903,78,Bacterial 5-Nucleotidase in Aquatic Ecosystems: A Novel Mechanism of Phosphorus Regeneration,1985-03-15,FALSE,214,journal-article,17793769,1,A5051801750,James W. Ammerman,"Institute of Marine Resources, Scripps Institution of Oceanography, University of California, San Diego, La Jolla, California 92093",Scripps Institution of Oceanography,I150209017,1
W2075828903,78,Bacterial 5-Nucleotidase in Aquatic Ecosystems: A Novel Mechanism of Phosphorus Regeneration,1985-03-15,FALSE,214,journal-article,17793769,1,A5051801750,James W. Ammerman,"Institute of Marine Resources, Scripps Institution of Oceanography, University of California, San Diego, La Jolla, California 92093","University of California, San Diego",I36258959,2
W2075828903,78,Bacterial 5-Nucleotidase in Aquatic Ecosystems: A Novel Mechanism of Phosphorus Regeneration,1985-03-15,FALSE,214,journal-article,17793769,2,A5083189446,Farooq Azam,"Institute of Marine Resources, Scripps Institution of Oceanography, University of California, San Diego, La Jolla, California 92093",Scripps Institution of Oceanography,I150209017,1
W2075828903,78,Bacterial 5-Nucleotidase in Aquatic Ecosystems: A Novel Mechanism of Phosphorus Regeneration,1985-03-15,FALSE,214,journal-article,17793769,2,A5083189446,Farooq Azam,"Institute of Marine Resources, Scripps Institution of Oceanography, University of California, San Diego, La Jolla, California 92093","University of California, San Diego",I36258959,2
W1991527081,41,Marine Snow: Microplankton Habitat and Source of Small-Scale Patchiness in Pelagic Populations,1978-07-28,FALSE,200,journal-article,17793735,1,A5029102695,Mary W. Silver,"Center for Coastal Marine Studies, University of California, Santa Cruz 95064","University of California, Santa Cruz",I185103710,1
W1991527081,41,Marine Snow: Microplankton Habitat and Source of Small-Scale Patchiness in Pelagic Populations,1978-07-28,FALSE,200,journal-article,17793735,2,A5021619737,Alan L. Shanks,"Marine Life Research Group, Scripps Institution of Oceanography, La Jolla, California 92037",Scripps Institution of Oceanography,I150209017,1
W1991527081,41,Marine Snow: Microplankton Habitat and Source of Small-Scale Patchiness in Pelagic Populations,1978-07-28,FALSE,200,journal-article,17793735,3,A5068720740,Jonathan D. Trent,"Marine Life Research Group, Scripps Institution of Oceanography, La Jolla, California 92037",Scripps Institution of Oceanography,I150209017,1
W2056282502,77,Interspecific Morphogens Regulating Prey-Predator Relationships in Protozoa,1985-03-15,FALSE,112,journal-article,17793770,1,A5042240909,Hans‐Werner Kuhlmann,"Zoological Institute, University of Münster, Schlossplatz 5, 4400 Münster, Federal Republic of Germany",University of Münster,I22465464,1
W2056282502,77,Interspecific Morphogens Regulating Prey-Predator Relationships in Protozoa,1985-03-15,FALSE,112,journal-article,17793770,2,A5048107522,Klaus Heckmann,"Zoological Institute, University of Münster, Schlossplatz 5, 4400 Münster, Federal Republic of Germany",University of Münster,I22465464,1
W1964398226,61,Mutual Restraint in Tree Swallows: A Test of the TIT FOR TAT Model of Reciprocity,1985-03-15,FALSE,54,journal-article,17793772,1,A5008572887,Michael P. Lombardo,"Department of Biological Sciences, Rutgers University, New Brunswick, New Jersey 08903","Rutgers, The State University of New Jersey",I102322142,1
W2061354466,49,Rheology of Glacier Ice,1985-03-15,FALSE,54,journal-article,17793768,1,A5017594205,Kenneth C. Jezek,"U.S. Army Cold Regions Research and Engineering Laboratory, Hanover, New Hampshire 03755",Cold Regions Research and Engineering Laboratory,I2800251061,1
W2061354466,49,Rheology of Glacier Ice,1985-03-15,FALSE,54,journal-article,17793768,1,A5017594205,Kenneth C. Jezek,"U.S. Army Cold Regions Research and Engineering Laboratory, Hanover, New Hampshire 03755",United States Army,I4210088792,2
W2061354466,49,Rheology of Glacier Ice,1985-03-15,FALSE,54,journal-article,17793768,2,A5008987835,Richard B. Alley,"Geophysical and Polar Research Center, University of Wisconsin, Madison 53706",University of Wisconsin–Madison,I135310074,1
W2061354466,49,Rheology of Glacier Ice,1985-03-15,FALSE,54,journal-article,17793768,3,A5022765346,Robert H. Thomas,"Oceanic Processes Branch, National Aeronautics and Space Administration, Washington, D.C. 20546",National Aeronautics and Space Administration,I4210124779,1
W2058563482,58,Magnetochemistry of Ions in the <sup>4</sup> A <sub>2</sub> Electronic State,1985-03-15,FALSE,31,journal-article,17793756,1,A5058435329,Richard L. Carlin,"Professor of chemistry at the University of Illinois, Chicago 60680.",University of Illinois at Chicago,I39422238,1
W2045219297,55,Tidal Currents and Eddy Statistics From Iceberg Trajectories off Labrador,1985-03-15,FALSE,24,journal-article,17793767,1,A5009290939,Christopher Garrett,"Department of Oceanography, Dalhousie University, Halifax, Novia Scotia, Canada B3H 4J1",Dalhousie University,I129902397,1
W2045219297,55,Tidal Currents and Eddy Statistics From Iceberg Trajectories off Labrador,1985-03-15,FALSE,24,journal-article,17793767,2,A5003602515,John Middleton,"Department of Oceanography, Dalhousie University, Halifax, Novia Scotia, Canada B3H 4J1",Dalhousie University,I129902397,1
