id,which_concept,concept_id,term,level,score
W1989790390,1,C193270364,Tissue microarray,3,0.8888632
W1989790390,2,C95371953,DNA microarray,4,0.71503025
W1989790390,3,C195814341,Protein microarray,5,0.6270009
W1989790390,4,C70721500,Computational biology,1,0.5352664
W1989790390,5,C186836561,Microarray,4,0.47200844
W1989790390,6,C16930146,Stromal cell,2,0.46728903
W1989790390,7,C86803240,Biology,0,0.44553143
W1989790390,8,C142724271,Pathology,1,0.3893327
W1989790390,9,C60644358,Bioinformatics,1,0.38775235
W1989790390,10,C121608353,Cancer,2,0.30961925
W1989790390,11,C150194340,Gene expression,3,0.20570588
W1989790390,12,C502942594,Cancer research,1,0.17999053
W1989790390,13,C71924100,Medicine,0,0.17261747
W1989790390,14,C54355233,Genetics,1,0.116784304
W1989790390,15,C104317684,Gene,2,0.08357796
W2166668167,1,C83258922,E2F,4,0.8584477
W2166668167,2,C95444343,Cell biology,1,0.80833924
W2166668167,3,C190283241,Apoptosis,2,0.65590745
W2166668167,4,C31573885,Programmed cell death,3,0.62877345
W2166668167,5,C29537977,Cell cycle,3,0.53775406
W2166668167,6,C179185449,Suppressor,3,0.5040933
W2166668167,7,C86803240,Biology,0,0.48015112
W2166668167,8,C1491633281,Cell,2,0.45291707
W2166668167,9,C98424977,Caspase,4,0.4266687
W2166668167,10,C104317684,Gene,2,0.10289103
W2166668167,11,C54355233,Genetics,1,0.0979161
W2057259507,1,C48632299,Citrullination,5,0.8716512
W2057259507,2,C64927066,Histone,3,0.6397961
W2057259507,3,C185592680,Chemistry,0,0.46957538
W2057259507,4,C119157956,Acetylation,3,0.43911684
W2057259507,5,C95444343,Cell biology,1,0.3857079
W2057259507,6,C55493867,Biochemistry,1,0.37669882
W2057259507,7,C86803240,Biology,0,0.30487797
W2057259507,8,C2779129087,Citrulline,4,0.18137217
W2057259507,9,C104317684,Gene,2,0.17166516
W2057259507,10,C2777468819,Arginine,3,0.08363795
W2057259507,11,C515207424,Amino acid,2,0.061322182
W2023695022,1,C95444343,Cell biology,1,0.8157263
W2023695022,2,C10447061,Centrosome,4,0.80343866
W2023695022,3,C20418707,Microtubule,2,0.75619304
W2023695022,4,C70547292,Spindle pole body,5,0.6640937
W2023695022,5,C47432576,Spindle apparatus,4,0.64982843
W2023695022,6,C93304396,Mitosis,2,0.64650184
W2023695022,7,C2779535977,Xenopus,3,0.62412304
W2023695022,8,C86803240,Biology,0,0.62320936
W2023695022,9,C104672736,Microtubule organizing center,5,0.58759165
W2023695022,10,C94921385,Microtubule nucleation,5,0.5695812
W2023695022,11,C3453395,Multipolar spindles,5,0.56434935
W2023695022,12,C2778354886,Chromosome segregation,4,0.5504502
W2023695022,13,C192838845,Kinetochore,4,0.4939912
W2023695022,14,C160704184,Ran,2,0.445493
W2023695022,15,C30481170,Chromosome,3,0.24247688
W2023695022,16,C85813293,Cell division,3,0.19645306
W2023695022,17,C54355233,Genetics,1,0.19583142
W2023695022,18,C1491633281,Cell,2,0.17883834
W2023695022,19,C29537977,Cell cycle,3,0.1708403
W2023695022,20,C104317684,Gene,2,0.09046167
W2053010338,1,C174884520,Dendritic spine,3,0.9065418
W2053010338,2,C126619667,Guanine nucleotide exchange factor,3,0.7816742
W2053010338,3,C2780040266,CDC42,3,0.7576587
W2053010338,4,C95444343,Cell biology,1,0.6674572
W2053010338,5,C207332259,GTPase,2,0.62804675
W2053010338,6,C53250682,Dendritic filopodia,4,0.49846768
W2053010338,7,C169760540,Neuroscience,1,0.47795987
W2053010338,8,C170286479,Ephrin,3,0.47356996
W2053010338,9,C25274449,Long-term potentiation,3,0.4671314
W2053010338,10,C98229152,Synaptic plasticity,3,0.45944345
W2053010338,11,C86803240,Biology,0,0.43709713
W2053010338,12,C62478195,Signal transduction,2,0.37815654
W2053010338,13,C170493617,Receptor,2,0.3661735
W2053010338,14,C55493867,Biochemistry,1,0.10093823
W2053010338,15,C148762608,Hippocampal formation,2,0.07071757
W2011970960,1,C6997183,Myosin,2,0.6485511
W2011970960,2,C185592680,Chemistry,0,0.5535145
W2011970960,3,C95444343,Cell biology,1,0.54981506
W2011970960,4,C41625074,Membrane,2,0.49445343
W2011970960,5,C12554922,Biophysics,1,0.35578668
W2011970960,6,C55493867,Biochemistry,1,0.29652554
W2011970960,7,C86803240,Biology,0,0.24486166
W2083519527,1,C128240485,Autocrine signalling,3,0.84117657
W2083519527,2,C7876069,Paracrine signalling,3,0.75570637
W2083519527,3,C2780932548,CD44,3,0.6744545
W2083519527,4,C502942594,Cancer research,1,0.6360708
W2083519527,5,C86803240,Biology,0,0.5291337
W2083519527,6,C170493617,Receptor,2,0.51587164
W2083519527,7,C2779689624,Cyclooxygenase,3,0.45892125
W2083519527,8,C178592051,Prostaglandin E2 receptor,4,0.4527337
W2083519527,9,C95444343,Cell biology,1,0.41381603
W2083519527,10,C2777956040,Prostaglandin E2,2,0.41074914
W2083519527,11,C134018914,Endocrinology,1,0.27753896
W2083519527,12,C1491633281,Cell,2,0.23806792
W2083519527,13,C55493867,Biochemistry,1,0.08513564
W2083519527,14,C181199279,Enzyme,2,0.045987934
W2083519527,15,C2778938600,Agonist,3,0
W2109127510,1,C203862802,Farnesoid X receptor,5,0.9431933
W2109127510,2,C2776035688,Affect (linguistics),2,0.7253791
W2109127510,3,C63932345,Nuclear receptor,4,0.6132888
W2109127510,4,C170493617,Receptor,2,0.5024524
W2109127510,5,C185592680,Chemistry,0,0.46632627
W2109127510,6,C95444343,Cell biology,1,0.38464713
W2109127510,7,C86803240,Biology,0,0.31155652
W2109127510,8,C86339819,Transcription factor,3,0.26645416
W2109127510,9,C55493867,Biochemistry,1,0.26573288
W2109127510,10,C104317684,Gene,2,0.22234869
W2109127510,11,C15744967,Psychology,0,0.16419542
W2109127510,12,C46312422,Communication,1,0.09216505
W1991917446,1,C75217442,Protein kinase B,3,0.74159634
W1991917446,2,C190283241,Apoptosis,2,0.5819399
W1991917446,3,C185592680,Chemistry,0,0.52781284
W1991917446,4,C55493867,Biochemistry,1,0.4876984
W1991917446,5,C97029542,Protein kinase A,3,0.46924403
W1991917446,6,C184235292,Kinase,2,0.42167833
W1991917446,7,C95444343,Cell biology,1,0.4007574
W1991917446,8,C86803240,Biology,0,0.2921344
W2063734640,1,C2780178515,Amelogenesis imperfecta,3,0.97316396
W2063734640,2,C127716648,Phenotype,3,0.7435355
W2063734640,3,C109523444,Matrix metalloproteinase,2,0.7139373
W2063734640,4,C106487976,Matrix (chemical analysis),2,0.47460192
W2063734640,5,C2991819120,Matrix metalloproteinase 9,3,0.43618506
W2063734640,6,C199106506,Amelogenesis,4,0.41886917
W2063734640,7,C185592680,Chemistry,0,0.3772796
W2063734640,8,C153911025,Molecular biology,1,0.34262204
W2063734640,9,C86803240,Biology,0,0.3362802
W2063734640,10,C54355233,Genetics,1,0.28755617
W2063734640,11,C71924100,Medicine,0,0.21651763
W2063734640,12,C104392178,Ameloblast,3,0.21262419
W2063734640,13,C156887251,Enamel paint,2,0.16654232
W2063734640,14,C104317684,Gene,2,0.1309577
W2063734640,15,C199343813,Dentistry,1,0.11393368
W2063734640,16,C43617362,Chromatography,1,0
W2170636321,1,C126619667,Guanine nucleotide exchange factor,3,0.90098596
W2170636321,2,C2776661833,Lysophosphatidic acid,3,0.79974324
W2170636321,3,C2778301229,Guanine,4,0.6157521
W2170636321,4,C512185932,Nucleotide,3,0.5990014
