id,which_mesh,term,is_major_topic
W2002189205,1,Atherosclerosis,TRUE
W2002189205,2,Myocardial Infarction,TRUE
W2002189205,3,Stroke,TRUE
W2002189205,4,Thrombosis,TRUE
W2002189205,5,Aged,FALSE
W2002189205,6,Atherosclerosis,FALSE
W2002189205,7,Atherosclerosis,FALSE
W2002189205,8,Cardiovascular Diseases,FALSE
W2002189205,9,Cardiovascular Diseases,FALSE
W2002189205,10,Diabetes Mellitus,FALSE
W2002189205,11,Diabetes Mellitus,FALSE
W2002189205,12,Female,FALSE
W2002189205,13,Forecasting,FALSE
W2002189205,14,Humans,FALSE
W2002189205,15,Male,FALSE
W2002189205,16,Middle Aged,FALSE
W2002189205,17,Myocardial Infarction,FALSE
W2002189205,18,Myocardial Infarction,FALSE
W2002189205,19,Outpatients,FALSE
W2002189205,20,Peripheral Vascular Diseases,FALSE
W2002189205,21,Peripheral Vascular Diseases,FALSE
W2002189205,22,Prognosis,FALSE
W2002189205,23,Registries,FALSE
W2002189205,24,Registries,FALSE
W2002189205,25,Risk Assessment,FALSE
W2002189205,26,Risk Factors,FALSE
W2002189205,27,Stroke,FALSE
W2002189205,28,Stroke,FALSE
W2002189205,29,Thrombosis,FALSE
W2002189205,30,Thrombosis,FALSE
W2166650056,1,"ATP Binding Cassette Transporter, Subfamily B, Member 1",TRUE
W2166650056,2,Acute Coronary Syndrome,TRUE
W2166650056,3,Acute Coronary Syndrome,TRUE
W2166650056,4,"Angioplasty, Balloon, Coronary",TRUE
W2166650056,5,Aryl Hydrocarbon Hydroxylases,TRUE
W2166650056,6,Genetic Variation,TRUE
W2166650056,7,Piperazines,TRUE
W2166650056,8,Platelet Aggregation Inhibitors,TRUE
W2166650056,9,Thiophenes,TRUE
W2166650056,10,Ticlopidine,TRUE
W2166650056,11,"ATP Binding Cassette Transporter, Subfamily B",FALSE
W2166650056,12,"ATP Binding Cassette Transporter, Subfamily B, Member 1",FALSE
W2166650056,13,Acute Coronary Syndrome,FALSE
W2166650056,14,Aryl Hydrocarbon Hydroxylases,FALSE
W2166650056,15,Cardiovascular Diseases,FALSE
W2166650056,16,Cardiovascular Diseases,FALSE
W2166650056,17,Clopidogrel,FALSE
W2166650056,18,Cytochrome P-450 CYP2C19,FALSE
W2166650056,19,Female,FALSE
W2166650056,20,Genotype,FALSE
W2166650056,21,Humans,FALSE
W2166650056,22,Male,FALSE
W2166650056,23,Middle Aged,FALSE
W2166650056,24,Pharmacogenetics,FALSE
W2166650056,25,Piperazines,FALSE
W2166650056,26,Piperazines,FALSE
W2166650056,27,Platelet Aggregation,FALSE
W2166650056,28,Platelet Aggregation,FALSE
W2166650056,29,Platelet Aggregation Inhibitors,FALSE
W2166650056,30,Platelet Aggregation Inhibitors,FALSE
W2166650056,31,"Polymorphism, Single Nucleotide",FALSE
W2166650056,32,Prasugrel Hydrochloride,FALSE
W2166650056,33,Randomized Controlled Trials as Topic,FALSE
W2166650056,34,Thiophenes,FALSE
W2166650056,35,Thiophenes,FALSE
W2166650056,36,Ticlopidine,FALSE
W2166650056,37,Ticlopidine,FALSE
W2166650056,38,Ticlopidine,FALSE
W2132450469,1,"Anesthesia, General",TRUE
W2132450469,2,"Anesthesia, General",TRUE
W2132450469,3,"Anesthetics, General",TRUE
W2132450469,4,"Anesthetics, General",TRUE
W2132450469,5,Respiration Disorders,TRUE
W2132450469,6,"Administration, Inhalation",FALSE
W2132450469,7,Adolescent,FALSE
W2132450469,8,Airway Obstruction,FALSE
W2132450469,9,Airway Obstruction,FALSE
W2132450469,10,Analysis of Variance,FALSE
W2132450469,11,"Anesthesia, General",FALSE
W2132450469,12,"Anesthetics, General",FALSE
W2132450469,13,Asthma,FALSE
W2132450469,14,Asthma,FALSE
W2132450469,15,Bronchial Spasm,FALSE
W2132450469,16,Bronchial Spasm,FALSE
W2132450469,17,Child,FALSE
W2132450469,18,"Child, Preschool",FALSE
W2132450469,19,Cough,FALSE
W2132450469,20,Cough,FALSE
W2132450469,21,Female,FALSE
W2132450469,22,Humans,FALSE
W2132450469,23,Hypersensitivity,FALSE
W2132450469,24,Hypersensitivity,FALSE
W2132450469,25,Infant,FALSE
W2132450469,26,"Infusions, Intravenous",FALSE
W2132450469,27,Laryngismus,FALSE
W2132450469,28,Laryngismus,FALSE
W2132450469,29,Male,FALSE
W2132450469,30,Medical History Taking,FALSE
W2132450469,31,Prospective Studies,FALSE
W2132450469,32,Respiration Disorders,FALSE
W2132450469,33,Respiration Disorders,FALSE
W2132450469,34,Respiratory Sounds,FALSE
W2132450469,35,Respiratory Sounds,FALSE
W2132450469,36,Respiratory Tract Infections,FALSE
W2132450469,37,Respiratory Tract Infections,FALSE
W2132450469,38,Risk Assessment,FALSE
W2132450469,39,Risk Factors,FALSE
W2132450469,40,Severity of Illness Index,FALSE
W2132450469,41,Surveys and Questionnaires,FALSE
W2132450469,42,Tobacco Smoke Pollution,FALSE
W2132450469,43,Tobacco Smoke Pollution,FALSE
W1993143514,1,"Antigens, CD",TRUE
W1993143514,2,Cadherins,TRUE
W1993143514,3,"Endothelium, Vascular",TRUE
W1993143514,4,Nerve Tissue Proteins,TRUE
W1993143514,5,"Receptors, Immunologic",TRUE
W1993143514,6,Sepsis,TRUE
W1993143514,7,Animals,FALSE
W1993143514,8,"Antigens, CD",FALSE
W1993143514,9,Cadherins,FALSE
W1993143514,10,"Endothelium, Vascular",FALSE
W1993143514,11,Glycoproteins,FALSE
W1993143514,12,Glycoproteins,FALSE
W1993143514,13,Humans,FALSE
W1993143514,14,Mice,FALSE
W1993143514,15,Nerve Tissue Proteins,FALSE
W1993143514,16,Permeability,FALSE
W1993143514,17,"Receptors, Cell Surface",FALSE
W1993143514,18,"Receptors, Cell Surface",FALSE
W1993143514,19,"Receptors, Immunologic",FALSE
W1993143514,20,Sepsis,FALSE
W1993143514,21,Signal Transduction,FALSE
W2098214526,1,Bone Marrow Transplantation,TRUE
W2098214526,2,Epidermolysis Bullosa Dystrophica,TRUE
W2098214526,3,Fetal Blood,TRUE
W2098214526,4,Adolescent,FALSE
W2098214526,5,Bone Marrow Transplantation,FALSE
W2098214526,6,Child,FALSE
W2098214526,7,"Child, Preschool",FALSE
W2098214526,8,Collagen Type VII,FALSE
W2098214526,9,Collagen Type VII,FALSE
W2098214526,10,Collagen Type VII,FALSE
W2098214526,11,Collagen Type VII,FALSE
W2098214526,12,Collagen Type VII,FALSE
W2098214526,13,Epidermolysis Bullosa Dystrophica,FALSE
W2098214526,14,Epidermolysis Bullosa Dystrophica,FALSE
W2098214526,15,Epidermolysis Bullosa Dystrophica,FALSE
W2098214526,16,Female,FALSE
W2098214526,17,Fetal Blood,FALSE
W2098214526,18,"Genes, Recessive",FALSE
W2098214526,19,Graft Rejection,FALSE
W2098214526,20,Humans,FALSE
W2098214526,21,Male,FALSE
W2098214526,22,"Microscopy, Electron, Transmission",FALSE
W2098214526,23,Reticulin,FALSE
W2098214526,24,Reticulin,FALSE
W2098214526,25,Skin,FALSE
W2098214526,26,Skin,FALSE
W2098214526,27,Skin,FALSE
W2098214526,28,Skin,FALSE
W2098214526,29,Transplantation Chimera,FALSE
W2098214526,30,Transplantation Conditioning,FALSE
W2098214526,31,Transplantation Conditioning,FALSE
W2098214526,32,"Transplantation, Homologous",FALSE
W2107184754,1,Analgesia,TRUE
W2107184754,2,Blood Specimen Collection,TRUE
W2107184754,3,"Infant, Newborn",TRUE
W2107184754,4,Sucrose,TRUE
W2107184754,5,"Administration, Oral",FALSE
W2107184754,6,Brain,FALSE
W2107184754,7,Brain,FALSE
W2107184754,8,Double-Blind Method,FALSE
W2107184754,9,Electroencephalography,FALSE
W2107184754,10,Electromyography,FALSE
W2107184754,11,Evoked Potentials,FALSE
W2107184754,12,Facial Expression,FALSE
W2107184754,13,Female,FALSE
W2107184754,14,Heart Rate,FALSE
W2107184754,15,Humans,FALSE
W2107184754,16,Infant Behavior,FALSE
W2107184754,17,Male,FALSE
W2107184754,18,Oxygen,FALSE
W2107184754,19,Oxygen,FALSE
W2107184754,20,Pain Measurement,FALSE
W2107184754,21,Spine,FALSE
W2107184754,22,Spine,FALSE
W2107184754,23,Sucrose,FALSE
W2107184754,24,Water,FALSE
W2107184754,25,Water,FALSE
W2108666080,1,Blood Proteins,TRUE
W2108666080,2,Complement C5,TRUE
W2108666080,3,Complement Factor H,TRUE
W2108666080,4,Glomerulonephritis,TRUE
W2108666080,5,Glomerulonephritis,TRUE
W2108666080,6,"Kidney Failure, Chronic",TRUE
W2108666080,7,Mutation,TRUE
W2108666080,8,Adult,FALSE
W2108666080,9,Aged,FALSE
W2108666080,10,Blood Proteins,FALSE
W2108666080,11,Complement C5,FALSE
W2108666080,12,Complement Factor H,FALSE
